STNAM,FIPST,LEAID,leanm10,ALL_MTH04numvalid_1011,ALL_MTH04pctprof_1011,ECD_MTH04numvalid_1011,ECD_MTH04pctprof_1011,HOM_MTH04numvalid_1011,HOM_MTH04pctprof_1011,ALL_MTH08numvalid_1011,ALL_MTH08pctprof_1011,ECD_MTH08numvalid_1011,ECD_MTH08pctprof_1011,HOM_MTH08numvalid_1011,HOM_MTH08pctprof_1011
ARIZONA,4,400078,Edge School  Inc.  The,,,,,,,,,,,,
ARIZONA,4,400079,Tucson Youth Development/ACE Charter High School,,,,,,,,,,,,
ARIZONA,4,400081,Presidio School,32.0,84.0,28.0,40.0,,,22.0,70.0,16.0,70.0,,
ARIZONA,4,400082,Colorado River Union High School District,,,,,,,,,,,,
ARIZONA,4,400083,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,,,,,,,,,,,,
ARIZONA,4,400089,Sedona Charter School  Inc.,19.0,50.0,10.0,25.0,,,23.0,70.0,10.0,25.0,,
ARIZONA,4,400090,Mingus Springs Charter School,16.0,50.0,8.0,25.0,,,20.0,70.0,11.0,25.0,1.0,
ARIZONA,4,400092,Franklin Phonetic Primary School  Inc.,47.0,45.0,24.0,40.0,,,27.0,50.0,17.0,50.0,,
ARIZONA,4,400093,Skyview School  Inc.,8.0,25.0,4.0,,,,4.0,,1.0,,,
ARIZONA,4,400094,Az-Tec High School,,,,,,,,,,,,
ARIZONA,4,400095,Yuma Private Industry Council  Inc.,,,,,,,,,,,,
ARIZONA,4,400096,Mountain School  Inc.,33.0,74.0,,,,,,,,,,
ARIZONA,4,400097,Northland Preparatory Academy,,,,,,,78.0,87.0,,,,
ARIZONA,4,400098,Flagstaff Junior Academy,21.0,40.0,3.0,,,,34.0,44.0,7.0,25.0,,
ARIZONA,4,400099,Liberty High School,,,,,,,,,,,,
ARIZONA,4,400100,Ball Charter Schools (Hearn),70.0,82.0,36.0,84.0,,,48.0,74.0,24.0,70.0,,
ARIZONA,4,400101,OMEGA SCHOOLS d.b.a. Omega Academy  Inc.,27.0,50.0,24.0,50.0,5.0,,35.0,15.0,28.0,10.0,11.0,25.0
ARIZONA,4,400102,Friendly House  Inc.,37.0,44.0,37.0,44.0,,,22.0,30.0,22.0,30.0,,
ARIZONA,4,400103,Ombudsman Educational Services  Ltd. a subsidiary of Educati,,,,,,,,,,,,
ARIZONA,4,400104,Global Renaissance Academy of Distinguished Education,,,,,,,9.0,25.0,,,,
ARIZONA,4,400105,DCS Partner  Inc. dba Destiny Community School.,15.0,25.0,5.0,,,,6.0,25.0,4.0,,,
ARIZONA,4,400106,Arizona Agribusiness & Equine Center  Inc.,,,,,,,,,,,,
ARIZONA,4,400107,International Commerce Secondary Schools  Inc.,,,,,,,,,,,,
ARIZONA,4,400108,Humanities and Sciences Academy of the United States  Inc.,3.0,,,,,,3.0,,,,,
ARIZONA,4,400109,Phoenix Advantage Charter School  Inc.,55.0,64.0,49.0,64.0,,,50.0,34.0,46.0,34.0,,
ARIZONA,4,400111,Allen-Cochran Enterprises  Inc.,45.0,45.0,,,,,30.0,70.0,,,,
ARIZONA,4,400112,American Leadership Academy  Inc.,43.0,54.0,,,,,37.0,44.0,,,,
ARIZONA,4,400113,Fountain Hills Charter School,21.0,40.0,,,,,2.0,,,,,
ARIZONA,4,400115,Hermosa Montessori Charter School,25.0,70.0,2.0,,,,9.0,25.0,2.0,,,
ARIZONA,4,400121,Accelerated Learning Center  Inc.,,,,,,,,,,,,
ARIZONA,4,400122,Acclaim Charter School,51.0,34.0,50.0,34.0,,,40.0,74.0,36.0,64.0,,
ARIZONA,4,400124,Genesis Program  Inc.,,,,,,,,,,,,
ARIZONA,4,400125,Luz Academy of Tucson  Inc,,,,,,,,,,,,
ARIZONA,4,400126,Montessori Schoolhouse of Tucson  Inc.,14.0,25.0,5.0,,,,,,,,,
ARIZONA,4,400128,Academy Of Excellence  Inc.,32.0,34.0,27.0,30.0,9.0,25.0,17.0,30.0,13.0,25.0,6.0,25.0
ARIZONA,4,400129,Accelerated Elementary and Secondary Schools,21.0,40.0,10.0,25.0,,,10.0,25.0,4.0,,,
ARIZONA,4,400130,American Heritage Academy,35.0,54.0,,,,,37.0,34.0,,,,
ARIZONA,4,400131,The Charter Foundation  Inc.,65.0,67.0,43.0,64.0,,,43.0,64.0,25.0,50.0,,
ARIZONA,4,400133,Employ-Ability Unlimited  Inc.,22.0,50.0,15.0,25.0,1.0,,19.0,70.0,10.0,25.0,,
ARIZONA,4,400134,BASIS School  Inc.,,,,,,,106.0,48.0,,,,
ARIZONA,4,400135,Challenge School  Inc.,84.0,48.0,27.0,40.0,,,,,,,,
ARIZONA,4,400136,Chester Newton Charter and Montessori School,1.0,,1.0,,1.0,,,,,,,
ARIZONA,4,400141,Discovery Plus Academy,18.0,70.0,11.0,25.0,,,,,,,,
ARIZONA,4,400142,E.Q. Scholars  Inc.,,,,,,,11.0,25.0,8.0,25.0,,
ARIZONA,4,400144,Florence Crittenton Services of Arizona  Inc.,,,,,,,10.0,25.0,10.0,25.0,3.0,
ARIZONA,4,400145,Gem Charter School  Inc.,6.0,25.0,2.0,,,,,,,,,
ARIZONA,4,400146,Global Education Foundation,8.0,25.0,8.0,25.0,,,6.0,25.0,3.0,,,
ARIZONA,4,400147,Ha:san Educational Services,,,,,,,,,,,,
ARIZONA,4,400149,El Dorado Public Charter High School,,,,,,,,,,,,
ARIZONA,4,400150,Mexicayotl Academy  Inc.,17.0,30.0,14.0,25.0,,,3.0,,2.0,,,
ARIZONA,4,400151,New Horizon School for the Performing Arts,27.0,50.0,22.0,30.0,,,,,,,,
ARIZONA,4,400152,New West School,6.0,25.0,4.0,,,,1.0,,1.0,,,
ARIZONA,4,400153,Phoenix School of Academic Excellence The,,,,,,,7.0,25.0,4.0,,,
ARIZONA,4,400154,Shonto Governing Board of Education  Inc.,,,,,,,,,,,,
ARIZONA,4,400157,Sequoia Choice Schools  LLLP,21.0,30.0,1.0,,1.0,,54.0,24.0,6.0,25.0,6.0,25.0
ARIZONA,4,400159,Tucson Preparatory School,,,,,,,,,,,,
ARIZONA,4,400160,Vision Charter School  Inc.,,,,,,,,,,,,
ARIZONA,4,400161,Westwind Children's Services,,,,,,,,,,,,
ARIZONA,4,400162,Vicki A. Romero High School,,,,,,,,,,,,
ARIZONA,4,400163,Coconino County Regional Accommodation SD,,,,,,,4.0,,,,,
ARIZONA,4,400164,Arizona Academy of Science And Technology  Inc.,14.0,25.0,8.0,25.0,,,10.0,25.0,3.0,,,
ARIZONA,4,400165,Keystone Montessori Charter School  Inc.,23.0,40.0,,,,,15.0,25.0,,,,
ARIZONA,4,400181,Benchmark School  Inc.,62.0,48.0,,,,,,,,,,
ARIZONA,4,400182,Cambridge Academy  East   Inc,62.0,87.0,,,,,,,,,,
ARIZONA,4,400184,Ball Charter Schools (Dobson),73.0,72.0,21.0,70.0,,,37.0,45.0,11.0,25.0,,
ARIZONA,4,400185,Phoenix Education Management  LLC,91.0,77.0,71.0,72.0,3.0,,59.0,54.0,47.0,44.0,2.0,
ARIZONA,4,400187,Stepping Stones Academy,25.0,40.0,,,,,6.0,25.0,,,,
ARIZONA,4,400188,Advanced Education Services  Inc.,13.0,25.0,,,,,,,,,,
ARIZONA,4,400189,East Valley Academy,2.0,,,,,,,,,,,
ARIZONA,4,400190,Liberty Traditional Charter School,48.0,44.0,43.0,44.0,,,43.0,54.0,41.0,54.0,1.0,
ARIZONA,4,400191,Fit Kids  Inc. dba Champion Schools,42.0,64.0,30.0,70.0,,,24.0,30.0,16.0,30.0,,
ARIZONA,4,400192,Sonoran Desert School,,,,,,,,,,,,
ARIZONA,4,400201,Pima County Board of Supervisors,,,,,,,,,,,,
ARIZONA,4,400202,Academy of Tucson  Inc.,51.0,84.0,,,,,59.0,74.0,,,,
ARIZONA,4,400204,Mountain Rose Academy  Inc.,,,,,,,,,,,,
ARIZONA,4,400205,Great Expectations Academy,22.0,70.0,2.0,,,,14.0,25.0,3.0,,,
ARIZONA,4,400206,Desert Springs Academy,23.0,40.0,,,,,10.0,25.0,,,,
ARIZONA,4,400207,Vechij Himdag Alternative School  Inc.,,,,,,,,,,,,
ARIZONA,4,400208,Mountain Oak Charter School  Inc.,19.0,30.0,9.0,25.0,,,11.0,25.0,4.0,,,
ARIZONA,4,400209,Park View School  Inc.,,,,,,,52.0,44.0,27.0,30.0,2.0,
ARIZONA,4,400210,Painted Pony Ranch Charter School,9.0,25.0,,,,,10.0,25.0,,,,
ARIZONA,4,400211,Mary Ellen Halvorson Educational Foundation. dba: Tri-City P,,,,,,,,,,,,
ARIZONA,4,400212,Benson Unified School District,99.0,82.0,57.0,74.0,10.0,25.0,97.0,52.0,45.0,44.0,3.0,
ARIZONA,4,400213,Painted Desert Demonstration Projects  Inc.,7.0,25.0,5.0,,,,9.0,25.0,7.0,25.0,,
ARIZONA,4,400214,Shelby School The,3.0,,2.0,,,,2.0,,2.0,,,
ARIZONA,4,400216,Precision Academy Systems  Inc,,,,,,,,,,,,
ARIZONA,4,400217,Little Lamb Community School,38.0,45.0,,,,,,,,,,
ARIZONA,4,400218,American Basic Schools LLC,101.0,62.0,88.0,62.0,,,,,,,,
ARIZONA,4,400219,Career Success Schools,23.0,50.0,20.0,50.0,,,10.0,25.0,10.0,25.0,,
ARIZONA,4,400221,South Pointe Public Charter Elementary School,60.0,15.0,58.0,15.0,8.0,25.0,,,,,,
ARIZONA,4,400223,Daisy Education Corporation dba Sonoran Science Academy,54.0,45.0,12.0,25.0,,,78.0,77.0,16.0,70.0,,
ARIZONA,4,400225,Horizon Community Learning Center  Inc.,125.0,72.0,,,,,134.0,67.0,,,,
ARIZONA,4,400227,South Pointe Public Charter Junior High School,,,,,,,107.0,12.0,101.0,12.0,15.0,25.0
ARIZONA,4,400229,Milestones Charter School,43.0,74.0,,,,,11.0,25.0,,,,
ARIZONA,4,400230,Pathfinder Charter School Foundation,87.0,67.0,79.0,62.0,2.0,,,,,,,
ARIZONA,4,400231,James Madison Preparatory School,,,,,,,35.0,74.0,,,,
ARIZONA,4,400232,Self Development Charter School,47.0,45.0,1.0,,,,6.0,25.0,,,,
ARIZONA,4,400235,Excalibur Charter School Inc,34.0,44.0,28.0,30.0,6.0,25.0,20.0,50.0,15.0,25.0,3.0,
ARIZONA,4,400236,Mission Charter School  Inc.,14.0,25.0,10.0,25.0,,,13.0,25.0,5.0,,1.0,
ARIZONA,4,400237,Paramount Education Studies Inc,38.0,64.0,19.0,50.0,,,42.0,44.0,21.0,50.0,,
ARIZONA,4,400238,Metropolitan Arts Institute  Inc.,,,,,,,27.0,70.0,,,,
ARIZONA,4,400239,P.L.C. Charter Schools,125.0,52.0,86.0,42.0,1.0,,67.0,47.0,53.0,44.0,2.0,
ARIZONA,4,400241,Paragon Management  Inc.,166.0,87.0,47.0,74.0,,,137.0,52.0,43.0,54.0,,
ARIZONA,4,400243,Skyline Schools  Inc.,,,,,,,,,,,,
ARIZONA,4,400244,Choice Education and Development Corporation - Sequoia Chart,64.0,37.0,27.0,30.0,2.0,,77.0,27.0,37.0,34.0,2.0,
ARIZONA,4,400245,Choice Education and Development Corporation - Learning Cros,21.0,30.0,12.0,25.0,,,21.0,10.0,11.0,25.0,1.0,
ARIZONA,4,400246,Choice Education and Development Corporation - Sequoia Villa,10.0,25.0,7.0,25.0,,,17.0,50.0,5.0,,,
ARIZONA,4,400248,Telesis Center for Learning  Inc.,34.0,54.0,24.0,50.0,,,27.0,30.0,16.0,30.0,,
ARIZONA,4,400252,Little Singer Community School Board Inc.,,,,,,,18.0,10.0,,,,
ARIZONA,4,400254,Southern Arizona Community Academy  Inc.,,,,,,,,,,,,
ARIZONA,4,400255,Tucson Country Day School  Inc.,62.0,87.0,,,,,75.0,52.0,,,,
ARIZONA,4,400256,MultiDimensional Literacy Corp.,17.0,30.0,7.0,25.0,1.0,,20.0,10.0,10.0,25.0,1.0,
ARIZONA,4,400257,Children's Success Academy  Inc.,12.0,25.0,10.0,25.0,,,,,,,,
ARIZONA,4,400258,Carden of Tucson  Inc.,15.0,25.0,,,,,14.0,25.0,,,,
ARIZONA,4,400259,Southgate Academy  Inc.,44.0,44.0,35.0,34.0,,,72.0,8.0,61.0,8.0,1.0,
ARIZONA,4,400260,TAG Elementary  Inc.,17.0,30.0,1.0,,,,16.0,50.0,2.0,,,
ARIZONA,4,400261,Eastpointe High School  Inc.,,,,,,,,,,,,
ARIZONA,4,400263,Patagonia Montessori Elementary School,4.0,,1.0,,,,,,,,,
ARIZONA,4,400264,Santa Cruz Valley Opportunities in Education  Inc.,8.0,25.0,3.0,,,,,,,,,
ARIZONA,4,400266,PACE Preparatory Academy  Inc.,,,,,,,,,,,,
ARIZONA,4,400267,Kestrel Schools  Inc.,,,,,,,,,,,,
ARIZONA,4,400268,Juniper Tree Academy,77.0,87.0,39.0,84.0,,,,,,,,
ARIZONA,4,400273,GAR  LLC dba Student Choice High School,,,,,,,,,,,,
ARIZONA,4,400274,AIBT Non-Profit Charter High School - Phoenix,,,,,,,21.0,30.0,21.0,30.0,,
ARIZONA,4,400275,Highland Free School,14.0,25.0,8.0,25.0,,,,,,,,
ARIZONA,4,400276,Academy with Community Partners  Inc,,,,,,,,,,,,
ARIZONA,4,400277,Youngtown Public Charter School,17.0,30.0,16.0,30.0,2.0,,,,,,,
ARIZONA,4,400278,Deer Valley Charter Schools  Inc.,,,,,,,,,,,,
ARIZONA,4,400279,West Gilbert Charter Elementary School  Inc.,72.0,52.0,24.0,30.0,,,,,,,,
ARIZONA,4,400280,Mohave Accelerated Learning Center,,,,,,,52.0,34.0,35.0,24.0,,
ARIZONA,4,400281,Masada Charter School  Inc.,54.0,84.0,36.0,74.0,,,43.0,74.0,23.0,40.0,,
ARIZONA,4,400282,Harvest Power Community Development Group  Inc.,127.0,52.0,112.0,52.0,,,77.0,62.0,64.0,57.0,,
ARIZONA,4,400283,Old Pueblo Children's Academy,4.0,,3.0,,,,9.0,25.0,2.0,,,
ARIZONA,4,400284,Omega Alpha Academy,42.0,44.0,40.0,44.0,,,19.0,40.0,17.0,40.0,,
ARIZONA,4,400285,Montessori House  Inc.,3.0,,,,,,,,,,,
ARIZONA,4,400288,Premier Charter High School,,,,,,,,,,,,
ARIZONA,4,400290,Pan-American Elementary Charter,55.0,84.0,55.0,84.0,,,39.0,64.0,39.0,64.0,,
ARIZONA,4,400295,Kingman Unified School District,528.0,62.0,373.0,60.0,28.0,70.0,542.0,43.0,329.0,36.0,29.0,30.0
ARIZONA,4,400296,El Centro for the Study of Primary and Secondary Education,,,,,,,39.0,24.0,32.0,24.0,,
ARIZONA,4,400297,Sierra Summit Academy,,,,,,,,,,,,
ARIZONA,4,400298,Legacy Schools,43.0,74.0,35.0,74.0,,,21.0,30.0,14.0,25.0,,
ARIZONA,4,400299,Visions Unlimited Academy  Inc.,3.0,,2.0,,1.0,,4.0,,3.0,,2.0,
ARIZONA,4,400300,Twenty First Century Charter Schools  Inc.,5.0,,3.0,,,,,,,,,
ARIZONA,4,400303,North Star Charter School  Inc.,,,,,,,,,,,,
ARIZONA,4,400310,Carden Traditional School of Surprise  Inc.,57.0,84.0,4.0,,,,23.0,50.0,5.0,,,
ARIZONA,4,400311,E-Institute Charter Schools  Inc.,,,,,,,,,,,,
ARIZONA,4,400312,Ira H. Hayes Memorial Applied Learning Center  Inc.,,,,,,,,,,,,
ARIZONA,4,400314,Developing Innovations in Navajo Education  Inc. (DINE  Inc.,,,,,,,,,,,,
ARIZONA,4,400315,Yavapai Accommodation School District,,,,,,,,,,,,
ARIZONA,4,400317,Khalsa Family Services,25.0,40.0,,,,,19.0,50.0,,,,
ARIZONA,4,400318,Aprender Tucson,30.0,30.0,29.0,30.0,,,27.0,10.0,26.0,10.0,,
ARIZONA,4,400320,Acorn Montessori Charter School,44.0,74.0,39.0,74.0,5.0,,30.0,70.0,30.0,70.0,3.0,
ARIZONA,4,400321,Pinnacle Education-WMCB  Inc.,,,,,,,,,,,,
ARIZONA,4,400322,Desert Rose Academy Inc.,,,,,,,,,,,,
ARIZONA,4,400323,Crown Charter School  Inc,35.0,45.0,6.0,25.0,,,,,,,,
ARIZONA,4,400324,Arizona School for Integrated Academics and Technologies  In,,,,,,,,,,,,
ARIZONA,4,400326,Success School,49.0,54.0,35.0,44.0,4.0,,45.0,24.0,30.0,10.0,1.0,
ARIZONA,4,400327,Pointe Educational Services,80.0,77.0,10.0,25.0,,,149.0,62.0,65.0,52.0,,
ARIZONA,4,400328,A Center for Creative Education,4.0,,3.0,,,,,,,,,
ARIZONA,4,400329,Primavera Technical Learning Center,,,,,,,,,,,,
ARIZONA,4,400330,Compass High School  Inc.,,,,,,,,,,,,
ARIZONA,4,400332,James Sandoval Preparatory High School,,,,,,,,,,,,
ARIZONA,4,400334,Westwind Middle School Academy,,,,,,,18.0,70.0,9.0,25.0,2.0,
ARIZONA,4,400338,Accelerated Learning Charter School  Inc.,9.0,25.0,2.0,,,,4.0,,4.0,,,
ARIZONA,4,400339,Destiny School  Inc.,24.0,70.0,20.0,70.0,,,22.0,70.0,18.0,70.0,,
ARIZONA,4,400340,Noah Webster Basic School,147.0,77.0,87.0,72.0,2.0,,,,,,,
ARIZONA,4,400343,Griffin Foundation  Inc. The,37.0,74.0,1.0,,,,30.0,30.0,4.0,,,
ARIZONA,4,400344,Pathways KM Charter Schools  Inc,,,,,,,,,,,,
ARIZONA,4,400350,PEAK School Inc.  The,19.0,30.0,15.0,25.0,1.0,,11.0,25.0,9.0,25.0,1.0,
ARIZONA,4,400351,Vista Grove Preparatory Academy Public Charter Middle School,,,,,,,12.0,25.0,10.0,25.0,4.0,
ARIZONA,4,400352,American Charter Schools Foundation d.b.a. Estrella High Sch,,,,,,,,,,,,
ARIZONA,4,400353,American Charter Schools Foundation d.b.a. Peoria Accelerate,,,,,,,,,,,,
ARIZONA,4,400354,American Charter Schools Foundation d.b.a. Sun Valley High S,,,,,,,,,,,,
ARIZONA,4,400355,American Charter Schools Foundation d.b.a. West Phoenix High,,,,,,,,,,,,
ARIZONA,4,400356,Nosotros  Inc,3.0,,2.0,,,,10.0,25.0,9.0,25.0,,
ARIZONA,4,400357,American Charter Schools Foundation d.b.a. Apache Trail High,,,,,,,,,,,,
ARIZONA,4,400359,Challenger Basic School  Inc.,27.0,40.0,,,,,,,,,,
ARIZONA,4,400360,Sierra Oaks School  Inc,10.0,25.0,4.0,,,,8.0,25.0,2.0,,,
ARIZONA,4,400361,Arizona Community Development Corporation,167.0,52.0,113.0,52.0,,,105.0,22.0,76.0,22.0,,
ARIZONA,4,400363,SC Jensen Corporation  Inc. dba Intelli-School,,,,,,,,,,,,
ARIZONA,4,400364,PAS Charter  Inc.  dba Intelli-School,,,,,,,,,,,,
ARIZONA,4,400366,Valley of the Sun Waldorf Education Association  dba Desert,24.0,50.0,,,,,24.0,50.0,,,,
ARIZONA,4,400367,Pima Prevention Partnership dba Pima Partnership School  The,,,,,,,,,,,,
ARIZONA,4,400368,Academy of Math and Science  Inc.,14.0,25.0,8.0,25.0,,,18.0,40.0,12.0,25.0,,
ARIZONA,4,400370,Midtown Primary School,8.0,25.0,8.0,25.0,1.0,,,,,,,
ARIZONA,4,400373,Tucson International Academy  Inc.,30.0,30.0,26.0,30.0,,,28.0,10.0,27.0,10.0,1.0,
ARIZONA,4,400374,Bell Canyon Charter School  Inc,44.0,54.0,24.0,50.0,1.0,,19.0,30.0,10.0,25.0,1.0,
ARIZONA,4,400375,Sierra Vista Charter School  Inc.,48.0,64.0,17.0,50.0,,,33.0,54.0,13.0,25.0,,
ARIZONA,4,400376,Cortez Park Charter Middle School  Inc.,,,,,,,53.0,64.0,49.0,64.0,2.0,
ARIZONA,4,400377,West Gilbert Charter Middle School  Inc.,,,,,,,29.0,50.0,11.0,25.0,,
ARIZONA,4,400378,Gila Educational Group dba Gila Preparatory Academy,,,,,,,,,,,,
ARIZONA,4,400381,Carpe Diem Collegiate High School,,,,,,,41.0,84.0,20.0,40.0,,
ARIZONA,4,400382,CPLC Community Schools dba Toltecalli High School,,,,,,,,,,,,
ARIZONA,4,400383,Life Skills Center of Arizona  Inc. dba Life Skills Center o,,,,,,,,,,,,
ARIZONA,4,400384,American Charter Schools Foundation d.b.a. Desert Hills High,,,,,,,,,,,,
ARIZONA,4,400385,American Charter Schools Foundation d.b.a. Crestview College,,,,,,,,,,,,
ARIZONA,4,400386,Summit Public Charter High School,,,,,,,,,,,,
ARIZONA,4,400387,Tempe Accelerated Public Charter High School,,,,,,,,,,,,
ARIZONA,4,400388,Skyview Public Charter High School,,,,,,,,,,,,
ARIZONA,4,400389,Maya Public Charter High School,,,,,,,,,,,,
ARIZONA,4,400390,Camelback Education  Inc,52.0,64.0,38.0,64.0,,,,,,,,
ARIZONA,4,400392,Sunnyside Charter and Montessori School,,,,,,,1.0,,1.0,,,
ARIZONA,4,400393,Lifelong Learning Research Institute  Inc.,15.0,25.0,6.0,25.0,,,3.0,,,,,
ARIZONA,4,400394,Avondale Learning dba Precision Academy,,,,,,,,,,,,
ARIZONA,4,400395,LEAD Charter Schools,63.0,67.0,31.0,64.0,,,52.0,54.0,16.0,50.0,,
ARIZONA,4,400396,All Aboard Charter School,9.0,25.0,8.0,25.0,,,,,,,,
ARIZONA,4,400397,CAFA  Inc. dba Learning Foundation Performing Arts School,14.0,25.0,11.0,25.0,,,18.0,10.0,15.0,25.0,,
ARIZONA,4,400398,Founding Fathers Academies  Inc,20.0,10.0,16.0,10.0,1.0,,6.0,25.0,5.0,,,
ARIZONA,4,400399,Montessori Academy  Inc.,22.0,70.0,8.0,25.0,,,11.0,25.0,6.0,25.0,,
ARIZONA,4,400401,New World Educational Center,22.0,30.0,19.0,30.0,3.0,,22.0,50.0,20.0,50.0,2.0,
ARIZONA,4,400402,Cholla Academy,20.0,50.0,17.0,50.0,,,17.0,70.0,13.0,25.0,,
ARIZONA,4,400404,Akimel O'Otham Pee Posh Charter School  Inc.,43.0,54.0,35.0,54.0,,,,,,,,
ARIZONA,4,400405,Cornerstone Charter School Inc,,,,,,,,,,,,
ARIZONA,4,400406,Happy Valley School  Inc.,105.0,92.0,14.0,25.0,,,,,,,,
ARIZONA,4,400407,Tucson Small School Project,,,,,,,,,,,,
ARIZONA,4,400409,Satori  Inc.,32.0,64.0,,,,,14.0,25.0,,,,
ARIZONA,4,400412,E-cademie  A Charter School,,,,,,,,,,,,
ARIZONA,4,400413,Mohave Accelerated Elementary School  Inc.,41.0,64.0,33.0,64.0,,,,,,,,
ARIZONA,4,400414,Academy of Building Industries  Inc.,,,,,,,,,,,,
ARIZONA,4,400415,Arizona Montessori Charter School at Anthem,23.0,70.0,11.0,25.0,,,18.0,70.0,,,,
ARIZONA,4,400416,StarShine Academy,14.0,25.0,10.0,25.0,4.0,,5.0,,3.0,,1.0,
ARIZONA,4,400417,Arizona Agribusiness & Equine Center  Inc,,,,,,,,,,,,
ARIZONA,4,400418,Ahwatukee Foothills Prep  Inc.,52.0,54.0,35.0,44.0,,,25.0,50.0,14.0,25.0,,
ARIZONA,4,400419,Gila County Regional School District,,,,,,,1.0,,,,,
ARIZONA,4,400420,Pillar Charter School,,,,,,,,,,,,
ARIZONA,4,400421,Esperanza Community Collegial Academy,,,,,,,,,,,,
ARIZONA,4,400423,Legacy Education Group,,,,,,,,,,,,
ARIZONA,4,400424,Rosefield Charter Elementary School  Inc.,126.0,67.0,32.0,64.0,,,,,,,,
ARIZONA,4,400425,East Mesa Charter Elementary School  Inc.,78.0,42.0,39.0,34.0,,,,,,,,
ARIZONA,4,400426,Arizona Agribusiness & Equine Center  Inc.,,,,,,,,,,,,
ARIZONA,4,400427,Arizona Connections Academy Charter School  Inc.,83.0,52.0,44.0,34.0,,,205.0,37.0,88.0,27.0,,
ARIZONA,4,400429,Country Gardens Educational Services  LLC,30.0,50.0,19.0,50.0,,,31.0,54.0,16.0,70.0,2.0,
ARIZONA,4,400431,A Child's View School  Inc.,8.0,25.0,,,,,,,,,,
ARIZONA,4,400432,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,329.0,53.0,189.0,47.0,3.0,,722.0,35.0,422.0,31.0,23.0,30.0
ARIZONA,4,400433,El Pueblo Integral - Teaching & Learning Collaborative,,,,,,,26.0,70.0,,,,
ARIZONA,4,400434,Santa Cruz County Regional School District,,,,,,,5.0,,5.0,,,
ARIZONA,4,400436,Wildcat Secondary School,15.0,25.0,12.0,25.0,,,27.0,30.0,21.0,30.0,,
ARIZONA,4,400437,Nazlini Community School  Inc.,,,,,,,10.0,25.0,,,,
ARIZONA,4,400438,Imagine Charter Elementary at Desert West  Inc.,90.0,62.0,71.0,62.0,,,,,,,,
ARIZONA,4,400439,Desert Star Community School  Inc.,11.0,25.0,10.0,25.0,,,,,,,,
ARIZONA,4,400440,Chandler Preparatory Academy,55.0,84.0,,,,,109.0,87.0,,,,
ARIZONA,4,400441,Imagine Middle at Surprise  Inc.,,,,,,,94.0,47.0,28.0,30.0,,
ARIZONA,4,400442,Imagine Middle at East Mesa  Inc.,,,,,,,27.0,50.0,19.0,50.0,,
ARIZONA,4,400444,Prescott Valley Charter School,13.0,25.0,7.0,25.0,,,16.0,30.0,8.0,25.0,,
ARIZONA,4,400445,Imagine Charter Elementary at Camelback  Inc.,55.0,64.0,54.0,64.0,,,,,,,,
ARIZONA,4,400446,Imagine Elementary at Tempe  Inc.,36.0,64.0,21.0,50.0,,,18.0,10.0,11.0,25.0,,
ARIZONA,4,400447,American Charter Schools Foundation d.b.a. South Ridge High,,,,,,,,,,,,
ARIZONA,4,400448,Desert Sky Community School  Inc.,7.0,25.0,4.0,,,,,,,,,
ARIZONA,4,400450,Agua Fria Union High School District,,,,,,,,,,,,
ARIZONA,4,400451,Kin Dah Lichii Olta  Inc.,,,,,,,,,,,,
ARIZONA,4,400463,Arizona State School for the Deaf and Blind,19.0,10.0,17.0,10.0,,,38.0,15.0,26.0,30.0,,
ARIZONA,4,400480,Aguila Elementary District,17.0,40.0,15.0,25.0,,,17.0,70.0,16.0,70.0,,
ARIZONA,4,400520,Ajo Unified District,30.0,30.0,26.0,30.0,,,29.0,30.0,18.0,30.0,,
ARIZONA,4,400600,Alhambra Elementary District,1533.0,58.0,1307.0,56.0,77.0,47.0,1460.0,46.0,1230.0,45.0,51.0,44.0
ARIZONA,4,400608,BASIS School  Inc.,,,,,,,95.0,48.0,,,,
ARIZONA,4,400609,Bradley Academy of Excellence  Inc.,12.0,25.0,11.0,25.0,,,13.0,25.0,13.0,25.0,,
ARIZONA,4,400610,Partnership with Parents  Inc.,69.0,72.0,32.0,64.0,,,44.0,54.0,19.0,50.0,,
ARIZONA,4,400611,Career Success High School - Mesa,,,,,,,,,,,,
ARIZONA,4,400613,Educational Impact  Inc.,13.0,25.0,,,,,,,,,,
ARIZONA,4,400614,Maricopa County Community College District on behalf of Teac,,,,,,,,,,,,
ARIZONA,4,400616,New School for the Arts Middle School,,,,,,,37.0,44.0,,,,
ARIZONA,4,400617,Montezuma Public Charter Middle School,,,,,,,10.0,25.0,9.0,25.0,1.0,
ARIZONA,4,400618,American Charter Schools Foundation d.b.a. South Pointe High,,,,,,,,,,,,
ARIZONA,4,400619,American Charter Schools Foundation d.b.a. Alta Vista High S,,,,,,,,,,,,
ARIZONA,4,400620,Pinnacle Education-Mesa  Inc.,,,,,,,,,,,,
ARIZONA,4,400621,Pinnacle Education-Tempe  Inc.,,,,,,,,,,,,
ARIZONA,4,400625,Pinnacle Education-Kino  Inc.,,,,,,,,,,,,
ARIZONA,4,400626,Pinnacle Education-Casa Grande  Inc.,,,,,,,,,,,,
ARIZONA,4,400629,Back-to-Basics School,6.0,25.0,,,,,6.0,25.0,,,,
