STNAM,FIPST,LEAID,LEANM,ALL_MTH04NUMVALID_1314,ALL_MTH04PCTPROF_1314,ECD_MTH04NUMVALID_1314,ECD_MTH04PCTPROF_1314,HOM_MTH04NUMVALID_1314,HOM_MTH04PCTPROF_1314,ALL_MTH08NUMVALID_1314,ALL_MTH08PCTPROF_1314,ECD_MTH08NUMVALID_1314,ECD_MTH08PCTPROF_1314,HOM_MTH08NUMVALID_1314,HOM_MTH08PCTPROF_1314
ALABAMA,1,100005,Albertville City,381.0,39.0,280.0,32.0,1.0,,320.0,18.0,218.0,12.0,1.0,
ALABAMA,1,100006,Marshall County,441.0,51.0,362.0,48.0,38.0,54.0,445.0,32.0,312.0,26.0,34.0,24.0
ALABAMA,1,100007,Hoover City,1011.0,60.0,287.0,42.0,4.0,,1102.0,57.0,293.0,32.0,4.0,
ALABAMA,1,100008,Madison City,681.0,77.0,139.0,62.0,1.0,,806.0,68.0,164.0,37.0,5.0,
ALABAMA,1,100011,Leeds City,139.0,32.0,86.0,22.0,5.0,,130.0,22.0,67.0,17.0,,
ALABAMA,1,100012,Boaz City,183.0,42.0,132.0,37.0,,,152.0,37.0,91.0,27.0,1.0,
ALABAMA,1,100013,Trussville City,324.0,59.0,35.0,34.0,,,359.0,52.0,38.0,34.0,,
ALABAMA,1,100030,Alexander City,229.0,37.0,137.0,32.0,,,263.0,37.0,146.0,27.0,,
ALABAMA,1,100060,Andalusia City,142.0,37.0,82.0,22.0,,,159.0,32.0,96.0,17.0,,
ALABAMA,1,100090,Anniston City,152.0,37.0,143.0,37.0,23.0,50.0,135.0,12.0,127.0,12.0,4.0,
ALABAMA,1,100100,Arab City,178.0,62.0,75.0,57.0,3.0,,199.0,47.0,71.0,37.0,5.0,
ALABAMA,1,100120,Athens City,234.0,57.0,123.0,47.0,2.0,,262.0,42.0,138.0,27.0,4.0,
ALABAMA,1,100180,Attalla City,81.0,37.0,66.0,37.0,7.0,25.0,157.0,17.0,108.0,8.0,11.0,25.0
ALABAMA,1,100185,Saraland City,209.0,62.0,105.0,62.0,21.0,50.0,224.0,37.0,117.0,27.0,16.0,10.0
ALABAMA,1,100188,Chickasaw City,74.0,17.0,73.0,17.0,,,70.0,2.0,61.0,2.0,,
ALABAMA,1,100189,Satsuma City,96.0,42.0,44.0,34.0,,,90.0,32.0,29.0,30.0,,
ALABAMA,1,100190,Alabaster City,484.0,40.0,186.0,27.0,14.0,25.0,481.0,40.0,183.0,22.0,4.0,
ALABAMA,1,100210,Auburn City,612.0,69.0,186.0,52.0,2.0,,582.0,52.0,157.0,22.0,2.0,
ALABAMA,1,100240,Autauga County,690.0,45.0,324.0,32.0,4.0,,757.0,49.0,346.0,29.0,3.0,
ALABAMA,1,100270,Baldwin County,2259.0,53.0,1094.0,39.0,22.0,30.0,2304.0,33.0,1041.0,20.0,30.0,30.0
ALABAMA,1,100300,Barbour County,57.0,15.0,56.0,15.0,,,71.0,2.0,69.0,2.0,,
ALABAMA,1,100330,Bessemer City,337.0,24.0,307.0,24.0,15.0,25.0,275.0,2.0,244.0,2.0,20.0,10.0
ALABAMA,1,100360,Bibb County,255.0,37.0,173.0,32.0,3.0,,253.0,32.0,159.0,17.0,,
ALABAMA,1,100390,Birmingham City,1934.0,29.0,1768.0,27.0,45.0,24.0,1767.0,14.0,1602.0,11.0,51.0,15.0
ALABAMA,1,100420,Blount County,567.0,50.0,336.0,45.0,17.0,70.0,723.0,26.0,396.0,19.0,4.0,
ALABAMA,1,100450,Brewton City,84.0,62.0,45.0,54.0,,,90.0,37.0,52.0,15.0,,
ALABAMA,1,100480,Bullock County,88.0,8.0,78.0,8.0,1.0,,109.0,2.0,94.0,2.0,2.0,
ALABAMA,1,100510,Butler County,225.0,37.0,194.0,37.0,24.0,30.0,265.0,17.0,216.0,12.0,19.0,10.0
ALABAMA,1,100540,Calhoun County,652.0,47.0,396.0,37.0,10.0,25.0,798.0,26.0,475.0,18.0,10.0,25.0
ALABAMA,1,100600,Chambers County,291.0,27.0,219.0,27.0,3.0,,299.0,17.0,210.0,12.0,,
ALABAMA,1,100630,Cherokee County,326.0,49.0,209.0,42.0,52.0,34.0,336.0,29.0,216.0,22.0,36.0,24.0
ALABAMA,1,100660,Chilton County,580.0,36.0,395.0,32.0,2.0,,584.0,19.0,390.0,11.0,2.0,
ALABAMA,1,100690,Choctaw County,113.0,12.0,96.0,12.0,,,130.0,2.0,99.0,2.0,3.0,
ALABAMA,1,100720,Clarke County,224.0,37.0,175.0,27.0,,,236.0,17.0,168.0,12.0,,
ALABAMA,1,100750,Clay County,140.0,47.0,94.0,42.0,,,189.0,17.0,125.0,12.0,2.0,
ALABAMA,1,100780,Cleburne County,190.0,52.0,118.0,47.0,,,225.0,22.0,128.0,22.0,,
ALABAMA,1,100810,Coffee County,161.0,42.0,95.0,37.0,6.0,25.0,189.0,22.0,110.0,17.0,9.0,25.0
ALABAMA,1,100840,Colbert County,183.0,32.0,133.0,32.0,26.0,30.0,221.0,17.0,153.0,12.0,17.0,10.0
ALABAMA,1,100870,Conecuh County,97.0,42.0,91.0,42.0,1.0,,132.0,12.0,121.0,12.0,,
ALABAMA,1,100900,Coosa County,63.0,22.0,56.0,24.0,,,89.0,27.0,66.0,22.0,,
ALABAMA,1,100930,Covington County,241.0,47.0,146.0,42.0,2.0,,223.0,22.0,131.0,17.0,,
ALABAMA,1,100960,Crenshaw County,168.0,52.0,107.0,47.0,,,155.0,27.0,102.0,17.0,2.0,
ALABAMA,1,100990,Cullman City,254.0,67.0,90.0,52.0,,,236.0,72.0,72.0,62.0,,
ALABAMA,1,101020,Cullman County,713.0,45.0,473.0,36.0,4.0,,755.0,25.0,428.0,18.0,9.0,25.0
ALABAMA,1,101050,Dale County,234.0,42.0,143.0,37.0,,,257.0,37.0,137.0,27.0,1.0,
ALABAMA,1,101080,Daleville City,84.0,32.0,68.0,32.0,,,94.0,12.0,62.0,8.0,,
ALABAMA,1,101110,Dallas County,245.0,32.0,210.0,27.0,18.0,30.0,303.0,13.0,252.0,12.0,31.0,15.0
ALABAMA,1,101140,Dekalb County,681.0,41.0,511.0,37.0,58.0,24.0,744.0,24.0,542.0,19.0,36.0,15.0
ALABAMA,1,101170,Decatur City,638.0,48.0,429.0,39.0,2.0,,630.0,24.0,414.0,12.0,6.0,25.0
ALABAMA,1,101200,Demopolis City,160.0,47.0,102.0,37.0,,,195.0,22.0,124.0,12.0,1.0,
ALABAMA,1,101230,Dothan City,759.0,51.0,516.0,38.0,65.0,27.0,682.0,35.0,430.0,25.0,30.0,10.0
ALABAMA,1,101260,Elba City,50.0,44.0,38.0,44.0,,,56.0,24.0,39.0,24.0,,
ALABAMA,1,101290,Elmore County,825.0,45.0,460.0,39.0,4.0,,842.0,26.0,443.0,17.0,4.0,
ALABAMA,1,101320,Enterprise City,461.0,54.0,253.0,42.0,11.0,25.0,575.0,44.0,253.0,27.0,9.0,25.0
ALABAMA,1,101350,Escambia County,361.0,39.0,273.0,32.0,2.0,,338.0,19.0,265.0,12.0,,
ALABAMA,1,101380,Etowah County,701.0,53.0,394.0,48.0,4.0,,692.0,33.0,343.0,24.0,,
ALABAMA,1,101410,Eufaula City,183.0,42.0,139.0,42.0,,,193.0,17.0,143.0,12.0,,
ALABAMA,1,101440,Fairfield City,135.0,27.0,123.0,27.0,46.0,24.0,83.0,17.0,73.0,17.0,16.0,10.0
ALABAMA,1,101470,Fayette County,179.0,42.0,120.0,32.0,2.0,,196.0,32.0,121.0,27.0,3.0,
ALABAMA,1,101530,Florence City,326.0,54.0,222.0,47.0,6.0,25.0,333.0,38.0,186.0,22.0,8.0,25.0
ALABAMA,1,101560,Fort Payne City,259.0,32.0,170.0,27.0,,,245.0,22.0,164.0,12.0,1.0,
ALABAMA,1,101590,Franklin County,240.0,47.0,178.0,47.0,,,262.0,17.0,189.0,12.0,,
ALABAMA,1,101620,Gadsden City,406.0,41.0,306.0,31.0,13.0,25.0,377.0,18.0,286.0,12.0,21.0,10.0
ALABAMA,1,101640,Geneva City,100.0,47.0,65.0,37.0,,,79.0,27.0,43.0,15.0,,
ALABAMA,1,101660,Geneva County,216.0,32.0,158.0,27.0,1.0,,220.0,22.0,152.0,22.0,,
ALABAMA,1,101680,Greene County,84.0,22.0,80.0,22.0,2.0,,115.0,2.0,110.0,2.0,6.0,25.0
ALABAMA,1,101690,Guntersville City,142.0,62.0,76.0,52.0,8.0,25.0,157.0,47.0,75.0,32.0,4.0,
ALABAMA,1,101710,Hale County,177.0,52.0,139.0,47.0,,,227.0,17.0,181.0,12.0,1.0,
ALABAMA,1,101720,Haleyville City,113.0,32.0,67.0,27.0,,,145.0,27.0,80.0,17.0,2.0,
ALABAMA,1,101730,Hartselle City,214.0,57.0,72.0,42.0,10.0,25.0,236.0,47.0,69.0,27.0,4.0,
ALABAMA,1,101740,Henry County,185.0,47.0,128.0,42.0,,,203.0,22.0,117.0,17.0,,
ALABAMA,1,101760,Homewood City,298.0,77.0,80.0,57.0,1.0,,313.0,62.0,104.0,32.0,,
ALABAMA,1,101770,Houston County,485.0,49.0,320.0,42.0,3.0,,532.0,32.0,328.0,27.0,2.0,
ALABAMA,1,101800,Huntsville City,1673.0,48.0,984.0,33.0,16.0,10.0,1659.0,35.0,863.0,16.0,7.0,25.0
ALABAMA,1,101830,Jackson County,425.0,44.0,288.0,37.0,1.0,,468.0,32.0,318.0,25.0,1.0,
ALABAMA,1,101860,Jacksonville City,113.0,57.0,59.0,44.0,1.0,,128.0,32.0,67.0,22.0,,
ALABAMA,1,101890,Jasper City,207.0,47.0,99.0,32.0,,,186.0,42.0,94.0,27.0,,
ALABAMA,1,101920,Jefferson County,2701.0,36.0,1739.0,29.0,21.0,30.0,2906.0,16.0,1742.0,10.0,44.0,5.0
ALABAMA,1,101950,Lamar County,182.0,32.0,114.0,27.0,8.0,25.0,211.0,22.0,117.0,17.0,6.0,25.0
ALABAMA,1,101980,Lanett City,79.0,32.0,74.0,32.0,,,64.0,8.0,59.0,5.0,,
ALABAMA,1,102010,Lauderdale County,662.0,48.0,344.0,39.0,3.0,,628.0,40.0,307.0,26.0,4.0,
ALABAMA,1,102040,Lawrence County,376.0,51.0,226.0,42.0,34.0,34.0,358.0,14.0,224.0,12.0,46.0,15.0
ALABAMA,1,102070,Lee County,703.0,48.0,432.0,41.0,2.0,,885.0,29.0,490.0,21.0,1.0,
ALABAMA,1,102100,Limestone County,578.0,56.0,314.0,49.0,7.0,25.0,609.0,26.0,293.0,17.0,3.0,
ALABAMA,1,102130,Linden City,28.0,10.0,25.0,10.0,,,21.0,10.0,17.0,10.0,,
ALABAMA,1,102160,Lowndes County,107.0,42.0,106.0,42.0,3.0,,150.0,2.0,145.0,2.0,12.0,25.0
ALABAMA,1,102190,Macon County,134.0,17.0,134.0,17.0,4.0,,170.0,2.0,169.0,2.0,12.0,25.0
ALABAMA,1,102220,Madison County,1478.0,57.0,596.0,42.0,43.0,44.0,1604.0,41.0,612.0,25.0,22.0,30.0
ALABAMA,1,102250,Marengo County,98.0,32.0,78.0,27.0,,,108.0,27.0,83.0,17.0,,
ALABAMA,1,102310,Marion County,253.0,52.0,162.0,52.0,5.0,,270.0,27.0,164.0,17.0,2.0,
ALABAMA,1,102350,Midfield City,91.0,17.0,85.0,17.0,31.0,5.0,107.0,12.0,98.0,12.0,10.0,25.0
ALABAMA,1,102370,Mobile County,4240.0,47.0,3311.0,42.0,449.0,44.0,4316.0,28.0,3191.0,20.0,390.0,14.0
ALABAMA,1,102400,Monroe County,249.0,22.0,190.0,17.0,1.0,,334.0,11.0,233.0,8.0,,
ALABAMA,1,102430,Montgomery County,2401.0,32.0,1842.0,24.0,54.0,24.0,2273.0,17.0,1734.0,9.0,48.0,5.0
ALABAMA,1,102480,Morgan County,573.0,46.0,327.0,40.0,10.0,25.0,631.0,33.0,341.0,26.0,3.0,
ALABAMA,1,102490,Mountain Brook City,356.0,80.0,,,,,372.0,82.0,,,,
ALABAMA,1,102520,Muscle Shoals City,200.0,57.0,69.0,42.0,,,220.0,62.0,68.0,47.0,,
ALABAMA,1,102550,Oneonta City,121.0,52.0,58.0,44.0,1.0,,116.0,52.0,59.0,44.0,,
ALABAMA,1,102580,Opelika City,288.0,57.0,203.0,47.0,,,319.0,34.0,209.0,22.0,,
ALABAMA,1,102610,Opp City,100.0,57.0,59.0,44.0,,,99.0,27.0,50.0,15.0,,
ALABAMA,1,102635,Oxford City,311.0,75.0,185.0,67.0,35.0,74.0,334.0,34.0,200.0,27.0,22.0,30.0
ALABAMA,1,102640,Ozark City,164.0,32.0,117.0,27.0,1.0,,161.0,27.0,103.0,22.0,2.0,
ALABAMA,1,102650,Pell City,305.0,46.0,185.0,37.0,1.0,,300.0,27.0,171.0,17.0,4.0,
ALABAMA,1,102670,Perry County,125.0,22.0,114.0,22.0,20.0,50.0,134.0,2.0,119.0,2.0,4.0,
ALABAMA,1,102700,Phenix City,573.0,42.0,367.0,34.0,1.0,,474.0,21.0,342.0,14.0,5.0,
ALABAMA,1,102730,Pickens County,193.0,27.0,151.0,22.0,,,218.0,12.0,170.0,12.0,,
ALABAMA,1,102760,Piedmont City,94.0,52.0,64.0,42.0,3.0,,86.0,22.0,48.0,15.0,1.0,
ALABAMA,1,102790,Pike County,174.0,37.0,131.0,32.0,7.0,25.0,192.0,22.0,143.0,17.0,3.0,
ALABAMA,1,102820,Randolph County,149.0,32.0,106.0,27.0,2.0,,216.0,12.0,138.0,8.0,1.0,
ALABAMA,1,102850,Roanoke City,102.0,27.0,73.0,17.0,,,101.0,32.0,66.0,22.0,,
ALABAMA,1,102880,Russell County,254.0,37.0,170.0,32.0,3.0,,292.0,22.0,202.0,17.0,,
ALABAMA,1,102910,Russellville City,177.0,42.0,123.0,37.0,3.0,,183.0,12.0,121.0,12.0,1.0,
ALABAMA,1,102940,Scottsboro City,194.0,42.0,103.0,37.0,3.0,,196.0,32.0,97.0,17.0,1.0,
ALABAMA,1,102970,Selma City,302.0,18.0,274.0,17.0,3.0,,264.0,2.0,241.0,2.0,,
ALABAMA,1,103000,Sheffield City,77.0,57.0,66.0,62.0,,,98.0,22.0,80.0,17.0,1.0,
ALABAMA,1,103030,Shelby County,1812.0,55.0,632.0,37.0,20.0,50.0,1795.0,45.0,544.0,28.0,11.0,25.0
ALABAMA,1,103062,St Clair County,680.0,45.0,336.0,37.0,19.0,50.0,673.0,31.0,329.0,21.0,11.0,25.0
ALABAMA,1,103090,Sumter County,133.0,22.0,130.0,27.0,2.0,,150.0,8.0,137.0,8.0,3.0,
ALABAMA,1,103120,Sylacauga City,185.0,57.0,109.0,47.0,7.0,25.0,193.0,17.0,99.0,2.0,,
ALABAMA,1,103150,Talladega City,180.0,22.0,147.0,17.0,,,163.0,22.0,134.0,12.0,,
ALABAMA,1,103180,Talladega County,562.0,38.0,427.0,34.0,14.0,25.0,643.0,12.0,484.0,8.0,7.0,25.0
ALABAMA,1,103210,Tallapoosa County,204.0,37.0,135.0,32.0,,,237.0,27.0,158.0,22.0,,
ALABAMA,1,103240,Tallassee City,150.0,52.0,72.0,37.0,5.0,,143.0,22.0,76.0,8.0,3.0,
ALABAMA,1,103270,Tarrant City,80.0,32.0,77.0,32.0,2.0,,77.0,8.0,77.0,8.0,5.0,
ALABAMA,1,103300,Thomasville City,111.0,32.0,83.0,22.0,1.0,,116.0,32.0,67.0,27.0,,
ALABAMA,1,103330,Troy City,134.0,37.0,84.0,27.0,7.0,25.0,158.0,27.0,94.0,17.0,5.0,
ALABAMA,1,103360,Tuscaloosa City,719.0,48.0,470.0,38.0,20.0,30.0,766.0,27.0,536.0,14.0,13.0,25.0
ALABAMA,1,103390,Tuscaloosa County,1372.0,51.0,817.0,42.0,18.0,50.0,1366.0,29.0,744.0,19.0,9.0,25.0
ALABAMA,1,103420,Tuscumbia City,112.0,32.0,63.0,22.0,,,123.0,17.0,74.0,17.0,1.0,
ALABAMA,1,103430,Vestavia Hills City,528.0,79.0,58.0,64.0,1.0,,523.0,67.0,46.0,24.0,1.0,
ALABAMA,1,103450,Walker County,591.0,32.0,420.0,28.0,13.0,25.0,599.0,26.0,397.0,22.0,13.0,25.0
ALABAMA,1,103480,Washington County,216.0,37.0,142.0,32.0,7.0,25.0,249.0,17.0,158.0,12.0,1.0,
ALABAMA,1,103510,Wilcox County,146.0,8.0,146.0,8.0,69.0,8.0,162.0,2.0,162.0,2.0,61.0,2.0
ALABAMA,1,103540,Winfield City,89.0,82.0,37.0,74.0,2.0,,111.0,22.0,53.0,24.0,,
ALABAMA,1,103580,Winston County,173.0,42.0,116.0,37.0,,,229.0,17.0,149.0,12.0,,
ALASKA,2,200001,Lower Kuskokwim School District,349.0,28.0,311.0,24.0,1.0,,305.0,35.0,259.0,32.0,3.0,
ALASKA,2,200003,Lower Yukon School District,158.0,32.0,129.0,32.0,1.0,,159.0,27.0,126.0,22.0,2.0,
ALASKA,2,200004,Yupiit School District,37.0,15.0,37.0,15.0,,,27.0,10.0,27.0,10.0,,
ALASKA,2,200005,Kashunamiut School District,21.0,30.0,15.0,25.0,,,16.0,30.0,11.0,25.0,,
ALASKA,2,200006,Mount Edgecumbe High School Agency,,,,,,,,,,,,
ALASKA,2,200007,Aleutians East Borough School District,13.0,25.0,5.0,,,,18.0,70.0,11.0,25.0,,
ALASKA,2,200010,Aleutian Region School District,3.0,,2.0,,,,2.0,,2.0,,,
ALASKA,2,200020,Bering Strait School District,138.0,57.0,138.0,57.0,,,114.0,42.0,114.0,42.0,1.0,
ALASKA,2,200030,Bristol Bay Borough School District,12.0,25.0,5.0,,,,16.0,50.0,11.0,25.0,1.0,
ALASKA,2,200050,Alaska Gateway School District,22.0,50.0,20.0,50.0,,,21.0,50.0,19.0,50.0,1.0,
ALASKA,2,200060,Cordova City School District,22.0,10.0,16.0,10.0,,,19.0,70.0,9.0,25.0,,
ALASKA,2,200070,Copper River School District,30.0,10.0,12.0,25.0,,,33.0,84.0,16.0,70.0,,
ALASKA,2,200090,Craig City School District,45.0,74.0,13.0,25.0,,,42.0,74.0,16.0,70.0,,
ALASKA,2,200100,Delta-Greely School District,66.0,2.0,26.0,10.0,,,61.0,72.0,25.0,70.0,,
ALASKA,2,200120,Dillingham City School District,31.0,74.0,25.0,70.0,,,29.0,50.0,26.0,30.0,,
ALASKA,2,200130,Galena City School District,282.0,57.0,119.0,52.0,1.0,,276.0,67.0,127.0,62.0,5.0,
ALASKA,2,200150,Ketchikan Gateway Borough School District,171.0,77.0,66.0,67.0,,,182.0,77.0,62.0,62.0,,
ALASKA,2,200180,Anchorage School District,3536.0,78.0,1800.0,69.0,134.0,62.0,3527.0,69.0,1628.0,55.0,110.0,37.0
ALASKA,2,200210,Juneau Borough School District,375.0,76.0,116.0,52.0,5.0,,343.0,80.0,84.0,67.0,3.0,
ALASKA,2,200240,Sitka School District,94.0,87.0,34.0,74.0,2.0,,110.0,82.0,38.0,74.0,5.0,
ALASKA,2,200270,Haines Borough School District,17.0,70.0,9.0,25.0,,,22.0,70.0,11.0,25.0,,
ALASKA,2,200300,Hoonah City School District,5.0,,5.0,,2.0,,10.0,25.0,7.0,25.0,2.0,
ALASKA,2,200330,Hydaburg City School District,2.0,,2.0,,,,7.0,25.0,5.0,,,
ALASKA,2,200360,Kake City School District,11.0,25.0,10.0,25.0,,,3.0,,,,,
ALASKA,2,200390,Kenai Peninsula Borough School District,666.0,80.0,308.0,75.0,10.0,25.0,630.0,80.0,269.0,77.0,12.0,25.0
ALASKA,2,200450,Klawock City School District,8.0,25.0,6.0,25.0,,,9.0,25.0,8.0,25.0,,
ALASKA,2,200480,Kodiak Island Borough School District,151.0,77.0,82.0,72.0,5.0,,174.0,72.0,90.0,62.0,1.0,
ALASKA,2,200485,Lake and Peninsula Borough School District,20.0,10.0,13.0,25.0,,,21.0,70.0,16.0,70.0,,
ALASKA,2,200510,Matanuska-Susitna Borough School District,1371.0,82.0,638.0,79.0,38.0,44.0,1353.0,75.0,565.0,67.0,36.0,34.0
ALASKA,2,200520,Iditarod Area School District,17.0,50.0,9.0,25.0,,,23.0,50.0,13.0,25.0,,
ALASKA,2,200525,Annette Island School District,18.0,70.0,13.0,25.0,,,26.0,50.0,12.0,25.0,1.0,
ALASKA,2,200540,Nenana City School District,37.0,64.0,3.0,,,,34.0,74.0,3.0,,,
ALASKA,2,200570,Nome Public Schools,51.0,64.0,33.0,64.0,1.0,,50.0,54.0,39.0,54.0,,
ALASKA,2,200600,Fairbanks North Star Borough School District,1081.0,80.0,422.0,70.0,30.0,50.0,1029.0,72.0,347.0,56.0,29.0,50.0
ALASKA,2,200610,North Slope Borough School District,135.0,57.0,58.0,44.0,4.0,,146.0,52.0,62.0,42.0,4.0,
ALASKA,2,200625,Northwest Arctic Borough School District,141.0,52.0,110.0,42.0,,,133.0,42.0,99.0,42.0,1.0,
ALASKA,2,200630,Pelican City School District,1.0,,1.0,,,,,,,,,
ALASKA,2,200660,Petersburg Borough School District,29.0,10.0,13.0,25.0,,,44.0,84.0,30.0,10.0,,
ALASKA,2,200670,Pribilof School District,3.0,,2.0,,,,5.0,,5.0,,,
ALASKA,2,200680,Saint Mary's School District,17.0,70.0,17.0,70.0,,,18.0,70.0,17.0,70.0,,
ALASKA,2,200690,Skagway School District,4.0,,,,,,5.0,,,,,
ALASKA,2,200700,Southeast Island School District,20.0,10.0,15.0,25.0,,,17.0,10.0,12.0,25.0,,
ALASKA,2,200710,Southwest Region School District,38.0,44.0,35.0,44.0,,,52.0,24.0,48.0,24.0,1.0,
ALASKA,2,200715,Tanana City School District,5.0,,4.0,,,,5.0,,2.0,,,
ALASKA,2,200720,Unalaska City School District,26.0,70.0,1.0,,,,22.0,10.0,2.0,,,
ALASKA,2,200730,Chatham School District,10.0,25.0,4.0,,,,15.0,25.0,8.0,25.0,,
ALASKA,2,200760,Kuspuk School District,23.0,30.0,19.0,50.0,,,27.0,30.0,22.0,30.0,,
ALASKA,2,200770,Denali Borough School District,63.0,87.0,4.0,,,,49.0,84.0,1.0,,,
ALASKA,2,200775,Yukon Flats School District,16.0,50.0,14.0,25.0,,,25.0,30.0,19.0,30.0,,
ALASKA,2,200780,Valdez City School District,38.0,5.0,13.0,25.0,3.0,,40.0,5.0,10.0,25.0,1.0,
ALASKA,2,200800,Chugach School District,21.0,10.0,13.0,25.0,,,13.0,25.0,5.0,,,
ALASKA,2,200810,Wrangell Public School District,23.0,10.0,11.0,25.0,,,27.0,10.0,12.0,25.0,,
ALASKA,2,200840,Yakutat School District,6.0,25.0,6.0,25.0,,,6.0,25.0,6.0,25.0,,
ALASKA,2,200862,Yukon-Koyukuk School District,85.0,62.0,51.0,44.0,,,101.0,57.0,58.0,54.0,1.0,
ARIZONA,4,400001,Cave Creek Unified District,499.0,84.0,54.0,64.0,,,392.0,82.0,54.0,64.0,,
ARIZONA,4,400003,Chino Valley Unified District,170.0,77.0,125.0,72.0,10.0,25.0,174.0,72.0,127.0,72.0,12.0,25.0
ARIZONA,4,400004,Clarkdale-Jerome Elementary District,55.0,54.0,29.0,50.0,1.0,,45.0,74.0,21.0,70.0,3.0,
ARIZONA,4,400005,Salome Consolidated Elementary District,9.0,25.0,9.0,25.0,,,7.0,25.0,7.0,25.0,,
ARIZONA,4,400016,Center for Academic Success  Inc.,86.0,62.0,77.0,62.0,4.0,,73.0,62.0,60.0,64.0,6.0,25.0
ARIZONA,4,400018,Pine Forest Education Association  Inc.,35.0,44.0,13.0,25.0,,,12.0,25.0,3.0,,,
ARIZONA,4,400019,Flagstaff Arts And Leadership Academy,,,,,,,51.0,74.0,9.0,25.0,,
ARIZONA,4,400020,Montessori Charter School of Flagstaff  Inc.,37.0,74.0,,,,,8.0,25.0,,,,
ARIZONA,4,400021,Colorado City Unified District,49.0,64.0,43.0,64.0,,,42.0,44.0,37.0,44.0,,
ARIZONA,4,400022,Vernon Elementary District,14.0,25.0,8.0,25.0,3.0,,8.0,25.0,5.0,,,
ARIZONA,4,400023,Pinon Unified District,98.0,47.0,98.0,47.0,3.0,,106.0,32.0,106.0,32.0,,
ARIZONA,4,400026,Heber-Overgaard Unified District,35.0,64.0,24.0,50.0,,,39.0,54.0,27.0,50.0,,
ARIZONA,4,400028,Triumphant Learning Center,11.0,25.0,5.0,,,,13.0,25.0,7.0,25.0,,
ARIZONA,4,400031,Ridgeline Academy  A Challenge Foundation Academy,45.0,84.0,4.0,,,,25.0,70.0,2.0,,,
ARIZONA,4,400033,Boys & Girls Clubs of the East Valley dba Mesa Arts Academy,24.0,10.0,14.0,25.0,1.0,,21.0,10.0,15.0,25.0,2.0,
ARIZONA,4,400034,Reid Traditional Schools' Valley Academy  Inc.,103.0,87.0,,,,,47.0,84.0,4.0,,,
ARIZONA,4,400036,Foothills Academy,26.0,10.0,,,,,62.0,77.0,,,,
ARIZONA,4,400037,Twenty First Century Charter School  Inc. Bennett Academy,40.0,64.0,15.0,25.0,,,12.0,25.0,7.0,25.0,,
ARIZONA,4,400040,STEP UP Schools  Inc.,7.0,25.0,7.0,25.0,,,,,,,,
ARIZONA,4,400041,Maricopa County Community College District dba Gateway Early,,,,,,,,,,,,
ARIZONA,4,400043,New School For The Arts,,,,,,,,,,,,
ARIZONA,4,400047,Salt River Pima-Maricopa  Community Schools,,,,,,,30.0,30.0,19.0,10.0,,
ARIZONA,4,400052,Espiritu Community Development Corp.,,,,,,,60.0,54.0,60.0,54.0,,
ARIZONA,4,400053,Heritage Academy  Inc.,,,,,,,138.0,92.0,,,,
ARIZONA,4,400054,Villa Montessori Charter School,56.0,84.0,4.0,,,,45.0,5.0,5.0,,,
ARIZONA,4,400055,EduPreneurship  Inc.,5.0,,3.0,,,,3.0,,,,,
ARIZONA,4,400056,Arizona School For The Arts,,,,,,,112.0,92.0,,,,
ARIZONA,4,400057,Arizona Call-a-Teen Youth Resources  Inc.,,,,,,,,,,,,
ARIZONA,4,400061,Intelli-School  Inc.,,,,,,,,,,,,
ARIZONA,4,400065,Benjamin Franklin Charter School,271.0,87.0,,,,,189.0,77.0,,,,
ARIZONA,4,400067,Victory High School  Inc.,,,,,,,,,,,,
ARIZONA,4,400068,Montessori Day Public Schools Chartered  Inc.,28.0,10.0,12.0,25.0,,,7.0,25.0,3.0,,,
ARIZONA,4,400069,Khalsa Montessori Elementary Schools,17.0,10.0,5.0,,,,,,,,,
ARIZONA,4,400070,Tempe Preparatory Academy,,,,,,,,,,,,
ARIZONA,4,400071,Bright Beginnings School  Inc.,69.0,2.0,,,,,3.0,,,,,
ARIZONA,4,400072,Montessori Education Centre Charter School,49.0,54.0,,,,,,,,,,
ARIZONA,4,400074,Kingman Academy Of Learning,108.0,82.0,23.0,70.0,,,110.0,72.0,23.0,70.0,,
ARIZONA,4,400075,Young Scholars Academy Charter School Corp.,48.0,64.0,20.0,70.0,,,30.0,10.0,4.0,,,
ARIZONA,4,400077,Career Development  Inc.,,,,,,,,,,,,
ARIZONA,4,400078,Edge School  Inc.  The,,,,,,,,,,,,
ARIZONA,4,400079,Tucson Youth Development/ACE Charter High School,,,,,,,,,,,,
ARIZONA,4,400081,Presidio School,31.0,74.0,7.0,25.0,,,36.0,84.0,13.0,25.0,,
ARIZONA,4,400082,Colorado River Union High School District,,,,,,,,,,,,
ARIZONA,4,400083,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,,,,,,,,,,,,
ARIZONA,4,400089,Sedona Charter School  Inc.,20.0,70.0,13.0,25.0,,,18.0,50.0,7.0,25.0,,
ARIZONA,4,400090,Mingus Springs Charter School,20.0,30.0,19.0,30.0,,,15.0,25.0,9.0,25.0,,
ARIZONA,4,400092,Franklin Phonetic Primary School  Inc.,51.0,54.0,36.0,54.0,,,49.0,84.0,28.0,70.0,,
