STNAM,FIPST,LEAID,LEANM,ALL_MTH04NUMVALID_1314,ALL_MTH04PCTPROF_1314,ECD_MTH04NUMVALID_1314,ECD_MTH04PCTPROF_1314,HOM_MTH04NUMVALID_1314,HOM_MTH04PCTPROF_1314,ALL_MTH08NUMVALID_1314,ALL_MTH08PCTPROF_1314,ECD_MTH08NUMVALID_1314,ECD_MTH08PCTPROF_1314,HOM_MTH08NUMVALID_1314,HOM_MTH08PCTPROF_1314
OKLAHOMA,40,4011250,FAIRLAND,36.0,5.0,31.0,5.0,,,44.0,74.0,25.0,10.0,,
OKLAHOMA,40,4011280,FAIRVIEW,55.0,64.0,30.0,50.0,,,45.0,74.0,27.0,70.0,,
OKLAHOMA,40,4011400,FANSHAWE,3.0,,2.0,,,,7.0,25.0,5.0,,,
OKLAHOMA,40,4011430,FARGO,15.0,25.0,8.0,25.0,,,18.0,70.0,11.0,25.0,,
OKLAHOMA,40,4011580,FELT,4.0,,2.0,,,,9.0,25.0,4.0,,,
OKLAHOMA,40,4011700,FLETCHER,35.0,84.0,18.0,70.0,,,35.0,64.0,17.0,50.0,,
OKLAHOMA,40,4011760,FLOWER MOUND,39.0,84.0,18.0,70.0,,,,,,,,
OKLAHOMA,40,4011850,FOREST GROVE,13.0,25.0,10.0,25.0,,,10.0,25.0,9.0,25.0,,
OKLAHOMA,40,4011880,FORGAN,12.0,25.0,4.0,,,,13.0,25.0,5.0,,,
OKLAHOMA,40,4011970,FORT GIBSON,138.0,62.0,65.0,47.0,,,131.0,72.0,58.0,74.0,,
OKLAHOMA,40,4012000,FORT SUPPLY,16.0,70.0,7.0,25.0,,,6.0,25.0,2.0,,,
OKLAHOMA,40,4012060,FOX,17.0,50.0,12.0,25.0,,,22.0,50.0,11.0,25.0,,
OKLAHOMA,40,4012090,FOYIL,37.0,34.0,28.0,10.0,,,40.0,54.0,25.0,50.0,1.0,
OKLAHOMA,40,4012150,FREDERICK,71.0,57.0,63.0,52.0,7.0,25.0,61.0,47.0,41.0,34.0,4.0,
OKLAHOMA,40,4012180,FREEDOM,10.0,25.0,5.0,,,,8.0,25.0,4.0,,,
OKLAHOMA,40,4012210,FRIEND,21.0,10.0,14.0,25.0,,,17.0,50.0,9.0,25.0,,
OKLAHOMA,40,4012240,FRINK-CHAMBERS,40.0,5.0,24.0,10.0,,,33.0,54.0,23.0,30.0,,
OKLAHOMA,40,4012300,FORT TOWSON,28.0,50.0,21.0,50.0,,,33.0,24.0,29.0,30.0,5.0,
OKLAHOMA,40,4012330,GAGE,4.0,,3.0,,,,13.0,25.0,11.0,25.0,,
OKLAHOMA,40,4012390,GANS,31.0,54.0,12.0,25.0,,,20.0,30.0,9.0,25.0,,
OKLAHOMA,40,4012420,GARBER,26.0,10.0,17.0,10.0,,,28.0,50.0,14.0,25.0,,
OKLAHOMA,40,4012570,GEARY,28.0,70.0,24.0,70.0,,,30.0,70.0,24.0,70.0,,
OKLAHOMA,40,4012630,GERONIMO,22.0,70.0,18.0,70.0,,,30.0,50.0,18.0,50.0,1.0,
OKLAHOMA,40,4012690,GLENCOE,18.0,70.0,16.0,70.0,,,19.0,10.0,10.0,25.0,,
OKLAHOMA,40,4012720,GLENPOOL,176.0,77.0,102.0,67.0,,,177.0,57.0,85.0,47.0,,
OKLAHOMA,40,4012750,GLOVER,7.0,25.0,7.0,25.0,,,8.0,25.0,8.0,25.0,,
OKLAHOMA,40,4012870,GOODWELL,15.0,25.0,5.0,,,,17.0,10.0,8.0,25.0,,
OKLAHOMA,40,4012900,GORE,39.0,64.0,26.0,70.0,,,35.0,64.0,26.0,50.0,,
OKLAHOMA,40,4013080,GRACEMONT,9.0,25.0,5.0,,,,9.0,25.0,5.0,,,
OKLAHOMA,40,4013200,GRANDFIELD,13.0,25.0,12.0,25.0,,,14.0,25.0,12.0,25.0,,
OKLAHOMA,40,4013230,GRAND VIEW,54.0,74.0,42.0,64.0,8.0,25.0,46.0,34.0,44.0,34.0,3.0,
OKLAHOMA,40,4013260,GRANDVIEW,19.0,10.0,15.0,25.0,,,7.0,25.0,7.0,25.0,,
OKLAHOMA,40,4013290,GRANITE,17.0,50.0,10.0,25.0,,,22.0,50.0,14.0,25.0,,
OKLAHOMA,40,4013320,GRANT,15.0,25.0,15.0,25.0,3.0,,16.0,10.0,16.0,10.0,5.0,
OKLAHOMA,40,4013380,GREENVILLE,14.0,25.0,13.0,25.0,,,12.0,25.0,10.0,25.0,,
OKLAHOMA,40,4013500,GROVE,44.0,84.0,8.0,25.0,,,35.0,84.0,11.0,25.0,,
OKLAHOMA,40,4013530,GROVE,169.0,72.0,103.0,72.0,,,168.0,82.0,100.0,72.0,,
OKLAHOMA,40,4013560,GUTHRIE,258.0,72.0,162.0,72.0,1.0,,255.0,67.0,154.0,62.0,4.0,
OKLAHOMA,40,4013590,GUYMON,198.0,67.0,163.0,62.0,,,196.0,42.0,143.0,37.0,4.0,
OKLAHOMA,40,4013600,GYPSY,10.0,25.0,10.0,25.0,,,8.0,25.0,7.0,25.0,,
OKLAHOMA,40,4013620,HAILEYVILLE,24.0,50.0,21.0,70.0,1.0,,27.0,30.0,18.0,10.0,2.0,
OKLAHOMA,40,4013650,HAMMON,21.0,30.0,14.0,25.0,,,11.0,25.0,8.0,25.0,,
OKLAHOMA,40,4013680,HANNA,6.0,25.0,5.0,,,,3.0,,3.0,,,
OKLAHOMA,40,4013740,HARDESTY,4.0,,3.0,,,,7.0,25.0,6.0,25.0,1.0,
OKLAHOMA,40,4013830,HARMONY,24.0,10.0,18.0,10.0,,,21.0,70.0,15.0,25.0,,
OKLAHOMA,40,4013890,HARRAH,132.0,87.0,64.0,82.0,,,150.0,67.0,68.0,57.0,,
OKLAHOMA,40,4013920,HARTSHORNE,50.0,64.0,32.0,64.0,,,54.0,64.0,40.0,64.0,,
OKLAHOMA,40,4013950,HASKELL,62.0,62.0,39.0,54.0,,,58.0,74.0,41.0,74.0,,
OKLAHOMA,40,4014080,HAWORTH,48.0,44.0,40.0,44.0,,,33.0,64.0,22.0,50.0,,
OKLAHOMA,40,4014100,HAYWOOD,13.0,25.0,13.0,25.0,,,5.0,,5.0,,,
OKLAHOMA,40,4014130,HEALDTON,25.0,30.0,22.0,30.0,1.0,,39.0,44.0,26.0,50.0,,
OKLAHOMA,40,4014160,HEAVENER,69.0,82.0,55.0,74.0,4.0,,80.0,62.0,56.0,54.0,3.0,
OKLAHOMA,40,4014340,HENNESSEY,57.0,84.0,45.0,74.0,,,62.0,57.0,48.0,54.0,,
OKLAHOMA,40,4014370,HENRYETTA,103.0,72.0,78.0,67.0,5.0,,80.0,52.0,52.0,34.0,1.0,
OKLAHOMA,40,4014520,HILLDALE,151.0,77.0,73.0,67.0,1.0,,130.0,82.0,63.0,77.0,,
OKLAHOMA,40,4014610,HINTON,39.0,74.0,22.0,70.0,,,40.0,44.0,16.0,50.0,,
OKLAHOMA,40,4014670,MIDWAY,25.0,10.0,25.0,10.0,,,16.0,30.0,16.0,30.0,,
OKLAHOMA,40,4014700,HOBART,65.0,52.0,43.0,44.0,,,59.0,44.0,32.0,34.0,,
OKLAHOMA,40,4014730,HODGEN,28.0,50.0,23.0,30.0,,,23.0,70.0,19.0,50.0,,
OKLAHOMA,40,4014790,HOLDENVILLE,77.0,72.0,59.0,74.0,,,72.0,27.0,54.0,24.0,,
OKLAHOMA,40,4014850,HOLLIS,32.0,84.0,21.0,70.0,,,29.0,70.0,26.0,70.0,,
OKLAHOMA,40,4014890,HOLLY CREEK,22.0,10.0,17.0,10.0,,,21.0,70.0,13.0,25.0,,
OKLAHOMA,40,4014970,HOMINY,49.0,64.0,34.0,64.0,,,41.0,34.0,27.0,30.0,,
OKLAHOMA,40,4015090,HOOKER,48.0,64.0,29.0,50.0,1.0,,49.0,74.0,27.0,70.0,,
OKLAHOMA,40,4015120,HOWE,29.0,70.0,23.0,70.0,,,32.0,74.0,23.0,70.0,,
OKLAHOMA,40,4015210,HUGO,72.0,77.0,53.0,64.0,,,58.0,24.0,41.0,24.0,,
OKLAHOMA,40,4015240,HULBERT,33.0,34.0,28.0,30.0,,,41.0,54.0,26.0,50.0,,
OKLAHOMA,40,4015370,IDABEL,76.0,62.0,69.0,62.0,1.0,,87.0,47.0,79.0,42.0,20.0,30.0
OKLAHOMA,40,4015420,INDIAHOMA,15.0,25.0,14.0,25.0,,,14.0,25.0,12.0,25.0,,
OKLAHOMA,40,4015450,INDIANOLA,16.0,70.0,14.0,25.0,,,16.0,50.0,12.0,25.0,,
OKLAHOMA,40,4015480,INOLA,87.0,67.0,52.0,54.0,,,99.0,82.0,40.0,84.0,,
OKLAHOMA,40,4015690,JAY,123.0,52.0,98.0,47.0,,,114.0,67.0,89.0,67.0,,
OKLAHOMA,40,4015720,JENKS,834.0,79.0,285.0,57.0,2.0,,776.0,77.0,249.0,57.0,3.0,
OKLAHOMA,40,4015750,JENNINGS,23.0,10.0,19.0,10.0,,,14.0,25.0,13.0,25.0,,
OKLAHOMA,40,4015840,JONES,88.0,57.0,42.0,44.0,,,82.0,47.0,33.0,34.0,,
OKLAHOMA,40,4015900,JUSTICE,12.0,25.0,12.0,25.0,,,11.0,25.0,10.0,25.0,,
OKLAHOMA,40,4015930,JUSTUS-TIAWAH,50.0,74.0,23.0,70.0,,,52.0,74.0,17.0,50.0,,
OKLAHOMA,40,4015990,KANSAS,46.0,84.0,38.0,84.0,5.0,,63.0,62.0,50.0,64.0,3.0,
OKLAHOMA,40,4016170,KELLYVILLE,88.0,67.0,69.0,67.0,,,90.0,52.0,58.0,44.0,,
OKLAHOMA,40,4016320,KENWOOD,9.0,25.0,8.0,25.0,,,11.0,25.0,11.0,25.0,,
OKLAHOMA,40,4016350,KEOTA,26.0,50.0,20.0,50.0,,,28.0,50.0,21.0,30.0,,
OKLAHOMA,40,4016380,KETCHUM,37.0,74.0,27.0,50.0,,,46.0,54.0,33.0,44.0,,
OKLAHOMA,40,4016410,KEYES,,,,,,,5.0,,5.0,,,
OKLAHOMA,40,4016470,KEYSTONE,30.0,50.0,26.0,50.0,,,30.0,70.0,20.0,10.0,1.0,
OKLAHOMA,40,4016500,KIEFER,42.0,74.0,18.0,70.0,,,46.0,74.0,22.0,70.0,,
OKLAHOMA,40,4016530,KILDARE,11.0,25.0,8.0,25.0,,,,,,,,
OKLAHOMA,40,4016560,KINGFISHER,91.0,62.0,52.0,54.0,2.0,,86.0,72.0,44.0,54.0,,
OKLAHOMA,40,4016590,KINGSTON,84.0,82.0,67.0,77.0,35.0,84.0,80.0,72.0,63.0,72.0,38.0,64.0
OKLAHOMA,40,4016620,KINTA,5.0,,5.0,,,,14.0,25.0,13.0,25.0,,
OKLAHOMA,40,4016650,KIOWA,25.0,70.0,18.0,70.0,,,19.0,70.0,9.0,25.0,,
OKLAHOMA,40,4016710,KONAWA,48.0,84.0,32.0,84.0,,,47.0,44.0,32.0,34.0,,
OKLAHOMA,40,4016720,KREBS,39.0,64.0,28.0,70.0,,,28.0,10.0,22.0,70.0,,
OKLAHOMA,40,4016740,KREMLIN-HILLSDALE,21.0,30.0,9.0,25.0,,,28.0,50.0,12.0,25.0,,
OKLAHOMA,40,4017020,DEER CREEK-LAMONT,15.0,25.0,10.0,25.0,,,11.0,25.0,6.0,25.0,,
OKLAHOMA,40,4017040,LANE,24.0,70.0,22.0,70.0,1.0,,19.0,10.0,11.0,25.0,,
OKLAHOMA,40,4017190,LATTA,60.0,84.0,24.0,50.0,1.0,,66.0,72.0,26.0,50.0,,
OKLAHOMA,40,4017220,LAVERNE,34.0,74.0,22.0,70.0,,,42.0,54.0,26.0,50.0,,
OKLAHOMA,40,4017250,LAWTON,1110.0,72.0,790.0,69.0,52.0,64.0,1088.0,67.0,667.0,62.0,31.0,54.0
OKLAHOMA,40,4017280,LE FLORE,11.0,25.0,9.0,25.0,,,15.0,25.0,13.0,25.0,,
OKLAHOMA,40,4017310,LEACH,20.0,70.0,15.0,25.0,,,15.0,25.0,11.0,25.0,,
OKLAHOMA,40,4017370,LEEDEY,14.0,25.0,4.0,,,,13.0,25.0,3.0,,,
OKLAHOMA,40,4017580,LEXINGTON,78.0,57.0,49.0,44.0,,,87.0,62.0,55.0,54.0,,
OKLAHOMA,40,4017700,LIBERTY,29.0,10.0,20.0,10.0,,,26.0,70.0,24.0,70.0,,
OKLAHOMA,40,4017760,LIBERTY,40.0,64.0,32.0,54.0,,,29.0,50.0,20.0,50.0,,
OKLAHOMA,40,4017850,LINDSAY,94.0,57.0,64.0,62.0,1.0,,82.0,72.0,46.0,74.0,,
OKLAHOMA,40,4017880,LITTLE AXE,77.0,77.0,61.0,77.0,,,93.0,57.0,64.0,47.0,,
OKLAHOMA,40,4018000,LOCUST GROVE,88.0,52.0,67.0,47.0,6.0,25.0,119.0,47.0,99.0,47.0,4.0,
OKLAHOMA,40,4018090,LONE GROVE,103.0,77.0,60.0,64.0,3.0,,122.0,47.0,60.0,34.0,2.0,
OKLAHOMA,40,4018240,LONE STAR,80.0,2.0,38.0,5.0,1.0,,82.0,62.0,38.0,54.0,,
OKLAHOMA,40,4018270,LONE WOLF,9.0,25.0,5.0,,1.0,,6.0,25.0,3.0,,,
OKLAHOMA,40,4018390,LOOKEBA SICKLES,17.0,10.0,13.0,25.0,,,21.0,50.0,16.0,30.0,,
OKLAHOMA,40,4018480,LOWREY,14.0,25.0,13.0,25.0,,,12.0,25.0,9.0,25.0,,
OKLAHOMA,40,4018570,LUKFATA,38.0,84.0,19.0,70.0,,,28.0,70.0,18.0,70.0,,
OKLAHOMA,40,4018630,LUTHER,69.0,37.0,42.0,24.0,,,71.0,57.0,43.0,54.0,,
OKLAHOMA,40,4018660,MACOMB,21.0,30.0,16.0,10.0,,,27.0,30.0,21.0,30.0,,
OKLAHOMA,40,4018700,MADILL,124.0,72.0,90.0,72.0,1.0,,141.0,52.0,99.0,47.0,1.0,
OKLAHOMA,40,4018780,MANGUM,58.0,64.0,40.0,64.0,,,43.0,74.0,29.0,70.0,,
OKLAHOMA,40,4018840,MANNFORD,102.0,62.0,62.0,57.0,,,107.0,72.0,64.0,67.0,,
OKLAHOMA,40,4018870,MANNSVILLE,8.0,25.0,7.0,25.0,,,7.0,25.0,7.0,25.0,,
OKLAHOMA,40,4018900,MAPLE,18.0,10.0,5.0,,,,15.0,25.0,5.0,,,
OKLAHOMA,40,4018960,MARBLE CITY,9.0,25.0,9.0,25.0,,,6.0,25.0,6.0,25.0,,
OKLAHOMA,40,4018990,MARIETTA,81.0,42.0,62.0,37.0,,,59.0,54.0,40.0,44.0,,
OKLAHOMA,40,4019080,MARLOW,111.0,82.0,56.0,74.0,,,98.0,67.0,53.0,54.0,,
OKLAHOMA,40,4019200,MARYETTA,69.0,82.0,29.0,70.0,,,52.0,64.0,17.0,50.0,,
OKLAHOMA,40,4019260,MASON,23.0,30.0,19.0,30.0,1.0,,22.0,70.0,20.0,70.0,,
OKLAHOMA,40,4019290,MAUD,26.0,30.0,22.0,30.0,,,28.0,30.0,21.0,30.0,,
OKLAHOMA,40,4019380,MAYSVILLE,26.0,70.0,17.0,50.0,,,30.0,70.0,22.0,50.0,,
OKLAHOMA,40,4019410,MCCURTAIN,14.0,25.0,11.0,25.0,,,16.0,50.0,12.0,25.0,,
OKLAHOMA,40,4019440,MCALESTER,221.0,82.0,155.0,77.0,10.0,25.0,185.0,62.0,126.0,52.0,5.0,
OKLAHOMA,40,4019500,MCCORD,33.0,84.0,18.0,10.0,,,,,,,,
OKLAHOMA,40,4019560,MCLOUD,123.0,72.0,96.0,67.0,1.0,,109.0,67.0,66.0,62.0,,
OKLAHOMA,40,4019620,MEDFORD,18.0,10.0,13.0,25.0,,,25.0,30.0,13.0,25.0,,
OKLAHOMA,40,4019680,MEEKER,53.0,74.0,38.0,64.0,,,54.0,54.0,33.0,54.0,,
OKLAHOMA,40,4019800,MERRITT,57.0,64.0,36.0,64.0,,,55.0,74.0,32.0,64.0,,
OKLAHOMA,40,4019860,MIAMI,168.0,67.0,128.0,62.0,2.0,,167.0,37.0,122.0,32.0,7.0,25.0
OKLAHOMA,40,4019890,MIDDLEBERG,23.0,10.0,10.0,25.0,,,15.0,25.0,10.0,25.0,,
OKLAHOMA,40,4019950,MIDWEST CITY-DEL CITY,1064.0,62.0,730.0,57.0,161.0,57.0,1047.0,55.0,656.0,47.0,123.0,52.0
OKLAHOMA,40,4019980,MILBURN,16.0,30.0,12.0,25.0,,,18.0,30.0,13.0,25.0,1.0,
OKLAHOMA,40,4020040,MILL CREEK,7.0,25.0,4.0,,,,15.0,25.0,12.0,25.0,,
OKLAHOMA,40,4020080,MILLWOOD,65.0,17.0,42.0,15.0,11.0,25.0,89.0,32.0,57.0,24.0,4.0,
OKLAHOMA,40,4020100,MINCO,45.0,64.0,25.0,50.0,,,39.0,74.0,17.0,70.0,,
OKLAHOMA,40,4020160,MOFFETT,35.0,84.0,35.0,84.0,,,21.0,10.0,21.0,10.0,,
OKLAHOMA,40,4020190,MONROE,13.0,25.0,10.0,25.0,,,15.0,25.0,11.0,25.0,,
OKLAHOMA,40,4020250,MOORE,1705.0,76.0,754.0,66.0,7.0,25.0,1747.0,75.0,728.0,67.0,7.0,25.0
OKLAHOMA,40,4020280,MOORELAND,41.0,74.0,23.0,70.0,2.0,,38.0,24.0,17.0,30.0,1.0,
OKLAHOMA,40,4020310,MORRIS,77.0,62.0,57.0,54.0,3.0,,83.0,67.0,48.0,54.0,,
OKLAHOMA,40,4020340,MORRISON,44.0,74.0,25.0,70.0,1.0,,40.0,64.0,19.0,50.0,,
OKLAHOMA,40,4020430,MOSELEY,23.0,30.0,21.0,30.0,,,15.0,25.0,11.0,25.0,,
OKLAHOMA,40,4020460,MOSS,20.0,10.0,17.0,10.0,,,22.0,50.0,13.0,25.0,,
OKLAHOMA,40,4020550,MOUNDS,37.0,64.0,28.0,50.0,,,51.0,64.0,37.0,64.0,,
OKLAHOMA,40,4020640,MOYERS,12.0,25.0,10.0,25.0,,,17.0,50.0,15.0,25.0,,
OKLAHOMA,40,4020880,MULDROW,95.0,77.0,70.0,77.0,,,116.0,77.0,74.0,72.0,,
OKLAHOMA,40,4020910,MULHALL-ORLANDO,18.0,70.0,9.0,25.0,,,17.0,10.0,6.0,25.0,,
OKLAHOMA,40,4020970,MUSKOGEE,445.0,57.0,343.0,51.0,27.0,50.0,443.0,47.0,337.0,43.0,33.0,34.0
OKLAHOMA,40,4021000,MUSTANG,822.0,69.0,274.0,57.0,2.0,,678.0,70.0,223.0,57.0,,
OKLAHOMA,40,4021030,SHARON-MUTUAL,19.0,50.0,7.0,25.0,1.0,,18.0,30.0,7.0,25.0,,
OKLAHOMA,40,4021120,NASHOBA,,,,,,,2.0,,2.0,,,
OKLAHOMA,40,4021180,NAVAJO,31.0,84.0,15.0,25.0,,,40.0,74.0,12.0,25.0,,
OKLAHOMA,40,4021360,NEW LIMA,25.0,30.0,20.0,30.0,,,19.0,30.0,16.0,30.0,,
OKLAHOMA,40,4021510,NEWCASTLE,140.0,67.0,49.0,54.0,9.0,25.0,126.0,67.0,36.0,64.0,3.0,
OKLAHOMA,40,4021540,NEWKIRK,50.0,74.0,35.0,64.0,,,63.0,42.0,46.0,34.0,,
OKLAHOMA,40,4021600,NINNEKAH,37.0,44.0,26.0,50.0,,,39.0,54.0,27.0,70.0,,
OKLAHOMA,40,4021630,NOBLE,235.0,67.0,143.0,57.0,,,227.0,62.0,132.0,52.0,,
OKLAHOMA,40,4021720,NORMAN,1133.0,74.0,503.0,57.0,23.0,50.0,1095.0,76.0,464.0,62.0,12.0,25.0
OKLAHOMA,40,4021780,CHISHOLM,65.0,77.0,28.0,50.0,,,78.0,67.0,32.0,44.0,,
OKLAHOMA,40,4021840,NORTH ROCK CREEK,59.0,54.0,28.0,50.0,,,61.0,57.0,33.0,64.0,1.0,
OKLAHOMA,40,4021870,GREASY,14.0,25.0,14.0,25.0,,,4.0,,4.0,,,
OKLAHOMA,40,4021900,NORWOOD,22.0,30.0,22.0,30.0,,,12.0,25.0,12.0,25.0,,
OKLAHOMA,40,4021930,NOWATA,76.0,77.0,58.0,64.0,4.0,,66.0,57.0,40.0,44.0,7.0,25.0
OKLAHOMA,40,4022160,OAK GROVE,16.0,10.0,11.0,25.0,,,16.0,70.0,8.0,25.0,,
OKLAHOMA,40,4022350,OAKDALE,68.0,77.0,,,,,71.0,77.0,9.0,25.0,,
OKLAHOMA,40,4022410,OAKS-MISSION,17.0,50.0,14.0,25.0,,,16.0,30.0,13.0,25.0,,
OKLAHOMA,40,4022560,OILTON,21.0,50.0,21.0,50.0,,,20.0,70.0,20.0,70.0,,
OKLAHOMA,40,4022590,OKARCHE,14.0,25.0,6.0,25.0,,,21.0,70.0,6.0,25.0,,
OKLAHOMA,40,4022620,OKAY,28.0,50.0,26.0,50.0,,,39.0,44.0,34.0,34.0,,
OKLAHOMA,40,4022650,OKEENE,21.0,50.0,16.0,50.0,,,22.0,70.0,10.0,25.0,,
OKLAHOMA,40,4022770,OKLAHOMA CITY,3387.0,46.0,2994.0,44.0,138.0,27.0,2398.0,42.0,1969.0,38.0,109.0,22.0
OKLAHOMA,40,4022800,OKMULGEE,106.0,42.0,106.0,42.0,1.0,,108.0,47.0,108.0,47.0,5.0,
OKLAHOMA,40,4022830,OKTAHA,51.0,84.0,33.0,74.0,,,58.0,64.0,33.0,54.0,,
OKLAHOMA,40,4022860,OLIVE,30.0,70.0,19.0,70.0,,,28.0,70.0,13.0,25.0,,
OKLAHOMA,40,4022920,OLUSTEE,15.0,25.0,13.0,25.0,,,15.0,25.0,12.0,25.0,,
OKLAHOMA,40,4022950,LOMEGA,20.0,10.0,15.0,25.0,,,17.0,50.0,10.0,25.0,,
OKLAHOMA,40,4023040,OOLOGAH-TALALA,112.0,87.0,45.0,74.0,4.0,,143.0,72.0,61.0,62.0,3.0,
OKLAHOMA,40,4023070,OPTIMA,12.0,25.0,10.0,25.0,,,,,,,,
OKLAHOMA,40,4023190,OSAGE,26.0,50.0,23.0,50.0,1.0,,12.0,25.0,7.0,25.0,1.0,
OKLAHOMA,40,4023220,OSAGE HILLS,21.0,50.0,14.0,25.0,1.0,,9.0,25.0,5.0,,,
OKLAHOMA,40,4023280,OWASSO,733.0,76.0,257.0,62.0,3.0,,738.0,81.0,195.0,72.0,,
OKLAHOMA,40,4023340,PADEN,16.0,50.0,10.0,25.0,,,21.0,30.0,13.0,25.0,,
OKLAHOMA,40,4023370,PANAMA,54.0,54.0,44.0,54.0,,,39.0,44.0,30.0,30.0,,
OKLAHOMA,40,4023400,PANOLA,12.0,25.0,9.0,25.0,,,20.0,50.0,11.0,25.0,,
OKLAHOMA,40,4023430,PAOLI,19.0,50.0,13.0,25.0,1.0,,17.0,50.0,15.0,25.0,1.0,
OKLAHOMA,40,4023550,PAULS VALLEY,76.0,67.0,57.0,64.0,,,93.0,72.0,64.0,72.0,,
OKLAHOMA,40,4023580,PAWHUSKA,66.0,57.0,48.0,54.0,,,51.0,64.0,39.0,64.0,6.0,25.0
OKLAHOMA,40,4023610,PAWNEE,64.0,57.0,47.0,54.0,,,51.0,44.0,35.0,44.0,,
OKLAHOMA,40,4023700,PECKHAM,9.0,25.0,7.0,25.0,,,11.0,25.0,11.0,25.0,,
OKLAHOMA,40,4023730,PEGGS,30.0,10.0,30.0,10.0,,,22.0,50.0,22.0,50.0,,
OKLAHOMA,40,4023800,PERKINS-TRYON,123.0,82.0,55.0,64.0,,,84.0,42.0,34.0,34.0,1.0,
OKLAHOMA,40,4023850,PERRY,69.0,87.0,39.0,74.0,,,84.0,52.0,46.0,34.0,1.0,
OKLAHOMA,40,4023970,PIEDMONT,246.0,82.0,44.0,64.0,,,265.0,72.0,62.0,67.0,,
OKLAHOMA,40,4024150,PIONEER,30.0,10.0,14.0,25.0,,,25.0,10.0,10.0,25.0,,
OKLAHOMA,40,4024180,PITTSBURG,10.0,25.0,7.0,25.0,,,6.0,25.0,4.0,,,
OKLAHOMA,40,4024240,PLAINVIEW,120.0,82.0,50.0,64.0,,,116.0,82.0,34.0,64.0,,
OKLAHOMA,40,4024330,PLEASANT GROVE,20.0,10.0,17.0,10.0,,,17.0,50.0,15.0,25.0,,
OKLAHOMA,40,4024510,PIONEER-PLEASANT VALE,39.0,84.0,25.0,10.0,,,48.0,54.0,26.0,50.0,,
OKLAHOMA,40,4024630,POCOLA,59.0,44.0,39.0,44.0,1.0,,50.0,64.0,34.0,54.0,,
OKLAHOMA,40,4024690,PONCA CITY,385.0,66.0,263.0,57.0,3.0,,354.0,69.0,210.0,62.0,3.0,
OKLAHOMA,40,4024720,POND CREEK-HUNTER,27.0,70.0,12.0,25.0,,,26.0,50.0,11.0,25.0,,
OKLAHOMA,40,4024840,PORUM,32.0,54.0,27.0,50.0,,,38.0,44.0,27.0,50.0,1.0,
OKLAHOMA,40,4024870,POTEAU,170.0,57.0,113.0,52.0,2.0,,169.0,57.0,97.0,47.0,7.0,25.0
OKLAHOMA,40,4024930,PRAGUE,69.0,82.0,31.0,84.0,,,88.0,57.0,32.0,44.0,,
OKLAHOMA,40,4025050,PRESTON,41.0,34.0,21.0,30.0,,,44.0,64.0,26.0,50.0,,
OKLAHOMA,40,4025080,PRETTY WATER,26.0,10.0,15.0,25.0,,,25.0,70.0,15.0,25.0,,
OKLAHOMA,40,4025170,PRUE,22.0,50.0,20.0,50.0,,,23.0,10.0,18.0,10.0,,
OKLAHOMA,40,4025200,PRYOR,158.0,67.0,106.0,57.0,1.0,,198.0,57.0,111.0,52.0,1.0,
OKLAHOMA,40,4025230,PURCELL,93.0,82.0,49.0,84.0,,,104.0,67.0,58.0,64.0,,
OKLAHOMA,40,4025290,PUTNAM CITY,1454.0,69.0,1005.0,64.0,225.0,62.0,1308.0,65.0,892.0,59.0,218.0,57.0
OKLAHOMA,40,4025320,QUAPAW,40.0,64.0,31.0,64.0,,,39.0,34.0,31.0,15.0,,
OKLAHOMA,40,4025410,QUINTON,30.0,70.0,22.0,70.0,2.0,,39.0,34.0,31.0,24.0,3.0,
OKLAHOMA,40,4025470,CANEY VALLEY,48.0,54.0,34.0,54.0,,,65.0,57.0,38.0,54.0,,
OKLAHOMA,40,4025500,RATTAN,35.0,54.0,22.0,50.0,,,40.0,74.0,22.0,70.0,,
OKLAHOMA,40,4025530,RAVIA,13.0,25.0,13.0,25.0,,,10.0,25.0,10.0,25.0,,
OKLAHOMA,40,4025590,RED OAK,20.0,70.0,10.0,25.0,,,21.0,50.0,13.0,25.0,,
OKLAHOMA,40,4025800,REYDON,13.0,25.0,10.0,25.0,,,8.0,25.0,5.0,,,
OKLAHOMA,40,4025860,RINGLING,31.0,34.0,23.0,30.0,,,31.0,54.0,23.0,50.0,,
OKLAHOMA,40,4025920,RINGWOOD,30.0,50.0,21.0,30.0,,,33.0,44.0,17.0,30.0,,
OKLAHOMA,40,4025950,RIPLEY,41.0,84.0,28.0,70.0,,,26.0,50.0,21.0,50.0,,
OKLAHOMA,40,4026010,RIVERSIDE,14.0,25.0,7.0,25.0,2.0,,17.0,70.0,13.0,25.0,2.0,
OKLAHOMA,40,4026100,ROBIN HILL,25.0,10.0,10.0,25.0,,,9.0,25.0,4.0,,,
OKLAHOMA,40,4026250,ROCKY MOUNTAIN,14.0,25.0,14.0,25.0,,,17.0,10.0,15.0,25.0,,
OKLAHOMA,40,4026280,ROFF,24.0,70.0,5.0,,,,33.0,54.0,8.0,25.0,,
OKLAHOMA,40,4026310,ROLAND,63.0,62.0,50.0,54.0,,,75.0,52.0,57.0,44.0,,
OKLAHOMA,40,4026550,RUSH SPRINGS,45.0,34.0,8.0,25.0,1.0,,36.0,54.0,25.0,50.0,,
