STNAM,FIPST,LEAID,LEANM,DATE_CUR,ALL_MTH04NUMVALID_1415,ALL_MTH04PCTPROF_1415,ECD_MTH04NUMVALID_1415,ECD_MTH04PCTPROF_1415,HOM_MTH04NUMVALID_1415,HOM_MTH04PCTPROF_1415,ALL_MTH08NUMVALID_1415,ALL_MTH08PCTPROF_1415,ECD_MTH08NUMVALID_1415,ECD_MTH08PCTPROF_1415,HOM_MTH08NUMVALID_1415,HOM_MTH08PCTPROF_1415
ALABAMA,1,100005,Albertville City,13APR16,392.0,41.0,201.0,27.0,5.0,,339.0,19.0,156.0,12.0,17.0,10.0
ALABAMA,1,100006,Marshall County,13APR16,440.0,44.0,354.0,40.0,56.0,34.0,393.0,25.0,290.0,22.0,35.0,15.0
ALABAMA,1,100007,Hoover City,13APR16,1011.0,65.0,280.0,42.0,5.0,,1140.0,61.0,271.0,32.0,6.0,25.0
ALABAMA,1,100008,Madison City,13APR16,736.0,73.0,183.0,47.0,7.0,25.0,778.0,59.0,171.0,32.0,6.0,25.0
ALABAMA,1,100011,Leeds City,13APR16,146.0,37.0,75.0,22.0,3.0,,118.0,32.0,65.0,22.0,2.0,
ALABAMA,1,100012,Boaz City,13APR16,197.0,47.0,141.0,37.0,8.0,25.0,176.0,27.0,115.0,22.0,7.0,25.0
ALABAMA,1,100013,Trussville City,13APR16,333.0,74.0,34.0,64.0,,,345.0,46.0,38.0,24.0,,
ALABAMA,1,100030,Alexander City,13APR16,217.0,42.0,149.0,37.0,,,236.0,37.0,138.0,22.0,,
ALABAMA,1,100060,Andalusia City,13APR16,121.0,27.0,79.0,22.0,1.0,,124.0,27.0,67.0,12.0,1.0,
ALABAMA,1,100090,Anniston City,13APR16,156.0,27.0,116.0,22.0,24.0,30.0,136.0,12.0,103.0,8.0,9.0,25.0
ALABAMA,1,100100,Arab City,13APR16,189.0,67.0,88.0,52.0,4.0,,186.0,47.0,68.0,37.0,6.0,25.0
ALABAMA,1,100120,Athens City,13APR16,254.0,62.0,149.0,52.0,1.0,,274.0,32.0,133.0,17.0,15.0,25.0
ALABAMA,1,100180,Attalla City,13APR16,80.0,42.0,65.0,37.0,13.0,25.0,173.0,22.0,134.0,17.0,26.0,10.0
ALABAMA,1,100185,Saraland City,13APR16,209.0,72.0,107.0,62.0,23.0,70.0,226.0,32.0,118.0,22.0,26.0,30.0
ALABAMA,1,100188,Chickasaw City,13APR16,63.0,32.0,44.0,34.0,2.0,,78.0,8.0,56.0,5.0,2.0,
ALABAMA,1,100189,Satsuma City,13APR16,99.0,82.0,47.0,84.0,1.0,,98.0,17.0,52.0,15.0,,
ALABAMA,1,100190,Alabaster City,13APR16,465.0,51.0,199.0,42.0,7.0,25.0,479.0,35.0,183.0,17.0,11.0,25.0
ALABAMA,1,100194,Pelham City,13APR16,257.0,57.0,124.0,42.0,1.0,,283.0,27.0,110.0,12.0,3.0,
ALABAMA,1,100210,Auburn City,13APR16,648.0,75.0,196.0,57.0,2.0,,626.0,50.0,162.0,17.0,6.0,25.0
ALABAMA,1,100240,Autauga County,13APR16,726.0,47.0,395.0,33.0,8.0,25.0,786.0,45.0,372.0,28.0,5.0,
ALABAMA,1,100270,Baldwin County,13APR16,2339.0,54.0,1142.0,41.0,30.0,50.0,2347.0,28.0,1001.0,15.0,31.0,15.0
ALABAMA,1,100300,Barbour County,13APR16,66.0,22.0,66.0,22.0,,,82.0,2.0,82.0,2.0,1.0,
ALABAMA,1,100330,Bessemer City,13APR16,305.0,20.0,225.0,22.0,22.0,30.0,274.0,2.0,199.0,2.0,10.0,25.0
ALABAMA,1,100360,Bibb County,13APR16,233.0,37.0,161.0,27.0,4.0,,260.0,22.0,165.0,12.0,1.0,
ALABAMA,1,100390,Birmingham City,13APR16,1877.0,21.0,1345.0,17.0,55.0,15.0,1688.0,9.0,1132.0,5.0,42.0,15.0
ALABAMA,1,100420,Blount County,13APR16,614.0,53.0,374.0,47.0,12.0,25.0,673.0,23.0,388.0,18.0,12.0,25.0
ALABAMA,1,100450,Brewton City,13APR16,89.0,62.0,54.0,54.0,,,80.0,42.0,40.0,24.0,,
ALABAMA,1,100480,Bullock County,13APR16,105.0,27.0,97.0,27.0,1.0,,104.0,2.0,88.0,2.0,2.0,
ALABAMA,1,100510,Butler County,13APR16,221.0,32.0,142.0,27.0,39.0,24.0,220.0,22.0,179.0,12.0,14.0,25.0
ALABAMA,1,100540,Calhoun County,13APR16,671.0,45.0,437.0,38.0,11.0,25.0,779.0,21.0,470.0,14.0,13.0,25.0
ALABAMA,1,100600,Chambers County,13APR16,275.0,47.0,208.0,42.0,,,274.0,17.0,198.0,12.0,,
ALABAMA,1,100630,Cherokee County,13APR16,292.0,52.0,205.0,42.0,48.0,24.0,305.0,29.0,194.0,17.0,36.0,15.0
ALABAMA,1,100660,Chilton County,13APR16,592.0,39.0,377.0,34.0,1.0,,602.0,22.0,382.0,17.0,2.0,
ALABAMA,1,100690,Choctaw County,13APR16,113.0,27.0,71.0,22.0,2.0,,141.0,2.0,122.0,2.0,2.0,
ALABAMA,1,100720,Clarke County,13APR16,188.0,32.0,109.0,27.0,1.0,,255.0,12.0,137.0,8.0,2.0,
ALABAMA,1,100750,Clay County,13APR16,120.0,42.0,84.0,42.0,,,175.0,17.0,129.0,12.0,,
ALABAMA,1,100780,Cleburne County,13APR16,213.0,52.0,141.0,47.0,2.0,,184.0,32.0,115.0,17.0,1.0,
ALABAMA,1,100810,Coffee County,13APR16,155.0,37.0,98.0,32.0,7.0,25.0,159.0,22.0,101.0,17.0,5.0,
ALABAMA,1,100840,Colbert County,13APR16,185.0,27.0,151.0,22.0,29.0,30.0,199.0,12.0,138.0,8.0,27.0,10.0
ALABAMA,1,100870,Conecuh County,13APR16,89.0,37.0,86.0,37.0,3.0,,110.0,12.0,101.0,8.0,1.0,
ALABAMA,1,100900,Coosa County,13APR16,72.0,22.0,56.0,15.0,1.0,,70.0,17.0,49.0,15.0,,
ALABAMA,1,100930,Covington County,13APR16,257.0,47.0,160.0,37.0,,,247.0,17.0,149.0,17.0,,
ALABAMA,1,100960,Crenshaw County,13APR16,166.0,42.0,122.0,37.0,1.0,,184.0,17.0,116.0,8.0,1.0,
ALABAMA,1,100990,Cullman City,13APR16,247.0,77.0,91.0,72.0,1.0,,224.0,62.0,83.0,52.0,,
ALABAMA,1,101020,Cullman County,13APR16,713.0,45.0,479.0,39.0,7.0,25.0,799.0,27.0,490.0,19.0,7.0,25.0
ALABAMA,1,101050,Dale County,13APR16,210.0,52.0,129.0,42.0,,,270.0,37.0,163.0,27.0,,
ALABAMA,1,101080,Daleville City,13APR16,64.0,22.0,50.0,15.0,,,92.0,2.0,69.0,2.0,,
ALABAMA,1,101110,Dallas County,13APR16,197.0,22.0,152.0,22.0,19.0,10.0,272.0,17.0,182.0,12.0,23.0,10.0
ALABAMA,1,101140,Dekalb County,13APR16,662.0,42.0,466.0,35.0,44.0,34.0,706.0,17.0,447.0,13.0,52.0,5.0
ALABAMA,1,101170,Decatur City,13APR16,646.0,48.0,347.0,37.0,9.0,25.0,651.0,22.0,407.0,10.0,2.0,
ALABAMA,1,101200,Demopolis City,13APR16,132.0,47.0,86.0,32.0,,,193.0,22.0,115.0,12.0,,
ALABAMA,1,101230,Dothan City,13APR16,731.0,51.0,492.0,40.0,57.0,34.0,712.0,30.0,479.0,18.0,42.0,5.0
ALABAMA,1,101260,Elba City,13APR16,46.0,34.0,30.0,30.0,7.0,25.0,48.0,15.0,26.0,10.0,,
ALABAMA,1,101290,Elmore County,13APR16,906.0,50.0,500.0,41.0,11.0,25.0,863.0,27.0,481.0,16.0,2.0,
ALABAMA,1,101320,Enterprise City,13APR16,513.0,58.0,243.0,42.0,16.0,30.0,540.0,44.0,195.0,22.0,8.0,25.0
ALABAMA,1,101350,Escambia County,13APR16,328.0,49.0,244.0,42.0,,,330.0,26.0,253.0,17.0,,
ALABAMA,1,101380,Etowah County,13APR16,682.0,54.0,377.0,46.0,2.0,,649.0,23.0,366.0,16.0,5.0,
ALABAMA,1,101410,Eufaula City,13APR16,204.0,52.0,152.0,42.0,,,205.0,27.0,146.0,17.0,,
ALABAMA,1,101440,Fairfield City,13APR16,129.0,32.0,101.0,32.0,35.0,24.0,148.0,2.0,100.0,2.0,20.0,10.0
ALABAMA,1,101470,Fayette County,13APR16,181.0,32.0,120.0,22.0,1.0,,182.0,22.0,107.0,12.0,,
ALABAMA,1,101530,Florence City,13APR16,312.0,37.0,222.0,27.0,16.0,10.0,326.0,27.0,188.0,12.0,8.0,25.0
ALABAMA,1,101560,Fort Payne City,13APR16,231.0,47.0,151.0,37.0,,,239.0,27.0,160.0,22.0,1.0,
ALABAMA,1,101590,Franklin County,13APR16,240.0,47.0,170.0,37.0,1.0,,257.0,17.0,184.0,17.0,,
ALABAMA,1,101620,Gadsden City,13APR16,367.0,44.0,290.0,37.0,18.0,10.0,379.0,12.0,299.0,8.0,12.0,25.0
ALABAMA,1,101640,Geneva City,13APR16,92.0,42.0,60.0,34.0,2.0,,100.0,42.0,54.0,34.0,,
ALABAMA,1,101660,Geneva County,13APR16,208.0,52.0,149.0,47.0,3.0,,254.0,27.0,161.0,22.0,,
ALABAMA,1,101680,Greene County,13APR16,86.0,12.0,84.0,12.0,7.0,25.0,91.0,2.0,84.0,2.0,2.0,
ALABAMA,1,101690,Guntersville City,13APR16,159.0,52.0,72.0,37.0,12.0,25.0,156.0,37.0,74.0,27.0,10.0,25.0
ALABAMA,1,101710,Hale County,13APR16,197.0,42.0,159.0,37.0,1.0,,237.0,8.0,182.0,8.0,2.0,
ALABAMA,1,101720,Haleyville City,13APR16,143.0,37.0,92.0,27.0,,,123.0,27.0,74.0,17.0,1.0,
ALABAMA,1,101730,Hartselle City,13APR16,217.0,67.0,79.0,52.0,6.0,25.0,236.0,57.0,83.0,42.0,11.0,25.0
ALABAMA,1,101740,Henry County,13APR16,193.0,37.0,127.0,22.0,2.0,,187.0,17.0,130.0,12.0,1.0,
ALABAMA,1,101760,Homewood City,13APR16,286.0,77.0,61.0,52.0,,,294.0,62.0,82.0,27.0,1.0,
ALABAMA,1,101770,Houston County,13APR16,487.0,56.0,335.0,51.0,6.0,25.0,511.0,26.0,314.0,19.0,2.0,
ALABAMA,1,101800,Huntsville City,13APR16,1727.0,57.0,796.0,40.0,16.0,30.0,1391.0,43.0,487.0,18.0,10.0,25.0
ALABAMA,1,101830,Jackson County,13APR16,413.0,42.0,286.0,37.0,,,434.0,27.0,297.0,22.0,3.0,
ALABAMA,1,101860,Jacksonville City,13APR16,115.0,62.0,67.0,57.0,1.0,,105.0,32.0,60.0,24.0,,
ALABAMA,1,101890,Jasper City,13APR16,230.0,47.0,130.0,32.0,,,184.0,22.0,91.0,8.0,,
ALABAMA,1,101920,Jefferson County,13APR16,2572.0,44.0,1621.0,36.0,,,2846.0,21.0,1675.0,13.0,5.0,
ALABAMA,1,101950,Lamar County,13APR16,171.0,42.0,118.0,37.0,5.0,,184.0,12.0,107.0,8.0,5.0,
ALABAMA,1,101980,Lanett City,13APR16,51.0,24.0,51.0,24.0,,,66.0,8.0,61.0,2.0,,
ALABAMA,1,102010,Lauderdale County,13APR16,633.0,56.0,334.0,50.0,7.0,25.0,644.0,37.0,333.0,28.0,3.0,
ALABAMA,1,102040,Lawrence County,13APR16,375.0,46.0,250.0,42.0,30.0,10.0,402.0,17.0,242.0,12.0,38.0,5.0
ALABAMA,1,102070,Lee County,13APR16,709.0,50.0,456.0,43.0,4.0,,836.0,24.0,480.0,18.0,1.0,
ALABAMA,1,102100,Limestone County,13APR16,659.0,49.0,367.0,43.0,5.0,,728.0,17.0,372.0,9.0,1.0,
ALABAMA,1,102130,Linden City,13APR16,40.0,15.0,28.0,10.0,,,36.0,5.0,24.0,10.0,,
ALABAMA,1,102160,Lowndes County,13APR16,101.0,22.0,83.0,22.0,12.0,25.0,127.0,12.0,89.0,8.0,7.0,25.0
ALABAMA,1,102190,Macon County,13APR16,144.0,17.0,112.0,12.0,3.0,,131.0,2.0,90.0,2.0,2.0,
ALABAMA,1,102220,Madison County,13APR16,1296.0,59.0,551.0,45.0,46.0,34.0,1547.0,36.0,565.0,21.0,28.0,30.0
ALABAMA,1,102250,Marengo County,13APR16,85.0,47.0,68.0,37.0,,,95.0,22.0,69.0,12.0,,
ALABAMA,1,102310,Marion County,13APR16,250.0,52.0,174.0,47.0,7.0,25.0,276.0,22.0,170.0,17.0,3.0,
ALABAMA,1,102350,Midfield City,13APR16,84.0,27.0,63.0,17.0,24.0,10.0,100.0,8.0,68.0,2.0,16.0,10.0
ALABAMA,1,102370,Mobile County,13APR16,4214.0,48.0,2427.0,39.0,468.0,40.0,4198.0,25.0,2215.0,14.0,442.0,13.0
ALABAMA,1,102400,Monroe County,13APR16,269.0,37.0,204.0,32.0,1.0,,292.0,12.0,193.0,8.0,4.0,
ALABAMA,1,102430,Montgomery County,13APR16,2386.0,34.0,1411.0,23.0,57.0,15.0,2307.0,12.0,1280.0,3.0,55.0,5.0
ALABAMA,1,102480,Morgan County,13APR16,587.0,41.0,349.0,32.0,4.0,,585.0,24.0,314.0,13.0,3.0,
ALABAMA,1,102490,Mountain Brook City,13APR16,349.0,84.0,,,,,353.0,79.0,,,,
ALABAMA,1,102520,Muscle Shoals City,13APR16,207.0,67.0,62.0,57.0,1.0,,228.0,57.0,85.0,42.0,1.0,
ALABAMA,1,102550,Oneonta City,13APR16,121.0,57.0,51.0,44.0,,,107.0,62.0,55.0,44.0,1.0,
ALABAMA,1,102580,Opelika City,13APR16,326.0,60.0,217.0,47.0,,,334.0,29.0,209.0,17.0,1.0,
ALABAMA,1,102610,Opp City,13APR16,100.0,57.0,64.0,47.0,2.0,,84.0,27.0,48.0,15.0,,
ALABAMA,1,102635,Oxford City,13APR16,311.0,64.0,195.0,57.0,44.0,54.0,315.0,34.0,178.0,22.0,29.0,10.0
ALABAMA,1,102640,Ozark City,13APR16,156.0,37.0,109.0,32.0,2.0,,183.0,17.0,113.0,12.0,2.0,
ALABAMA,1,102650,Pell City,13APR16,319.0,52.0,182.0,42.0,5.0,,333.0,24.0,177.0,17.0,1.0,
ALABAMA,1,102670,Perry County,13APR16,100.0,8.0,84.0,8.0,20.0,10.0,146.0,2.0,112.0,2.0,19.0,10.0
ALABAMA,1,102700,Phenix City,13APR16,608.0,43.0,375.0,36.0,7.0,25.0,435.0,23.0,302.0,16.0,6.0,25.0
ALABAMA,1,102730,Pickens County,13APR16,212.0,32.0,139.0,27.0,1.0,,198.0,17.0,129.0,12.0,,
ALABAMA,1,102760,Piedmont City,13APR16,89.0,47.0,57.0,34.0,,,96.0,22.0,61.0,17.0,2.0,
ALABAMA,1,102790,Pike County,13APR16,159.0,47.0,121.0,42.0,9.0,25.0,185.0,27.0,131.0,17.0,4.0,
ALABAMA,1,102820,Randolph County,13APR16,164.0,37.0,114.0,32.0,,,192.0,8.0,135.0,8.0,,
ALABAMA,1,102850,Roanoke City,13APR16,115.0,22.0,85.0,17.0,1.0,,124.0,37.0,78.0,27.0,,
ALABAMA,1,102880,Russell County,13APR16,266.0,42.0,117.0,37.0,5.0,,255.0,17.0,167.0,12.0,,
ALABAMA,1,102910,Russellville City,13APR16,156.0,47.0,125.0,42.0,,,205.0,12.0,144.0,8.0,1.0,
ALABAMA,1,102940,Scottsboro City,13APR16,209.0,42.0,131.0,37.0,,,195.0,42.0,94.0,37.0,,
ALABAMA,1,102970,Selma City,13APR16,309.0,23.0,251.0,22.0,10.0,25.0,219.0,2.0,169.0,2.0,2.0,
ALABAMA,1,103000,Sheffield City,13APR16,78.0,42.0,63.0,42.0,2.0,,63.0,22.0,51.0,24.0,,
ALABAMA,1,103030,Shelby County,13APR16,1526.0,58.0,504.0,45.0,20.0,50.0,1518.0,45.0,476.0,27.0,13.0,25.0
ALABAMA,1,103062,St Clair County,13APR16,699.0,44.0,379.0,35.0,20.0,50.0,665.0,34.0,368.0,25.0,13.0,25.0
ALABAMA,1,103090,Sumter County,13APR16,90.0,22.0,82.0,22.0,2.0,,124.0,2.0,97.0,2.0,,
ALABAMA,1,103120,Sylacauga City,13APR16,157.0,52.0,92.0,37.0,2.0,,190.0,22.0,99.0,12.0,,
ALABAMA,1,103150,Talladega City,13APR16,167.0,32.0,140.0,27.0,,,135.0,17.0,117.0,17.0,,
ALABAMA,1,103180,Talladega County,13APR16,582.0,36.0,436.0,33.0,8.0,25.0,591.0,17.0,411.0,14.0,8.0,25.0
ALABAMA,1,103210,Tallapoosa County,13APR16,233.0,32.0,162.0,22.0,,,243.0,12.0,156.0,8.0,,
ALABAMA,1,103240,Tallassee City,13APR16,152.0,52.0,83.0,47.0,3.0,,162.0,12.0,88.0,2.0,2.0,
ALABAMA,1,103270,Tarrant City,13APR16,91.0,32.0,64.0,27.0,3.0,,81.0,8.0,54.0,5.0,2.0,
ALABAMA,1,103300,Thomasville City,13APR16,92.0,32.0,69.0,27.0,,,106.0,27.0,60.0,24.0,,
ALABAMA,1,103330,Troy City,13APR16,146.0,52.0,100.0,37.0,7.0,25.0,182.0,17.0,103.0,8.0,3.0,
ALABAMA,1,103360,Tuscaloosa City,13APR16,768.0,40.0,420.0,28.0,21.0,30.0,707.0,22.0,338.0,8.0,20.0,10.0
ALABAMA,1,103390,Tuscaloosa County,13APR16,1384.0,56.0,777.0,42.0,21.0,30.0,1358.0,29.0,773.0,17.0,12.0,25.0
ALABAMA,1,103420,Tuscumbia City,13APR16,122.0,27.0,73.0,17.0,,,118.0,2.0,57.0,5.0,,
ALABAMA,1,103430,Vestavia Hills City,13APR16,538.0,82.0,53.0,44.0,,,517.0,74.0,42.0,34.0,1.0,
ALABAMA,1,103450,Walker County,13APR16,408.0,42.0,269.0,37.0,10.0,25.0,612.0,25.0,399.0,17.0,16.0,10.0
ALABAMA,1,103480,Washington County,13APR16,219.0,42.0,135.0,37.0,6.0,25.0,228.0,12.0,122.0,2.0,1.0,
ALABAMA,1,103510,Wilcox County,13APR16,127.0,17.0,106.0,17.0,3.0,,156.0,2.0,113.0,2.0,12.0,25.0
ALABAMA,1,103540,Winfield City,13APR16,95.0,77.0,52.0,74.0,,,106.0,27.0,47.0,15.0,,
ALABAMA,1,103580,Winston County,13APR16,162.0,42.0,102.0,32.0,,,250.0,17.0,146.0,12.0,1.0,
ALASKA,2,200001,Lower Kuskokwim School District,13APR16,305.0,7.0,271.0,8.0,2.0,,310.0,8.0,269.0,8.0,2.0,
ALASKA,2,200003,Lower Yukon School District,13APR16,158.0,2.0,143.0,2.0,1.0,,156.0,2.0,137.0,2.0,1.0,
ALASKA,2,200004,Yupiit School District,13APR16,38.0,5.0,38.0,5.0,,,43.0,5.0,43.0,5.0,,
ALASKA,2,200005,Kashunamiut School District,13APR16,34.0,5.0,34.0,5.0,,,17.0,10.0,16.0,10.0,,
ALASKA,2,200006,Mount Edgecumbe High School Agency,13APR16,,,,,,,,,,,,
ALASKA,2,200007,Aleutians East Borough School District,13APR16,17.0,70.0,12.0,25.0,,,16.0,10.0,11.0,25.0,,
ALASKA,2,200010,Aleutian Region School District,13APR16,4.0,,4.0,,,,3.0,,2.0,,,
ALASKA,2,200020,Bering Strait School District,13APR16,147.0,8.0,141.0,8.0,,,139.0,8.0,136.0,8.0,,
ALASKA,2,200030,Bristol Bay Borough School District,13APR16,10.0,25.0,3.0,,,,11.0,25.0,6.0,25.0,,
ALASKA,2,200050,Alaska Gateway School District,13APR16,33.0,24.0,33.0,24.0,,,27.0,10.0,27.0,10.0,1.0,
ALASKA,2,200060,Cordova City School District,13APR16,25.0,30.0,17.0,10.0,,,27.0,10.0,22.0,10.0,,
ALASKA,2,200070,Copper River School District,13APR16,38.0,34.0,19.0,10.0,,,35.0,34.0,10.0,25.0,,
ALASKA,2,200090,Craig City School District,13APR16,36.0,24.0,18.0,30.0,,,30.0,30.0,12.0,25.0,,
ALASKA,2,200100,Delta-Greely School District,13APR16,61.0,57.0,25.0,70.0,,,68.0,22.0,31.0,24.0,,
ALASKA,2,200120,Dillingham City School District,13APR16,34.0,34.0,22.0,30.0,,,43.0,15.0,31.0,15.0,,
ALASKA,2,200130,Galena City School District,13APR16,208.0,22.0,97.0,17.0,,,214.0,12.0,101.0,12.0,,
ALASKA,2,200150,Ketchikan Gateway Borough School District,13APR16,164.0,42.0,69.0,22.0,1.0,,169.0,17.0,63.0,12.0,1.0,
ALASKA,2,200180,Anchorage School District,13APR16,3616.0,44.0,1486.0,30.0,134.0,22.0,3517.0,28.0,1320.0,13.0,126.0,8.0
ALASKA,2,200210,Juneau Borough School District,13APR16,334.0,44.0,105.0,22.0,12.0,25.0,372.0,39.0,72.0,17.0,6.0,25.0
ALASKA,2,200240,Sitka School District,13APR16,85.0,27.0,22.0,10.0,1.0,,90.0,27.0,26.0,10.0,3.0,
ALASKA,2,200270,Haines Borough School District,13APR16,17.0,50.0,7.0,25.0,,,15.0,25.0,10.0,25.0,,
ALASKA,2,200300,Hoonah City School District,13APR16,16.0,10.0,13.0,25.0,1.0,,7.0,25.0,5.0,,1.0,
ALASKA,2,200330,Hydaburg City School District,13APR16,4.0,,4.0,,,,8.0,25.0,6.0,25.0,,
ALASKA,2,200360,Kake City School District,13APR16,12.0,25.0,6.0,25.0,,,8.0,25.0,4.0,,,
ALASKA,2,200390,Kenai Peninsula Borough School District,13APR16,630.0,46.0,260.0,42.0,12.0,25.0,663.0,37.0,265.0,27.0,17.0,10.0
ALASKA,2,200450,Klawock City School District,13APR16,6.0,25.0,5.0,,,,5.0,,5.0,,,
ALASKA,2,200480,Kodiak Island Borough School District,13APR16,178.0,37.0,103.0,32.0,2.0,,172.0,42.0,97.0,37.0,,
ALASKA,2,200485,Lake and Peninsula Borough School District,13APR16,28.0,30.0,18.0,30.0,,,15.0,25.0,10.0,25.0,,
ALASKA,2,200510,Matanuska-Susitna Borough School District,13APR16,1372.0,42.0,540.0,34.0,47.0,15.0,1274.0,29.0,467.0,20.0,33.0,5.0
ALASKA,2,200520,Iditarod Area School District,13APR16,18.0,10.0,13.0,25.0,,,23.0,10.0,16.0,10.0,,
ALASKA,2,200525,Annette Island School District,13APR16,27.0,10.0,18.0,10.0,,,28.0,10.0,15.0,25.0,,
ALASKA,2,200540,Nenana City School District,13APR16,29.0,30.0,4.0,,,,23.0,10.0,,,,
ALASKA,2,200570,Nome Public Schools,13APR16,48.0,34.0,16.0,30.0,,,64.0,8.0,33.0,5.0,,
ALASKA,2,200600,Fairbanks North Star Borough School District,13APR16,1037.0,45.0,386.0,29.0,22.0,10.0,954.0,27.0,319.0,15.0,21.0,10.0
ALASKA,2,200610,North Slope Borough School District,13APR16,151.0,22.0,69.0,12.0,,,114.0,12.0,52.0,5.0,,
ALASKA,2,200625,Northwest Arctic Borough School District,13APR16,163.0,12.0,127.0,8.0,,,137.0,8.0,105.0,2.0,,
ALASKA,2,200630,Pelican City School District,13APR16,,,,,,,3.0,,3.0,,,
ALASKA,2,200660,Petersburg Borough School District,13APR16,26.0,50.0,12.0,25.0,,,25.0,50.0,11.0,25.0,,
ALASKA,2,200670,Pribilof School District,13APR16,5.0,,3.0,,,,4.0,,3.0,,,
ALASKA,2,200680,Saint Mary's School District,13APR16,19.0,10.0,18.0,10.0,,,11.0,25.0,11.0,25.0,,
ALASKA,2,200690,Skagway School District,13APR16,7.0,25.0,1.0,,,,4.0,,,,,
ALASKA,2,200700,Southeast Island School District,13APR16,16.0,30.0,13.0,25.0,,,10.0,25.0,7.0,25.0,,
ALASKA,2,200710,Southwest Region School District,13APR16,54.0,5.0,25.0,10.0,,,48.0,5.0,42.0,5.0,,
ALASKA,2,200715,Tanana City School District,13APR16,2.0,,2.0,,,,2.0,,2.0,,,
ALASKA,2,200720,Unalaska City School District,13APR16,31.0,44.0,4.0,,,,35.0,44.0,9.0,25.0,,
ALASKA,2,200730,Chatham School District,13APR16,14.0,25.0,9.0,25.0,,,11.0,25.0,8.0,25.0,,
ALASKA,2,200760,Kuspuk School District,13APR16,23.0,10.0,22.0,10.0,,,22.0,10.0,19.0,10.0,,
ALASKA,2,200770,Denali Borough School District,13APR16,63.0,52.0,6.0,25.0,,,75.0,32.0,5.0,,,
ALASKA,2,200775,Yukon Flats School District,13APR16,15.0,25.0,12.0,25.0,,,15.0,25.0,12.0,25.0,,
ALASKA,2,200780,Valdez City School District,13APR16,46.0,44.0,9.0,25.0,1.0,,56.0,24.0,10.0,25.0,,
ALASKA,2,200800,Chugach School District,13APR16,13.0,25.0,2.0,,,,19.0,10.0,9.0,25.0,,
ALASKA,2,200810,Wrangell Public School District,13APR16,15.0,25.0,8.0,25.0,,,21.0,30.0,9.0,25.0,,
ALASKA,2,200840,Yakutat School District,13APR16,9.0,25.0,9.0,25.0,,,10.0,25.0,10.0,25.0,,
ALASKA,2,200862,Yukon-Koyukuk School District,13APR16,73.0,32.0,39.0,24.0,,,80.0,12.0,43.0,5.0,,
ARIZONA,4,400001,Cave Creek Unified District,13APR16,439.0,67.0,54.0,54.0,,,441.0,55.0,39.0,34.0,,
ARIZONA,4,400003,Chino Valley Unified District,13APR16,176.0,57.0,138.0,52.0,10.0,25.0,190.0,32.0,124.0,27.0,11.0,25.0
ARIZONA,4,400004,Clarkdale-Jerome Elementary District,13APR16,49.0,34.0,33.0,24.0,1.0,,45.0,54.0,26.0,50.0,1.0,
ARIZONA,4,400005,Salome Consolidated Elementary District,13APR16,16.0,10.0,16.0,10.0,,,6.0,25.0,6.0,25.0,,
ARIZONA,4,400016,Center for Academic Success  Inc.,13APR16,104.0,37.0,85.0,37.0,22.0,30.0,93.0,17.0,68.0,12.0,23.0,10.0
ARIZONA,4,400018,Pine Forest Education Association  Inc.,13APR16,30.0,10.0,16.0,10.0,,,23.0,70.0,6.0,25.0,,
ARIZONA,4,400019,Flagstaff Arts And Leadership Academy,13APR16,,,,,,,52.0,34.0,,,,
ARIZONA,4,400020,Flagstaff Montessori  L.L.C.,13APR16,38.0,44.0,,,,,14.0,25.0,,,,
ARIZONA,4,400021,Colorado City Unified District,13APR16,45.0,44.0,36.0,44.0,,,33.0,34.0,30.0,30.0,,
ARIZONA,4,400022,Vernon Elementary District,13APR16,13.0,25.0,13.0,25.0,3.0,,8.0,25.0,8.0,25.0,1.0,
ARIZONA,4,400023,Pinon Unified District,13APR16,92.0,22.0,2.0,,2.0,,99.0,12.0,1.0,,1.0,
ARIZONA,4,400026,Heber-Overgaard Unified District,13APR16,36.0,34.0,22.0,30.0,,,32.0,24.0,21.0,10.0,,
ARIZONA,4,400028,Triumphant Learning Center,13APR16,11.0,25.0,2.0,,,,8.0,25.0,,,,
ARIZONA,4,400031,Ridgeline Academy  A Challenge Foundation Academy,13APR16,68.0,62.0,3.0,,,,44.0,34.0,3.0,,,
ARIZONA,4,400033,Boys & Girls Clubs of the East Valley dba Mesa Arts Academy,13APR16,27.0,50.0,22.0,50.0,,,25.0,30.0,21.0,30.0,1.0,
ARIZONA,4,400034,Reid Traditional Schools' Valley Academy  Inc.,13APR16,101.0,67.0,,,,,51.0,74.0,,,,
ARIZONA,4,400036,Foothills Academy,13APR16,15.0,25.0,,,,,4.0,,,,,
ARIZONA,4,400037,Twenty First Century Charter School  Inc. Bennett Academy,13APR16,51.0,44.0,26.0,50.0,,,21.0,30.0,12.0,25.0,,
ARIZONA,4,400040,STEP UP Schools  Inc.,13APR16,10.0,25.0,8.0,25.0,,,3.0,,1.0,,,
ARIZONA,4,400041,Maricopa County Community College District dba Gateway Early,13APR16,,,,,,,,,,,,
ARIZONA,4,400043,New School For The Arts,13APR16,,,,,,,,,,,,
ARIZONA,4,400047,Salt River Pima-Maricopa  Community Schools,13APR16,,,,,,,37.0,15.0,19.0,10.0,,
