STNAM,FIPST,LEAID,LEANM,ALL_MTH04NUMVALID_1213,ALL_MTH04PCTPROF_1213,ECD_MTH04NUMVALID_1213,ECD_MTH04PCTPROF_1213,HOM_MTH04NUMVALID_1213,HOM_MTH04PCTPROF_1213,ALL_MTH08NUMVALID_1213,ALL_MTH08PCTPROF_1213,ECD_MTH08NUMVALID_1213,ECD_MTH08PCTPROF_1213,HOM_MTH08NUMVALID_1213,HOM_MTH08PCTPROF_1213
KENTUCKY,21,2103780,Marion County,241.0,52.0,152.0,47.0,1.0,,236.0,52.0,139.0,42.0,,
KENTUCKY,21,2103810,Marshall County,362.0,53.0,183.0,47.0,1.0,,372.0,48.0,178.0,37.0,7.0,25.0
KENTUCKY,21,2103840,Martin County,168.0,22.0,118.0,22.0,,,150.0,42.0,100.0,32.0,2.0,
KENTUCKY,21,2103870,Mason County,208.0,52.0,130.0,42.0,,,213.0,52.0,125.0,37.0,,
KENTUCKY,21,2103900,Mayfield Independent,124.0,52.0,106.0,42.0,7.0,25.0,114.0,47.0,79.0,42.0,5.0,
KENTUCKY,21,2103960,McCracken County,537.0,58.0,274.0,42.0,,,556.0,56.0,250.0,42.0,,
KENTUCKY,21,2103990,McCreary County,203.0,37.0,174.0,37.0,,,189.0,37.0,159.0,37.0,5.0,
KENTUCKY,21,2104020,McLean County,110.0,47.0,66.0,37.0,,,134.0,47.0,73.0,47.0,1.0,
KENTUCKY,21,2104050,Meade County,372.0,56.0,200.0,47.0,1.0,,370.0,64.0,181.0,52.0,1.0,
KENTUCKY,21,2104080,Menifee County,90.0,32.0,75.0,32.0,12.0,25.0,79.0,12.0,58.0,5.0,9.0,25.0
KENTUCKY,21,2104110,Mercer County,201.0,32.0,109.0,27.0,2.0,,235.0,47.0,100.0,22.0,2.0,
KENTUCKY,21,2104140,Metcalfe County,119.0,42.0,89.0,37.0,2.0,,103.0,52.0,75.0,52.0,,
KENTUCKY,21,2104170,Middlesboro Independent,97.0,27.0,70.0,22.0,4.0,,91.0,32.0,60.0,15.0,1.0,
KENTUCKY,21,2104200,Monroe County,122.0,57.0,89.0,52.0,3.0,,151.0,37.0,102.0,27.0,1.0,
KENTUCKY,21,2104250,Montgomery County,350.0,54.0,212.0,52.0,37.0,44.0,389.0,43.0,223.0,37.0,33.0,24.0
KENTUCKY,21,2104260,Monticello Independent,57.0,24.0,42.0,24.0,,,59.0,34.0,45.0,24.0,,
KENTUCKY,21,2104290,Morgan County,153.0,52.0,116.0,42.0,3.0,,151.0,52.0,119.0,47.0,1.0,
KENTUCKY,21,2104380,Murray Independent,131.0,57.0,58.0,44.0,5.0,,101.0,72.0,25.0,50.0,1.0,
KENTUCKY,21,2104410,Nelson County,340.0,41.0,187.0,32.0,,,373.0,39.0,180.0,32.0,2.0,
KENTUCKY,21,2104440,Newport Independent,152.0,8.0,142.0,8.0,20.0,10.0,110.0,42.0,97.0,37.0,9.0,25.0
KENTUCKY,21,2104470,Nicholas County,90.0,42.0,64.0,42.0,,,98.0,22.0,53.0,15.0,,
KENTUCKY,21,2104500,Ohio County,276.0,32.0,181.0,27.0,2.0,,289.0,47.0,188.0,37.0,1.0,
KENTUCKY,21,2104530,Oldham County,912.0,53.0,193.0,27.0,14.0,25.0,951.0,64.0,154.0,32.0,7.0,25.0
KENTUCKY,21,2104560,Owen County,124.0,27.0,78.0,22.0,1.0,,134.0,37.0,74.0,27.0,2.0,
KENTUCKY,21,2104590,Owensboro Independent,354.0,39.0,279.0,32.0,4.0,,307.0,47.0,231.0,37.0,2.0,
KENTUCKY,21,2104620,Owsley County,51.0,44.0,48.0,44.0,,,62.0,27.0,57.0,24.0,,
KENTUCKY,21,2104650,Paducah Independent,191.0,32.0,150.0,22.0,6.0,25.0,187.0,32.0,143.0,27.0,6.0,25.0
KENTUCKY,21,2104680,Paintsville Independent,63.0,22.0,33.0,15.0,,,52.0,34.0,25.0,10.0,,
KENTUCKY,21,2104710,Paris Independent,63.0,17.0,50.0,5.0,4.0,,66.0,22.0,49.0,15.0,3.0,
KENTUCKY,21,2104740,Pendleton County,176.0,42.0,107.0,37.0,2.0,,194.0,47.0,106.0,37.0,3.0,
KENTUCKY,21,2104770,Perry County,329.0,28.0,247.0,22.0,41.0,24.0,295.0,32.0,222.0,27.0,38.0,15.0
KENTUCKY,21,2104800,Pike County,688.0,33.0,457.0,26.0,45.0,24.0,726.0,29.0,486.0,25.0,24.0,10.0
KENTUCKY,21,2104830,Pikeville Independent,98.0,37.0,43.0,24.0,1.0,,109.0,67.0,34.0,54.0,,
KENTUCKY,21,2104860,Pineville Independent,43.0,24.0,37.0,24.0,,,26.0,30.0,15.0,25.0,,
KENTUCKY,21,2104890,Powell County,173.0,37.0,136.0,32.0,4.0,,181.0,47.0,135.0,37.0,2.0,
KENTUCKY,21,2104950,Pulaski County,593.0,54.0,408.0,47.0,2.0,,602.0,49.0,388.0,39.0,5.0,
KENTUCKY,21,2104980,Raceland Independent,83.0,62.0,37.0,44.0,,,79.0,27.0,27.0,30.0,,
KENTUCKY,21,2105040,Robertson County,26.0,30.0,18.0,30.0,,,30.0,10.0,23.0,10.0,,
KENTUCKY,21,2105070,Rockcastle County,201.0,52.0,147.0,52.0,1.0,,216.0,47.0,145.0,37.0,13.0,25.0
KENTUCKY,21,2105100,Rowan County,234.0,32.0,153.0,27.0,70.0,22.0,226.0,32.0,126.0,17.0,47.0,5.0
KENTUCKY,21,2105130,Russell Independent,177.0,57.0,63.0,42.0,,,175.0,52.0,56.0,24.0,,
KENTUCKY,21,2105160,Russell County,218.0,42.0,150.0,37.0,21.0,30.0,208.0,52.0,133.0,37.0,26.0,30.0
KENTUCKY,21,2105190,Russellville Independent,72.0,22.0,61.0,22.0,2.0,,89.0,27.0,59.0,15.0,2.0,
KENTUCKY,21,2105220,Science Hill Independent,69.0,37.0,41.0,24.0,,,34.0,74.0,15.0,25.0,,
KENTUCKY,21,2105260,Scott County,672.0,51.0,304.0,34.0,14.0,25.0,660.0,38.0,274.0,22.0,5.0,
KENTUCKY,21,2105320,Shelby County,541.0,49.0,262.0,32.0,4.0,,478.0,35.0,224.0,22.0,1.0,
KENTUCKY,21,2105370,Silver Grove Independent,9.0,25.0,8.0,25.0,,,17.0,10.0,14.0,25.0,,
KENTUCKY,21,2105400,Simpson County,229.0,47.0,156.0,42.0,2.0,,228.0,47.0,138.0,37.0,,
KENTUCKY,21,2105430,Somerset Independent,136.0,42.0,85.0,32.0,,,102.0,52.0,52.0,34.0,4.0,
KENTUCKY,21,2105460,Southgate Independent,23.0,50.0,14.0,25.0,,,17.0,30.0,14.0,25.0,,
KENTUCKY,21,2105490,Spencer County,220.0,52.0,113.0,47.0,3.0,,230.0,37.0,102.0,27.0,2.0,
KENTUCKY,21,2105520,Taylor County,194.0,37.0,122.0,32.0,3.0,,217.0,52.0,123.0,42.0,5.0,
KENTUCKY,21,2105550,Todd County,156.0,42.0,95.0,37.0,1.0,,146.0,37.0,88.0,27.0,,
KENTUCKY,21,2105580,Trigg County,154.0,52.0,99.0,47.0,,,180.0,42.0,101.0,27.0,1.0,
KENTUCKY,21,2105610,Trimble County,105.0,32.0,47.0,15.0,,,108.0,47.0,56.0,34.0,,
KENTUCKY,21,2105640,Union County,171.0,52.0,100.0,42.0,,,156.0,37.0,82.0,22.0,1.0,
KENTUCKY,21,2105700,Walton Verona Independent,109.0,52.0,39.0,34.0,,,138.0,57.0,48.0,44.0,,
KENTUCKY,21,2105730,Warren County,1031.0,36.0,602.0,25.0,3.0,,1074.0,51.0,543.0,33.0,6.0,25.0
KENTUCKY,21,2105760,Washington County,128.0,37.0,87.0,32.0,5.0,,119.0,42.0,72.0,32.0,1.0,
KENTUCKY,21,2105790,Wayne County,199.0,42.0,158.0,42.0,7.0,25.0,202.0,37.0,139.0,27.0,1.0,
KENTUCKY,21,2105820,Webster County,167.0,42.0,102.0,32.0,8.0,25.0,145.0,47.0,88.0,42.0,5.0,
KENTUCKY,21,2105850,West Point Independent,16.0,30.0,14.0,25.0,,,14.0,25.0,12.0,25.0,1.0,
KENTUCKY,21,2105880,Whitley County,330.0,48.0,263.0,42.0,11.0,25.0,296.0,37.0,251.0,32.0,11.0,25.0
KENTUCKY,21,2105910,Williamsburg Independent,53.0,54.0,42.0,44.0,,,52.0,24.0,37.0,15.0,1.0,
KENTUCKY,21,2105940,Williamstown Independent,77.0,67.0,41.0,44.0,,,68.0,32.0,37.0,15.0,,
KENTUCKY,21,2105970,Wolfe County,104.0,27.0,85.0,27.0,1.0,,106.0,37.0,85.0,32.0,1.0,
KENTUCKY,21,2106000,Woodford County,330.0,54.0,158.0,37.0,13.0,25.0,299.0,42.0,116.0,17.0,3.0,
LOUISIANA,22,2200017,Louisiana School For Math Science & the Arts,,,,,,,,,,,,
LOUISIANA,22,2200018,LA Schools for the Deaf and the Visually Impaired,16.0,30.0,15.0,25.0,,,14.0,25.0,14.0,25.0,,
LOUISIANA,22,2200020,Louisiana Special Education Center,2.0,,,,,,2.0,,,,,
LOUISIANA,22,2200022,LSU Laboratory School,108.0,2.0,3.0,,,,108.0,92.0,3.0,,,
LOUISIANA,22,2200023,Southern University Lab School,19.0,10.0,13.0,25.0,,,33.0,54.0,27.0,50.0,,
LOUISIANA,22,2200025,New Vision Learning Academy,49.0,5.0,44.0,5.0,,,,,,,,
LOUISIANA,22,2200030,Acadia Parish,839.0,74.0,648.0,71.0,27.0,70.0,706.0,60.0,489.0,52.0,12.0,25.0
LOUISIANA,22,2200032,V. B. Glencoe Charter School,43.0,5.0,28.0,10.0,,,28.0,10.0,19.0,10.0,,
LOUISIANA,22,2200033,International School of Louisiana,71.0,2.0,42.0,5.0,,,17.0,10.0,10.0,25.0,,
LOUISIANA,22,2200035,Avoyelles Public Charter School,53.0,5.0,35.0,5.0,,,50.0,5.0,29.0,10.0,,
LOUISIANA,22,2200036,New Orleans Center for Creative Arts,,,,,,,,,,,,
LOUISIANA,22,2200038,Delhi Charter School,48.0,64.0,29.0,70.0,,,50.0,64.0,34.0,54.0,,
LOUISIANA,22,2200039,Zachary Community School District,428.0,91.0,191.0,82.0,1.0,,428.0,83.0,176.0,77.0,2.0,
LOUISIANA,22,2200040,City of Baker School District,145.0,52.0,135.0,52.0,3.0,,128.0,37.0,105.0,37.0,1.0,
LOUISIANA,22,2200041,Belle Chasse Academy  Inc.,97.0,92.0,43.0,84.0,,,93.0,77.0,49.0,74.0,,
LOUISIANA,22,2200042,Milestone SABIS Academy of New Orleans,58.0,44.0,55.0,44.0,4.0,,30.0,70.0,28.0,70.0,1.0,
LOUISIANA,22,2200043,RSD-New Beginnings Schools Foundation,135.0,77.0,128.0,77.0,4.0,,133.0,62.0,126.0,62.0,4.0,
LOUISIANA,22,2200044,RSD-Institute for Academic Excellence,,,,,,,71.0,67.0,67.0,67.0,,
LOUISIANA,22,2200045,RSD-Knowledge is Power Program (KIPP) N.O.,222.0,67.0,212.0,67.0,4.0,,257.0,87.0,247.0,87.0,7.0,25.0
LOUISIANA,22,2200046,RSD-FirstLine Schools  Inc.,268.0,72.0,255.0,72.0,6.0,25.0,202.0,72.0,193.0,72.0,8.0,25.0
LOUISIANA,22,2200047,Office of Juvenile Justice,,,,,,,65.0,17.0,60.0,15.0,0.0,
LOUISIANA,22,2200048,RSD-Dryades YMCA,77.0,57.0,76.0,57.0,7.0,25.0,58.0,64.0,57.0,64.0,4.0,
LOUISIANA,22,2200049,RSD-Friends of King,118.0,62.0,117.0,62.0,3.0,,89.0,47.0,85.0,47.0,1.0,
LOUISIANA,22,2200050,RSD-New Orleans Charter Schools Foundation,44.0,84.0,42.0,84.0,6.0,25.0,51.0,74.0,47.0,74.0,3.0,
LOUISIANA,22,2200051,RSD-Choice Foundation,217.0,62.0,203.0,62.0,17.0,70.0,203.0,42.0,169.0,42.0,17.0,50.0
LOUISIANA,22,2200053,RSD-Algiers Charter Schools Association (ACSA),290.0,72.0,243.0,72.0,11.0,25.0,250.0,87.0,191.0,87.0,15.0,25.0
LOUISIANA,22,2200054,Recovery School District-LDE,515.0,57.0,502.0,57.0,45.0,74.0,578.0,39.0,551.0,39.0,31.0,34.0
LOUISIANA,22,2200055,Grambling State Lab Schools,22.0,70.0,21.0,70.0,,,22.0,30.0,18.0,30.0,,
LOUISIANA,22,2200056,A.E. Phillips Laboratory School,56.0,5.0,1.0,,,,30.0,10.0,,,,
LOUISIANA,22,2200057,AMIkids  Inc.,,,,,,,45.0,5.0,38.0,5.0,5.0,
LOUISIANA,22,2200060,Allen Parish,323.0,80.0,208.0,77.0,2.0,,328.0,62.0,215.0,52.0,8.0,25.0
LOUISIANA,22,2200090,Ascension Parish,1646.0,79.0,851.0,68.0,10.0,25.0,1608.0,79.0,810.0,66.0,9.0,25.0
LOUISIANA,22,2200120,Assumption Parish,281.0,72.0,207.0,62.0,57.0,64.0,278.0,67.0,177.0,62.0,33.0,54.0
LOUISIANA,22,2200125,Central Community School District,324.0,86.0,186.0,82.0,2.0,,323.0,77.0,169.0,72.0,7.0,25.0
LOUISIANA,22,2200126,The MAX Charter School,17.0,50.0,3.0,,,,14.0,25.0,7.0,25.0,,
LOUISIANA,22,2200128,RSD-New Orleans College Preparatory Academies,54.0,64.0,51.0,64.0,5.0,,82.0,67.0,80.0,62.0,6.0,25.0
LOUISIANA,22,2200130,RSD-Broadmoor Charter School Board,71.0,27.0,53.0,24.0,2.0,,54.0,34.0,42.0,34.0,7.0,25.0
LOUISIANA,22,2200131,RSD-Pelican Educational Foundation,,,,,,,126.0,77.0,120.0,77.0,,
LOUISIANA,22,2200132,RSD-Collegiate Academies,,,,,,,0.0,,,,,
LOUISIANA,22,2200133,RSD-Akili Academy of New Orleans,68.0,67.0,64.0,67.0,4.0,,,,,,,
LOUISIANA,22,2200135,RSD-Miller-McCoy Academy for Math and Business,,,,,,,63.0,42.0,49.0,44.0,,
LOUISIANA,22,2200137,RSD-Advocacy for the Arts & Tech in N.O.  Inc.,43.0,44.0,39.0,44.0,7.0,25.0,,,,,,
LOUISIANA,22,2200140,RSD-Intercultural Charter School Board  Inc.,48.0,54.0,47.0,44.0,9.0,25.0,30.0,50.0,27.0,50.0,2.0,
LOUISIANA,22,2200141,RSD-Arise Academy,73.0,57.0,73.0,57.0,2.0,,,,,,,
LOUISIANA,22,2200142,RSD-Shreveport Charter School  Inc.,,,,,,,152.0,47.0,132.0,52.0,7.0,25.0
LOUISIANA,22,2200144,RSD-Success Preparatory Academy,48.0,54.0,46.0,54.0,5.0,,,,,,,
LOUISIANA,22,2200145,RSD-Benjamin E. Mays Preparatory School,69.0,47.0,69.0,47.0,3.0,,,,,,,
LOUISIANA,22,2200146,D'Arbonne Woods Charter School,50.0,84.0,26.0,10.0,,,50.0,74.0,22.0,70.0,1.0,
LOUISIANA,22,2200147,RSD-Pride College Preparatory Academy,53.0,64.0,52.0,64.0,4.0,,,,,,,
LOUISIANA,22,2200148,Community School for Apprenticeship Learning  Inc.,108.0,42.0,72.0,32.0,,,140.0,32.0,92.0,22.0,,
LOUISIANA,22,2200150,Avoyelles Parish,493.0,63.0,452.0,62.0,2.0,,502.0,34.0,426.0,31.0,4.0,
LOUISIANA,22,2200151,Howard School,1.0,,1.0,,,,26.0,10.0,5.0,,1.0,
LOUISIANA,22,2200152,RSD-Morris Jeff Community School,25.0,10.0,17.0,70.0,,,,,,,,
LOUISIANA,22,2200153,RSD-Lagniappe Academies of New Orleans,,,,,,,,,,,,
LOUISIANA,22,2200154,RSD-Spirit of Excellence Academy,52.0,74.0,52.0,74.0,9.0,25.0,25.0,70.0,25.0,70.0,4.0,
LOUISIANA,22,2200155,RSD-ReNEW-Reinventing Education  Inc.,304.0,47.0,296.0,47.0,19.0,70.0,234.0,57.0,221.0,57.0,15.0,25.0
LOUISIANA,22,2200156,Voices for International Business & Education,,,,,,,,,,,,
LOUISIANA,22,2200157,Louisiana Connections Academy,83.0,52.0,56.0,44.0,,,127.0,57.0,63.0,47.0,,
LOUISIANA,22,2200158,Lake Charles Charter Academy Foundation  Inc.,96.0,72.0,71.0,72.0,,,,,,,,
LOUISIANA,22,2200160,New Orleans Military/Maritime Academy,,,,,,,,,,,,
LOUISIANA,22,2200161,RSD-Crescent City Schools,58.0,54.0,58.0,54.0,5.0,,47.0,64.0,46.0,64.0,1.0,
LOUISIANA,22,2200162,RSD-Community Leaders Advocating Student Success,58.0,64.0,58.0,64.0,8.0,25.0,43.0,74.0,43.0,74.0,1.0,
LOUISIANA,22,2200163,Southwest Louisiana Charter Acad. Foundation  Inc.,71.0,57.0,55.0,54.0,,,,,,,,
LOUISIANA,22,2200164,RSD-Crescent City Leadership Academy,,,,,,,33.0,5.0,29.0,10.0,,
LOUISIANA,22,2200165,RSD-Future is Now Schools: New Orleans Inc.,,,,,,,,,,,,
LOUISIANA,22,2200166,Outreach Community Development Corporation (OCDC),15.0,25.0,12.0,25.0,,,,,,,,
LOUISIANA,22,2200167,RSD-Educators for Quality Alternatives,,,,,,,,,,,,
LOUISIANA,22,2200180,Beauregard Parish,475.0,80.0,287.0,72.0,5.0,,460.0,59.0,236.0,47.0,4.0,
LOUISIANA,22,2200210,Bienville Parish,194.0,52.0,154.0,42.0,1.0,,171.0,57.0,127.0,52.0,,
LOUISIANA,22,2200240,City of Bogalusa School District,174.0,72.0,170.0,72.0,3.0,,161.0,42.0,150.0,42.0,6.0,25.0
LOUISIANA,22,2200270,Bossier Parish,1749.0,80.0,876.0,70.0,44.0,64.0,1582.0,72.0,685.0,57.0,16.0,30.0
LOUISIANA,22,2200300,Caddo Parish,3701.0,62.0,2755.0,55.0,199.0,47.0,2839.0,54.0,1762.0,40.0,111.0,22.0
LOUISIANA,22,2200330,Calcasieu Parish,2412.0,76.0,1544.0,69.0,75.0,42.0,2425.0,70.0,1362.0,60.0,59.0,54.0
LOUISIANA,22,2200360,Caldwell Parish,146.0,62.0,107.0,57.0,,,94.0,62.0,64.0,57.0,,
LOUISIANA,22,2200390,Cameron Parish,84.0,87.0,43.0,84.0,4.0,,112.0,67.0,52.0,54.0,6.0,25.0
LOUISIANA,22,2200420,Catahoula Parish,112.0,72.0,88.0,67.0,0.0,,123.0,57.0,100.0,57.0,2.0,
LOUISIANA,22,2200450,Claiborne Parish,128.0,62.0,105.0,52.0,5.0,,135.0,32.0,112.0,32.0,2.0,
LOUISIANA,22,2200480,Concordia Parish,308.0,58.0,248.0,52.0,14.0,25.0,325.0,58.0,253.0,52.0,10.0,25.0
LOUISIANA,22,2200510,DeSoto Parish,394.0,66.0,266.0,57.0,6.0,25.0,401.0,64.0,280.0,57.0,6.0,25.0
LOUISIANA,22,2200540,East Baton Rouge Parish,3606.0,70.0,3199.0,68.0,116.0,52.0,2812.0,60.0,2341.0,56.0,92.0,47.0
LOUISIANA,22,2200570,East Carroll Parish,90.0,77.0,88.0,77.0,1.0,,78.0,52.0,76.0,52.0,,
LOUISIANA,22,2200600,East Feliciana Parish,173.0,52.0,142.0,52.0,27.0,70.0,165.0,52.0,134.0,47.0,12.0,25.0
LOUISIANA,22,2200630,Evangeline Parish,473.0,84.0,376.0,81.0,8.0,25.0,463.0,66.0,342.0,59.0,8.0,25.0
LOUISIANA,22,2200660,Franklin Parish,244.0,57.0,205.0,57.0,1.0,,219.0,62.0,180.0,57.0,2.0,
LOUISIANA,22,2200690,Grant Parish,269.0,72.0,195.0,67.0,18.0,70.0,271.0,62.0,176.0,52.0,9.0,25.0
LOUISIANA,22,2200720,Iberia Parish,1153.0,72.0,877.0,67.0,13.0,25.0,1033.0,67.0,726.0,61.0,7.0,25.0
LOUISIANA,22,2200750,Iberville Parish,382.0,74.0,325.0,70.0,17.0,50.0,349.0,51.0,270.0,42.0,7.0,25.0
LOUISIANA,22,2200780,Jackson Parish,199.0,67.0,125.0,57.0,1.0,,151.0,67.0,99.0,57.0,1.0,
LOUISIANA,22,2200810,Jefferson Davis Parish,485.0,76.0,298.0,72.0,8.0,25.0,423.0,71.0,248.0,67.0,5.0,
LOUISIANA,22,2200840,Jefferson Parish,3784.0,71.0,3056.0,69.0,43.0,84.0,3128.0,64.0,2355.0,60.0,37.0,64.0
LOUISIANA,22,2200870,Lafayette Parish,2454.0,70.0,1692.0,62.0,107.0,42.0,2256.0,71.0,1350.0,61.0,77.0,47.0
LOUISIANA,22,2200900,Lafourche Parish,1143.0,69.0,770.0,62.0,47.0,74.0,964.0,73.0,551.0,63.0,16.0,50.0
LOUISIANA,22,2200960,LaSalle Parish,207.0,72.0,123.0,62.0,54.0,54.0,164.0,72.0,84.0,62.0,37.0,54.0
LOUISIANA,22,2200990,Lincoln Parish,458.0,69.0,338.0,61.0,3.0,,422.0,70.0,256.0,62.0,2.0,
LOUISIANA,22,2201020,Livingston Parish,2036.0,80.0,1119.0,73.0,2.0,,2010.0,73.0,1015.0,64.0,5.0,
LOUISIANA,22,2201050,Madison Parish,180.0,52.0,171.0,52.0,3.0,,148.0,42.0,143.0,42.0,2.0,
LOUISIANA,22,2201080,City of Monroe School District,679.0,68.0,609.0,65.0,6.0,25.0,569.0,46.0,467.0,41.0,5.0,
LOUISIANA,22,2201110,Morehouse Parish,394.0,66.0,345.0,64.0,15.0,25.0,317.0,49.0,272.0,47.0,9.0,25.0
LOUISIANA,22,2201140,Natchitoches Parish,597.0,53.0,479.0,45.0,21.0,30.0,496.0,63.0,365.0,53.0,16.0,70.0
LOUISIANA,22,2201170,Orleans Parish,593.0,87.0,368.0,82.0,40.0,84.0,716.0,80.0,466.0,73.0,44.0,84.0
LOUISIANA,22,2201200,Ouachita Parish,1484.0,75.0,942.0,66.0,23.0,70.0,1603.0,67.0,946.0,57.0,14.0,25.0
LOUISIANA,22,2201230,Plaquemines Parish,309.0,85.0,211.0,82.0,11.0,25.0,277.0,82.0,180.0,82.0,9.0,25.0
LOUISIANA,22,2201260,Pointe Coupee Parish,257.0,57.0,232.0,52.0,8.0,25.0,193.0,57.0,154.0,57.0,4.0,
LOUISIANA,22,2201290,Rapides Parish,2063.0,67.0,1592.0,61.0,34.0,54.0,1744.0,57.0,1213.0,49.0,24.0,50.0
LOUISIANA,22,2201320,Red River Parish,119.0,57.0,106.0,52.0,4.0,,91.0,42.0,82.0,37.0,6.0,25.0
LOUISIANA,22,2201350,Richland Parish,298.0,52.0,266.0,52.0,0.0,,298.0,62.0,260.0,57.0,0.0,
LOUISIANA,22,2201380,Sabine Parish,349.0,75.0,257.0,72.0,8.0,25.0,325.0,69.0,222.0,62.0,4.0,
LOUISIANA,22,2201410,St. Bernard Parish,549.0,88.0,437.0,87.0,14.0,25.0,435.0,79.0,331.0,76.0,8.0,25.0
LOUISIANA,22,2201440,St. Charles Parish,685.0,85.0,380.0,77.0,3.0,,686.0,78.0,360.0,68.0,2.0,
LOUISIANA,22,2201470,St. Helena Parish,102.0,32.0,96.0,32.0,5.0,,,,,,,
LOUISIANA,22,2201500,St. James Parish,257.0,82.0,201.0,77.0,1.0,,278.0,72.0,191.0,67.0,3.0,
LOUISIANA,22,2201530,St. John the Baptist Parish,452.0,74.0,445.0,74.0,54.0,84.0,424.0,72.0,422.0,72.0,44.0,74.0
LOUISIANA,22,2201560,St. Landry Parish,1219.0,63.0,1046.0,60.0,41.0,34.0,1079.0,57.0,845.0,53.0,17.0,30.0
LOUISIANA,22,2201590,St. Martin Parish,642.0,70.0,541.0,67.0,20.0,50.0,548.0,63.0,414.0,59.0,6.0,25.0
LOUISIANA,22,2201620,St. Mary Parish,719.0,75.0,584.0,72.0,16.0,70.0,685.0,66.0,484.0,59.0,14.0,25.0
LOUISIANA,22,2201650,St. Tammany Parish,2922.0,83.0,1483.0,76.0,108.0,72.0,2883.0,78.0,1274.0,67.0,66.0,67.0
LOUISIANA,22,2201680,Tangipahoa Parish,1557.0,57.0,1290.0,52.0,12.0,25.0,1462.0,56.0,1133.0,49.0,19.0,30.0
LOUISIANA,22,2201710,Tensas Parish,55.0,64.0,54.0,64.0,2.0,,71.0,37.0,67.0,32.0,1.0,
LOUISIANA,22,2201740,Terrebonne Parish,1461.0,74.0,1063.0,69.0,75.0,67.0,1319.0,61.0,863.0,53.0,39.0,54.0
LOUISIANA,22,2201770,Union Parish,179.0,62.0,157.0,57.0,2.0,,181.0,47.0,151.0,42.0,4.0,
LOUISIANA,22,2201800,Vermilion Parish,787.0,64.0,507.0,55.0,6.0,25.0,716.0,66.0,401.0,55.0,10.0,25.0
LOUISIANA,22,2201830,Vernon Parish,774.0,84.0,476.0,82.0,3.0,,666.0,81.0,354.0,76.0,,
LOUISIANA,22,2201860,Washington Parish,462.0,75.0,390.0,72.0,4.0,,426.0,62.0,358.0,59.0,5.0,
LOUISIANA,22,2201890,Webster Parish,511.0,67.0,375.0,61.0,9.0,25.0,501.0,60.0,335.0,53.0,9.0,25.0
LOUISIANA,22,2201920,West Baton Rouge Parish,270.0,67.0,198.0,62.0,6.0,25.0,297.0,72.0,213.0,62.0,9.0,25.0
LOUISIANA,22,2201950,West Carroll Parish,165.0,77.0,131.0,77.0,,,163.0,62.0,120.0,57.0,,
LOUISIANA,22,2201980,West Feliciana Parish,150.0,87.0,80.0,77.0,4.0,,168.0,72.0,88.0,67.0,4.0,
LOUISIANA,22,2202010,Winn Parish,196.0,72.0,146.0,67.0,4.0,,231.0,62.0,164.0,57.0,2.0,
LOUISIANA,22,2280100,Special School District,0.0,,0.0,,,,23.0,30.0,22.0,30.0,3.0,
MAINE,23,2300008,Fayette School Department,7.0,25.0,2.0,,,,,,,,,
MAINE,23,2300009,Long Island School Department,6.0,25.0,2.0,,,,,,,,,
MAINE,23,2300049,ME Sch of Science & Mathematics,,,,,,,,,,,,
MAINE,23,2300050,Arthur R. Gould Sch--LCYDC,,,,,,,,,,,,
MAINE,23,2300051,ME Educational Ctr for the Deaf & Hard of Hearing,,,,,,,,,,,,
MAINE,23,2300053,Five Town CSD,,,,,,,,,,,,
MAINE,23,2300056,Mountain View Youth Dev Ctr,,,,,,,1.0,,1.0,,,
MAINE,23,2300062,East Machias School Department,16.0,70.0,11.0,25.0,,,21.0,50.0,11.0,25.0,,
MAINE,23,2300063,Lowell School Department,,,,,,,,,,,,
MAINE,23,2300064,Indian Township,12.0,25.0,10.0,25.0,,,11.0,25.0,9.0,25.0,,
MAINE,23,2300065,Cutler School Department,5.0,,2.0,,,,8.0,25.0,1.0,,,
MAINE,23,2300066,Indian Island,9.0,25.0,9.0,25.0,,,6.0,25.0,5.0,,,
MAINE,23,2300067,Machiasport School Department,4.0,,4.0,,,,7.0,25.0,6.0,25.0,,
MAINE,23,2300068,Whiting School Department,6.0,25.0,2.0,,,,2.0,,1.0,,,
MAINE,23,2300069,Pleasant Point,13.0,25.0,11.0,25.0,,,14.0,25.0,12.0,25.0,,
MAINE,23,2302220,Acton School Department,22.0,70.0,8.0,25.0,,,32.0,54.0,15.0,25.0,,
MAINE,23,2302280,Alexander School Department,5.0,,3.0,,,,9.0,25.0,7.0,25.0,,
MAINE,23,2302500,Airline CSD,1.0,,1.0,,,,7.0,25.0,3.0,,,
MAINE,23,2302510,Appleton School Department,19.0,50.0,8.0,25.0,,,17.0,50.0,9.0,25.0,,
MAINE,23,2302610,Auburn School Department,314.0,61.0,161.0,47.0,4.0,,266.0,57.0,144.0,47.0,1.0,
MAINE,23,2302640,Augusta Public Schools,158.0,62.0,103.0,52.0,,,132.0,57.0,78.0,52.0,,
MAINE,23,2302730,Baileyville School Department,23.0,10.0,18.0,70.0,,,19.0,70.0,10.0,25.0,,
MAINE,23,2302820,Bangor School Department,246.0,67.0,119.0,57.0,5.0,,251.0,67.0,121.0,52.0,4.0,
MAINE,23,2302850,Bar Harbor School Department,52.0,74.0,11.0,25.0,,,56.0,84.0,4.0,,,
