STNAM,FIPST,LEAID,LEANM,ALL_MTH04NUMVALID_1213,ALL_MTH04PCTPROF_1213,ECD_MTH04NUMVALID_1213,ECD_MTH04PCTPROF_1213,HOM_MTH04NUMVALID_1213,HOM_MTH04PCTPROF_1213,ALL_MTH08NUMVALID_1213,ALL_MTH08PCTPROF_1213,ECD_MTH08NUMVALID_1213,ECD_MTH08PCTPROF_1213,HOM_MTH08NUMVALID_1213,HOM_MTH08PCTPROF_1213
ALABAMA,1,100900,Coosa County,84.0,72.0,62.0,67.0,,,94.0,87.0,59.0,84.0,,
ALABAMA,1,100930,Covington County,234.0,87.0,149.0,82.0,,,246.0,82.0,151.0,82.0,,
ALABAMA,1,100960,Crenshaw County,154.0,92.0,99.0,87.0,,,171.0,82.0,105.0,77.0,1.0,
ALABAMA,1,100990,Cullman City,245.0,92.0,106.0,87.0,,,230.0,2.0,72.0,92.0,,
ALABAMA,1,101020,Cullman County,753.0,88.0,492.0,85.0,7.0,25.0,783.0,84.0,485.0,80.0,3.0,
ALABAMA,1,101050,Dale County,235.0,82.0,153.0,77.0,2.0,,261.0,87.0,145.0,77.0,,
ALABAMA,1,101080,Daleville City,75.0,72.0,49.0,64.0,1.0,,126.0,77.0,71.0,72.0,,
ALABAMA,1,101110,Dallas County,249.0,77.0,215.0,77.0,22.0,50.0,280.0,57.0,234.0,57.0,33.0,54.0
ALABAMA,1,101140,Dekalb County,659.0,74.0,496.0,71.0,39.0,54.0,684.0,77.0,460.0,72.0,31.0,64.0
ALABAMA,1,101170,Decatur City,646.0,88.0,431.0,85.0,2.0,,593.0,86.0,343.0,79.0,2.0,
ALABAMA,1,101200,Demopolis City,156.0,77.0,96.0,72.0,,,177.0,92.0,111.0,87.0,,
ALABAMA,1,101230,Dothan City,739.0,85.0,462.0,79.0,27.0,10.0,674.0,81.0,418.0,77.0,18.0,70.0
ALABAMA,1,101260,Elba City,47.0,84.0,40.0,84.0,,,57.0,54.0,43.0,54.0,,
ALABAMA,1,101290,Elmore County,863.0,83.0,469.0,77.0,1.0,,797.0,82.0,409.0,76.0,,
ALABAMA,1,101320,Enterprise City,471.0,92.0,197.0,87.0,5.0,,553.0,87.0,210.0,77.0,6.0,25.0
ALABAMA,1,101350,Escambia County,354.0,79.0,273.0,77.0,1.0,,344.0,72.0,263.0,67.0,,
ALABAMA,1,101380,Etowah County,709.0,86.0,416.0,83.0,3.0,,670.0,80.0,317.0,74.0,1.0,
ALABAMA,1,101410,Eufaula City,209.0,87.0,154.0,82.0,,,208.0,72.0,137.0,62.0,,
ALABAMA,1,101440,Fairfield City,140.0,82.0,124.0,82.0,23.0,10.0,112.0,62.0,105.0,62.0,3.0,
ALABAMA,1,101470,Fayette County,195.0,82.0,118.0,82.0,1.0,,203.0,87.0,102.0,82.0,,
ALABAMA,1,101530,Florence City,329.0,90.0,207.0,87.0,3.0,,337.0,78.0,184.0,67.0,3.0,
ALABAMA,1,101560,Fort Payne City,215.0,72.0,158.0,72.0,,,204.0,82.0,118.0,72.0,,
ALABAMA,1,101590,Franklin County,261.0,87.0,175.0,82.0,,,221.0,82.0,141.0,77.0,,
ALABAMA,1,101620,Gadsden City,407.0,74.0,302.0,69.0,2.0,,395.0,67.0,289.0,62.0,3.0,
ALABAMA,1,101640,Geneva City,105.0,92.0,55.0,84.0,,,84.0,82.0,49.0,74.0,,
ALABAMA,1,101660,Geneva County,217.0,72.0,138.0,67.0,,,215.0,77.0,125.0,72.0,,
ALABAMA,1,101680,Greene County,97.0,67.0,92.0,67.0,7.0,25.0,96.0,47.0,94.0,47.0,3.0,
ALABAMA,1,101690,Guntersville City,155.0,92.0,66.0,87.0,14.0,25.0,152.0,92.0,60.0,84.0,6.0,25.0
ALABAMA,1,101710,Hale County,195.0,82.0,158.0,77.0,1.0,,202.0,72.0,154.0,67.0,,
ALABAMA,1,101720,Haleyville City,133.0,92.0,85.0,92.0,,,117.0,77.0,73.0,72.0,,
ALABAMA,1,101730,Hartselle City,253.0,92.0,97.0,87.0,7.0,25.0,264.0,92.0,82.0,87.0,4.0,
ALABAMA,1,101740,Henry County,214.0,77.0,127.0,72.0,1.0,,215.0,72.0,127.0,62.0,2.0,
ALABAMA,1,101760,Homewood City,277.0,87.0,75.0,67.0,2.0,,272.0,87.0,81.0,72.0,1.0,
ALABAMA,1,101770,Houston County,516.0,90.0,354.0,88.0,3.0,,512.0,86.0,311.0,84.0,,
ALABAMA,1,101800,Huntsville City,1717.0,78.0,882.0,67.0,7.0,25.0,1722.0,74.0,831.0,57.0,10.0,25.0
ALABAMA,1,101830,Jackson County,418.0,87.0,289.0,87.0,1.0,,446.0,81.0,301.0,77.0,,
ALABAMA,1,101860,Jacksonville City,114.0,92.0,56.0,84.0,,,127.0,77.0,71.0,67.0,,
ALABAMA,1,101890,Jasper City,203.0,92.0,92.0,87.0,,,213.0,82.0,91.0,72.0,,
ALABAMA,1,101920,Jefferson County,2664.0,84.0,1617.0,80.0,22.0,70.0,2888.0,71.0,1622.0,63.0,18.0,70.0
ALABAMA,1,101950,Lamar County,176.0,82.0,115.0,77.0,5.0,,166.0,67.0,89.0,52.0,4.0,
ALABAMA,1,101980,Lanett City,65.0,77.0,56.0,84.0,,,69.0,77.0,63.0,77.0,,
ALABAMA,1,102010,Lauderdale County,642.0,86.0,322.0,79.0,,,706.0,85.0,338.0,80.0,3.0,
ALABAMA,1,102040,Lawrence County,375.0,85.0,232.0,82.0,31.0,74.0,383.0,79.0,218.0,72.0,27.0,70.0
ALABAMA,1,102070,Lee County,693.0,77.0,397.0,72.0,,,841.0,76.0,470.0,69.0,,
ALABAMA,1,102100,Limestone County,690.0,78.0,333.0,75.0,4.0,,690.0,73.0,321.0,64.0,,
ALABAMA,1,102130,Linden City,42.0,54.0,39.0,54.0,,,28.0,70.0,24.0,70.0,,
ALABAMA,1,102160,Lowndes County,102.0,72.0,100.0,72.0,5.0,,133.0,57.0,133.0,57.0,1.0,
ALABAMA,1,102190,Macon County,161.0,67.0,160.0,67.0,,,218.0,47.0,214.0,47.0,3.0,
ALABAMA,1,102220,Madison County,1396.0,87.0,532.0,79.0,38.0,64.0,1538.0,87.0,520.0,79.0,27.0,10.0
ALABAMA,1,102250,Marengo County,85.0,72.0,64.0,72.0,,,120.0,57.0,92.0,47.0,,
ALABAMA,1,102310,Marion County,271.0,92.0,182.0,92.0,2.0,,309.0,83.0,197.0,82.0,3.0,
ALABAMA,1,102350,Midfield City,83.0,62.0,73.0,62.0,8.0,25.0,109.0,77.0,88.0,77.0,16.0,10.0
ALABAMA,1,102370,Mobile County,4441.0,86.0,3349.0,83.0,285.0,87.0,4240.0,77.0,3088.0,73.0,214.0,72.0
ALABAMA,1,102400,Monroe County,245.0,72.0,180.0,67.0,,,291.0,67.0,204.0,62.0,,
ALABAMA,1,102430,Montgomery County,2487.0,69.0,1806.0,64.0,37.0,44.0,2296.0,61.0,1613.0,54.0,22.0,50.0
ALABAMA,1,102480,Morgan County,599.0,85.0,352.0,78.0,3.0,,636.0,79.0,331.0,72.0,3.0,
ALABAMA,1,102490,Mountain Brook City,356.0,97.0,,,,,382.0,98.0,,,,
ALABAMA,1,102520,Muscle Shoals City,198.0,92.0,51.0,74.0,,,242.0,2.0,77.0,2.0,1.0,
ALABAMA,1,102550,Oneonta City,96.0,92.0,43.0,84.0,,,109.0,87.0,41.0,74.0,,
ALABAMA,1,102580,Opelika City,295.0,82.0,202.0,82.0,,,308.0,71.0,189.0,67.0,1.0,
ALABAMA,1,102610,Opp City,102.0,87.0,56.0,84.0,,,105.0,77.0,57.0,64.0,,
ALABAMA,1,102635,Oxford City,313.0,86.0,180.0,82.0,35.0,84.0,346.0,86.0,184.0,82.0,15.0,25.0
ALABAMA,1,102640,Ozark City,183.0,77.0,117.0,67.0,,,153.0,77.0,97.0,72.0,,
ALABAMA,1,102650,Pell City,309.0,88.0,197.0,87.0,,,317.0,75.0,179.0,67.0,1.0,
ALABAMA,1,102670,Perry County,136.0,77.0,127.0,77.0,16.0,70.0,131.0,42.0,124.0,47.0,2.0,
ALABAMA,1,102700,Phenix City,541.0,77.0,337.0,73.0,2.0,,468.0,75.0,300.0,67.0,,
ALABAMA,1,102730,Pickens County,171.0,77.0,132.0,72.0,,,232.0,67.0,172.0,62.0,,
ALABAMA,1,102760,Piedmont City,81.0,67.0,59.0,64.0,1.0,,94.0,87.0,63.0,87.0,,
ALABAMA,1,102790,Pike County,164.0,77.0,108.0,67.0,1.0,,175.0,77.0,136.0,77.0,3.0,
ALABAMA,1,102820,Randolph County,156.0,62.0,111.0,57.0,,,188.0,67.0,118.0,57.0,,
ALABAMA,1,102850,Roanoke City,117.0,77.0,79.0,77.0,,,111.0,92.0,62.0,87.0,,
ALABAMA,1,102880,Russell County,259.0,82.0,163.0,82.0,,,305.0,65.0,214.0,62.0,,
ALABAMA,1,102910,Russellville City,191.0,2.0,130.0,92.0,,,184.0,87.0,110.0,82.0,,
ALABAMA,1,102940,Scottsboro City,212.0,77.0,120.0,67.0,,,191.0,82.0,99.0,82.0,,
ALABAMA,1,102970,Selma City,326.0,86.0,303.0,86.0,14.0,25.0,255.0,37.0,231.0,32.0,4.0,
ALABAMA,1,103000,Sheffield City,79.0,92.0,65.0,92.0,1.0,,81.0,67.0,64.0,62.0,,
ALABAMA,1,103030,Shelby County,2285.0,88.0,828.0,80.0,26.0,70.0,2161.0,86.0,706.0,75.0,13.0,25.0
ALABAMA,1,103062,St Clair County,658.0,82.0,345.0,76.0,10.0,25.0,665.0,83.0,338.0,77.0,7.0,25.0
ALABAMA,1,103090,Sumter County,135.0,62.0,133.0,62.0,1.0,,140.0,42.0,138.0,42.0,,
ALABAMA,1,103120,Sylacauga City,180.0,82.0,99.0,72.0,4.0,,187.0,87.0,96.0,82.0,,
ALABAMA,1,103150,Talladega City,177.0,57.0,158.0,57.0,,,142.0,52.0,119.0,52.0,1.0,
ALABAMA,1,103180,Talladega County,524.0,77.0,401.0,73.0,,,624.0,75.0,457.0,72.0,3.0,
ALABAMA,1,103210,Tallapoosa County,208.0,62.0,141.0,57.0,,,246.0,72.0,170.0,67.0,,
ALABAMA,1,103240,Tallassee City,126.0,82.0,71.0,72.0,1.0,,146.0,77.0,76.0,57.0,1.0,
ALABAMA,1,103270,Tarrant City,73.0,77.0,71.0,77.0,,,86.0,32.0,84.0,32.0,,
ALABAMA,1,103300,Thomasville City,89.0,77.0,52.0,74.0,,,130.0,57.0,77.0,52.0,1.0,
ALABAMA,1,103330,Troy City,126.0,87.0,95.0,82.0,7.0,25.0,138.0,87.0,90.0,87.0,7.0,25.0
ALABAMA,1,103360,Tuscaloosa City,756.0,82.0,481.0,77.0,12.0,25.0,724.0,70.0,481.0,60.0,20.0,50.0
ALABAMA,1,103390,Tuscaloosa County,1348.0,82.0,767.0,75.0,9.0,25.0,1342.0,77.0,684.0,68.0,6.0,25.0
ALABAMA,1,103420,Tuscumbia City,119.0,77.0,63.0,67.0,,,127.0,67.0,70.0,62.0,,
ALABAMA,1,103430,Vestavia Hills City,496.0,95.0,58.0,74.0,,,515.0,95.0,42.0,84.0,,
ALABAMA,1,103450,Walker County,576.0,72.0,372.0,66.0,9.0,25.0,660.0,82.0,424.0,78.0,8.0,25.0
ALABAMA,1,103480,Washington County,262.0,72.0,150.0,57.0,1.0,,280.0,57.0,163.0,47.0,3.0,
ALABAMA,1,103510,Wilcox County,137.0,72.0,136.0,72.0,55.0,74.0,143.0,67.0,142.0,67.0,47.0,54.0
ALABAMA,1,103540,Winfield City,97.0,2.0,40.0,5.0,,,119.0,87.0,48.0,84.0,,
ALABAMA,1,103580,Winston County,193.0,77.0,117.0,72.0,,,193.0,72.0,122.0,72.0,,
ALASKA,2,200001,Lower Kuskokwim School District,342.0,33.0,290.0,27.0,2.0,,281.0,32.0,234.0,27.0,,
ALASKA,2,200003,Lower Yukon School District,154.0,37.0,133.0,37.0,,,169.0,17.0,132.0,12.0,,
ALASKA,2,200004,Yupiit School District,38.0,15.0,38.0,15.0,,,26.0,10.0,26.0,10.0,,
ALASKA,2,200005,Kashunamiut School District,23.0,50.0,13.0,25.0,,,26.0,50.0,15.0,25.0,,
ALASKA,2,200006,Mount Edgecumbe High School Agency,,,,,,,,,,,,
ALASKA,2,200007,Aleutians East Borough School District,21.0,10.0,8.0,25.0,,,18.0,70.0,12.0,25.0,,
ALASKA,2,200010,Aleutian Region School District,2.0,,2.0,,,,1.0,,1.0,,,
ALASKA,2,200020,Bering Strait School District,123.0,62.0,123.0,62.0,,,114.0,37.0,114.0,37.0,,
ALASKA,2,200030,Bristol Bay Borough School District,9.0,25.0,5.0,,,,12.0,25.0,4.0,,,
ALASKA,2,200050,Alaska Gateway School District,28.0,70.0,24.0,70.0,,,24.0,50.0,19.0,50.0,,
ALASKA,2,200060,Cordova City School District,22.0,10.0,15.0,25.0,,,22.0,70.0,8.0,25.0,,
ALASKA,2,200070,Copper River School District,39.0,74.0,12.0,25.0,,,43.0,74.0,12.0,25.0,,
ALASKA,2,200090,Craig City School District,59.0,84.0,20.0,10.0,,,44.0,84.0,22.0,10.0,,
ALASKA,2,200100,Delta/Greely School District,63.0,82.0,20.0,10.0,,,63.0,77.0,24.0,70.0,,
ALASKA,2,200120,Dillingham City School District,39.0,74.0,30.0,70.0,,,35.0,44.0,28.0,30.0,,
ALASKA,2,200130,Galena City School District,286.0,57.0,140.0,52.0,,,234.0,62.0,102.0,52.0,,
ALASKA,2,200150,Ketchikan Gateway Borough School District,163.0,72.0,85.0,62.0,,,187.0,72.0,68.0,62.0,,
ALASKA,2,200180,Anchorage School District,3574.0,78.0,1873.0,69.0,145.0,57.0,3667.0,67.0,1690.0,51.0,121.0,32.0
ALASKA,2,200210,Juneau Borough School District,335.0,73.0,105.0,57.0,7.0,25.0,378.0,74.0,100.0,52.0,6.0,25.0
ALASKA,2,200240,Sitka School District,98.0,87.0,32.0,64.0,1.0,,103.0,72.0,33.0,64.0,,
ALASKA,2,200270,Haines Borough School District,20.0,10.0,10.0,25.0,,,21.0,10.0,9.0,25.0,,
ALASKA,2,200300,Hoonah City School District,9.0,25.0,7.0,25.0,1.0,,9.0,25.0,8.0,25.0,,
ALASKA,2,200330,Hydaburg City School District,2.0,,,,,,5.0,,3.0,,,
ALASKA,2,200360,Kake City School District,7.0,25.0,4.0,,,,5.0,,5.0,,,
ALASKA,2,200390,Kenai Peninsula Borough School District,683.0,83.0,313.0,79.0,18.0,70.0,714.0,78.0,296.0,67.0,7.0,25.0
ALASKA,2,200450,Klawock City School District,7.0,25.0,6.0,25.0,,,10.0,25.0,8.0,25.0,,
ALASKA,2,200480,Kodiak Island Borough School District,174.0,82.0,94.0,72.0,,,185.0,82.0,106.0,72.0,,
ALASKA,2,200485,Lake and Peninsula Borough School District,21.0,70.0,12.0,25.0,,,16.0,70.0,9.0,25.0,,
ALASKA,2,200510,Matanuska-Susitna Borough School District,1209.0,80.0,463.0,75.0,25.0,70.0,1243.0,75.0,447.0,67.0,29.0,50.0
ALASKA,2,200520,Iditarod Area School District,16.0,50.0,10.0,25.0,,,23.0,50.0,17.0,50.0,,
ALASKA,2,200525,Annette Island School District,16.0,10.0,16.0,10.0,,,18.0,50.0,18.0,50.0,,
ALASKA,2,200540,Nenana City School District,37.0,64.0,5.0,,,,35.0,64.0,3.0,,,
ALASKA,2,200570,Nome Public Schools,58.0,64.0,45.0,64.0,,,54.0,54.0,35.0,44.0,,
ALASKA,2,200600,Fairbanks North Star Borough School District,1156.0,84.0,427.0,77.0,29.0,70.0,1048.0,69.0,341.0,57.0,27.0,30.0
ALASKA,2,200610,North Slope Borough School District,133.0,52.0,48.0,34.0,2.0,,109.0,57.0,35.0,44.0,2.0,
ALASKA,2,200625,Northwest Arctic Borough School District,144.0,42.0,128.0,37.0,,,155.0,47.0,129.0,42.0,,
ALASKA,2,200630,Pelican City School District,1.0,,,,,,1.0,,1.0,,,
ALASKA,2,200660,Petersburg City School District,29.0,70.0,16.0,50.0,,,28.0,10.0,17.0,70.0,,
ALASKA,2,200670,Pribilof School District,2.0,,2.0,,,,5.0,,3.0,,,
ALASKA,2,200680,Saint Mary's School District,15.0,25.0,14.0,25.0,,,15.0,25.0,13.0,25.0,,
ALASKA,2,200690,Skagway City School District,4.0,,1.0,,,,6.0,25.0,,,,
ALASKA,2,200700,Southeast Island School District,13.0,25.0,9.0,25.0,,,9.0,25.0,6.0,25.0,,
ALASKA,2,200710,Southwest Region School District,44.0,54.0,38.0,54.0,,,38.0,24.0,37.0,24.0,,
ALASKA,2,200715,Tanana City School District,3.0,,3.0,,,,4.0,,4.0,,,
ALASKA,2,200720,Unalaska City School District,23.0,10.0,5.0,,,,31.0,84.0,6.0,25.0,,
ALASKA,2,200730,Chatham School District,8.0,25.0,4.0,,,,7.0,25.0,4.0,,,
ALASKA,2,200760,Kuspuk School District,18.0,30.0,16.0,30.0,,,25.0,50.0,23.0,30.0,,
ALASKA,2,200770,Denali Borough School District,62.0,82.0,,,,,50.0,84.0,,,,
ALASKA,2,200775,Yukon Flats School District,20.0,30.0,18.0,30.0,,,17.0,30.0,14.0,25.0,,
ALASKA,2,200780,Valdez City School District,52.0,84.0,18.0,70.0,2.0,,46.0,84.0,12.0,25.0,,
ALASKA,2,200800,Chugach School District,22.0,70.0,9.0,25.0,,,25.0,50.0,15.0,25.0,,
ALASKA,2,200810,Wrangell Public School District,29.0,10.0,8.0,25.0,,,38.0,74.0,16.0,10.0,,
ALASKA,2,200840,Yakutat School District,3.0,,2.0,,,,7.0,25.0,4.0,,,
ALASKA,2,200862,Yukon/Koyukuk School District,78.0,67.0,34.0,74.0,,,93.0,47.0,57.0,44.0,,
ARIZONA,4,400001,Cave Creek Unified District,460.0,85.0,62.0,67.0,,,402.0,79.0,55.0,54.0,,
ARIZONA,4,400003,Chino Valley Unified District,164.0,77.0,116.0,72.0,17.0,10.0,190.0,57.0,127.0,52.0,12.0,25.0
ARIZONA,4,400004,Clarkdale-Jerome Elementary District,42.0,64.0,23.0,50.0,2.0,,42.0,74.0,15.0,25.0,4.0,
ARIZONA,4,400005,Salome Consolidated Elementary District,9.0,25.0,9.0,25.0,,,6.0,25.0,6.0,25.0,,
ARIZONA,4,400016,Center for Academic Success  Inc.,101.0,52.0,73.0,47.0,,,76.0,37.0,54.0,34.0,1.0,
ARIZONA,4,400018,Pine Forest Education Association  Inc.,29.0,30.0,7.0,25.0,,,19.0,50.0,3.0,,,
ARIZONA,4,400019,Flagstaff Arts And Leadership Academy,,,,,,,48.0,54.0,6.0,25.0,,
ARIZONA,4,400020,Montessori Charter School of Flagstaff  Inc.,36.0,84.0,,,,,22.0,70.0,,,,
ARIZONA,4,400021,Colorado City Unified District,30.0,70.0,27.0,70.0,,,39.0,44.0,32.0,44.0,,
ARIZONA,4,400022,Vernon Elementary District,8.0,25.0,,,,,8.0,25.0,,,,
ARIZONA,4,400023,Pinon Unified District,82.0,62.0,77.0,57.0,1.0,,106.0,22.0,89.0,22.0,1.0,
ARIZONA,4,400026,Heber-Overgaard Unified District,36.0,54.0,27.0,50.0,,,44.0,84.0,25.0,70.0,,
ARIZONA,4,400028,Triumphant Learning Center,12.0,25.0,3.0,,,,9.0,25.0,3.0,,,
ARIZONA,4,400031,Ridgeline Academy  A Challenge Foundation Academy,44.0,84.0,,,,,11.0,25.0,,,,
ARIZONA,4,400033,Boys & Girls Clubs of the East Valley dba Mesa Arts Academy,27.0,10.0,22.0,10.0,2.0,,24.0,10.0,16.0,10.0,,
ARIZONA,4,400034,Valley Academy  Inc.,104.0,92.0,,,,,62.0,92.0,9.0,25.0,,
ARIZONA,4,400036,Foothills Academy,21.0,70.0,,,,,60.0,74.0,,,,
ARIZONA,4,400037,Twenty First Century Charter School  Inc. Bennett Academy,32.0,54.0,17.0,50.0,1.0,,23.0,10.0,12.0,25.0,,
ARIZONA,4,400040,STEP UP Schools  Inc.,10.0,25.0,,,,,,,,,,
ARIZONA,4,400041,Maricopa County Community College District dba Gateway Early,,,,,,,,,,,,
ARIZONA,4,400043,New School For The Arts,,,,,,,,,,,,
ARIZONA,4,400047,Salt River Pima-Maricopa  Community Schools,,,,,,,35.0,24.0,18.0,30.0,,
ARIZONA,4,400052,Espiritu Community Development Corp.,54.0,54.0,54.0,54.0,,,51.0,64.0,51.0,64.0,,
ARIZONA,4,400053,Heritage Academy  Inc.,,,,,,,114.0,92.0,,,,
ARIZONA,4,400054,Villa Montessori Charter School,57.0,74.0,13.0,25.0,,,46.0,84.0,6.0,25.0,,
ARIZONA,4,400055,EduPreneurship  Inc.,11.0,25.0,6.0,25.0,,,11.0,25.0,8.0,25.0,,
ARIZONA,4,400056,Arizona School For The Arts,,,,,,,112.0,87.0,,,,
ARIZONA,4,400057,Arizona Call-a-Teen Youth Resources  Inc.,,,,,,,,,,,,
ARIZONA,4,400061,Intelli-School  Inc.,,,,,,,,,,,,
ARIZONA,4,400065,Benjamin Franklin Charter School,308.0,79.0,,,,,111.0,82.0,,,,
ARIZONA,4,400067,Victory High School  Inc.,,,,,,,,,,,,
ARIZONA,4,400068,Montessori Day Public Schools Chartered  Inc.,28.0,70.0,17.0,70.0,,,4.0,,4.0,,,
ARIZONA,4,400069,Khalsa Montessori Elementary Schools,22.0,10.0,3.0,,,,,,,,,
ARIZONA,4,400070,Tempe Preparatory Academy,,,,,,,,,,,,
ARIZONA,4,400071,Bright Beginnings School  Inc.,66.0,92.0,,,,,,,,,,
ARIZONA,4,400072,Montessori Education Centre Charter School,54.0,64.0,,,,,,,,,,
ARIZONA,4,400074,Kingman Academy Of Learning,104.0,77.0,28.0,70.0,,,97.0,57.0,25.0,50.0,,
ARIZONA,4,400075,Young Scholars Academy Charter School Corp.,45.0,64.0,16.0,50.0,,,35.0,64.0,14.0,25.0,,
ARIZONA,4,400077,Career Development  Inc.,,,,,,,,,,,,
ARIZONA,4,400078,Edge School  Inc.  The,,,,,,,,,,,,
ARIZONA,4,400079,Tucson Youth Development/ACE Charter High School,,,,,,,,,,,,
ARIZONA,4,400081,Presidio School,33.0,64.0,22.0,70.0,,,18.0,10.0,12.0,25.0,,
ARIZONA,4,400082,Colorado River Union High School District,,,,,,,,,,,,
ARIZONA,4,400083,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,,,,,,,,,,,,
ARIZONA,4,400089,Sedona Charter School  Inc.,9.0,25.0,7.0,25.0,,,16.0,70.0,10.0,25.0,,
ARIZONA,4,400090,Mingus Springs Charter School,19.0,30.0,9.0,25.0,1.0,,9.0,25.0,5.0,,1.0,
ARIZONA,4,400092,Franklin Phonetic Primary School  Inc.,51.0,74.0,36.0,64.0,,,45.0,84.0,25.0,10.0,,
ARIZONA,4,400093,Skyview School  Inc.,21.0,10.0,11.0,25.0,,,8.0,25.0,2.0,,,
