STNAM,FIPST,LEAID,leanm11,ALL_MTH04numvalid_1112,ALL_MTH04pctprof_1112,ECD_MTH04numvalid_1112,ECD_MTH04pctprof_1112,HOM_MTH04numvalid_1112,HOM_MTH04pctprof_1112,ALL_MTH08numvalid_1112,ALL_MTH08pctprof_1112,ECD_MTH08numvalid_1112,ECD_MTH08pctprof_1112,HOM_MTH08numvalid_1112,HOM_MTH08pctprof_1112
ALABAMA,1,100002,Alabama Youth Services,,,,,,,31.0,44.0,15.0,25.0,1.0,
ALABAMA,1,100005,Albertville City,310.0,90.0,219.0,87.0,3.0,,307.0,83.0,204.0,77.0,4.0,
ALABAMA,1,100006,Marshall County,441.0,91.0,339.0,90.0,15.0,25.0,462.0,88.0,309.0,86.0,11.0,25.0
ALABAMA,1,100007,Hoover City,978.0,84.0,240.0,67.0,,,1028.0,91.0,221.0,77.0,2.0,
ALABAMA,1,100008,Madison City,648.0,94.0,137.0,87.0,1.0,,688.0,95.0,124.0,87.0,1.0,
ALABAMA,1,100009,Al Inst Deaf And Blind,12.0,25.0,,,,,31.0,34.0,,,,
ALABAMA,1,100011,Leeds City,138.0,67.0,76.0,52.0,9.0,25.0,133.0,62.0,77.0,57.0,6.0,25.0
ALABAMA,1,100012,Boaz City,147.0,82.0,94.0,77.0,,,153.0,87.0,95.0,82.0,,
ALABAMA,1,100013,Trussville City,297.0,92.0,25.0,40.0,5.0,,357.0,91.0,48.0,45.0,,
ALABAMA,1,100018,Alabama School of Fine Arts,,,,,,,47.0,45.0,,,,
ALABAMA,1,100030,Alexander City,222.0,87.0,123.0,82.0,,,269.0,82.0,148.0,72.0,,
ALABAMA,1,100033,Glenwood Mental Health Service,,,,,,,4.0,,,,,
ALABAMA,1,100035,Learning Tree Inc,3.0,,,,,,9.0,25.0,,,,
ALABAMA,1,100042,Laurel Oaks Behavioral Health,,,,,,,3.0,,,,,
ALABAMA,1,100060,Andalusia City,128.0,87.0,78.0,87.0,1.0,,101.0,82.0,53.0,74.0,,
ALABAMA,1,100090,Anniston City,195.0,62.0,178.0,62.0,11.0,25.0,158.0,42.0,144.0,42.0,4.0,
ALABAMA,1,100100,Arab City,184.0,48.0,74.0,48.0,5.0,,226.0,48.0,84.0,48.0,5.0,
ALABAMA,1,100120,Athens City,259.0,87.0,142.0,82.0,5.0,,244.0,87.0,119.0,77.0,3.0,
ALABAMA,1,100180,Attalla City,94.0,77.0,79.0,77.0,1.0,,192.0,67.0,148.0,62.0,9.0,25.0
ALABAMA,1,100184,Excel Institute,,,,,,,,,,,,
ALABAMA,1,100185,Saraland City,159.0,87.0,100.0,87.0,11.0,25.0,200.0,92.0,119.0,87.0,13.0,25.0
ALABAMA,1,100186,Father Purcell Center,,,,,,,1.0,,,,,
ALABAMA,1,100187,Father Walters Ctr,,,,,,,,,,,,
ALABAMA,1,100210,Auburn City,544.0,93.0,183.0,87.0,2.0,,539.0,91.0,145.0,77.0,,
ALABAMA,1,100240,Autauga County,774.0,89.0,354.0,82.0,16.0,70.0,826.0,88.0,369.0,81.0,14.0,25.0
ALABAMA,1,100270,Baldwin County,2098.0,88.0,1055.0,83.0,39.0,45.0,2233.0,85.0,1040.0,76.0,21.0,40.0
ALABAMA,1,100300,Barbour County,77.0,67.0,77.0,67.0,,,77.0,72.0,77.0,72.0,,
ALABAMA,1,100330,Bessemer City,391.0,78.0,358.0,78.0,26.0,70.0,305.0,62.0,282.0,62.0,21.0,70.0
ALABAMA,1,100360,Bibb County,258.0,77.0,172.0,72.0,,,276.0,82.0,170.0,77.0,,
ALABAMA,1,100390,Birmingham City,1973.0,78.0,1795.0,76.0,81.0,72.0,1783.0,72.0,1581.0,69.0,132.0,62.0
ALABAMA,1,100420,Blount County,636.0,83.0,367.0,78.0,10.0,25.0,653.0,75.0,325.0,69.0,8.0,25.0
ALABAMA,1,100450,Brewton City,97.0,92.0,47.0,74.0,,,91.0,87.0,34.0,54.0,,
ALABAMA,1,100480,Bullock County,88.0,72.0,85.0,72.0,1.0,,119.0,32.0,112.0,32.0,1.0,
ALABAMA,1,100510,Butler County,254.0,92.0,216.0,87.0,13.0,25.0,258.0,82.0,203.0,82.0,,
ALABAMA,1,100540,Calhoun County,696.0,88.0,426.0,85.0,8.0,25.0,790.0,76.0,440.0,69.0,12.0,25.0
ALABAMA,1,100600,Chambers County,312.0,71.0,228.0,67.0,,,290.0,62.0,197.0,62.0,,
ALABAMA,1,100630,Cherokee County,325.0,74.0,231.0,72.0,,,317.0,74.0,202.0,67.0,,
ALABAMA,1,100660,Chilton County,622.0,83.0,410.0,78.0,5.0,,576.0,66.0,336.0,60.0,,
ALABAMA,1,100690,Choctaw County,124.0,77.0,101.0,77.0,1.0,,146.0,72.0,122.0,67.0,1.0,
ALABAMA,1,100720,Clarke County,210.0,87.0,164.0,82.0,2.0,,258.0,62.0,207.0,57.0,1.0,
ALABAMA,1,100750,Clay County,125.0,87.0,93.0,87.0,,,197.0,67.0,123.0,62.0,,
ALABAMA,1,100780,Cleburne County,182.0,87.0,130.0,87.0,,,179.0,87.0,97.0,82.0,1.0,
ALABAMA,1,100810,Coffee County,139.0,82.0,82.0,72.0,4.0,,161.0,77.0,85.0,72.0,15.0,25.0
ALABAMA,1,100840,Colbert County,182.0,82.0,138.0,82.0,15.0,25.0,233.0,77.0,164.0,72.0,3.0,
ALABAMA,1,100870,Conecuh County,128.0,92.0,122.0,92.0,,,112.0,77.0,105.0,77.0,,
ALABAMA,1,100900,Coosa County,91.0,82.0,76.0,82.0,,,114.0,77.0,79.0,72.0,,
ALABAMA,1,100930,Covington County,257.0,87.0,170.0,87.0,,,255.0,92.0,160.0,87.0,,
ALABAMA,1,100960,Crenshaw County,183.0,87.0,122.0,82.0,,,155.0,82.0,117.0,82.0,1.0,
ALABAMA,1,100990,Cullman City,211.0,48.0,88.0,48.0,1.0,,230.0,48.0,62.0,48.0,2.0,
ALABAMA,1,101020,Cullman County,716.0,87.0,451.0,84.0,1.0,,702.0,82.0,425.0,78.0,1.0,
ALABAMA,1,101050,Dale County,230.0,87.0,140.0,82.0,,,194.0,92.0,95.0,87.0,,
ALABAMA,1,101080,Daleville City,72.0,62.0,49.0,54.0,,,91.0,72.0,54.0,64.0,,
ALABAMA,1,101110,Dallas County,253.0,82.0,215.0,82.0,42.0,84.0,375.0,62.0,319.0,57.0,33.0,64.0
ALABAMA,1,101140,Dekalb County,707.0,84.0,538.0,81.0,23.0,40.0,661.0,74.0,447.0,68.0,15.0,25.0
ALABAMA,1,101170,Decatur City,611.0,91.0,396.0,89.0,4.0,,617.0,83.0,367.0,74.0,6.0,25.0
ALABAMA,1,101200,Demopolis City,184.0,82.0,123.0,77.0,1.0,,183.0,48.0,108.0,48.0,,
ALABAMA,1,101230,Dothan City,749.0,91.0,503.0,87.0,33.0,45.0,623.0,83.0,413.0,78.0,19.0,50.0
ALABAMA,1,101260,Elba City,56.0,84.0,41.0,74.0,1.0,,77.0,62.0,57.0,44.0,1.0,
ALABAMA,1,101290,Elmore County,836.0,84.0,461.0,76.0,,,793.0,82.0,439.0,75.0,3.0,
ALABAMA,1,101320,Enterprise City,487.0,92.0,220.0,87.0,1.0,,556.0,86.0,213.0,77.0,,
ALABAMA,1,101350,Escambia County,382.0,89.0,310.0,87.0,1.0,,332.0,77.0,264.0,72.0,,
ALABAMA,1,101380,Etowah County,744.0,90.0,416.0,86.0,4.0,,708.0,82.0,355.0,77.0,3.0,
ALABAMA,1,101410,Eufaula City,209.0,72.0,154.0,67.0,,,197.0,77.0,132.0,72.0,,
ALABAMA,1,101440,Fairfield City,163.0,82.0,144.0,82.0,1.0,,146.0,57.0,129.0,57.0,,
ALABAMA,1,101470,Fayette County,179.0,87.0,112.0,82.0,1.0,,189.0,77.0,109.0,67.0,2.0,
ALABAMA,1,101530,Florence City,322.0,96.0,212.0,92.0,11.0,25.0,342.0,82.0,193.0,72.0,17.0,70.0
ALABAMA,1,101560,Fort Payne City,229.0,57.0,159.0,47.0,1.0,,220.0,82.0,136.0,77.0,1.0,
ALABAMA,1,101590,Franklin County,238.0,87.0,177.0,87.0,,,247.0,72.0,175.0,67.0,,
ALABAMA,1,101620,Gadsden City,426.0,78.0,287.0,72.0,2.0,,400.0,68.0,273.0,62.0,6.0,25.0
ALABAMA,1,101640,Geneva City,83.0,92.0,55.0,45.0,,,90.0,77.0,52.0,64.0,,
ALABAMA,1,101660,Geneva County,210.0,72.0,139.0,67.0,,,265.0,77.0,161.0,72.0,2.0,
ALABAMA,1,101680,Greene County,102.0,77.0,96.0,77.0,11.0,25.0,91.0,52.0,82.0,52.0,11.0,25.0
ALABAMA,1,101690,Guntersville City,157.0,48.0,75.0,92.0,5.0,,132.0,92.0,59.0,84.0,5.0,
ALABAMA,1,101710,Hale County,185.0,82.0,154.0,82.0,,,254.0,67.0,197.0,67.0,,
ALABAMA,1,101720,Haleyville City,120.0,92.0,71.0,92.0,1.0,,119.0,82.0,64.0,77.0,,
ALABAMA,1,101730,Hartselle City,239.0,92.0,88.0,82.0,13.0,25.0,226.0,92.0,66.0,87.0,4.0,
ALABAMA,1,101740,Henry County,232.0,92.0,139.0,87.0,,,242.0,67.0,145.0,52.0,,
ALABAMA,1,101760,Homewood City,259.0,92.0,72.0,77.0,,,237.0,92.0,67.0,82.0,,
ALABAMA,1,101770,Houston County,495.0,87.0,326.0,83.0,4.0,,511.0,84.0,326.0,80.0,1.0,
ALABAMA,1,101800,Huntsville City,1655.0,89.0,923.0,85.0,6.0,25.0,1761.0,78.0,876.0,64.0,4.0,
ALABAMA,1,101830,Jackson County,440.0,91.0,309.0,90.0,1.0,,484.0,83.0,317.0,80.0,1.0,
ALABAMA,1,101860,Jacksonville City,122.0,92.0,62.0,82.0,,,125.0,72.0,65.0,67.0,,
ALABAMA,1,101890,Jasper City,198.0,92.0,93.0,87.0,,,203.0,87.0,99.0,77.0,,
ALABAMA,1,101920,Jefferson County,2634.0,88.0,1608.0,85.0,52.0,84.0,2876.0,79.0,1642.0,72.0,53.0,64.0
ALABAMA,1,101950,Lamar County,178.0,82.0,105.0,72.0,,,174.0,82.0,114.0,72.0,1.0,
ALABAMA,1,101980,Lanett City,46.0,74.0,44.0,64.0,,,57.0,64.0,53.0,64.0,,
ALABAMA,1,102010,Lauderdale County,638.0,83.0,322.0,79.0,3.0,,687.0,86.0,330.0,81.0,2.0,
ALABAMA,1,102040,Lawrence County,359.0,85.0,253.0,82.0,54.0,84.0,337.0,73.0,202.0,67.0,45.0,64.0
ALABAMA,1,102070,Lee County,715.0,82.0,439.0,77.0,,,781.0,79.0,428.0,75.0,1.0,
ALABAMA,1,102100,Limestone County,677.0,75.0,338.0,71.0,1.0,,697.0,70.0,309.0,60.0,1.0,
ALABAMA,1,102130,Linden City,41.0,34.0,39.0,34.0,,,38.0,64.0,37.0,54.0,,
ALABAMA,1,102160,Lowndes County,137.0,72.0,137.0,72.0,8.0,25.0,132.0,47.0,127.0,47.0,3.0,
ALABAMA,1,102190,Macon County,176.0,77.0,176.0,77.0,1.0,,219.0,47.0,219.0,47.0,,
ALABAMA,1,102220,Madison County,1475.0,89.0,573.0,83.0,3.0,,1588.0,88.0,574.0,82.0,5.0,
ALABAMA,1,102250,Marengo County,107.0,82.0,83.0,77.0,,,94.0,72.0,72.0,62.0,,
ALABAMA,1,102310,Marion County,264.0,87.0,161.0,87.0,4.0,,276.0,82.0,175.0,77.0,4.0,
ALABAMA,1,102350,Midfield City,105.0,67.0,94.0,67.0,5.0,,105.0,72.0,88.0,67.0,,
ALABAMA,1,102370,Mobile County,4567.0,88.0,3465.0,86.0,283.0,82.0,4476.0,77.0,3305.0,73.0,224.0,72.0
ALABAMA,1,102400,Monroe County,272.0,87.0,198.0,87.0,3.0,,314.0,72.0,204.0,67.0,1.0,
ALABAMA,1,102430,Montgomery County,2581.0,75.0,1932.0,71.0,13.0,25.0,2329.0,57.0,1697.0,50.0,14.0,25.0
ALABAMA,1,102480,Morgan County,585.0,90.0,315.0,85.0,5.0,,645.0,82.0,310.0,73.0,5.0,
ALABAMA,1,102490,Mountain Brook City,352.0,97.0,,,,,345.0,98.0,,,1.0,
ALABAMA,1,102520,Muscle Shoals City,225.0,87.0,87.0,72.0,,,216.0,48.0,61.0,48.0,,
ALABAMA,1,102550,Oneonta City,130.0,87.0,60.0,74.0,1.0,,112.0,87.0,50.0,74.0,,
ALABAMA,1,102580,Opelika City,297.0,82.0,204.0,82.0,,,325.0,75.0,213.0,67.0,,
ALABAMA,1,102610,Opp City,104.0,92.0,57.0,84.0,,,93.0,87.0,54.0,84.0,,
ALABAMA,1,102635,Oxford City,314.0,89.0,195.0,87.0,17.0,40.0,303.0,84.0,184.0,82.0,14.0,25.0
ALABAMA,1,102640,Ozark City,158.0,82.0,105.0,77.0,,,193.0,87.0,128.0,87.0,,
ALABAMA,1,102650,Pell City,327.0,91.0,192.0,87.0,6.0,25.0,344.0,75.0,172.0,67.0,7.0,25.0
ALABAMA,1,102670,Perry County,147.0,82.0,147.0,82.0,15.0,25.0,136.0,72.0,136.0,72.0,,
ALABAMA,1,102700,Phenix City,562.0,76.0,354.0,71.0,1.0,,478.0,80.0,335.0,80.0,,
ALABAMA,1,102730,Pickens County,228.0,87.0,177.0,82.0,,,205.0,77.0,162.0,77.0,,
ALABAMA,1,102760,Piedmont City,83.0,87.0,61.0,82.0,,,85.0,92.0,56.0,84.0,1.0,
ALABAMA,1,102790,Pike County,183.0,87.0,146.0,87.0,,,193.0,77.0,144.0,72.0,,
ALABAMA,1,102820,Randolph County,183.0,77.0,124.0,72.0,2.0,,182.0,72.0,116.0,67.0,3.0,
ALABAMA,1,102850,Roanoke City,120.0,82.0,81.0,82.0,,,109.0,77.0,75.0,67.0,,
ALABAMA,1,102880,Russell County,249.0,87.0,170.0,82.0,1.0,,274.0,67.0,197.0,62.0,3.0,
ALABAMA,1,102910,Russellville City,210.0,48.0,143.0,48.0,,,197.0,82.0,122.0,72.0,,
ALABAMA,1,102940,Scottsboro City,219.0,87.0,112.0,77.0,1.0,,194.0,77.0,92.0,67.0,,
ALABAMA,1,102970,Selma City,325.0,91.0,303.0,90.0,14.0,25.0,223.0,57.0,194.0,57.0,,
ALABAMA,1,103000,Sheffield City,74.0,87.0,67.0,87.0,,,85.0,52.0,68.0,42.0,,
ALABAMA,1,103030,Shelby County,2212.0,91.0,830.0,85.0,30.0,70.0,2194.0,89.0,690.0,80.0,14.0,25.0
ALABAMA,1,103062,St Clair County,663.0,80.0,345.0,74.0,16.0,70.0,637.0,85.0,293.0,77.0,5.0,
ALABAMA,1,103090,Sumter County,137.0,92.0,124.0,92.0,,,152.0,52.0,143.0,52.0,,
ALABAMA,1,103120,Sylacauga City,166.0,48.0,100.0,48.0,2.0,,187.0,87.0,111.0,82.0,1.0,
ALABAMA,1,103150,Talladega City,175.0,72.0,134.0,67.0,,,160.0,57.0,143.0,57.0,,
ALABAMA,1,103180,Talladega County,636.0,83.0,489.0,81.0,13.0,25.0,616.0,85.0,457.0,84.0,5.0,
ALABAMA,1,103210,Tallapoosa County,193.0,77.0,138.0,72.0,,,250.0,72.0,178.0,67.0,,
ALABAMA,1,103240,Tallassee City,154.0,67.0,93.0,47.0,,,144.0,67.0,75.0,52.0,,
ALABAMA,1,103270,Tarrant City,89.0,72.0,86.0,67.0,2.0,,82.0,42.0,78.0,42.0,1.0,
ALABAMA,1,103300,Thomasville City,98.0,82.0,61.0,77.0,,,142.0,87.0,85.0,77.0,2.0,
ALABAMA,1,103330,Troy City,154.0,48.0,111.0,48.0,4.0,,157.0,92.0,90.0,87.0,6.0,25.0
ALABAMA,1,103360,Tuscaloosa City,796.0,86.0,555.0,82.0,6.0,25.0,747.0,72.0,535.0,65.0,8.0,25.0
ALABAMA,1,103390,Tuscaloosa County,1360.0,83.0,738.0,75.0,12.0,25.0,1342.0,77.0,699.0,70.0,7.0,25.0
ALABAMA,1,103420,Tuscumbia City,115.0,82.0,77.0,77.0,,,128.0,82.0,71.0,77.0,,
ALABAMA,1,103430,Vestavia Hills City,523.0,94.0,59.0,84.0,,,499.0,95.0,42.0,74.0,,
ALABAMA,1,103450,Walker County,583.0,81.0,415.0,77.0,8.0,25.0,698.0,81.0,456.0,75.0,9.0,25.0
ALABAMA,1,103480,Washington County,251.0,72.0,157.0,62.0,1.0,,245.0,62.0,137.0,62.0,1.0,
ALABAMA,1,103510,Wilcox County,134.0,67.0,134.0,67.0,22.0,50.0,111.0,57.0,111.0,57.0,38.0,44.0
ALABAMA,1,103540,Winfield City,84.0,48.0,40.0,45.0,,,99.0,92.0,42.0,45.0,,
ALABAMA,1,103580,Winston County,195.0,82.0,136.0,77.0,,,204.0,72.0,121.0,62.0,,
ALASKA,2,200001,Lower Kuskokwim School District,316.0,34.0,278.0,32.0,,,259.0,37.0,194.0,27.0,1.0,
ALASKA,2,200003,Lower Yukon School District,141.0,32.0,123.0,27.0,1.0,,149.0,22.0,125.0,17.0,2.0,
ALASKA,2,200004,Yupiit School District,33.0,34.0,33.0,34.0,1.0,,34.0,15.0,34.0,15.0,,
ALASKA,2,200005,Kashunamiut School District,23.0,30.0,20.0,10.0,,,19.0,50.0,17.0,50.0,,
ALASKA,2,200006,Mount Edgecumbe High School Agency,,,,,,,,,,,,
ALASKA,2,200007,Aleutians East Borough School District,18.0,40.0,11.0,25.0,,,12.0,25.0,10.0,25.0,,
ALASKA,2,200010,Aleutian Region School District,2.0,,,,,,3.0,,,,,
ALASKA,2,200020,Bering Strait School District,130.0,57.0,130.0,57.0,2.0,,121.0,42.0,121.0,42.0,,
ALASKA,2,200030,Bristol Bay Borough School District,10.0,25.0,6.0,25.0,,,10.0,25.0,5.0,,,
ALASKA,2,200050,Alaska Gateway School District,29.0,50.0,21.0,50.0,,,31.0,54.0,26.0,50.0,,
ALASKA,2,200060,Cordova City School District,25.0,70.0,14.0,25.0,,,41.0,64.0,24.0,70.0,,
ALASKA,2,200070,Copper River School District,47.0,45.0,14.0,25.0,,,29.0,70.0,10.0,25.0,,
ALASKA,2,200090,Craig City School District,58.0,74.0,20.0,70.0,,,41.0,74.0,10.0,25.0,1.0,
ALASKA,2,200100,Delta/Greely School District,68.0,82.0,31.0,84.0,,,53.0,74.0,27.0,70.0,,
ALASKA,2,200120,Dillingham City School District,25.0,70.0,18.0,70.0,,,29.0,50.0,23.0,50.0,1.0,
ALASKA,2,200130,Galena City School District,274.0,62.0,146.0,52.0,1.0,,260.0,67.0,118.0,57.0,,
ALASKA,2,200150,Ketchikan Gateway Borough School District,142.0,77.0,70.0,72.0,,,153.0,72.0,55.0,54.0,,
ALASKA,2,200180,Anchorage School District,3599.0,77.0,1894.0,67.0,158.0,52.0,3517.0,69.0,1618.0,55.0,129.0,42.0
ALASKA,2,200210,Juneau Borough School District,349.0,74.0,110.0,57.0,7.0,25.0,358.0,82.0,87.0,57.0,7.0,25.0
ALASKA,2,200240,Sitka School District,89.0,82.0,35.0,74.0,,,91.0,72.0,36.0,64.0,,
ALASKA,2,200270,Haines Borough School District,24.0,40.0,17.0,40.0,,,27.0,40.0,11.0,25.0,,
ALASKA,2,200300,Hoonah City School District,8.0,25.0,4.0,,,,9.0,25.0,7.0,25.0,,
ALASKA,2,200330,Hydaburg City School District,2.0,,2.0,,,,6.0,25.0,6.0,25.0,,
ALASKA,2,200360,Kake City School District,7.0,25.0,5.0,,,,8.0,25.0,4.0,,,
ALASKA,2,200390,Kenai Peninsula Borough School District,665.0,81.0,290.0,77.0,8.0,25.0,684.0,77.0,305.0,71.0,17.0,70.0
ALASKA,2,200450,Klawock City School District,13.0,25.0,9.0,25.0,,,7.0,25.0,6.0,25.0,,
ALASKA,2,200480,Kodiak Island Borough School District,195.0,77.0,103.0,72.0,,,181.0,72.0,110.0,67.0,,
ALASKA,2,200485,Lake and Peninsula Borough School District,24.0,70.0,21.0,70.0,,,32.0,64.0,25.0,70.0,,
ALASKA,2,200510,Matanuska-Susitna Borough School District,1269.0,78.0,521.0,69.0,38.0,74.0,1226.0,77.0,486.0,68.0,35.0,44.0
ALASKA,2,200520,Iditarod Area School District,19.0,70.0,11.0,25.0,,,20.0,50.0,10.0,25.0,,
ALASKA,2,200525,Annette Island School District,26.0,70.0,26.0,70.0,,,20.0,70.0,20.0,70.0,,
ALASKA,2,200540,Nenana City School District,43.0,64.0,4.0,,,,38.0,74.0,4.0,,,
ALASKA,2,200570,Nome Public Schools,49.0,74.0,37.0,64.0,,,47.0,64.0,29.0,50.0,,
ALASKA,2,200600,Fairbanks North Star Borough School District,1061.0,80.0,394.0,73.0,1.0,,1006.0,74.0,317.0,62.0,,
ALASKA,2,200610,North Slope Borough School District,141.0,62.0,87.0,57.0,2.0,,112.0,52.0,69.0,52.0,,
ALASKA,2,200625,Northwest Arctic Borough School District,141.0,57.0,94.0,42.0,,,139.0,52.0,84.0,42.0,,
ALASKA,2,200630,Pelican City School District,,,,,,,2.0,,,,,
ALASKA,2,200660,Petersburg City School District,40.0,84.0,17.0,40.0,,,35.0,84.0,14.0,25.0,,
ALASKA,2,200670,Pribilof School District,12.0,25.0,6.0,25.0,,,8.0,25.0,7.0,25.0,,
ALASKA,2,200680,Saint Mary's School District,12.0,25.0,11.0,25.0,,,15.0,25.0,13.0,25.0,,
ALASKA,2,200690,Skagway City School District,3.0,,1.0,,,,2.0,,,,,
ALASKA,2,200700,Southeast Island School District,10.0,25.0,6.0,25.0,,,15.0,25.0,9.0,25.0,,
ALASKA,2,200710,Southwest Region School District,47.0,44.0,39.0,44.0,,,51.0,34.0,47.0,34.0,,
ALASKA,2,200715,Tanana City School District,2.0,,2.0,,,,2.0,,2.0,,,
ALASKA,2,200720,Unalaska City School District,39.0,45.0,7.0,25.0,1.0,,32.0,45.0,5.0,,,
ALASKA,2,200730,Chatham School District,10.0,25.0,6.0,25.0,,,15.0,25.0,12.0,25.0,,
ALASKA,2,200760,Kuspuk School District,26.0,70.0,21.0,50.0,1.0,,33.0,34.0,26.0,30.0,,
ALASKA,2,200770,Denali Borough School District,45.0,84.0,5.0,,,,51.0,84.0,1.0,,,
ALASKA,2,200775,Yukon Flats School District,25.0,30.0,20.0,30.0,,,28.0,30.0,20.0,30.0,,
ALASKA,2,200780,Valdez City School District,53.0,84.0,12.0,25.0,,,52.0,74.0,12.0,25.0,,
ALASKA,2,200800,Chugach School District,23.0,70.0,12.0,25.0,,,19.0,70.0,6.0,25.0,,
ALASKA,2,200810,Wrangell Public School District,30.0,40.0,9.0,25.0,,,28.0,70.0,11.0,25.0,1.0,
ALASKA,2,200840,Yakutat School District,8.0,25.0,6.0,25.0,,,7.0,25.0,4.0,,,
ALASKA,2,200862,Yukon/Koyukuk School District,93.0,57.0,46.0,54.0,,,91.0,67.0,48.0,64.0,,
ARIZONA,4,400001,Cave Creek Unified District,437.0,87.0,50.0,74.0,1.0,,394.0,65.0,58.0,44.0,,
ARIZONA,4,400003,Chino Valley Unified District,162.0,77.0,114.0,72.0,15.0,25.0,212.0,62.0,131.0,57.0,16.0,50.0
ARIZONA,4,400004,Clarkdale-Jerome Elementary District,52.0,74.0,23.0,70.0,1.0,,51.0,74.0,26.0,70.0,2.0,
ARIZONA,4,400005,Salome Consolidated Elementary District,12.0,25.0,12.0,25.0,,,10.0,25.0,10.0,25.0,,
ARIZONA,4,400016,Center for Academic Success  Inc.,82.0,77.0,67.0,77.0,,,54.0,54.0,35.0,54.0,,
ARIZONA,4,400018,Pine Forest Education Association  Inc.,29.0,70.0,8.0,25.0,,,21.0,50.0,,,,
ARIZONA,4,400019,Flagstaff Arts And Leadership Academy,,,,,,,49.0,54.0,5.0,,,
ARIZONA,4,400020,Montessori Charter School of Flagstaff  Inc.,35.0,84.0,,,,,17.0,50.0,,,,
ARIZONA,4,400021,Colorado City Unified District,43.0,44.0,36.0,44.0,,,39.0,44.0,29.0,50.0,,
ARIZONA,4,400022,Vernon Elementary District,13.0,25.0,8.0,25.0,1.0,,14.0,25.0,10.0,25.0,1.0,
ARIZONA,4,400023,Pinon Unified District,99.0,37.0,96.0,32.0,2.0,,119.0,27.0,113.0,27.0,1.0,
ARIZONA,4,400026,Heber-Overgaard Unified District,41.0,54.0,21.0,30.0,,,36.0,74.0,25.0,70.0,,
ARIZONA,4,400028,Triumphant Learning Center,12.0,25.0,4.0,,,,13.0,25.0,5.0,,,
ARIZONA,4,400031,Ventana Academic Charter School,7.0,25.0,,,,,,,,,,
ARIZONA,4,400033,Boys & Girls Clubs of the East Valley dba Mesa Arts Academy,24.0,70.0,13.0,25.0,1.0,,21.0,40.0,13.0,25.0,1.0,
ARIZONA,4,400034,Valley Academy  Inc.,107.0,92.0,,,,,46.0,84.0,5.0,,,
ARIZONA,4,400036,Foothills Academy,22.0,40.0,,,,,69.0,82.0,,,,
ARIZONA,4,400037,Twenty First Century Charter School  Inc. dba: Bennett Acade,15.0,25.0,8.0,25.0,,,20.0,70.0,10.0,25.0,,
ARIZONA,4,400040,Edu-Prize  Inc.,159.0,92.0,,,,,43.0,84.0,,,,
ARIZONA,4,400041,Maricopa County Community College District dba Gateway Early,,,,,,,,,,,,
ARIZONA,4,400043,New School For The Arts,,,,,,,,,,,,
ARIZONA,4,400047,Salt River Pima-Maricopa  Community Schools,,,,,,,34.0,15.0,16.0,10.0,,
ARIZONA,4,400052,Espiritu Community Development Corp.,48.0,74.0,48.0,74.0,,,57.0,54.0,57.0,54.0,,
ARIZONA,4,400053,Heritage Academy  Inc.,,,,,,,114.0,87.0,,,,
ARIZONA,4,400054,Villa Montessori Charter School,57.0,84.0,7.0,25.0,,,40.0,45.0,5.0,,,
ARIZONA,4,400055,EduPreneurship  Inc.,12.0,25.0,1.0,,1.0,,5.0,,2.0,,,
ARIZONA,4,400056,Arizona School For The Arts,,,,,,,109.0,92.0,,,,
ARIZONA,4,400057,Arizona Call-a-Teen Youth Resources  Inc.,,,,,,,,,,,,
ARIZONA,4,400061,Intelli-School  Inc.,,,,,,,,,,,,
ARIZONA,4,400065,Benjamin Franklin Charter School,249.0,87.0,,,,,99.0,72.0,,,,
ARIZONA,4,400067,Victory High School  Inc.,,,,,,,,,,,,
ARIZONA,4,400068,Montessori Day Public Schools Chartered  Inc.,23.0,50.0,15.0,25.0,,,14.0,25.0,5.0,,,
ARIZONA,4,400069,Khalsa Montessori Elementary Schools,19.0,40.0,3.0,,,,,,,,,
ARIZONA,4,400070,Tempe Preparatory Academy,,,,,,,43.0,45.0,2.0,,,
ARIZONA,4,400071,Bright Beginnings School  Inc.,63.0,48.0,,,,,,,,,,
ARIZONA,4,400072,Montessori Education Centre Charter School,46.0,74.0,,,,,,,,,,
ARIZONA,4,400074,Kingman Academy Of Learning,111.0,77.0,24.0,70.0,,,113.0,67.0,25.0,70.0,,
ARIZONA,4,400075,Young Scholars Academy Charter School Corp.,48.0,74.0,22.0,70.0,,,33.0,74.0,14.0,25.0,,
ARIZONA,4,400077,Career Development  Inc.,,,,,,,,,,,,
ARIZONA,4,400078,Edge School  Inc.  The,,,,,,,,,,,,
ARIZONA,4,400079,Tucson Youth Development/ACE Charter High School,,,,,,,,,,,,
ARIZONA,4,400081,Presidio School,29.0,70.0,19.0,70.0,,,16.0,40.0,10.0,25.0,,
ARIZONA,4,400082,Colorado River Union High School District,,,,,,,,,,,,
ARIZONA,4,400083,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,,,,,,,,,,,,
ARIZONA,4,400089,Sedona Charter School  Inc.,16.0,30.0,6.0,25.0,,,21.0,70.0,8.0,25.0,,
ARIZONA,4,400090,Mingus Springs Charter School,19.0,30.0,8.0,25.0,1.0,,17.0,50.0,9.0,25.0,1.0,
ARIZONA,4,400092,Franklin Phonetic Primary School  Inc.,57.0,74.0,31.0,74.0,,,40.0,74.0,24.0,70.0,,
