STNAM,FIPST,LEAID,leanm11,ALL_MTH04numvalid_1112,ALL_MTH04pctprof_1112,ECD_MTH04numvalid_1112,ECD_MTH04pctprof_1112,HOM_MTH04numvalid_1112,HOM_MTH04pctprof_1112,ALL_MTH08numvalid_1112,ALL_MTH08pctprof_1112,ECD_MTH08numvalid_1112,ECD_MTH08pctprof_1112,HOM_MTH08numvalid_1112,HOM_MTH08pctprof_1112
KENTUCKY,21,2102010,Franklin County,413.0,39.0,224.0,27.0,13.0,25.0,455.0,35.0,219.0,17.0,2.0,
KENTUCKY,21,2102040,Fort Thomas Independent,222.0,67.0,36.0,34.0,,,218.0,67.0,32.0,34.0,,
KENTUCKY,21,2102070,Fulton Independent,25.0,10.0,20.0,10.0,,,29.0,30.0,19.0,30.0,,
KENTUCKY,21,2102100,Fulton County,41.0,24.0,35.0,15.0,2.0,,40.0,24.0,29.0,10.0,9.0,25.0
KENTUCKY,21,2102130,Gallatin County,111.0,8.0,88.0,8.0,,,126.0,32.0,85.0,22.0,,
KENTUCKY,21,2102160,Garrard County,183.0,42.0,117.0,32.0,1.0,,191.0,37.0,122.0,32.0,1.0,
KENTUCKY,21,2102220,Glasgow Independent,142.0,27.0,94.0,17.0,17.0,30.0,151.0,62.0,78.0,52.0,11.0,25.0
KENTUCKY,21,2102250,Grant County,265.0,27.0,175.0,22.0,1.0,,305.0,43.0,174.0,37.0,3.0,
KENTUCKY,21,2102280,Graves County,336.0,41.0,193.0,32.0,28.0,50.0,367.0,52.0,206.0,42.0,22.0,30.0
KENTUCKY,21,2102300,Grayson County,312.0,38.0,222.0,37.0,,,337.0,37.0,218.0,32.0,1.0,
KENTUCKY,21,2102340,Green County,132.0,37.0,96.0,32.0,3.0,,139.0,22.0,97.0,17.0,,
KENTUCKY,21,2102400,Greenup County,213.0,22.0,136.0,12.0,18.0,10.0,219.0,37.0,127.0,22.0,12.0,25.0
KENTUCKY,21,2102460,Hancock County,141.0,37.0,72.0,32.0,,,128.0,47.0,48.0,34.0,,
KENTUCKY,21,2102490,Hardin County,999.0,41.0,544.0,31.0,11.0,25.0,1046.0,43.0,490.0,32.0,2.0,
KENTUCKY,21,2102520,Harlan Independent,67.0,42.0,38.0,24.0,12.0,25.0,48.0,64.0,23.0,30.0,9.0,25.0
KENTUCKY,21,2102540,Harlan County,325.0,26.0,215.0,22.0,63.0,22.0,332.0,36.0,213.0,32.0,60.0,24.0
KENTUCKY,21,2102580,Harrison County,229.0,37.0,134.0,32.0,20.0,30.0,218.0,47.0,111.0,32.0,12.0,25.0
KENTUCKY,21,2102640,Hart County,177.0,42.0,123.0,37.0,2.0,,180.0,52.0,101.0,42.0,,
KENTUCKY,21,2102670,Hazard Independent,75.0,37.0,36.0,15.0,4.0,,60.0,74.0,27.0,50.0,6.0,25.0
KENTUCKY,21,2102710,Henderson County,564.0,48.0,345.0,40.0,22.0,30.0,488.0,44.0,248.0,37.0,19.0,30.0
KENTUCKY,21,2102760,Henry County,162.0,42.0,88.0,37.0,,,173.0,37.0,96.0,27.0,,
KENTUCKY,21,2102790,Hickman County,45.0,34.0,26.0,10.0,,,59.0,34.0,25.0,10.0,,
KENTUCKY,21,2102860,Hopkins County,481.0,44.0,275.0,37.0,6.0,25.0,549.0,37.0,308.0,26.0,8.0,25.0
KENTUCKY,21,2102910,Jackson Independent,28.0,10.0,15.0,25.0,,,30.0,70.0,19.0,70.0,,
KENTUCKY,21,2102940,Jackson County,142.0,32.0,109.0,27.0,8.0,25.0,150.0,17.0,113.0,12.0,15.0,25.0
KENTUCKY,21,2102990,Jefferson County,7478.0,33.0,5048.0,23.0,769.0,21.0,7170.0,35.0,4561.0,23.0,764.0,23.0
KENTUCKY,21,2103000,Jenkins Independent,37.0,34.0,29.0,30.0,2.0,,50.0,24.0,32.0,5.0,1.0,
KENTUCKY,21,2103030,Jessamine County,563.0,40.0,313.0,29.0,10.0,25.0,605.0,38.0,313.0,25.0,8.0,25.0
KENTUCKY,21,2103060,Johnson County,297.0,37.0,199.0,37.0,5.0,,296.0,42.0,199.0,37.0,5.0,
KENTUCKY,21,2103090,Kenton County,1116.0,52.0,439.0,39.0,7.0,25.0,1049.0,49.0,398.0,34.0,11.0,25.0
KENTUCKY,21,2103120,Knott County,160.0,42.0,126.0,37.0,41.0,34.0,175.0,47.0,127.0,47.0,32.0,44.0
KENTUCKY,21,2103150,Knox County,356.0,32.0,293.0,27.0,4.0,,311.0,26.0,218.0,17.0,,
KENTUCKY,21,2103180,LaRue County,169.0,42.0,102.0,27.0,1.0,,179.0,52.0,105.0,42.0,,
KENTUCKY,21,2103210,Laurel County,728.0,42.0,489.0,34.0,8.0,25.0,747.0,49.0,450.0,39.0,4.0,
KENTUCKY,21,2103240,Lawrence County,176.0,37.0,122.0,27.0,,,164.0,17.0,100.0,17.0,,
KENTUCKY,21,2103270,Lee County,77.0,22.0,64.0,17.0,12.0,25.0,82.0,22.0,67.0,22.0,6.0,25.0
KENTUCKY,21,2103330,Leslie County,129.0,22.0,82.0,22.0,1.0,,128.0,37.0,80.0,32.0,5.0,
KENTUCKY,21,2103360,Letcher County,218.0,22.0,164.0,17.0,40.0,24.0,262.0,42.0,198.0,32.0,48.0,24.0
KENTUCKY,21,2103390,Lewis County,182.0,22.0,148.0,12.0,20.0,10.0,187.0,27.0,139.0,22.0,8.0,25.0
KENTUCKY,21,2103480,Lincoln County,319.0,25.0,246.0,17.0,10.0,25.0,314.0,38.0,216.0,32.0,2.0,
KENTUCKY,21,2103510,Livingston County,99.0,32.0,65.0,37.0,1.0,,93.0,42.0,51.0,34.0,,
KENTUCKY,21,2103540,Logan County,268.0,47.0,154.0,42.0,13.0,25.0,285.0,57.0,145.0,42.0,14.0,25.0
KENTUCKY,21,2103630,Ludlow Independent,53.0,44.0,34.0,34.0,1.0,,82.0,27.0,52.0,24.0,,
KENTUCKY,21,2103690,Lyon County,60.0,44.0,33.0,54.0,1.0,,64.0,67.0,21.0,50.0,3.0,
KENTUCKY,21,2103720,Madison County,869.0,37.0,448.0,25.0,14.0,25.0,820.0,42.0,381.0,22.0,12.0,25.0
KENTUCKY,21,2103750,Magoffin County,174.0,27.0,159.0,27.0,18.0,30.0,166.0,22.0,143.0,17.0,4.0,
KENTUCKY,21,2103780,Marion County,234.0,47.0,139.0,37.0,,,224.0,52.0,137.0,42.0,1.0,
KENTUCKY,21,2103810,Marshall County,366.0,41.0,189.0,27.0,17.0,10.0,316.0,48.0,147.0,37.0,9.0,25.0
KENTUCKY,21,2103840,Martin County,165.0,22.0,117.0,17.0,2.0,,182.0,42.0,130.0,32.0,4.0,
KENTUCKY,21,2103870,Mason County,168.0,42.0,111.0,32.0,,,197.0,47.0,120.0,37.0,,
KENTUCKY,21,2103900,Mayfield Independent,119.0,42.0,81.0,32.0,9.0,25.0,117.0,42.0,76.0,37.0,5.0,
KENTUCKY,21,2103960,McCracken County,527.0,50.0,253.0,32.0,2.0,,529.0,56.0,241.0,42.0,4.0,
KENTUCKY,21,2103990,McCreary County,212.0,32.0,168.0,27.0,7.0,25.0,227.0,32.0,189.0,27.0,2.0,
KENTUCKY,21,2104020,McLean County,128.0,27.0,66.0,22.0,,,113.0,52.0,58.0,44.0,,
KENTUCKY,21,2104050,Meade County,351.0,58.0,181.0,47.0,,,412.0,58.0,196.0,47.0,,
KENTUCKY,21,2104080,Menifee County,74.0,27.0,53.0,24.0,1.0,,74.0,37.0,58.0,34.0,2.0,
KENTUCKY,21,2104110,Mercer County,226.0,32.0,118.0,27.0,1.0,,233.0,37.0,111.0,22.0,,
KENTUCKY,21,2104140,Metcalfe County,121.0,42.0,93.0,32.0,,,113.0,62.0,81.0,57.0,,
KENTUCKY,21,2104170,Middlesboro Independent,86.0,12.0,69.0,8.0,,,117.0,17.0,79.0,17.0,,
KENTUCKY,21,2104200,Monroe County,133.0,52.0,95.0,52.0,2.0,,133.0,22.0,86.0,17.0,2.0,
KENTUCKY,21,2104250,Montgomery County,332.0,45.0,198.0,37.0,25.0,30.0,365.0,33.0,213.0,22.0,10.0,25.0
KENTUCKY,21,2104260,Monticello Independent,70.0,17.0,53.0,15.0,1.0,,60.0,44.0,37.0,34.0,,
KENTUCKY,21,2104290,Morgan County,162.0,42.0,112.0,27.0,10.0,25.0,166.0,42.0,126.0,32.0,13.0,25.0
KENTUCKY,21,2104380,Murray Independent,95.0,57.0,36.0,34.0,2.0,,121.0,72.0,39.0,54.0,4.0,
KENTUCKY,21,2104410,Nelson County,342.0,41.0,179.0,27.0,1.0,,413.0,35.0,219.0,27.0,1.0,
KENTUCKY,21,2104440,Newport Independent,140.0,17.0,120.0,17.0,10.0,25.0,121.0,37.0,103.0,37.0,7.0,25.0
KENTUCKY,21,2104470,Nicholas County,84.0,22.0,55.0,15.0,1.0,,83.0,27.0,47.0,15.0,,
KENTUCKY,21,2104500,Ohio County,301.0,33.0,219.0,27.0,1.0,,297.0,52.0,178.0,42.0,,
KENTUCKY,21,2104530,Oldham County,904.0,51.0,163.0,27.0,15.0,25.0,960.0,58.0,172.0,32.0,3.0,
KENTUCKY,21,2104560,Owen County,143.0,37.0,85.0,27.0,4.0,,154.0,32.0,78.0,27.0,2.0,
KENTUCKY,21,2104590,Owensboro Independent,345.0,31.0,260.0,22.0,8.0,25.0,303.0,39.0,234.0,32.0,3.0,
KENTUCKY,21,2104620,Owsley County,64.0,22.0,55.0,24.0,,,68.0,27.0,54.0,24.0,,
KENTUCKY,21,2104650,Paducah Independent,226.0,32.0,171.0,22.0,7.0,25.0,185.0,37.0,109.0,27.0,9.0,25.0
KENTUCKY,21,2104680,Paintsville Independent,59.0,24.0,35.0,24.0,,,65.0,47.0,26.0,10.0,,
KENTUCKY,21,2104710,Paris Independent,37.0,34.0,27.0,30.0,,,55.0,5.0,34.0,5.0,,
KENTUCKY,21,2104740,Pendleton County,214.0,47.0,124.0,37.0,2.0,,216.0,47.0,121.0,32.0,3.0,
KENTUCKY,21,2104770,Perry County,342.0,28.0,250.0,22.0,30.0,30.0,375.0,30.0,268.0,22.0,13.0,25.0
KENTUCKY,21,2104800,Pike County,673.0,29.0,460.0,24.0,40.0,24.0,731.0,26.0,422.0,19.0,27.0,10.0
KENTUCKY,21,2104830,Pikeville Independent,88.0,47.0,37.0,34.0,2.0,,89.0,47.0,34.0,24.0,1.0,
KENTUCKY,21,2104860,Pineville Independent,41.0,34.0,27.0,30.0,,,43.0,24.0,32.0,24.0,,
KENTUCKY,21,2104890,Powell County,184.0,42.0,138.0,37.0,,,179.0,37.0,133.0,27.0,,
KENTUCKY,21,2104950,Pulaski County,619.0,54.0,434.0,48.0,2.0,,590.0,47.0,408.0,38.0,5.0,
KENTUCKY,21,2104980,Raceland Independent,65.0,42.0,11.0,25.0,,,87.0,22.0,39.0,24.0,,
KENTUCKY,21,2105040,Robertson County,29.0,10.0,16.0,10.0,,,31.0,15.0,22.0,10.0,,
KENTUCKY,21,2105070,Rockcastle County,237.0,42.0,163.0,32.0,2.0,,199.0,37.0,130.0,27.0,2.0,
KENTUCKY,21,2105100,Rowan County,234.0,22.0,143.0,17.0,33.0,15.0,242.0,32.0,129.0,22.0,33.0,15.0
KENTUCKY,21,2105130,Russell Independent,143.0,57.0,47.0,44.0,,,164.0,52.0,41.0,24.0,,
KENTUCKY,21,2105160,Russell County,233.0,32.0,163.0,27.0,,,211.0,47.0,145.0,42.0,,
KENTUCKY,21,2105190,Russellville Independent,84.0,32.0,56.0,15.0,5.0,,66.0,22.0,46.0,15.0,2.0,
KENTUCKY,21,2105220,Science Hill Independent,62.0,22.0,29.0,30.0,,,38.0,34.0,14.0,25.0,,
KENTUCKY,21,2105260,Scott County,664.0,49.0,298.0,32.0,8.0,25.0,631.0,40.0,260.0,22.0,6.0,25.0
KENTUCKY,21,2105320,Shelby County,496.0,45.0,261.0,27.0,5.0,,489.0,30.0,205.0,12.0,1.0,
KENTUCKY,21,2105370,Silver Grove Independent,12.0,25.0,11.0,25.0,,,13.0,25.0,11.0,25.0,,
KENTUCKY,21,2105400,Simpson County,208.0,47.0,117.0,42.0,2.0,,246.0,37.0,142.0,27.0,,
KENTUCKY,21,2105430,Somerset Independent,101.0,37.0,62.0,32.0,4.0,,107.0,52.0,46.0,24.0,,
KENTUCKY,21,2105460,Southgate Independent,11.0,25.0,9.0,25.0,,,15.0,25.0,10.0,25.0,,
KENTUCKY,21,2105490,Spencer County,210.0,47.0,96.0,42.0,6.0,25.0,216.0,37.0,94.0,32.0,5.0,
KENTUCKY,21,2105520,Taylor County,176.0,37.0,102.0,27.0,3.0,,198.0,52.0,110.0,42.0,5.0,
KENTUCKY,21,2105550,Todd County,143.0,47.0,96.0,32.0,,,139.0,42.0,85.0,27.0,,
KENTUCKY,21,2105580,Trigg County,154.0,42.0,106.0,32.0,1.0,,155.0,47.0,87.0,37.0,1.0,
KENTUCKY,21,2105610,Trimble County,90.0,37.0,54.0,24.0,,,105.0,37.0,67.0,32.0,,
KENTUCKY,21,2105640,Union County,170.0,42.0,102.0,27.0,,,169.0,42.0,99.0,32.0,,
KENTUCKY,21,2105700,Walton Verona Independent,134.0,52.0,52.0,34.0,,,131.0,52.0,47.0,44.0,1.0,
KENTUCKY,21,2105730,Warren County,1024.0,42.0,554.0,25.0,9.0,25.0,1041.0,51.0,526.0,37.0,4.0,
KENTUCKY,21,2105760,Washington County,118.0,32.0,77.0,22.0,,,118.0,37.0,70.0,22.0,,
KENTUCKY,21,2105790,Wayne County,180.0,37.0,138.0,32.0,15.0,25.0,195.0,27.0,137.0,22.0,13.0,25.0
KENTUCKY,21,2105820,Webster County,180.0,27.0,111.0,22.0,12.0,25.0,173.0,42.0,85.0,27.0,7.0,25.0
KENTUCKY,21,2105850,West Point Independent,7.0,25.0,6.0,25.0,,,9.0,25.0,5.0,,,
KENTUCKY,21,2105880,Whitley County,333.0,45.0,281.0,42.0,16.0,30.0,323.0,38.0,267.0,32.0,4.0,
KENTUCKY,21,2105910,Williamsburg Independent,54.0,34.0,38.0,24.0,,,57.0,34.0,42.0,24.0,,
KENTUCKY,21,2105940,Williamstown Independent,63.0,37.0,31.0,24.0,,,86.0,37.0,46.0,24.0,,
KENTUCKY,21,2105970,Wolfe County,105.0,22.0,85.0,17.0,,,86.0,27.0,73.0,27.0,,
KENTUCKY,21,2106000,Woodford County,288.0,52.0,132.0,32.0,13.0,25.0,305.0,43.0,99.0,17.0,2.0,
LOUISIANA,22,2200018,LA Schools for the Deaf and the Visually Impaired,18.0,30.0,18.0,30.0,,,19.0,10.0,18.0,10.0,,
LOUISIANA,22,2200020,Louisiana Special Education Center,,,,,,,2.0,,,,,
LOUISIANA,22,2200022,LSU Laboratory School,102.0,48.0,3.0,,,,110.0,48.0,4.0,,,
LOUISIANA,22,2200023,Southern University Lab School,20.0,50.0,17.0,50.0,,,32.0,54.0,14.0,25.0,,
LOUISIANA,22,2200025,New Vision Learning Academy,35.0,84.0,31.0,84.0,,,,,,,,
LOUISIANA,22,2200030,Acadia Parish,896.0,68.0,681.0,64.0,12.0,25.0,736.0,57.0,522.0,51.0,10.0,25.0
LOUISIANA,22,2200032,V. B. Glencoe Charter School,43.0,84.0,30.0,70.0,2.0,,40.0,45.0,21.0,40.0,1.0,
LOUISIANA,22,2200033,International School of Louisiana,79.0,48.0,55.0,45.0,1.0,,30.0,70.0,21.0,70.0,,
LOUISIANA,22,2200035,Avoyelles Public Charter School,52.0,45.0,35.0,45.0,,,51.0,45.0,33.0,45.0,,
LOUISIANA,22,2200036,New Orleans Center for Creative Arts,,,,,,,,,,,,
LOUISIANA,22,2200038,Delhi Charter School,54.0,64.0,35.0,54.0,,,51.0,44.0,28.0,30.0,,
LOUISIANA,22,2200039,Zachary Community School District,397.0,89.0,182.0,82.0,4.0,,410.0,81.0,192.0,72.0,4.0,
LOUISIANA,22,2200040,City of Baker School District,171.0,52.0,147.0,47.0,6.0,25.0,127.0,32.0,108.0,27.0,1.0,
LOUISIANA,22,2200041,Belle Chasse Academy  Inc.,99.0,92.0,48.0,45.0,,,95.0,82.0,40.0,84.0,,
LOUISIANA,22,2200042,Milestone SABIS Academy of New Orleans,54.0,54.0,53.0,54.0,1.0,,40.0,64.0,37.0,64.0,0.0,
LOUISIANA,22,2200043,RSD-New Beginnings Schools Foundation,154.0,72.0,151.0,72.0,9.0,25.0,125.0,57.0,118.0,57.0,2.0,
LOUISIANA,22,2200044,RSD-SUNO Institute for Academic Excellence,,,,,,,78.0,57.0,76.0,57.0,,
LOUISIANA,22,2200045,RSD-Knowledge is Power Program (KIPP) N.O.,107.0,67.0,102.0,67.0,5.0,,215.0,82.0,199.0,82.0,7.0,25.0
LOUISIANA,22,2200046,RSD-FirstLine Schools  Inc.,184.0,62.0,174.0,62.0,4.0,,115.0,67.0,115.0,67.0,2.0,
LOUISIANA,22,2200047,Office of Juvenile Justice,,,,,,,83.0,12.0,77.0,12.0,1.0,
LOUISIANA,22,2200048,RSD-Dryades YMCA,89.0,57.0,89.0,57.0,11.0,25.0,55.0,84.0,55.0,84.0,1.0,
LOUISIANA,22,2200049,RSD-Friends of King,64.0,87.0,63.0,87.0,2.0,,41.0,74.0,39.0,74.0,1.0,
LOUISIANA,22,2200050,RSD-New Orleans Charter Schools Foundation,43.0,54.0,42.0,54.0,4.0,,41.0,34.0,39.0,34.0,3.0,
LOUISIANA,22,2200051,RSD-Choice Foundation,157.0,72.0,146.0,72.0,10.0,25.0,29.0,50.0,23.0,50.0,1.0,
LOUISIANA,22,2200052,RSD-Treme Charter Schools Association,61.0,37.0,60.0,34.0,8.0,25.0,39.0,15.0,39.0,15.0,9.0,25.0
LOUISIANA,22,2200053,RSD-Algiers Charter Schools Association (ACSA),282.0,52.0,250.0,52.0,19.0,50.0,215.0,67.0,177.0,67.0,9.0,25.0
LOUISIANA,22,2200054,Recovery School District-LDE,581.0,49.0,574.0,49.0,53.0,54.0,747.0,31.0,743.0,31.0,44.0,34.0
LOUISIANA,22,2200055,Grambling State Lab Schools,17.0,40.0,14.0,25.0,1.0,,17.0,70.0,14.0,25.0,,
LOUISIANA,22,2200056,A.E. Phillips Laboratory School,33.0,45.0,,,,,31.0,45.0,1.0,,,
LOUISIANA,22,2200057,AMIkids  Inc.,0.0,,0.0,,,,74.0,12.0,65.0,12.0,2.0,
LOUISIANA,22,2200060,Allen Parish,326.0,86.0,234.0,82.0,7.0,25.0,297.0,67.0,190.0,62.0,8.0,25.0
LOUISIANA,22,2200090,Ascension Parish,1622.0,80.0,860.0,68.0,20.0,50.0,1521.0,78.0,738.0,66.0,9.0,25.0
LOUISIANA,22,2200120,Assumption Parish,283.0,82.0,212.0,82.0,52.0,84.0,280.0,62.0,204.0,57.0,24.0,50.0
LOUISIANA,22,2200125,Central Community School District,294.0,87.0,171.0,87.0,7.0,25.0,294.0,77.0,147.0,72.0,6.0,25.0
LOUISIANA,22,2200126,The MAX Charter School,18.0,70.0,5.0,,,,13.0,25.0,1.0,,,
LOUISIANA,22,2200128,RSD-New Orleans College Preparatory Academies,49.0,64.0,45.0,64.0,10.0,25.0,85.0,62.0,82.0,62.0,4.0,
LOUISIANA,22,2200129,RSD-NOLA 180,79.0,47.0,78.0,47.0,,,55.0,44.0,51.0,44.0,,
LOUISIANA,22,2200130,RSD-Broadmoor Charter School Board,75.0,47.0,56.0,44.0,8.0,25.0,39.0,34.0,24.0,30.0,4.0,
LOUISIANA,22,2200131,RSD-Pelican Educational Foundation,,,,,,,133.0,52.0,129.0,52.0,3.0,
LOUISIANA,22,2200132,RSD-New Orleans Charter Science & Math Academy,,,,,,,,,,,,
LOUISIANA,22,2200133,RSD-Akili Academy of New Orleans,43.0,74.0,43.0,74.0,1.0,,,,,,,
LOUISIANA,22,2200135,RSD-Miller-McCoy Academy for Math and Business,,,,,,,51.0,64.0,44.0,64.0,2.0,
LOUISIANA,22,2200136,RSD-ADVANCE Baton Rouge,172.0,32.0,169.0,32.0,11.0,25.0,206.0,27.0,184.0,27.0,5.0,
LOUISIANA,22,2200137,RSD-Advocacy for the Arts & Tech in N.O.  Inc.,26.0,30.0,24.0,30.0,2.0,,,,,,,
LOUISIANA,22,2200138,RSD-Sojourner Truth Academy  Inc.,,,,,,,,,,,,
LOUISIANA,22,2200140,RSD-Intercultural Charter School Board  Inc.,68.0,52.0,62.0,47.0,7.0,25.0,28.0,30.0,27.0,50.0,3.0,
LOUISIANA,22,2200141,RSD-Arise Academy,40.0,54.0,38.0,54.0,,,,,,,,
LOUISIANA,22,2200142,RSD-Shreveport Charter School  Inc.,,,,,,,149.0,52.0,141.0,52.0,,
LOUISIANA,22,2200143,RSD-Crestworth Learning Academy  Inc.,,,,,,,148.0,32.0,143.0,32.0,,
LOUISIANA,22,2200144,RSD-Success Preparatory Academy,69.0,52.0,66.0,52.0,8.0,25.0,,,,,,
LOUISIANA,22,2200145,RSD-Benjamin E. Mays Preparatory School,74.0,27.0,58.0,24.0,2.0,,,,,,,
LOUISIANA,22,2200146,D'Arbonne Woods Charter School,36.0,84.0,18.0,70.0,,,32.0,74.0,12.0,25.0,,
LOUISIANA,22,2200147,RSD-Pride College Preparatory Academy,50.0,44.0,47.0,44.0,3.0,,,,,,,
LOUISIANA,22,2200148,Community School for Apprenticeship Learning  Inc.,117.0,62.0,82.0,57.0,,,130.0,52.0,82.0,47.0,1.0,
LOUISIANA,22,2200150,Avoyelles Parish,509.0,60.0,464.0,57.0,4.0,,474.0,42.0,383.0,38.0,4.0,
LOUISIANA,22,2200151,Howard School,,,,,,,29.0,10.0,10.0,25.0,2.0,
LOUISIANA,22,2200152,RSD-Morris Jeff Community School,,,,,,,,,,,,
LOUISIANA,22,2200153,RSD-Lagniappe Academies of New Orleans,,,,,,,,,,,,
LOUISIANA,22,2200154,RSD-Spirit of Excellence Academy,45.0,64.0,44.0,64.0,3.0,,25.0,50.0,25.0,50.0,1.0,
LOUISIANA,22,2200155,RSD-ReNEW-Reinventing Education  Inc.,302.0,36.0,290.0,37.0,12.0,25.0,281.0,37.0,258.0,42.0,11.0,25.0
LOUISIANA,22,2200156,Voices for International Business & Education,,,,,,,,,,,,
LOUISIANA,22,2200157,Louisiana Connections Academy,44.0,64.0,22.0,50.0,,,64.0,52.0,36.0,34.0,0.0,
LOUISIANA,22,2200158,Lake Charles Charter Academy Foundation  Inc.,93.0,72.0,75.0,72.0,1.0,,,,,,,
LOUISIANA,22,2200160,New Orleans Military and Maritime Academy,,,,,,,,,,,,
LOUISIANA,22,2200161,RSD-Crescent City Schools,79.0,37.0,79.0,37.0,7.0,25.0,36.0,54.0,34.0,54.0,6.0,25.0
LOUISIANA,22,2200162,RSD-Community Leaders Advocating Student Success,61.0,72.0,60.0,74.0,1.0,,42.0,44.0,40.0,44.0,,
LOUISIANA,22,2200180,Beauregard Parish,447.0,75.0,279.0,72.0,8.0,25.0,470.0,59.0,234.0,52.0,7.0,25.0
LOUISIANA,22,2200210,Bienville Parish,212.0,57.0,168.0,52.0,1.0,,200.0,57.0,147.0,52.0,0.0,
LOUISIANA,22,2200240,City of Bogalusa School District,194.0,77.0,189.0,77.0,8.0,25.0,150.0,37.0,145.0,37.0,2.0,
LOUISIANA,22,2200270,Bossier Parish,1794.0,79.0,889.0,68.0,40.0,54.0,1482.0,67.0,688.0,53.0,25.0,50.0
LOUISIANA,22,2200300,Caddo Parish,3914.0,65.0,2913.0,58.0,150.0,47.0,2740.0,55.0,1667.0,44.0,95.0,37.0
LOUISIANA,22,2200330,Calcasieu Parish,2450.0,80.0,1630.0,74.0,78.0,77.0,2357.0,65.0,1392.0,56.0,59.0,34.0
LOUISIANA,22,2200360,Caldwell Parish,138.0,67.0,105.0,62.0,11.0,25.0,111.0,57.0,65.0,52.0,8.0,25.0
LOUISIANA,22,2200390,Cameron Parish,96.0,77.0,53.0,74.0,6.0,25.0,112.0,67.0,53.0,64.0,14.0,25.0
LOUISIANA,22,2200420,Catahoula Parish,125.0,82.0,100.0,82.0,2.0,,142.0,62.0,99.0,57.0,1.0,
LOUISIANA,22,2200450,Claiborne Parish,145.0,67.0,122.0,62.0,5.0,,157.0,57.0,123.0,52.0,2.0,
LOUISIANA,22,2200480,Concordia Parish,341.0,67.0,275.0,62.0,13.0,25.0,279.0,47.0,211.0,42.0,13.0,25.0
LOUISIANA,22,2200510,DeSoto Parish,419.0,60.0,301.0,55.0,8.0,25.0,390.0,65.0,252.0,52.0,5.0,
LOUISIANA,22,2200540,East Baton Rouge Parish,3927.0,67.0,3456.0,65.0,91.0,42.0,2795.0,56.0,2315.0,51.0,67.0,42.0
LOUISIANA,22,2200570,East Carroll Parish,87.0,82.0,86.0,82.0,1.0,,84.0,72.0,79.0,72.0,2.0,
LOUISIANA,22,2200600,East Feliciana Parish,190.0,62.0,166.0,57.0,28.0,50.0,157.0,42.0,137.0,42.0,21.0,30.0
LOUISIANA,22,2200630,Evangeline Parish,469.0,82.0,394.0,79.0,16.0,70.0,487.0,65.0,384.0,60.0,7.0,25.0
LOUISIANA,22,2200660,Franklin Parish,266.0,72.0,228.0,72.0,5.0,,225.0,57.0,170.0,47.0,3.0,
LOUISIANA,22,2200690,Grant Parish,268.0,77.0,204.0,77.0,11.0,25.0,260.0,62.0,175.0,52.0,11.0,25.0
LOUISIANA,22,2200720,Iberia Parish,1148.0,75.0,887.0,71.0,15.0,25.0,1003.0,66.0,724.0,59.0,16.0,70.0
LOUISIANA,22,2200750,Iberville Parish,356.0,71.0,308.0,67.0,19.0,50.0,359.0,44.0,286.0,37.0,9.0,25.0
LOUISIANA,22,2200780,Jackson Parish,196.0,72.0,130.0,67.0,1.0,,174.0,72.0,105.0,62.0,5.0,
LOUISIANA,22,2200810,Jefferson Davis Parish,451.0,78.0,303.0,73.0,11.0,25.0,474.0,66.0,276.0,57.0,10.0,25.0
LOUISIANA,22,2200840,Jefferson Parish,3958.0,72.0,3236.0,69.0,137.0,62.0,3120.0,59.0,2334.0,55.0,76.0,52.0
LOUISIANA,22,2200870,Lafayette Parish,2586.0,72.0,1763.0,63.0,129.0,52.0,2299.0,68.0,1387.0,58.0,73.0,42.0
LOUISIANA,22,2200900,Lafourche Parish,1141.0,72.0,756.0,65.0,47.0,54.0,1039.0,61.0,624.0,52.0,21.0,50.0
LOUISIANA,22,2200960,LaSalle Parish,204.0,82.0,114.0,72.0,39.0,54.0,212.0,82.0,105.0,72.0,37.0,64.0
LOUISIANA,22,2200990,Lincoln Parish,466.0,71.0,311.0,60.0,9.0,25.0,398.0,63.0,268.0,57.0,9.0,25.0
LOUISIANA,22,2201020,Livingston Parish,1877.0,84.0,1001.0,78.0,5.0,,1883.0,73.0,896.0,64.0,9.0,25.0
LOUISIANA,22,2201050,Madison Parish,149.0,67.0,141.0,67.0,5.0,,173.0,42.0,162.0,42.0,5.0,
LOUISIANA,22,2201080,City of Monroe School District,693.0,77.0,617.0,75.0,9.0,25.0,596.0,54.0,474.0,48.0,4.0,
LOUISIANA,22,2201110,Morehouse Parish,420.0,73.0,379.0,72.0,11.0,25.0,357.0,50.0,298.0,47.0,3.0,
LOUISIANA,22,2201140,Natchitoches Parish,625.0,62.0,514.0,56.0,26.0,70.0,498.0,61.0,351.0,54.0,9.0,25.0
LOUISIANA,22,2201170,Orleans Parish,575.0,91.0,385.0,88.0,48.0,84.0,675.0,74.0,461.0,66.0,52.0,64.0
LOUISIANA,22,2201200,Ouachita Parish,1565.0,81.0,982.0,74.0,21.0,70.0,1524.0,71.0,884.0,61.0,19.0,50.0
LOUISIANA,22,2201230,Plaquemines Parish,314.0,89.0,220.0,87.0,12.0,25.0,277.0,77.0,188.0,72.0,9.0,25.0
LOUISIANA,22,2201260,Pointe Coupee Parish,259.0,57.0,234.0,57.0,11.0,25.0,163.0,52.0,142.0,52.0,3.0,
