STNAM,FIPST,LEAID,LEANM,DATE_CUR,ALL_MTH04NUMVALID_1516,ALL_MTH04PCTPROF_1516,ECD_MTH04NUMVALID_1516,ECD_MTH04PCTPROF_1516,HOM_MTH04NUMVALID_1516,HOM_MTH04PCTPROF_1516,ALL_MTH08NUMVALID_1516,ALL_MTH08PCTPROF_1516,ECD_MTH08NUMVALID_1516,ECD_MTH08PCTPROF_1516,HOM_MTH08NUMVALID_1516,HOM_MTH08PCTPROF_1516
NEW YORK,36,3618690,WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,14APR17,346.0,41.0,222.0,37.0,17.0,30.0,627.0,76.0,360.0,69.0,24.0,50.0
NEW YORK,36,3618750,MAYFIELD CENTRAL SCHOOL DISTRICT,14APR17,64.0,57.0,33.0,54.0,1.0,,34.0,44.0,15.0,25.0,1.0,
NEW YORK,36,3618840,MCGRAW CENTRAL SCHOOL DISTRICT,14APR17,35.0,24.0,25.0,10.0,2.0,,29.0,10.0,15.0,25.0,,
NEW YORK,36,3618900,MECHANICVILLE CITY SCHOOL DISTRICT,14APR17,93.0,47.0,37.0,34.0,2.0,,76.0,47.0,23.0,30.0,,
NEW YORK,36,3618960,MEDINA CENTRAL SCHOOL DISTRICT,14APR17,96.0,22.0,61.0,12.0,2.0,,83.0,32.0,41.0,24.0,1.0,
NEW YORK,36,3618990,MENANDS UNION FREE SCHOOL DISTRICT,14APR17,20.0,70.0,8.0,25.0,1.0,,31.0,44.0,13.0,25.0,4.0,
NEW YORK,36,3619020,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,14APR17,,,,,,,410.0,81.0,33.0,84.0,,
NEW YORK,36,3619110,MERRICK UNION FREE SCHOOL DISTRICT,14APR17,75.0,72.0,5.0,,,,,,,,,
NEW YORK,36,3619170,MEXICO CENTRAL SCHOOL DISTRICT,14APR17,98.0,37.0,64.0,27.0,4.0,,74.0,57.0,31.0,44.0,,
NEW YORK,36,3619200,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,14APR17,179.0,32.0,69.0,22.0,1.0,,690.0,94.0,232.0,92.0,3.0,
NEW YORK,36,3619230,LONGWOOD CENTRAL SCHOOL DISTRICT,14APR17,366.0,44.0,227.0,37.0,14.0,25.0,298.0,57.0,132.0,42.0,3.0,
NEW YORK,36,3619260,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,14APR17,47.0,34.0,26.0,10.0,,,26.0,50.0,10.0,25.0,,
NEW YORK,36,3619320,MIDDLETOWN CITY SCHOOL DISTRICT,14APR17,454.0,29.0,353.0,26.0,3.0,,312.0,25.0,218.0,22.0,3.0,
NEW YORK,36,3619350,MILFORD CENTRAL SCHOOL DISTRICT,14APR17,16.0,70.0,9.0,25.0,,,12.0,25.0,3.0,,,
NEW YORK,36,3619380,MILLBROOK CENTRAL SCHOOL DISTRICT,14APR17,47.0,44.0,12.0,25.0,1.0,,47.0,64.0,15.0,25.0,,
NEW YORK,36,3619410,MILLER PLACE UNION FREE SCHOOL DISTRICT,14APR17,78.0,52.0,13.0,25.0,3.0,,121.0,92.0,6.0,25.0,,
NEW YORK,36,3619500,MINEOLA UNION FREE SCHOOL DISTRICT,14APR17,195.0,52.0,59.0,24.0,,,216.0,87.0,52.0,74.0,,
NEW YORK,36,3619530,MINERVA CENTRAL SCHOOL DISTRICT,14APR17,8.0,25.0,5.0,,,,4.0,,2.0,,,
NEW YORK,36,3619560,MINISINK VALLEY CENTRAL SCHOOL DISTRICT,14APR17,173.0,42.0,42.0,34.0,,,178.0,47.0,34.0,34.0,,
NEW YORK,36,3619650,MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,14APR17,301.0,56.0,70.0,32.0,3.0,,265.0,62.0,54.0,34.0,11.0,25.0
NEW YORK,36,3619680,VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),14APR17,187.0,57.0,71.0,52.0,6.0,25.0,130.0,57.0,43.0,34.0,2.0,
NEW YORK,36,3619710,MONTAUK UNION FREE SCHOOL DISTRICT,14APR17,34.0,54.0,,,,,18.0,50.0,,,,
NEW YORK,36,3619740,MONTICELLO CENTRAL SCHOOL DISTRICT,14APR17,237.0,32.0,163.0,22.0,4.0,,99.0,37.0,55.0,24.0,3.0,
NEW YORK,36,3619800,MORAVIA CENTRAL SCHOOL DISTRICT,14APR17,59.0,34.0,31.0,15.0,,,55.0,34.0,21.0,10.0,,
NEW YORK,36,3619830,MORIAH CENTRAL SCHOOL DISTRICT,14APR17,67.0,37.0,43.0,34.0,,,42.0,15.0,27.0,10.0,,
NEW YORK,36,3619860,MORRIS CENTRAL SCHOOL DISTRICT,14APR17,24.0,50.0,15.0,25.0,,,19.0,70.0,9.0,25.0,,
NEW YORK,36,3619890,MORRISTOWN CENTRAL SCHOOL DISTRICT,14APR17,20.0,70.0,8.0,25.0,,,16.0,30.0,11.0,25.0,,
NEW YORK,36,3619920,MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT,14APR17,42.0,44.0,29.0,30.0,,,28.0,30.0,19.0,10.0,,
NEW YORK,36,3619950,BEDFORD CENTRAL SCHOOL DISTRICT,14APR17,301.0,59.0,90.0,27.0,3.0,,273.0,57.0,66.0,22.0,,
NEW YORK,36,3620010,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,14APR17,36.0,15.0,28.0,10.0,2.0,,28.0,50.0,17.0,50.0,1.0,
NEW YORK,36,3620040,MOUNT SINAI UNION FREE SCHOOL DISTRICT,14APR17,72.0,47.0,3.0,,,,97.0,72.0,2.0,,,
NEW YORK,36,3620100,MOUNT VERNON SCHOOL DISTRICT,14APR17,636.0,23.0,476.0,21.0,67.0,17.0,490.0,15.0,351.0,12.0,39.0,5.0
NEW YORK,36,3620160,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,14APR17,88.0,67.0,10.0,25.0,,,118.0,92.0,6.0,25.0,,
NEW YORK,36,3620170,MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT,14APR17,4.0,,,,,,5.0,,,,,
NEW YORK,36,3620190,NANUET UNION FREE SCHOOL DISTRICT,14APR17,129.0,72.0,32.0,34.0,,,123.0,72.0,23.0,70.0,,
NEW YORK,36,3620220,NAPLES CENTRAL SCHOOL DISTRICT,14APR17,38.0,64.0,15.0,25.0,2.0,,30.0,50.0,12.0,25.0,1.0,
NEW YORK,36,3620340,CLARKSTOWN CENTRAL SCHOOL DISTRICT,14APR17,367.0,66.0,55.0,34.0,1.0,,340.0,70.0,44.0,34.0,3.0,
NEW YORK,36,3620370,NEW HARTFORD CENTRAL SCHOOL DISTRICT,14APR17,102.0,67.0,17.0,50.0,,,88.0,72.0,15.0,25.0,,
NEW YORK,36,3620400,NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT,14APR17,186.0,82.0,28.0,70.0,,,,,,,,
NEW YORK,36,3620430,NEW LEBANON CENTRAL SCHOOL DISTRICT,14APR17,24.0,10.0,13.0,25.0,1.0,,27.0,50.0,9.0,25.0,,
NEW YORK,36,3620460,NEW PALTZ CENTRAL SCHOOL DISTRICT,14APR17,60.0,34.0,16.0,10.0,,,75.0,67.0,8.0,25.0,,
NEW YORK,36,3620490,NEW ROCHELLE CITY SCHOOL DISTRICT,14APR17,600.0,51.0,347.0,38.0,3.0,,481.0,60.0,203.0,42.0,3.0,
NEW YORK,36,3620520,NEW SUFFOLK COMMON SCHOOL DISTRICT,14APR17,1.0,,,,,,,,,,,
NEW YORK,36,3620610,NEW YORK MILLS UNION FREE SCHOOL DISTRICT,14APR17,7.0,25.0,5.0,,,,15.0,25.0,6.0,25.0,,
NEW YORK,36,3620640,NEWARK CENTRAL SCHOOL DISTRICT,14APR17,129.0,27.0,81.0,17.0,5.0,,102.0,32.0,56.0,15.0,3.0,
NEW YORK,36,3620670,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,14APR17,76.0,52.0,36.0,34.0,,,69.0,27.0,30.0,10.0,,
NEW YORK,36,3620700,NEWBURGH CITY SCHOOL DISTRICT,14APR17,770.0,33.0,593.0,25.0,50.0,15.0,638.0,29.0,467.0,19.0,26.0,10.0
NEW YORK,36,3620730,NEWCOMB CENTRAL SCHOOL DISTRICT,14APR17,1.0,,,,,,3.0,,2.0,,,
NEW YORK,36,3620760,NEWFANE CENTRAL SCHOOL DISTRICT,14APR17,67.0,57.0,27.0,50.0,,,69.0,52.0,28.0,50.0,,
NEW YORK,36,3620790,NEWFIELD CENTRAL SCHOOL DISTRICT,14APR17,59.0,54.0,39.0,44.0,,,14.0,25.0,6.0,25.0,,
NEW YORK,36,3620820,NIAGARA FALLS CITY SCHOOL DISTRICT,14APR17,464.0,27.0,377.0,22.0,9.0,25.0,424.0,20.0,300.0,12.0,8.0,25.0
NEW YORK,36,3620850,NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT,14APR17,182.0,57.0,70.0,42.0,1.0,,142.0,52.0,51.0,34.0,1.0,
NEW YORK,36,3620880,NISKAYUNA CENTRAL SCHOOL DISTRICT,14APR17,279.0,72.0,35.0,24.0,1.0,,288.0,67.0,33.0,34.0,,
NEW YORK,36,3620910,NORTH BABYLON UNION FREE SCHOOL DISTRICT,14APR17,155.0,47.0,73.0,42.0,1.0,,200.0,77.0,66.0,72.0,1.0,
NEW YORK,36,3620940,NORTH BELLMORE UNION FREE SCHOOL DISTRICT,14APR17,119.0,57.0,16.0,50.0,,,,,,,,
NEW YORK,36,3620970,NORTH COLLINS CENTRAL SCHOOL DISTRICT,14APR17,17.0,30.0,7.0,25.0,,,33.0,34.0,11.0,25.0,,
NEW YORK,36,3621000,NORTH COLONIE CSD,14APR17,318.0,64.0,77.0,32.0,4.0,,346.0,73.0,58.0,54.0,2.0,
NEW YORK,36,3621120,NORTH MERRICK UNION FREE SCHOOL DISTRICT,14APR17,67.0,77.0,10.0,25.0,,,,,,,,
NEW YORK,36,3621180,NORTH SALEM CENTRAL SCHOOL DISTRICT,14APR17,67.0,67.0,6.0,25.0,,,58.0,74.0,6.0,25.0,,
NEW YORK,36,3621210,NORTH SYRACUSE CENTRAL SCHOOL DISTRICT,14APR17,524.0,48.0,183.0,27.0,8.0,25.0,354.0,35.0,129.0,17.0,4.0,
NEW YORK,36,3621240,NORTH TONAWANDA CITY SCHOOL DISTRICT,14APR17,130.0,52.0,62.0,47.0,,,95.0,47.0,30.0,50.0,,
NEW YORK,36,3621250,NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,14APR17,51.0,54.0,27.0,50.0,1.0,,61.0,42.0,21.0,10.0,1.0,
NEW YORK,36,3621260,NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT,14APR17,34.0,24.0,18.0,30.0,2.0,,60.0,24.0,32.0,15.0,,
NEW YORK,36,3621270,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,14APR17,147.0,67.0,12.0,25.0,1.0,,240.0,82.0,19.0,10.0,,
NEW YORK,36,3621300,NORTHVILLE CENTRAL SCHOOL DISTRICT,14APR17,29.0,30.0,17.0,10.0,,,28.0,30.0,16.0,30.0,1.0,
NEW YORK,36,3621330,NORWICH CITY SCHOOL DISTRICT,14APR17,97.0,32.0,49.0,24.0,2.0,,82.0,37.0,35.0,15.0,1.0,
NEW YORK,36,3621360,NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,14APR17,71.0,37.0,47.0,24.0,4.0,,56.0,34.0,27.0,10.0,3.0,
NEW YORK,36,3621450,DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),14APR17,32.0,34.0,15.0,25.0,,,36.0,54.0,14.0,25.0,1.0,
NEW YORK,36,3621480,NYACK UNION FREE SCHOOL DISTRICT,14APR17,158.0,67.0,55.0,44.0,,,139.0,57.0,41.0,24.0,1.0,
NEW YORK,36,3621510,OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,14APR17,56.0,44.0,26.0,50.0,1.0,,43.0,34.0,29.0,30.0,,
NEW YORK,36,3621540,FIRE ISLAND UNION FREE SCHOOL DISTRICT,14APR17,3.0,,,,,,,,,,,
NEW YORK,36,3621570,OCEANSIDE UNION FREE SCHOOL DISTRICT,14APR17,236.0,67.0,40.0,44.0,1.0,,420.0,91.0,78.0,77.0,1.0,
NEW YORK,36,3621630,ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,14APR17,59.0,34.0,33.0,34.0,,,48.0,5.0,26.0,10.0,,
NEW YORK,36,3621660,OGDENSBURG CITY SCHOOL DISTRICT,14APR17,126.0,47.0,83.0,37.0,7.0,25.0,82.0,32.0,39.0,24.0,5.0,
NEW YORK,36,3621720,OLEAN CITY SCHOOL DISTRICT,14APR17,115.0,22.0,81.0,17.0,4.0,,98.0,37.0,49.0,24.0,1.0,
NEW YORK,36,3621780,ONEONTA CITY SCHOOL DISTRICT,14APR17,58.0,64.0,28.0,50.0,,,62.0,62.0,18.0,30.0,,
NEW YORK,36,3621810,ONONDAGA CENTRAL SCHOOL DISTRICT,14APR17,41.0,54.0,23.0,50.0,,,36.0,34.0,16.0,10.0,,
NEW YORK,36,3621840,ONTEORA CENTRAL SCHOOL DISTRICT,14APR17,11.0,25.0,8.0,25.0,1.0,,58.0,54.0,28.0,30.0,,
NEW YORK,36,3621900,ORCHARD PARK CENTRAL SCHOOL DISTRICT,14APR17,219.0,67.0,18.0,50.0,,,212.0,57.0,18.0,30.0,1.0,
NEW YORK,36,3621930,OYSTERPONDS UNION FREE SCHOOL DISTRICT,14APR17,,,,,,,,,,,,
NEW YORK,36,3621960,ORISKANY CENTRAL SCHOOL DISTRICT,14APR17,33.0,54.0,9.0,25.0,,,36.0,34.0,13.0,25.0,,
NEW YORK,36,3622020,OSSINING UNION FREE SCHOOL DISTRICT,14APR17,277.0,37.0,192.0,22.0,3.0,,172.0,32.0,96.0,12.0,1.0,
NEW YORK,36,3622050,OSWEGO CITY SCHOOL DISTRICT,14APR17,239.0,47.0,149.0,32.0,10.0,25.0,170.0,37.0,70.0,27.0,4.0,
NEW YORK,36,3622100,GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT,14APR17,20.0,10.0,13.0,25.0,,,19.0,10.0,11.0,25.0,,
NEW YORK,36,3622140,SOUTH SENECA CENTRAL SCHOOL DISTRICT,14APR17,38.0,24.0,21.0,30.0,,,42.0,54.0,24.0,30.0,,
NEW YORK,36,3622170,OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,14APR17,135.0,57.0,71.0,47.0,1.0,,115.0,37.0,42.0,24.0,3.0,
NEW YORK,36,3622200,VAN HORNESVILLE-OWEN D YOUNG CENTRAL SCHOOL DISTRICT,14APR17,9.0,25.0,4.0,,,,14.0,25.0,3.0,,,
NEW YORK,36,3622260,OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT,14APR17,42.0,34.0,22.0,50.0,,,63.0,37.0,34.0,44.0,2.0,
NEW YORK,36,3622290,OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,14APR17,79.0,72.0,15.0,25.0,,,110.0,92.0,20.0,10.0,,
NEW YORK,36,3622380,PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT,14APR17,157.0,32.0,76.0,17.0,1.0,,104.0,37.0,36.0,24.0,1.0,
NEW YORK,36,3622410,PANAMA CENTRAL SCHOOL DISTRICT,14APR17,30.0,70.0,21.0,70.0,,,35.0,44.0,15.0,25.0,,
NEW YORK,36,3622440,PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT,14APR17,31.0,54.0,12.0,25.0,1.0,,24.0,30.0,10.0,25.0,,
NEW YORK,36,3622470,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,14APR17,149.0,17.0,88.0,8.0,,,214.0,72.0,83.0,57.0,1.0,
NEW YORK,36,3622500,PAVILION CENTRAL SCHOOL DISTRICT,14APR17,35.0,44.0,18.0,50.0,,,34.0,34.0,15.0,25.0,,
NEW YORK,36,3622530,PAWLING CENTRAL SCHOOL DISTRICT,14APR17,63.0,52.0,24.0,30.0,,,63.0,52.0,11.0,25.0,,
NEW YORK,36,3622560,PEARL RIVER UNION FREE SCHOOL DISTRICT,14APR17,137.0,67.0,16.0,50.0,5.0,,115.0,72.0,9.0,25.0,1.0,
NEW YORK,36,3622650,PEEKSKILL CITY SCHOOL DISTRICT,14APR17,222.0,22.0,190.0,17.0,22.0,10.0,163.0,27.0,125.0,22.0,18.0,10.0
NEW YORK,36,3622680,PELHAM UNION FREE SCHOOL DISTRICT,14APR17,221.0,72.0,19.0,50.0,,,173.0,67.0,14.0,25.0,,
NEW YORK,36,3622710,PENFIELD CENTRAL SCHOOL DISTRICT,14APR17,283.0,82.0,55.0,64.0,3.0,,236.0,67.0,22.0,50.0,,
NEW YORK,36,3622740,PENN YAN CENTRAL SCHOOL DISTRICT,14APR17,76.0,47.0,40.0,44.0,2.0,,67.0,42.0,36.0,24.0,,
NEW YORK,36,3622770,PERRY CENTRAL SCHOOL DISTRICT,14APR17,57.0,24.0,31.0,15.0,,,47.0,44.0,25.0,30.0,,
NEW YORK,36,3622830,PERU CENTRAL SCHOOL DISTRICT,14APR17,95.0,37.0,47.0,24.0,,,80.0,62.0,30.0,30.0,1.0,
NEW YORK,36,3622890,PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT,14APR17,98.0,32.0,46.0,24.0,,,75.0,42.0,24.0,30.0,1.0,
NEW YORK,36,3622920,PHOENIX CENTRAL SCHOOL DISTRICT,14APR17,123.0,47.0,71.0,42.0,3.0,,100.0,37.0,49.0,34.0,3.0,
NEW YORK,36,3623010,PINE BUSH CENTRAL SCHOOL DISTRICT,14APR17,318.0,34.0,,,2.0,,193.0,42.0,,,1.0,
NEW YORK,36,3623040,PINE PLAINS CENTRAL SCHOOL DISTRICT,14APR17,40.0,34.0,19.0,30.0,,,35.0,64.0,10.0,25.0,,
NEW YORK,36,3623070,PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),14APR17,40.0,24.0,25.0,10.0,,,27.0,30.0,13.0,25.0,,
NEW YORK,36,3623160,PITTSFORD CENTRAL SCHOOL DISTRICT,14APR17,365.0,73.0,16.0,30.0,,,359.0,76.0,17.0,30.0,,
NEW YORK,36,3623190,PLAINEDGE UNION FREE SCHOOL DISTRICT,14APR17,41.0,54.0,8.0,25.0,,,230.0,2.0,15.0,25.0,,
NEW YORK,36,3623220,PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT,14APR17,178.0,82.0,12.0,25.0,,,226.0,87.0,14.0,25.0,,
NEW YORK,36,3623280,PLATTSBURGH CITY SCHOOL DISTRICT,14APR17,48.0,24.0,35.0,24.0,1.0,,46.0,64.0,18.0,30.0,,
NEW YORK,36,3623310,PLEASANTVILLE UNION FREE SCHOOL DISTRICT,14APR17,121.0,62.0,13.0,25.0,,,105.0,62.0,9.0,25.0,,
NEW YORK,36,3623340,POCANTICO HILLS CENTRAL SCHOOL DISTRICT,14APR17,25.0,70.0,5.0,,,,36.0,64.0,8.0,25.0,,
NEW YORK,36,3623370,POLAND CENTRAL SCHOOL DISTRICT,14APR17,27.0,30.0,15.0,25.0,,,27.0,50.0,16.0,30.0,,
NEW YORK,36,3623430,PORT BYRON CENTRAL SCHOOL DISTRICT,14APR17,52.0,24.0,27.0,30.0,,,31.0,54.0,9.0,25.0,1.0,
NEW YORK,36,3623460,PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT,14APR17,345.0,30.0,249.0,27.0,3.0,,304.0,21.0,208.0,17.0,8.0,25.0
NEW YORK,36,3623490,PORT JEFFERSON UNION FREE SCHOOL DISTRICT,14APR17,27.0,70.0,4.0,,,,46.0,74.0,2.0,,,
NEW YORK,36,3623520,PORT JERVIS CITY SCHOOL DISTRICT,14APR17,147.0,37.0,92.0,32.0,2.0,,129.0,27.0,69.0,12.0,2.0,
NEW YORK,36,3623580,PORT WASHINGTON UNION FREE SCHOOL DISTRICT,14APR17,292.0,62.0,64.0,22.0,,,227.0,77.0,25.0,50.0,,
NEW YORK,36,3623640,PORTVILLE CENTRAL SCHOOL DISTRICT,14APR17,81.0,67.0,32.0,54.0,1.0,,52.0,44.0,16.0,30.0,1.0,
NEW YORK,36,3623670,POTSDAM CENTRAL SCHOOL DISTRICT,14APR17,91.0,52.0,31.0,34.0,1.0,,72.0,62.0,17.0,50.0,,
NEW YORK,36,3623760,POUGHKEEPSIE CITY SCHOOL DISTRICT,14APR17,338.0,9.0,269.0,8.0,13.0,25.0,225.0,17.0,163.0,17.0,7.0,25.0
NEW YORK,36,3623790,PRATTSBURGH CENTRAL SCHOOL DISTRICT,14APR17,32.0,44.0,18.0,50.0,,,22.0,10.0,10.0,25.0,,
NEW YORK,36,3623880,PULASKI CENTRAL SCHOOL DISTRICT,14APR17,86.0,42.0,50.0,24.0,2.0,,70.0,27.0,42.0,24.0,,
NEW YORK,36,3623970,PUTNAM CENTRAL SCHOOL DISTRICT,14APR17,2.0,,2.0,,,,,,,,,
NEW YORK,36,3624000,PUTNAM VALLEY CENTRAL SCHOOL DISTRICT,14APR17,81.0,42.0,23.0,30.0,,,67.0,47.0,9.0,25.0,,
NEW YORK,36,3624030,QUEENSBURY UNION FREE SCHOOL DISTRICT,14APR17,217.0,57.0,78.0,37.0,2.0,,266.0,92.0,65.0,77.0,,
NEW YORK,36,3624060,QUOGUE UNION FREE SCHOOL DISTRICT,14APR17,10.0,25.0,,,,,,,,,,
NEW YORK,36,3624090,RANDOLPH CENTRAL SCHOOL DISTRICT,14APR17,65.0,57.0,38.0,44.0,,,60.0,64.0,31.0,44.0,,
NEW YORK,36,3624150,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,14APR17,79.0,57.0,32.0,44.0,1.0,,55.0,54.0,20.0,30.0,1.0,
NEW YORK,36,3624210,RED CREEK CENTRAL SCHOOL DISTRICT,14APR17,68.0,42.0,41.0,24.0,,,43.0,34.0,27.0,30.0,,
NEW YORK,36,3624240,RED HOOK CENTRAL SCHOOL DISTRICT,14APR17,85.0,52.0,24.0,30.0,,,83.0,62.0,11.0,25.0,,
NEW YORK,36,3624270,MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET),14APR17,37.0,54.0,16.0,30.0,1.0,,56.0,24.0,19.0,30.0,,
NEW YORK,36,3624360,REMSEN CENTRAL SCHOOL DISTRICT,14APR17,22.0,30.0,12.0,25.0,,,22.0,30.0,11.0,25.0,,
NEW YORK,36,3624420,REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,14APR17,10.0,25.0,3.0,,,,,,,,,
NEW YORK,36,3624450,RENSSELAER CITY SCHOOL DISTRICT,14APR17,74.0,22.0,59.0,15.0,1.0,,37.0,15.0,28.0,10.0,2.0,
NEW YORK,36,3624480,RHINEBECK CENTRAL SCHOOL DISTRICT,14APR17,59.0,44.0,9.0,25.0,,,56.0,54.0,12.0,25.0,,
NEW YORK,36,3624570,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,14APR17,19.0,30.0,10.0,25.0,,,24.0,10.0,15.0,25.0,,
NEW YORK,36,3624630,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,14APR17,85.0,77.0,,,,,105.0,77.0,,,,
NEW YORK,36,3624660,RIPLEY CENTRAL SCHOOL DISTRICT,14APR17,11.0,25.0,8.0,25.0,2.0,,,,,,,
NEW YORK,36,3624690,RIVERHEAD CENTRAL SCHOOL DISTRICT,14APR17,286.0,32.0,193.0,17.0,19.0,10.0,241.0,42.0,122.0,17.0,5.0,
NEW YORK,36,3624750,ROCHESTER CITY SCHOOL DISTRICT,14APR17,2064.0,12.0,1905.0,10.0,160.0,8.0,1442.0,17.0,1278.0,14.0,85.0,12.0
NEW YORK,36,3624780,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,14APR17,122.0,82.0,8.0,25.0,,,304.0,94.0,50.0,84.0,2.0,
NEW YORK,36,3624840,ROCKY POINT UNION FREE SCHOOL DISTRICT,14APR17,37.0,44.0,10.0,25.0,,,73.0,72.0,13.0,25.0,,
NEW YORK,36,3624900,ROME CITY SCHOOL DISTRICT,14APR17,158.0,37.0,112.0,22.0,,,152.0,47.0,63.0,32.0,,
NEW YORK,36,3624930,ROMULUS CENTRAL SCHOOL DISTRICT,14APR17,22.0,30.0,18.0,30.0,,,29.0,30.0,17.0,10.0,,
NEW YORK,36,3624960,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,14APR17,114.0,42.0,55.0,24.0,,,88.0,37.0,32.0,24.0,,
NEW YORK,36,3624990,ROOSEVELT UNION FREE SCHOOL DISTRICT,14APR17,196.0,27.0,95.0,22.0,3.0,,182.0,17.0,136.0,17.0,6.0,25.0
NEW YORK,36,3625020,ROSCOE CENTRAL SCHOOL DISTRICT,14APR17,18.0,70.0,10.0,25.0,,,15.0,25.0,9.0,25.0,,
NEW YORK,36,3625050,ROSLYN UNION FREE SCHOOL DISTRICT,14APR17,185.0,77.0,26.0,50.0,3.0,,263.0,2.0,20.0,10.0,,
NEW YORK,36,3625110,ROXBURY CENTRAL SCHOOL DISTRICT,14APR17,7.0,25.0,4.0,,,,2.0,,,,,
NEW YORK,36,3625140,ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,14APR17,44.0,34.0,15.0,25.0,,,49.0,44.0,15.0,25.0,,
NEW YORK,36,3625170,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,14APR17,353.0,63.0,152.0,52.0,2.0,,293.0,52.0,109.0,37.0,1.0,
NEW YORK,36,3625260,RYE CITY SCHOOL DISTRICT,14APR17,242.0,67.0,9.0,25.0,,,219.0,62.0,5.0,,,
NEW YORK,36,3625290,RYE NECK UNION FREE SCHOOL DISTRICT,14APR17,99.0,72.0,20.0,30.0,,,59.0,74.0,4.0,,,
NEW YORK,36,3625320,FLORIDA UNION FREE SCHOOL DISTRICT,14APR17,42.0,54.0,9.0,25.0,,,45.0,34.0,9.0,25.0,1.0,
NEW YORK,36,3625350,SACHEM CENTRAL SCHOOL DISTRICT,14APR17,290.0,47.0,77.0,27.0,3.0,,433.0,76.0,73.0,57.0,3.0,
NEW YORK,36,3625380,SAG HARBOR UNION FREE SCHOOL DISTRICT,14APR17,62.0,62.0,14.0,25.0,,,45.0,74.0,8.0,25.0,1.0,
NEW YORK,36,3625410,SAGAPONACK COMMON SCHOOL DISTRICT,14APR17,3.0,,,,,,,,,,,
NEW YORK,36,3625440,SALAMANCA CITY SCHOOL DISTRICT,14APR17,80.0,27.0,53.0,24.0,,,52.0,34.0,22.0,30.0,3.0,
NEW YORK,36,3625470,SALEM CENTRAL SCHOOL DISTRICT,14APR17,30.0,70.0,18.0,50.0,1.0,,44.0,54.0,26.0,50.0,,
NEW YORK,36,3625500,SALMON RIVER CENTRAL SCHOOL DISTRICT,14APR17,78.0,27.0,59.0,24.0,,,71.0,12.0,53.0,5.0,,
NEW YORK,36,3625650,SANDY CREEK CENTRAL SCHOOL DISTRICT,14APR17,50.0,54.0,25.0,30.0,,,39.0,34.0,21.0,30.0,,
NEW YORK,36,3625740,SARANAC LAKE CENTRAL SCHOOL DISTRICT,14APR17,60.0,24.0,24.0,30.0,,,46.0,34.0,10.0,25.0,,
NEW YORK,36,3625770,SARATOGA SPRINGS CITY SCHOOL DISTRICT,14APR17,400.0,67.0,101.0,37.0,3.0,,356.0,67.0,50.0,34.0,4.0,
NEW YORK,36,3625800,SAUGERTIES CENTRAL SCHOOL DISTRICT,14APR17,120.0,32.0,66.0,22.0,2.0,,126.0,27.0,54.0,15.0,4.0,
NEW YORK,36,3625920,SAYVILLE UNION FREE SCHOOL DISTRICT,14APR17,59.0,64.0,5.0,,,,100.0,92.0,5.0,,,
