"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C01_004E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M","S1902_C02_015E"
"9700000US0401870","Chandler Unified District, Arizona","81411","3162","80.8","1.6","29.3","2.4","1.6","2.3","0.6","1.4","0.6","18.5","1.6","59183","2454","15.5","2.0","31.9","2.5","34.6","3.0","7.5","2.0","8.5","1.9","1.9","1.0","238377","7997","77.9","2.5","4.7","1.3","0.9","0.7","8.6","1.4","0.3","0.3","3.3","1.0","4.3","1.2","20.6","2.4","62.5","2.7","32.5","(X)","33.9","(X)","28.7","(X)","89116","4823","90589","4596","17395","7807","19602","972","10620","1982","2614","1182","23926","2427","100258","6051","57759","15102","79543","7394","124037","26.2","7960","113615","41890","145296","12977","105094","41478","2119","33536","2469","23310","5828","16577","10056","34796","5163","19433","7006","18162","4039","20273","7037","15540","2027","37814","2795","(X)","(X)","(X)","(X)","(X)","(X)","31883"
"9700000US0402690","Dysart Unified District, Arizona","63504","2472","67.1","2.8","25.4","2.5","3.1","4.2","1.4","1.5","0.6","27.6","2.7","44449","1864","28.4","3.3","31.7","4.4","28.1","3.4","5.4","1.7","4.9","1.3","1.5","0.9","174004","3706","85.4","2.2","5.5","1.8","0.6","0.3","1.8","1.0","0.1","0.1","3.4","1.1","3.2","0.9","23.9","3.2","66.0","2.8","29.3","(X)","27.3","(X)","22.5","(X)","62922","2660","61162","3187","15377","3705","21128","958","8532","1346","3526","1669","27899","2655","70201","3258","55529","5054","59124","5235","90786","40.9","6986","67881","9447","108725","15677","78688","14976","1180","24880","1363","16925","4621","N","N","24824","5237","N","N","17944","2850","10322","3676","13185","1799","28429","1322","(X)","(X)","(X)","(X)","(X)","(X)","23694"
"9700000US0402860","Flagstaff Unified District, Arizona","35463","1725","85.3","3.0","24.1","4.0","3.2","2.3","1.1","1.5","1.1","13.8","3.1","21326","1898","N","N","N","N","N","N","N","N","N","N","N","N","93525","2682","74.7","3.2","2.4","0.7","10.5","2.2","1.5","0.6","0.3","0.4","5.9","2.2","4.8","1.4","17.5","1.3","65.8","2.2","34.2","(X)","32.0","(X)","26.4","(X)","74545","11906","69655","12450","18923","7346","18404","1971","12369","3476","1552","1249","28199","5097","95013","19565","N","N","N","N","N","23.3","N","N","N","N","N","N","N","4409","31681","5678","20691","6401","19035","6354","N","N","N","N","15471","7946","15197","5599","15460","3446","33501","6428","(X)","(X)","(X)","(X)","(X)","(X)","28536"
"9700000US0402920","Florence Unified School District, Arizona","20972","2383","71.8","5.9","12.9","4.7","4.8","2.7","2.3","2.4","1.9","32.0","5.9","14940","2026","N","N","N","N","N","N","N","N","N","N","N","N","73851","6437","81.5","3.9","5.7","2.4","2.6","1.6","0.9","0.7","1.9","0.6","5.3","2.9","2.1","0.9","30.5","5.1","57.9","5.4","37.0","(X)","34.9","(X)","25.3","(X)","62774","6181","61135","6892","14530","7991","19655","2963","N","N","N","N","26321","6103","71253","8014","N","N","N","N","N","35.7","N","N","N","N","N","N","N","2118","21278","2502","14665","4316","N","N","24596","10481","2026","468","14269","7286","8692","5665","15053","3335","23643","3034","(X)","(X)","(X)","(X)","(X)","(X)","19621"
"9700000US0403400","Gilbert Unified District, Arizona","67051","2655","85.5","2.1","19.5","2.2","2.2","2.3","0.7","1.4","0.6","16.1","2.0","50810","2595","13.4","2.5","29.1","3.0","35.4","3.3","7.2","1.5","10.1","1.8","4.7","1.4","208140","8440","86.5","2.0","2.0","0.6","0.4","0.3","6.5","1.8","0.1","0.1","1.7","0.6","2.8","0.7","16.9","2.7","72.3","2.9","31.9","(X)","32.5","(X)","26.1","(X)","87756","5317","86115","4464","21987","10659","19009","1330","9118","1603","1989","982","24525","2969","96358","6586","49414","7735","71813","7608","129153","22.5","12965","73724","8226","128158","10149","101920","19027","1824","30873","1926","23240","8046","30119","17202","21543","4633","N","N","21350","5875","12492","4497","19844","2752","33014","2104","(X)","(X)","(X)","(X)","(X)","(X)","29416"
"9700000US0403780","Higley Unified District, Arizona","21193","1800","89.6","3.0","21.9","3.7","3.4","0.8","0.8","0.8","0.6","11.6","2.3","17499","1600","N","N","N","N","N","N","N","N","N","N","N","N","68094","5834","87.7","3.0","3.0","1.8","0.9","0.7","5.4","2.1","0.1","0.2","0.6","0.5","2.4","1.1","12.9","3.5","76.2","4.7","26.7","(X)","27.3","(X)","23.0","(X)","97513","9157","94368","8039","18136","11142","22610","2766","12133","7858","3178","416","26597","4963","102001","9600","N","N","N","N","N","17.4","N","N","N","N","N","N","N","2758","31005","3173","34328","11161","22004","11086","41105","10380","N","N","23566","5075","14728","6516","21585","3507","32489","3526","(X)","(X)","(X)","(X)","(X)","(X)","31104"
"9700000US0404630","Marana Unified District, Arizona","34108","1985","76.8","3.5","20.9","3.3","3.8","2.5","1.5","2.3","1.3","22.1","3.2","24491","1626","19.4","3.8","31.6","5.2","32.3","4.4","8.5","3.1","6.5","2.1","1.7","1.2","92379","5264","86.1","3.7","0.6","0.4","0.7","0.4","0.3","0.3","0.0","0.2","8.2","3.3","4.1","2.0","27.2","4.7","69.3","4.7","28.4","(X)","31.1","(X)","23.6","(X)","74218","6091","73377","7337","14495","7042","20528","1447","8482","2523","1951","1276","31169","4681","80112","5192","54601","10944","69457","12619","97559","32.6","8526","68375","13847","129868","19965","106705","31318","2508","28619","2943","19004","4889","35492","21887","N","N","N","N","22688","4287","21831","10310","20038","3223","30652","3417","(X)","(X)","(X)","(X)","(X)","(X)","27874"
"9700000US0404970","Mesa Unified District, Arizona","174276","4636","73.7","1.3","20.1","1.3","1.5","3.6","0.5","3.1","0.6","19.9","1.3","110686","3194","20.3","1.8","35.1","2.6","24.6","2.0","11.1","1.6","7.1","1.2","1.7","0.5","466252","6867","85.1","1.4","3.3","0.7","2.9","0.7","1.9","0.5","0.3","0.2","3.7","1.0","2.7","0.5","27.0","2.0","63.0","1.9","38.6","(X)","39.2","(X)","32.0","(X)","59566","1709","59607","2023","15178","2861","18552","531","9291","941","2948","516","22756","1594","69039","2368","45499","3371","51841","3058","97388","33.5","6647","68377","5409","116016","11067","103516","15435","675","24543","722","21698","4333","15649","2288","32341","7094","13597","7159","12137","2893","13168","2101","12228","869","28806","946","(X)","(X)","(X)","(X)","(X)","(X)","23537"
"9700000US0405930","Paradise Valley Unified District, Arizona","99433","3829","83.1","1.9","21.8","1.9","2.1","2.3","0.8","1.4","0.5","14.8","1.5","59997","3353","12.4","2.1","35.5","3.4","34.4","2.9","8.5","1.9","7.5","1.9","1.8","0.8","248005","11538","88.3","1.6","2.1","0.6","1.2","0.9","3.4","0.9","0.0","0.1","2.7","1.0","2.3","1.0","15.6","2.1","75.5","2.3","28.3","(X)","29.4","(X)","24.1","(X)","89031","4573","88056","4921","28353","11825","20117","902","11570","1679","3005","943","23411","3215","104159","7298","54239","10823","88721","10729","135072","24.8","13220","77164","8623","152320","41761","90193","23362","1924","38577","2254","26881","6034","27027","17389","36707","5834","N","N","22031","6056","12730","4567","18943","3617","41883","2512","(X)","(X)","(X)","(X)","(X)","(X)","37088"
"9700000US0406250","Peoria Unified School District, Arizona","82502","2687","75.2","2.4","20.4","1.9","2.3","3.1","0.9","1.4","0.5","21.7","2.1","55312","2379","19.1","2.4","37.0","3.1","28.5","3.0","8.0","1.8","5.9","1.7","1.5","0.7","224068","6613","87.5","1.9","2.2","0.7","1.7","1.0","2.7","0.7","0.2","0.2","1.9","0.7","3.8","1.1","18.8","2.4","72.1","2.5","26.7","(X)","25.6","(X)","21.6","(X)","68775","3034","69320","3173","15664","5434","19723","861","10748","1688","5325","2476","22771","2773","77027","3640","53603","6539","60233","4910","105768","33.8","8056","73208","9699","118698","11353","100939","28503","1352","27432","1530","28236","4357","14040","5792","28744","7521","N","N","14023","3133","13358","3993","16302","2297","29625","1689","(X)","(X)","(X)","(X)","(X)","(X)","26475"
"9700000US0407570","Scottsdale Unified District, Arizona","100664","3796","77.4","2.1","29.3","2.1","2.1","1.6","0.6","1.0","0.4","15.1","1.8","56065","2400","17.3","2.1","33.7","3.2","30.8","2.5","9.5","2.1","6.0","1.7","2.7","1.2","233343","6266","87.6","1.9","2.6","0.8","1.4","1.0","3.5","1.0","0.0","0.1","2.4","1.0","2.6","0.8","13.0","2.3","78.2","2.8","27.6","(X)","31.3","(X)","24.2","(X)","109706","5849","114163","6876","33201","8488","20550","1117","10874","2046","3862","1913","25858","3180","143167","9813","70485","12292","132160","16698","194675","30.3","18245","121392","49544","195785","36749","118548","28465","2820","51170","3066","31702","11659","21227","11999","55536","21698","N","N","26646","9570","17283","5035","23450","4458","54562","3297","(X)","(X)","(X)","(X)","(X)","(X)","48942"
"9700000US0407750","Deer Valley Unified District, Arizona","88082","3023","85.1","2.2","19.8","2.3","2.0","3.0","0.9","1.5","0.5","14.7","1.7","64815","3094","11.4","2.1","36.6","3.2","34.4","2.9","6.4","1.6","9.2","2.0","2.0","0.9","243711","10195","85.2","1.7","3.7","1.0","0.9","0.4","4.8","1.2","0.0","0.1","1.5","0.7","3.9","0.8","11.6","1.7","76.1","2.1","26.5","(X)","25.6","(X)","20.6","(X)","88132","3859","88590","3860","13630","4201","19137","1167","9878","1890","3034","1810","28161","4180","99832","5117","46829","6819","82118","7965","121852","23.0","7231","101535","15211","151652","16413","104207","23871","1463","34177","1591","23327","7048","25857","8197","41403","10618","N","N","18814","6183","17955","6646","25142","4796","34928","1580","(X)","(X)","(X)","(X)","(X)","(X)","33188"
"9700000US0408170","Sunnyside Unified District, Arizona","26149","1511","84.8","3.0","6.2","2.0","3.2","5.1","2.0","3.2","1.4","8.6","1.9","19860","1769","11.4","3.1","43.0","5.5","25.9","4.6","10.1","3.3","6.9","2.7","2.7","1.4","94038","6666","73.1","4.1","2.9","1.2","5.4","2.0","1.0","0.7","0.3","0.3","14.4","3.3","2.9","1.2","78.5","2.8","13.0","2.1","36.6","(X)","37.9","(X)","25.1","(X)","41244","2413","41744","2706","7163","2480","15097","1186","11080","3009","3755","1583","13763","3014","41340","2841","19298","3788","32739","4132","53491","19.9","5526","41857","6029","79296","17704","56342","8475","841","13141","1030","11585","4696","7183","2018","19084","8058","N","N","10316","2235","9810","6442","11202","859","19384","3731","(X)","(X)","(X)","(X)","(X)","(X)","12312"
"9700000US0408800","Tucson Unified District, Arizona","192710","4331","75.1","1.6","19.1","1.2","1.4","4.8","0.7","3.0","0.6","19.0","1.4","106643","3794","17.7","1.6","37.3","2.3","25.8","2.3","12.1","1.6","4.6","0.9","2.5","0.7","473481","9325","74.0","1.6","4.7","0.6","3.5","0.7","2.8","0.4","0.2","0.1","10.2","1.4","4.6","0.7","38.6","1.3","49.0","1.4","26.0","(X)","26.7","(X)","20.8","(X)","52831","1579","52974","1953","10170","1906","16319","534","9149","1004","2543","585","22799","1234","63132","2502","37590","3329","50698","4432","95235","30.6","5137","56319","7940","98073","9128","67783","8134","697","25089","868","18695","2805","12221","2160","21460","3951","N","N","12189","1427","11739","2379","15067","951","29406","1203","(X)","(X)","(X)","(X)","(X)","(X)","22281"
"9700000US0503060","Bentonville Public Schools, Arkansas","30645","1537","82.1","2.8","22.9","3.0","3.1","2.0","1.2","0.6","0.4","11.7","2.3","23265","1496","12.3","2.2","38.6","5.1","36.0","4.7","7.2","2.6","5.9","2.0","0.0","0.7","85631","3760","87.8","2.0","0.8","0.7","1.0","0.8","6.4","1.4","0.0","0.2","2.0","1.5","2.0","1.2","8.0","3.1","81.5","3.3","26.7","(X)","25.1","(X)","19.9","(X)","89081","6199","93709","7108","13425","5372","17593","1560","9795","3410","6379","4834","23098","4070","99417","7651","49790","10968","94407","11769","120444","26.7","12811","101008","45329","105588","11846","-","**","2529","32580","2662","28553","17460","19902","17528","40732","8562","N","N","19050","7146","16624","13729","14226","4887","34000","2624","(X)","(X)","(X)","(X)","(X)","(X)","32349"
"9700000US0504590","Conway Public Schools, Arkansas","26989","1312","81.9","3.7","14.4","3.4","3.8","3.6","2.1","2.8","1.4","12.4","3.1","16437","1297","N","N","N","N","N","N","N","N","N","N","N","N","75670","2007","77.1","2.5","16.4","0.9","0.2","0.3","1.5","0.7","0.0","0.2","2.9","2.4","2.0","1.0","6.0","0.6","73.9","1.2","29.1","(X)","29.5","(X)","24.1","(X)","59301","4090","60385","4922","11267","8095","17650","1765","8418","2024","6131","1387","20436","4357","72473","6389","N","N","N","N","N","25.0","N","N","N","N","N","N","N","1457","25241","1921","12397","1842","N","N","13251","6519","N","N","13832","8254","12997","8872","15876","3603","25552","1919","(X)","(X)","(X)","(X)","(X)","(X)","22360"
"9700000US0506120","Fayetteville School District, Arkansas","31676","2168","84.6","3.5","16.4","3.7","3.4","3.5","1.7","2.0","1.5","6.7","2.2","15378","1554","N","N","N","N","N","N","N","N","N","N","N","N","80825","3086","79.5","3.2","10.9","2.3","0.7","0.4","2.8","1.4","0.0","0.2","3.0","1.6","3.1","1.4","6.6","3.0","75.8","3.9","17.9","(X)","20.5","(X)","20.4","(X)","64891","7858","64916","8748","21863","11131","17859","1788","7708","1698","5333","1910","28740","11798","94330","12831","N","N","N","N","N","18.8","N","N","N","N","N","N","N","3037","28587","3584","7544","1970","16347","12397","25022","15288","N","N","15374","7869","17531","10432","12117","4681","29554","3494","(X)","(X)","(X)","(X)","(X)","(X)","25369"
"9700000US0506330","Fort Smith Public Schools, Arkansas","35311","1361","72.3","4.2","18.5","3.2","3.3","9.5","3.0","2.4","1.6","13.0","2.7","22140","1574","17.0","4.2","41.1","5.4","26.8","5.6","8.5","3.3","5.2","2.5","1.4","1.0","89505","2380","78.5","1.5","8.6","1.1","0.8","0.4","5.5","1.3","0.0","0.2","1.1","0.9","5.4","1.5","18.1","0.7","62.0","1.4","22.6","(X)","24.4","(X)","18.8","(X)","53491","6782","53506","5772","26486","16192","16521","1181","9025","878","N","N","17144","3100","61384","9724","31844","8828","46547","9087","91597","29.0","28933","68676","23561","105696","35059","66732","22039","2664","23613","3368","13371","5292","23043","9590","17459","4740","N","N","9231","3454","14005","4780","7927","1588","27814","4164","(X)","(X)","(X)","(X)","(X)","(X)","21706"
"9700000US0509000","Little Rock School District, Arkansas","70161","2695","77.8","2.7","17.7","1.8","2.3","3.9","0.9","3.2","0.8","14.8","1.9","38804","2219","13.8","3.1","38.5","4.2","28.9","4.1","10.4","2.4","5.7","1.7","2.6","1.5","178007","3074","49.4","2.7","44.2","2.4","0.4","0.2","2.3","0.7","0.1","0.2","1.4","1.1","2.3","0.9","5.9","1.7","45.5","2.7","24.4","(X)","28.9","(X)","20.8","(X)","65021","4443","66675","4495","20513","10143","16909","991","7390","969","3040","1807","22667","2324","85083","6944","43796","26591","76189","9236","114773","29.4","12426","67802","12591","137650","23206","58448","18060","1837","38579","3175","16034","1437","N","N","27103","8819","N","N","9758","4824","9721","3214","12312","2987","40874","3478","(X)","(X)","(X)","(X)","(X)","(X)","27199"
"9700000US0511850","Pulaski County Special School District, Arkansas","57876","3066","78.1","2.7","16.0","2.0","2.8","5.7","1.4","1.1","0.7","15.7","2.1","39080","2535","17.1","3.1","30.5","3.8","34.5","4.0","8.1","2.5","8.6","2.6","1.2","0.7","161415","5179","71.7","2.7","22.1","2.8","0.1","0.2","2.1","0.9","0.0","0.1","1.2","0.8","2.7","1.1","5.5","1.9","67.7","2.6","37.6","(X)","37.8","(X)","31.1","(X)","72959","5541","76224","6473","10406","3499","17898","964","9120","1275","N","N","24430","4232","86713","8300","41446","8193","81941","18229","107710","30.9","8936","75759","20456","113349","16848","137374","60327","1836","30284","2392","20040","2520","N","N","34076","16747","N","N","13746","7329","15909","8451","11964","3284","31380","2409","(X)","(X)","(X)","(X)","(X)","(X)","27476"
"9700000US0511970","Rogers Public Schools, Arkansas","29131","1749","82.9","3.1","23.5","3.1","3.3","2.9","1.1","1.3","0.7","13.3","2.4","21324","1693","10.3","2.9","37.5","4.8","32.4","4.3","9.2","2.9","8.2","2.7","2.3","1.4","86207","4059","89.3","2.6","1.8","0.8","0.6","0.3","2.7","1.3","0.0","0.2","2.9","1.6","2.7","1.2","25.7","3.2","67.6","3.4","29.9","(X)","30.5","(X)","24.4","(X)","71778","6680","71842","7580","12069","4416","18280","1515","11154","4135","7589","5298","23772","5509","80261","9381","51860","10891","62111","18625","99588","26.1","10499","98744","49479","104190","20714","71854","19711","2531","26155","2819","28699","13883","N","N","28669","15370","N","N","14152","2927","3907","2317","10931","2034","31189","3546","(X)","(X)","(X)","(X)","(X)","(X)","25269"
"9700000US0512660","Springdale School District, Arkansas","34823","2083","81.8","3.2","14.7","2.9","3.5","3.7","1.9","2.2","1.5","11.1","2.0","23939","1710","12.5","3.4","33.4","5.6","31.1","5.8","12.3","3.8","6.6","2.7","4.1","2.6","97231","4303","66.6","4.1","2.6","1.3","1.4","0.8","2.1","1.2","0.3","0.5","24.0","3.8","3.0","2.1","31.1","3.1","59.2","3.8","19.4","(X)","17.3","(X)","14.8","(X)","57097","4040","57121","4751","13382","5028","16506","1495","14426","3611","4064","1238","21527","4696","64613","4966","44517","9274","52809","9001","80663","27.2","8866","54274","12669","85658","13031","97394","40105","1534","25945","1901","30109","16628","15880","6333","15299","8092","N","N","9031","1506","7942","4111","12300","3040","26336","1865","(X)","(X)","(X)","(X)","(X)","(X)","21065"
"9700000US0600014","Hesperia Unified School District, California","28093","1736","78.6","4.2","7.6","2.0","3.8","10.3","3.3","2.5","1.0","11.2","2.6","23429","1623","17.7","4.4","38.6","4.6","24.5","5.1","10.7","3.4","6.6","3.9","1.9","1.5","101765","3491","83.8","3.3","4.8","2.5","0.5","0.4","0.8","0.6","0.1","0.2","6.1","1.7","4.0","1.5","51.6","5.6","40.7","5.6","31.4","(X)","32.4","(X)","21.8","(X)","59356","4971","61960","5804","11137","6779","18867","2483","11736","2439","4839","1207","32061","11074","64083","5689","34584","11100","43021","5351","100710","21.0","12002","61865","12472","130164","36804","76519","22645","1534","18057","1693","12078","5808","19279","9921","21543","14736","N","N","15615","3163","6713","2598","13238","1656","23142","3158","(X)","(X)","(X)","(X)","(X)","(X)","17222"
