"GEO_ID","NAME","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015E","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004E","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E"
"9700000US4111670","Springfield School District 19, Oregon","3.1","18066","1282","19.2","4.4","34.1","5.2","27.5","4.8","9.9","2.6","6.6","3.1","2.7","2.2","75516","2430","90.5","2.2","0.3","0.4","2.0","1.4","1.6","1.0","0.1","0.2","0.5","0.5","4.8","1.7","9.1","3.3","82.7","3.7","25.3","(X)","27.2","(X)","18.6","(X)","53320","4053","52933","4191","12961","8435","17207","1283","10704","2347","2159","602","26078","12119","64093","6014","37372","6377","49762","8574","93840","12413","50746","7319","104182","24485","82464","11484","22072","1700","23047","1915","3060","1947","17748","6693","12970","5794","N","N","N","N","12311","3657","13966","3997","23810","1957","(X)","(X)","(X)","(X)","(X)","(X)","30338","1469","74.1","3.6","18.3","2.9","33.0","4.2","5.5","1.8","5.8","2.2","15.0"
"9700000US4112240","Tigard-Tualatin School District 23J, Oregon","3.4","19967","1590","11.1","3.8","33.6","5.5","36.6","5.3","5.8","2.6","10.4","3.4","2.5","1.7","76298","3822","88.3","3.4","1.3","0.8","0.9","0.7","4.6","2.5","0.0","0.2","1.0","1.0","3.8","1.8","9.3","2.9","80.7","3.6","19.1","(X)","19.4","(X)","16.1","(X)","87737","9333","84251","6725","27768","24420","19532","1637","8123","1258","2152","879","26682","4658","108224","14734","49222","10406","95772","16225","138326","33117","79346","19152","132793","52566","61977","21740","37072","3892","39695","4522","23959","14393","14395","12544","21616","9218","N","N","9199","9195","12607","7167","16137","3159","41932","4927","(X)","(X)","(X)","(X)","(X)","(X)","31416","1772","79.0","3.2","30.3","3.9","32.1","4.0","2.5","1.1","3.5","1.6","18.6"
"9700000US4202280","Allentown City School District, Pennsylvania","2.1","25455","1429","15.9","3.5","32.6","4.3","22.4","4.4","16.6","3.7","8.6","3.2","4.0","2.0","119105","26","53.5","3.8","14.6","2.0","0.5","0.2","2.2","1.3","0.0","0.1","25.0","3.9","4.1","1.3","48.8","2.5","35.4","2.7","47.1","(X)","49.7","(X)","39.9","(X)","50265","3184","50699","3150","19694","15745","15750","1205","8643","1159","1866","573","18006","3359","56823","4773","41077","17704","42387","7245","78748","8287","48148","7859","98877","16147","60435","17083","17893","1208","21338","2021","13264","2517","21085","9579","42309","27441","N","N","12101","2128","11153","3279","11571","1219","26982","2461","(X)","(X)","(X)","(X)","(X)","(X)","40275","1748","74.2","2.8","11.1","1.8","32.0","2.9","12.1","2.3","5.3","1.7","15.7"
"9700000US4203570","Bethlehem Area School District, Pennsylvania","2.2","29569","1624","15.8","3.0","28.0","3.2","26.3","3.2","11.5","3.1","14.2","3.3","4.3","2.0","126435","4223","79.7","2.6","7.6","1.9","0.3","0.3","2.3","0.6","0.0","0.1","4.2","1.4","5.8","1.4","21.7","2.3","65.8","2.5","26.2","(X)","25.6","(X)","21.1","(X)","74392","5338","79231","6150","14295","4833","17418","1017","11145","1478","3507","646","15806","2076","86444","5101","45028","10397","68815","9953","119927","10017","71337","10515","120683","10935","75655","18858","28474","1991","30766","1969","23821","16846","N","N","24198","7511","N","N","20526","6129","11232","3718","17618","2357","33166","2196","(X)","(X)","(X)","(X)","(X)","(X)","47171","1636","75.3","2.8","20.4","2.2","35.1","2.8","7.5","2.0","8.7","2.1","20.1"
"9700000US4205310","Central Bucks School District, Pennsylvania","2.5","29967","1556","11.0","2.1","28.5","3.5","39.6","4.0","4.5","1.4","13.0","2.5","3.3","2.0","116441","4856","91.2","1.9","1.9","0.9","0.0","0.1","5.5","1.6","0.0","0.1","0.2","0.2","1.2","0.5","3.2","1.3","88.2","2.3","27.7","(X)","28.1","(X)","22.3","(X)","124689","6875","127453","7692","16240","4127","21090","1199","7447","3324","3550","2094","35921","5802","141682","7990","91592","20703","113642","14245","175534","16295","102610","16196","160100","14806","125320","30920","45215","2484","46388","2628","22710","9570","N","N","41747","6868","N","N","N","N","8364","6980","26152","9925","47164","2772","(X)","(X)","(X)","(X)","(X)","(X)","41146","1633","80.9","2.5","37.1","3.4","30.9","2.8","1.5","0.9","1.6","0.8","21.3"
"9700000US4205400","Central Dauphin School District, Pennsylvania","2.8","25216","1431","12.1","3.4","34.5","5.0","32.2","4.8","7.5","2.4","9.7","2.8","4.1","2.3","91901","2307","80.9","2.6","10.7","2.3","0.0","0.1","3.8","1.5","0.0","0.1","1.8","0.9","2.8","1.1","5.9","1.8","77.5","2.9","33.8","(X)","31.6","(X)","28.1","(X)","78952","5679","75482","5613","14383","5142","20241","1653","10241","2263","N","N","27591","3627","90167","6809","50418","14313","77752","14791","108268","8551","82588","22032","135749","23819","74967","24750","32823","2460","35764","2767","24646","7084","N","N","23943","15309","N","N","13574","6522","3509","2643","22923","7444","36291","2809","(X)","(X)","(X)","(X)","(X)","(X)","38418","1491","81.9","2.7","27.4","2.9","28.9","3.1","3.4","1.6","1.8","1.5","20.8"
"9700000US4205550","Chambersburg Area School District, Pennsylvania","3.8","16982","1603","18.3","3.5","35.0","5.9","27.2","5.3","4.6","1.8","12.1","4.3","2.8","2.2","65542","3864","N","N","N","N","N","N","N","N","N","N","N","N","N","N","7.5","2.1","83.6","2.7","27.0","(X)","29.2","(X)","21.0","(X)","61377","4413","60067","5511","15641","4863","17408","1281","10555","2164","N","N","19632","2854","72779","5837","56076","9401","54559","12352","91247","7892","69765","23213","93334","10676","145949","53833","25506","1670","N","N","N","N","N","N","N","N","N","N","N","N","N","N","27247","13321","26772","1571","(X)","(X)","(X)","(X)","(X)","(X)","26170","1493","75.7","3.8","21.1","3.6","35.6","4.3","3.6","1.4","2.5","1.3","25.1"
"9700000US4206240","Coatesville Area School District, Pennsylvania","3.3","15863","1641","8.5","2.5","36.8","6.5","34.5","5.5","7.6","2.9","8.1","3.2","4.6","2.6","65628","5711","75.7","3.7","17.8","3.4","0.2","0.4","1.6","1.5","0.0","0.1","2.9","2.6","1.8","0.8","9.0","3.4","70.0","4.3","28.7","(X)","28.2","(X)","24.8","(X)","83881","6221","81348","6694","15607","8777","19725","1615","8835","1903","3856","1358","21991","4831","94812","9044","46359","11400","59002","11819","133112","17949","86998","19914","142027","20659","112960","17612","31871","2847","34338","3239","20674","4559","N","N","60605","27430","N","N","23127","13227","N","N","15967","4368","36009","3570","(X)","(X)","(X)","(X)","(X)","(X)","24364","1486","84.7","2.7","26.3","3.9","28.0","3.5","5.7","2.1","4.5","2.7","16.9"
"9700000US4206960","Council Rock School District, Pennsylvania","3.3","20621","1110","11.4","2.2","26.3","4.2","37.6","3.7","8.4","2.9","14.3","3.2","2.1","1.2","73750","3165","92.1","2.6","0.6","0.4","0.0","0.1","6.0","2.4","0.0","0.2","0.0","0.1","1.3","0.7","1.0","0.7","91.1","2.6","26.9","(X)","28.5","(X)","21.6","(X)","151254","10808","154613","13079","18620","4623","21976","1541","8403","3257","N","N","33767","5189","169667","13402","77231","14491","171092","38405","190255","18293","116510","21052","219689","41852","155495","29402","54269","3644","54446","3738","63615","27433","N","N","57628","28921","N","N","N","N","24534","13738","59023","28430","54397","3747","(X)","(X)","(X)","(X)","(X)","(X)","26129","1145","83.0","2.6","39.0","3.4","30.9","2.8","2.2","1.2","0.8","0.6","22.1"
"9700000US4207710","Downingtown Area School District, Pennsylvania","2.9","18864","1206","6.4","1.9","26.9","3.9","42.8","4.7","8.0","2.6","12.6","3.1","3.2","1.5","72962","4199","85.5","3.4","3.7","2.0","0.0","0.2","7.5","2.5","0.0","0.2","1.2","1.4","2.1","1.0","3.3","1.5","84.2","3.3","23.3","(X)","23.9","(X)","18.0","(X)","134592","8610","135117","8759","18882","7689","21530","2201","10157","3616","N","N","20933","3278","155696","11229","94596","51517","135448","29700","178411","14104","104074","20051","194187","44585","121426","39652","47534","3081","50050","3386","32022","4885","N","N","39914","10125","N","N","N","N","21879","17409","18347","8397","50385","3420","(X)","(X)","(X)","(X)","(X)","(X)","25342","1216","87.4","2.6","42.4","4.4","20.4","3.6","2.6","1.4","0.7","0.7","15.1"
"9700000US4208850","Easton Area School District, Pennsylvania","4.0","16475","1262","N","N","N","N","N","N","N","N","N","N","N","N","65211","3709","75.9","3.3","11.5","2.7","0.4","0.5","6.0","1.9","0.1","0.2","1.6","0.9","4.6","2.0","13.5","3.5","66.7","4.0","25.6","(X)","24.3","(X)","22.8","(X)","70170","4586","74308","5352","7625","2533","21706","1790","10056","1637","3746","1213","19965","3538","84118","5805","N","N","N","N","N","N","N","N","N","N","N","N","27142","1798","30266","2145","18624","3488","N","N","18731","5228","N","N","23073","10243","6710","2455","13186","2919","32577","2151","(X)","(X)","(X)","(X)","(X)","(X)","24287","1480","74.1","4.4","25.1","3.2","35.4","4.3","3.2","1.4","3.4","1.9","19.9"
"9700000US4209300","Erie City School District, Pennsylvania","2.4","22689","1394","20.3","3.7","37.9","4.0","20.8","3.8","12.8","3.5","4.8","1.8","3.4","1.8","99474","51","73.3","1.9","16.6","2.1","0.4","0.3","3.2","0.6","0.1","0.2","1.4","0.8","5.1","1.7","6.6","1.2","69.9","1.9","30.5","(X)","32.0","(X)","28.2","(X)","45591","3988","48185","4869","5435","2411","15657","1118","9308","987","2606","830","16777","3412","54302","6354","25930","4455","42438","4957","76766","8207","58234","16889","147261","84668","71596","17342","19290","1607","21420","1582","16946","6441","12712","4485","10029","3359","N","N","11624","6570","4636","1942","7952","2081","22033","1626","(X)","(X)","(X)","(X)","(X)","(X)","40433","1457","72.2","2.7","15.0","2.1","31.4","2.5","11.5","2.2","5.4","1.4","16.7"
"9700000US4211700","Hazleton Area School District, Pennsylvania","2.6","18470","1398","21.5","4.7","30.5","4.3","24.5","4.7","11.6","3.6","7.9","2.8","4.1","2.0","75438","4645","82.1","4.3","6.9","2.9","0.4","0.6","0.3","0.3","0.0","0.2","8.1","3.0","2.3","1.3","N","N","N","N","31.0","(X)","33.1","(X)","27.9","(X)","53593","3618","57814","4708","9079","3377","17435","936","9492","1156","1188","443","15614","2994","62641","5082","27850","5279","54022","8563","87084","9063","66003","14618","102600","15809","76725","26346","21596","1391","24044","1721","9640","4074","N","N","N","N","N","N","11047","2990","9536","6684","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","28087","1538","69.0","3.6","18.1","2.7","41.6","4.1","4.9","1.9","3.1","1.2","20.6"
"9700000US4213140","Lancaster School District, Pennsylvania","2.5","15787","1268","16.9","4.2","39.3","7.0","24.8","5.7","9.8","4.0","6.0","3.1","3.3","2.1","75803","3190","58.4","4.7","16.7","2.7","0.2","0.3","1.7","1.2","0.0","0.2","19.4","4.9","3.6","1.5","41.0","3.1","42.2","3.6","37.3","(X)","36.1","(X)","30.3","(X)","56379","5629","58566","6613","31259","22705","14925","1196","9575","1653","1450","616","16678","4067","67158","8087","37850","12545","46527","9953","104309","21002","72617","14584","107756","22713","94123","43071","21353","1943","26923","2394","19071","7038","N","N","14976","9738","N","N","8725","1767","13393","7351","12081","1688","31273","3188","(X)","(X)","(X)","(X)","(X)","(X)","27685","1681","76.5","4.0","10.8","2.2","27.0","3.5","12.4","3.2","3.8","1.6","12.4"
"9700000US4216410","Neshaminy School District, Pennsylvania","3.3","18780","1093","N","N","N","N","N","N","N","N","N","N","N","N","70023","2582","88.4","2.5","3.4","1.6","0.4","0.6","6.4","1.9","0.0","0.2","0.0","0.1","1.4","0.7","4.9","2.3","84.2","3.0","26.9","(X)","25.0","(X)","17.9","(X)","117920","23253","105006","16849","N","N","20868","1391","7670","2390","4723","1973","21849","4109","137530","29253","N","N","N","N","N","N","N","N","N","N","N","N","43667","9425","41867","9601","12406","5561","N","N","90138","70095","N","N","N","N","21234","16711","19957","7880","43012","10092","(X)","(X)","(X)","(X)","(X)","(X)","24927","1206","83.9","3.1","27.1","4.0","33.1","4.2","4.1","2.1","1.9","1.4","25.0"
"9700000US4216980","Norristown Area School District, Pennsylvania","3.8","15364","1297","10.2","3.4","33.4","7.2","32.6","5.6","13.5","4.5","7.1","3.3","3.0","2.6","65390","3396","66.1","4.2","23.7","4.4","0.0","0.2","3.0","1.4","0.0","0.2","4.2","2.3","3.0","1.5","15.3","3.4","55.6","4.3","31.9","(X)","31.0","(X)","24.4","(X)","67923","4490","67267","4883","9120","4075","17898","1690","9131","1805","1955","1065","20118","4182","77297","5996","36651","10346","56152","8523","99779","9101","64481","10589","139137","26166","116941","18977","27997","1942","31922","2656","22287","2738","N","N","27916","9989","N","N","9205","5618","13330","12156","13934","3096","34978","2624","(X)","(X)","(X)","(X)","(X)","(X)","26192","1701","82.1","3.6","19.2","3.5","32.0","4.5","7.9","2.9","4.4","1.6","17.2"
"9700000US4217280","North Penn School District, Pennsylvania","2.6","26079","1459","11.2","2.0","24.3","3.6","37.0","3.6","8.9","2.8","14.3","3.2","4.4","2.1","101269","4877","75.4","4.1","4.6","1.6","0.1","0.1","14.7","3.2","0.0","0.1","2.4","1.6","2.8","1.2","3.6","1.6","74.1","4.0","28.1","(X)","27.4","(X)","22.7","(X)","95074","4647","100563","5547","10338","2152","19898","1410","10984","2890","3459","2242","19908","4005","113550","6156","57744","10489","81788","12727","134233","9266","90811","19638","165791","16546","132114","56894","37159","2177","41339","2296","29753","7926","N","N","25456","4866","N","N","16972","10708","16058","6679","15264","5751","41847","2332","(X)","(X)","(X)","(X)","(X)","(X)","38455","1556","80.5","2.4","31.2","2.9","31.8","2.8","3.0","1.0","1.2","0.8","16.1"
"9700000US4218840","Pennsbury School District, Pennsylvania","3.6","18089","1229","10.1","2.6","27.7","5.0","36.8","5.3","6.8","2.2","15.7","3.5","2.9","1.6","71462","784","85.9","4.1","5.0","1.8","0.0","0.2","3.6","1.4","0.0","0.2","3.4","3.5","2.2","1.1","3.0","1.7","84.7","4.2","28.7","(X)","32.7","(X)","23.6","(X)","107894","7467","106922","7943","17676","5721","23017","1573","9021","2079","3203","1203","25174","5398","127842","8727","73439","19095","90827","11081","145471","16234","159424","61222","181979","17948","79937","13943","41708","2896","43215","3220","24915","6794","N","N","53762","21068","N","N","N","N","13485","9317","23323","5833","43450","3257","(X)","(X)","(X)","(X)","(X)","(X)","26777","1345","82.2","3.0","32.9","3.6","31.6","4.1","3.5","1.6","3.4","1.8","22.3"
"9700000US4218990","Philadelphia City School District, Pennsylvania","0.5","308842","6961","19.8","1.1","38.4","1.3","21.1","1.1","12.2","1.0","5.2","0.6","3.3","0.6","1560297","*****","42.6","0.5","42.3","0.4","0.5","0.2","7.0","0.1","0.1","0.1","4.7","0.6","2.8","0.4","13.6","*****","35.7","0.1","40.7","(X)","42.5","(X)","34.4","(X)","57306","1466","63524","1604","13895","2703","14830","299","9517","414","2879","225","21784","2738","68121","1994","30049","3483","51735","2753","117499","5970","64680","3849","126216","10455","91375","10804","23302","601","31536","1016","17307","725","14626","4718","21262","2039","36037","29551","11799","1501","14434","1740","13720","956","34695","1222","(X)","(X)","(X)","(X)","(X)","(X)","577862","5809","72.1","0.8","13.4","0.6","28.4","0.7","10.7","0.6","8.0","0.6","14.6"
"9700000US4219170","Pittsburgh School District, Pennsylvania","1.4","60076","2185","16.5","1.8","36.7","2.5","25.9","2.4","11.5","1.6","6.3","1.4","3.2","0.9","308158","1203","66.8","1.7","23.8","1.4","0.2","0.1","5.6","0.9","0.0","0.1","0.8","0.5","2.8","0.5","3.0","0.5","64.9","1.6","28.0","(X)","29.9","(X)","24.9","(X)","60857","2625","63639","2860","15853","4217","15860","570","9319","754","2087","628","20694","3052","78998","4230","32453","7237","71110","8742","108358","8190","79690","13270","111543","14307","105720","23681","27425","1138","31741","1483","18132","2411","8903","4607","24335","4929","N","N","22602","15859","12618","3083","16907","3275","32128","1520","(X)","(X)","(X)","(X)","(X)","(X)","132316","3304","75.4","1.4","20.4","1.2","29.1","1.8","7.9","0.9","3.5","0.7","15.0"
"9700000US4219500","Pocono Mountain School District, Pennsylvania","4.5","15336","1688","N","N","N","N","N","N","N","N","N","N","N","N","66373","6298","73.6","4.3","18.3","4.2","0.6","0.5","0.7","1.0","0.0","0.2","5.0","2.6","1.9","1.4","16.7","4.6","63.3","5.2","37.6","(X)","40.9","(X)","26.0","(X)","64869","6673","66689","8186","5594","3653","20286","1479","9279","1499","1340","1006","22939","4876","70974","7858","N","N","N","N","N","N","N","N","N","N","N","N","21991","2466","22211","2709","19645","5623","36155","43179","N","N","N","N","24766","10317","24887","10773","22395","9520","22486","2143","(X)","(X)","(X)","(X)","(X)","(X)","20533","1846","75.0","5.1","13.0","3.7","36.2","4.8","6.5","3.2","2.0","1.5","22.7"
"9700000US4220040","Reading School District, Pennsylvania","2.5","19583","1190","21.2","4.8","39.2","5.4","12.6","3.7","15.5","3.8","7.1","2.6","4.4","2.2","87809","31","47.1","4.3","12.2","2.4","2.9","1.4","0.4","0.3","0.0","0.1","8.4","2.8","29.1","4.9","60.9","3.2","24.9","3.1","40.7","(X)","42.1","(X)","30.8","(X)","37164","2620","40350","3372","6497","5624","12614","887","7878","1081","2413","604","11755","1713","40363","3477","19450","4322","35527","5899","43234","10736","49373","7035","81741","12630","76637","22458","13316","951","16193","1497","13180","2720","11767","5440","N","N","N","N","13065","2678","8953","1509","10362","1217","20869","1827","(X)","(X)","(X)","(X)","(X)","(X)","29942","1687","70.3","4.5","8.4","2.3","34.5","3.6","20.0","3.7","7.5","2.3","12.2"
"9700000US4221090","Scranton School District, Pennsylvania","2.9","16158","1022","21.5","4.7","31.4","4.7","28.7","5.0","8.0","2.8","5.4","1.7","5.1","2.2","75278","25","86.1","1.7","7.9","1.2","0.1","0.2","3.8","0.9","0.0","0.1","1.0","0.8","1.0","0.7","11.4","2.3","76.2","2.6","33.5","(X)","33.0","(X)","26.4","(X)","49313","2820","53789","4081","5777","1607","16268","991","8024","1073","2411","999","16743","3286","59967","4250","27866","4536","51240","6751","83367","8827","69955","16140","100507","17514","58374","13624","19291","1007","20465","1238","11562","3803","N","N","11718","1955","N","N","16487","4499","12302","7162","9893","2348","21933","1368","(X)","(X)","(X)","(X)","(X)","(X)","27886","1350","68.1","3.8","18.8","3.0","40.0","3.1","10.4","2.7","4.0","1.4","16.6"
"9700000US4222770","State College Area School District, Pennsylvania","2.6","16092","1243","N","N","N","N","N","N","N","N","N","N","N","N","94745","2559","82.4","1.5","5.5","1.2","0.3","0.4","9.1","1.0","0.0","0.1","0.4","0.4","2.3","1.3","4.3","0.3","80.0","1.2","27.8","(X)","22.3","(X)","31.9","(X)","68036","4575","70583","4979","10212","3037","18701","1882","9534","4622","N","N","30063","5274","100858","9204","N","N","N","N","N","N","N","N","N","N","N","N","25248","1856","26812","1932","24728","11338","N","N","17785","6898","N","N","N","N","N","N","14727","7172","27218","2015","(X)","(X)","(X)","(X)","(X)","(X)","33525","1593","78.4","3.7","31.5","4.0","18.6","2.7","3.2","2.0","1.5","1.4","14.3"
"9700000US4224320","Upper Darby School District, Pennsylvania","2.7","21513","1372","14.1","3.5","30.5","4.8","27.9","4.7","14.8","3.5","9.2","2.7","3.6","2.2","90403","2752","58.9","3.8","26.9","3.9","0.2","0.2","10.4","2.2","0.0","0.1","1.9","1.3","1.7","0.9","8.4","2.4","53.0","3.6","27.8","(X)","31.4","(X)","24.4","(X)","64159","3669","68798","4706","5343","1980","17793","1411","10165","1525","2108","1322","18091","3271","76545","5754","32360","7277","56645","7607","96320","9865","76761","19506","129536","17888","129191","31350","25489","1629","29249","1876","21168","3589","N","N","18118","4643","N","N","23356","21222","13757","6591","13782","5533","31292","1908","(X)","(X)","(X)","(X)","(X)","(X)","34606","1607","79.5","3.1","17.1","2.9","23.8","2.9","8.2","2.8","3.6","1.5","14.8"
"9700000US4225290","West Chester Area School District, Pennsylvania","2.5","26045","1345","12.2","2.6","25.9","3.8","40.4","4.2","7.1","2.1","10.0","2.1","4.5","2.0","113703","5252","87.0","2.4","5.8","1.8","0.2","0.2","5.3","1.3","0.0","0.1","0.6","0.5","1.2","0.6","2.8","1.1","84.8","2.7","24.6","(X)","22.2","(X)","22.7","(X)","114778","8151","110753","8446","21895","11333","22540","1660","13169","3571","2088","1429","36632","10660","139969","10230","97670","41518","112932","11964","165562","20699","118348","32558","174116","20232","139091","43615","42887","2907","42420","2900","35145","24194","N","N","59047","14369","N","N","N","N","49656","45364","21821","6884","42953","2959","(X)","(X)","(X)","(X)","(X)","(X)","41408","1648","82.3","2.8","35.0","3.6","30.5","2.9","1.4","0.7","1.4","0.8","20.3"
"9700000US7200030","Puerto Rico Department of Education, Puerto Rico","0.5","867505","10682","37.8","0.6","36.3","0.8","13.5","0.6","8.0","0.4","2.6","0.3","1.8","0.2","3548397","*****","71.0","0.6","8.4","0.4","0.3","0.1","0.2","0.1","0.0","0.1","13.6","0.5","6.4","0.3","99.0","0.1","0.7","0.1","27.6","(X)","29.1","(X)","20.4","(X)","29976","555","36704","816","16277","3452","12176","143","9761","1377","2328","88","15460","931","33709","781","15762","656","32524","1038","66560","2763","47315","2904","78600","8874","63095","6189","11241","192","11747","255","11185","694","12278","4527","9357","2528","N","N","8821","380","10788","599","11182","190","18375","3171","(X)","(X)","(X)","(X)","(X)","(X)","1233490","9061","55.6","0.6","4.6","0.3","42.5","0.5","0.4","0.1","8.0","0.4","15.3"
"9700000US4400240","Cranston School District, Rhode Island","2.6","20233","1119","16.1","4.2","28.4","5.2","31.0","4.8","14.4","4.0","8.0","2.5","2.1","1.5","81029","36","82.1","3.8","5.9","2.6","0.2","0.2","7.1","2.7","0.0","0.2","2.5","1.4","2.2","1.1","9.1","2.9","75.5","4.4","32.6","(X)","34.2","(X)","25.8","(X)","72085","6239","76850","7507","11411","3749","18029","1235","10763","1687","4689","3529","20765","3115","83178","5964","42711","7639","60590","7563","113962","12262","70298","10386","136313","16988","131001","66624","29649","2362","31786","2857","23072","9218","7373","3631","20637","7333","N","N","19119","10291","11219","8571","21158","5439","32607","3011","(X)","(X)","(X)","(X)","(X)","(X)","31653","1719","73.9","3.5","24.4","3.8","34.8","3.4","6.9","2.7","3.3","1.7","20.0"
"9700000US4400840","Pawtucket School District, Rhode Island","2.2","17334","1023","14.9","3.5","36.0","4.1","20.9","4.0","15.7","3.7","8.9","2.6","3.6","2.5","71490","44","64.5","4.5","17.6","3.5","0.3","0.3","1.6","1.0","0.0","0.2","10.3","3.5","5.7","1.9","23.4","3.8","50.4","4.2","36.9","(X)","40.4","(X)","28.5","(X)","50625","4313","54431","5195","5019","1374","15402","1010","10154","1526","4367","1708","16817","5620","56534","5388","26476","7748","42673","10154","85784","9653","51915","7027","93796","13237","78157","21706","19318","1720","21185","1717","14493","2818","N","N","41019","17858","N","N","14112","3473","16922","13014","13542","2706","23024","1768","(X)","(X)","(X)","(X)","(X)","(X)","26336","1165","77.1","3.7","14.3","2.9","27.4","3.5","9.3","2.4","3.8","1.4","11.0"
"9700000US4400900","Providence School District, Rhode Island","1.5","35540","1966","14.0","2.6","37.3","4.1","25.2","3.9","13.3","3.1","6.1","1.8","4.1","1.8","179142","49","49.7","2.6","17.1","2.0","1.4","0.6","7.0","1.3","0.2","0.2","20.6","2.3","3.9","1.1","42.0","2.5","33.9","2.3","41.8","(X)","44.5","(X)","36.1","(X)","63133","6309","67956","6945","28287","9435","14598","981","8596","853","3904","1468","17522","4455","69231","5856","28264","8236","43388","7348","122665","19283","51828","7071","136101","41998","73124","19314","22847","2399","29867","4874","17817","3031","11435","8579","21486","6460","N","N","13160","1922","12774","3189","13277","1654","37347","5377","(X)","(X)","(X)","(X)","(X)","(X)","62020","2172","76.1","2.9","16.8","2.5","22.2","2.7","11.6","2.4","4.8","1.4","7.9"
"9700000US4401110","Warwick School District, Rhode Island","3.0","22097","1199","12.4","3.7","31.1","4.2","32.0","4.3","11.7","2.8","10.4","2.8","2.5","1.3","81964","19","91.7","2.0","1.5","0.7","0.4","0.4","3.3","0.8","0.0","0.2","1.8","1.4","1.3","0.6","4.3","1.5","89.5","2.0","29.3","(X)","27.9","(X)","22.1","(X)","79672","4817","76979","5962","12193","4356","17998","874","10193","1651","3801","3003","29237","7181","91853","6961","54621","15759","75407","6995","116672","18334","83004","17111","113014","10997","116747","26095","33367","2103","34442","2197","29354","11891","N","N","23482","8802","N","N","17803","5398","12870","9795","25039","9959","34501","2233","(X)","(X)","(X)","(X)","(X)","(X)","33887","1098","78.2","2.8","23.2","3.5","38.8","3.5","6.0","2.1","3.5","1.6","23.1"
"9700000US4500720","Aiken County School District, South Carolina","2.4","43947","2600","19.5","2.4","35.0","3.9","27.9","3.5","10.3","2.5","5.7","1.7","1.7","1.1","166974","853","69.7","0.9","24.9","0.8","0.4","0.2","1.0","0.1","0.0","0.1","2.3","1.0","1.7","0.6","5.4","0.2","66.9","0.3","40.7","(X)","39.6","(X)","32.2","(X)","64416","3763","63253","3760","24756","11328","19169","1049","8768","1367","N","N","20647","2661","74491","4782","54386","8303","64253","11063","101389","8453","57397","6216","109227","10217","62159","19149","26036","1441","30220","2005","16124","1480","40798","17338","34430","15252","N","N","14430","7963","6620","3962","16056","4910","30736","2095","(X)","(X)","(X)","(X)","(X)","(X)","64341","2219","73.0","2.5","18.7","2.4","36.3","2.4","4.3","1.3","1.2","0.7","24.9"
