"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Kansas","2017","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Kentucky","2013","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maine","2014","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maine","2015","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maine","2016","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maine","2013","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maine","2017","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maine","2013","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maine","2014","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maine","2017","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maine","2018","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maine","2013","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maine","2015","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maryland","2018","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maryland","2013","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Maryland","2018","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","15"
"Annual Survey of School System Finance","Massachusetts","2012","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","Massachusetts","2013","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","Massachusetts","2015","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","Michigan","2012","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Michigan","2014","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Michigan","2016","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Minnesota","2012","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","15"
"Annual Survey of School System Finance","Minnesota","2016","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","15"
"Annual Survey of School System Finance","Montana","2018","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","Nebraska","2014","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","15"
"Annual Survey of School System Finance","Nebraska","2015","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","15"
"Annual Survey of School System Finance","New York","2017","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","New York","2012","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","North Dakota","2014","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","15"
"Annual Survey of School System Finance","North Dakota","2015","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","15"
"Annual Survey of School System Finance","North Dakota","2018","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","15"
"Annual Survey of School System Finance","North Dakota","2015","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","15"
"Annual Survey of School System Finance","North Dakota","2016","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","15"
"Annual Survey of School System Finance","North Dakota","2017","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","15"
"Annual Survey of School System Finance","Ohio","2014","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","Ohio","2015","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","Ohio","2016","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","Pennsylvania","2017","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Vermont","2016","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Virginia","2014","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","Virginia","2012","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Virginia","2013","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Virginia","2014","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Virginia","2015","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Virginia","2016","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Virginia","2017","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Virginia","2018","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","Washington","2015","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","15"
"Annual Survey of School System Finance","West Virginia","2013","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","15"
"Annual Survey of School System Finance","West Virginia","2012","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","15"
"Annual Survey of School System Finance","Wisconsin","2012","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","Wyoming","2013","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","15"
"Annual Survey of School System Finance","Alaska","2017","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","16"
"Annual Survey of School System Finance","Arizona","2014","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","Arizona","2017","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","Arkansas","2015","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","California","2015","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","California","2012","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","California","2013","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","California","2016","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","Colorado","2017","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","Colorado","2018","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","Hawaii","2016","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","16"
"Annual Survey of School System Finance","Hawaii","2018","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","16"
"Annual Survey of School System Finance","Hawaii","2016","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","Hawaii","2014","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","Hawaii","2012","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","16"
"Annual Survey of School System Finance","Hawaii","2017","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","16"
"Annual Survey of School System Finance","Illinois","2012","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","Illinois","2012","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","Illinois","2013","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","Illinois","2014","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","Illinois","2016","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","16"
"Annual Survey of School System Finance","Indiana","2015","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","Indiana","2017","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","Indiana","2018","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","Kansas","2016","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","Maine","2013","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","16"
"Annual Survey of School System Finance","Maine","2017","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","16"
"Annual Survey of School System Finance","Maine","2012","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","16"
"Annual Survey of School System Finance","Maine","2014","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","16"
"Annual Survey of School System Finance","Maine","2015","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","16"
"Annual Survey of School System Finance","Maine","2016","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","16"
"Annual Survey of School System Finance","Maine","2015","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","Maine","2018","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","Maine","2014","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","16"
"Annual Survey of School System Finance","Massachusetts","2016","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","Massachusetts","2013","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","Minnesota","2012","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","Minnesota","2013","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","Minnesota","2014","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","Minnesota","2018","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","Missouri","2013","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","North Dakota","2013","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","16"
"Annual Survey of School System Finance","North Dakota","2015","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","North Dakota","2017","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","North Dakota","2013","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","North Dakota","2016","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","North Dakota","2017","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","16"
"Annual Survey of School System Finance","North Dakota","2012","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","North Dakota","2013","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","16"
"Annual Survey of School System Finance","North Dakota","2015","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","16"
"Annual Survey of School System Finance","North Dakota","2018","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","16"
"Annual Survey of School System Finance","Ohio","2012","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","Ohio","2013","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","Oregon","2015","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","16"
"Annual Survey of School System Finance","Oregon","2018","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","16"
"Annual Survey of School System Finance","Rhode Island","2018","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","South Dakota","2018","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","South Dakota","2014","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","South Dakota","2015","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","South Dakota","2016","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","Texas","2017","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","Texas","2018","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","West Virginia","2014","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","16"
"Annual Survey of School System Finance","West Virginia","2014","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","Wisconsin","2012","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","16"
"Annual Survey of School System Finance","Wisconsin","2016","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","Wisconsin","2012","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","16"
"Annual Survey of School System Finance","Wyoming","2014","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","Wyoming","2015","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","Wyoming","2017","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","16"
"Annual Survey of School System Finance","Alaska","2018","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","17"
"Annual Survey of School System Finance","Arkansas","2016","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Colorado","2018","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Delaware","2017","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Hawaii","2016","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","17"
"Annual Survey of School System Finance","Hawaii","2017","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","17"
"Annual Survey of School System Finance","Hawaii","2014","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","Hawaii","2013","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","Hawaii","2015","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","Hawaii","2014","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","17"
"Annual Survey of School System Finance","Hawaii","2015","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","17"
"Annual Survey of School System Finance","Indiana","2016","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Iowa","2012","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Louisiana","2016","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Maine","2012","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","17"
"Annual Survey of School System Finance","Maine","2018","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","17"
"Annual Survey of School System Finance","Maine","2016","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","Maine","2017","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","Maine","2012","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","17"
"Annual Survey of School System Finance","Maine","2016","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","17"
"Annual Survey of School System Finance","Maine","2017","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","17"
"Annual Survey of School System Finance","Maine","2018","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","17"
"Annual Survey of School System Finance","Massachusetts","2012","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Massachusetts","2014","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Massachusetts","2015","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Michigan","2015","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Minnesota","2015","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","Missouri","2012","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Missouri","2014","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Missouri","2015","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Nebraska","2012","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","17"
"Annual Survey of School System Finance","Nebraska","2013","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","17"
"Annual Survey of School System Finance","Nebraska","2014","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","17"
"Annual Survey of School System Finance","Nebraska","2015","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","17"
"Annual Survey of School System Finance","Nebraska","2016","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","Nebraska","2017","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","Nebraska","2018","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","New Mexico","2017","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","New Mexico","2018","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","North Dakota","2016","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","17"
"Annual Survey of School System Finance","North Dakota","2017","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","17"
"Annual Survey of School System Finance","North Dakota","2012","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","North Dakota","2013","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","North Dakota","2012","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","North Dakota","2014","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","North Dakota","2018","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","17"
"Annual Survey of School System Finance","Ohio","2013","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","17"
"Annual Survey of School System Finance","Oregon","2014","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","17"
"Annual Survey of School System Finance","Oregon","2013","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Oregon","2014","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Oregon","2015","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Oregon","2016","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Pennsylvania","2013","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","South Dakota","2013","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Texas","2016","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Vermont","2012","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Vermont","2014","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Vermont","2017","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Virginia","2012","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Washington","2017","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Washington","2018","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Washington","2013","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","West Virginia","2015","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","17"
"Annual Survey of School System Finance","Wisconsin","2013","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","17"
"Annual Survey of School System Finance","Wisconsin","2013","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Wisconsin","2014","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Wisconsin","2015","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Wisconsin","2017","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Wisconsin","2018","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","17"
"Annual Survey of School System Finance","Wyoming","2018","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","17"
"Annual Survey of School System Finance","Arizona","2013","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","18"
"Annual Survey of School System Finance","Arizona","2016","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","18"
"Annual Survey of School System Finance","Arkansas","2012","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","18"
"Annual Survey of School System Finance","Arkansas","2014","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","18"
"Annual Survey of School System Finance","Colorado","2014","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","18"
"Annual Survey of School System Finance","Colorado","2016","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","18"
"Annual Survey of School System Finance","Delaware","2015","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","18"
"Annual Survey of School System Finance","Hawaii","2015","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","18"
"Annual Survey of School System Finance","Illinois","2012","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","18"
"Annual Survey of School System Finance","Illinois","2013","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","18"
