"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Texas","2015","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","18065818"
"Annual Survey of School System Finance","Texas","2016","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","18911657"
"Annual Survey of School System Finance","Texas","2017","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","18217548"
"Annual Survey of School System Finance","Texas","2018","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","18140558"
"Annual Survey of School System Finance","Texas","2012","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","1989862"
"Annual Survey of School System Finance","Texas","2013","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","1344166"
"Annual Survey of School System Finance","Texas","2014","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","1622134"
"Annual Survey of School System Finance","Texas","2015","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","1646773"
"Annual Survey of School System Finance","Texas","2016","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","1827565"
"Annual Survey of School System Finance","Texas","2017","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","1661812"
"Annual Survey of School System Finance","Texas","2018","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","1700477"
"Annual Survey of School System Finance","Texas","2012","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","1326469"
"Annual Survey of School System Finance","Texas","2013","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","1017469"
"Annual Survey of School System Finance","Texas","2014","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","1176454"
"Annual Survey of School System Finance","Texas","2015","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","1254838"
"Annual Survey of School System Finance","Texas","2016","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","1265077"
"Annual Survey of School System Finance","Texas","2017","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","1115350"
"Annual Survey of School System Finance","Texas","2018","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","1052452"
"Annual Survey of School System Finance","Texas","2012","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Texas","2013","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Texas","2014","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Texas","2015","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Texas","2016","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Texas","2017","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Texas","2018","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Texas","2012","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2013","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2014","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2015","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2016","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2017","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2018","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2012","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2013","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2014","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2015","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2016","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2017","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Texas","2018","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Utah","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2158049"
"Annual Survey of School System Finance","Utah","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2235917"
"Annual Survey of School System Finance","Utah","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2363055"
"Annual Survey of School System Finance","Utah","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2358651"
"Annual Survey of School System Finance","Utah","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2533573"
"Annual Survey of School System Finance","Utah","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2674551"
"Annual Survey of School System Finance","Utah","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2840781"
"Annual Survey of School System Finance","Utah","2012","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","37445"
"Annual Survey of School System Finance","Utah","2013","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","39223"
"Annual Survey of School System Finance","Utah","2014","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","40268"
"Annual Survey of School System Finance","Utah","2015","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","41019"
"Annual Survey of School System Finance","Utah","2016","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","49808"
"Annual Survey of School System Finance","Utah","2017","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","47094"
"Annual Survey of School System Finance","Utah","2018","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","64143"
"Annual Survey of School System Finance","Utah","2012","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1253205"
"Annual Survey of School System Finance","Utah","2013","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1304024"
"Annual Survey of School System Finance","Utah","2014","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1374097"
"Annual Survey of School System Finance","Utah","2015","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1438792"
"Annual Survey of School System Finance","Utah","2016","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1462736"
"Annual Survey of School System Finance","Utah","2017","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1517489"
"Annual Survey of School System Finance","Utah","2018","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1607008"
"Annual Survey of School System Finance","Utah","2012","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Utah","2013","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Utah","2014","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Utah","2015","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Utah","2016","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Utah","2017","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Utah","2018","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Utah","2012","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","522364"
"Annual Survey of School System Finance","Utah","2013","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","537609"
"Annual Survey of School System Finance","Utah","2014","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","579685"
"Annual Survey of School System Finance","Utah","2015","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","495836"
"Annual Survey of School System Finance","Utah","2016","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","605736"
"Annual Survey of School System Finance","Utah","2017","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","655682"
"Annual Survey of School System Finance","Utah","2018","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","687934"
"Annual Survey of School System Finance","Utah","2012","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","212259"
"Annual Survey of School System Finance","Utah","2013","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","215483"
"Annual Survey of School System Finance","Utah","2014","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","223871"
"Annual Survey of School System Finance","Utah","2015","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","235045"
"Annual Survey of School System Finance","Utah","2016","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","261541"
"Annual Survey of School System Finance","Utah","2017","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","290684"
"Annual Survey of School System Finance","Utah","2018","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","311229"
"Annual Survey of School System Finance","Utah","2012","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","62787"
"Annual Survey of School System Finance","Utah","2013","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","63334"
"Annual Survey of School System Finance","Utah","2014","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","66003"
"Annual Survey of School System Finance","Utah","2015","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","68309"
"Annual Survey of School System Finance","Utah","2016","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","72181"
"Annual Survey of School System Finance","Utah","2017","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","75359"
"Annual Survey of School System Finance","Utah","2018","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","80799"
"Annual Survey of School System Finance","Utah","2012","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","69989"
"Annual Survey of School System Finance","Utah","2013","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","76244"
"Annual Survey of School System Finance","Utah","2014","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","79131"
"Annual Survey of School System Finance","Utah","2015","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","79650"
"Annual Survey of School System Finance","Utah","2016","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","81571"
"Annual Survey of School System Finance","Utah","2017","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","88243"
"Annual Survey of School System Finance","Utah","2018","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","89668"
"Annual Survey of School System Finance","Vermont","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","1372320"
"Annual Survey of School System Finance","Vermont","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","1431621"
"Annual Survey of School System Finance","Vermont","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","1495453"
"Annual Survey of School System Finance","Vermont","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","1546600"
"Annual Survey of School System Finance","Vermont","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","1614518"
"Annual Survey of School System Finance","Vermont","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","1629689"
"Annual Survey of School System Finance","Vermont","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","1433434"
"Annual Survey of School System Finance","Vermont","2012","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Vermont","2013","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","44"
"Annual Survey of School System Finance","Vermont","2014","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Vermont","2015","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Vermont","2016","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Vermont","2017","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Vermont","2018","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Vermont","2012","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1120867"
"Annual Survey of School System Finance","Vermont","2013","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1153553"
"Annual Survey of School System Finance","Vermont","2014","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1203837"
"Annual Survey of School System Finance","Vermont","2015","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1238735"
"Annual Survey of School System Finance","Vermont","2016","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1280788"
"Annual Survey of School System Finance","Vermont","2017","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1284724"
"Annual Survey of School System Finance","Vermont","2018","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","1130017"
"Annual Survey of School System Finance","Vermont","2012","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","51101"
"Annual Survey of School System Finance","Vermont","2013","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","62928"
"Annual Survey of School System Finance","Vermont","2014","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","70713"
"Annual Survey of School System Finance","Vermont","2015","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","82756"
"Annual Survey of School System Finance","Vermont","2016","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","87814"
"Annual Survey of School System Finance","Vermont","2017","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","98901"
"Annual Survey of School System Finance","Vermont","2018","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","92677"
"Annual Survey of School System Finance","Vermont","2012","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","15567"
"Annual Survey of School System Finance","Vermont","2013","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","20542"
"Annual Survey of School System Finance","Vermont","2014","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","19897"
"Annual Survey of School System Finance","Vermont","2015","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","19400"
"Annual Survey of School System Finance","Vermont","2016","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","28214"
"Annual Survey of School System Finance","Vermont","2017","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","25601"
"Annual Survey of School System Finance","Vermont","2018","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","38393"
"Annual Survey of School System Finance","Vermont","2012","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","153596"
"Annual Survey of School System Finance","Vermont","2013","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","162299"
"Annual Survey of School System Finance","Vermont","2014","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","168151"
"Annual Survey of School System Finance","Vermont","2015","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","173297"
"Annual Survey of School System Finance","Vermont","2016","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","185011"
"Annual Survey of School System Finance","Vermont","2017","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","188774"
"Annual Survey of School System Finance","Vermont","2018","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","147005"
"Annual Survey of School System Finance","Vermont","2012","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","1184"
"Annual Survey of School System Finance","Vermont","2013","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","1355"
"Annual Survey of School System Finance","Vermont","2014","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","1357"
"Annual Survey of School System Finance","Vermont","2015","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","1391"
"Annual Survey of School System Finance","Vermont","2016","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","1455"
"Annual Survey of School System Finance","Vermont","2017","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","1263"
"Annual Survey of School System Finance","Vermont","2018","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","1315"
"Annual Survey of School System Finance","Vermont","2012","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","30005"
"Annual Survey of School System Finance","Vermont","2013","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","30900"
"Annual Survey of School System Finance","Vermont","2014","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","31498"
"Annual Survey of School System Finance","Vermont","2015","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","31021"
"Annual Survey of School System Finance","Vermont","2016","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","31236"
"Annual Survey of School System Finance","Vermont","2017","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","30426"
"Annual Survey of School System Finance","Vermont","2018","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","24027"
"Annual Survey of School System Finance","Virginia","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","5564504"
"Annual Survey of School System Finance","Virginia","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","5874323"
"Annual Survey of School System Finance","Virginia","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","5994897"
"Annual Survey of School System Finance","Virginia","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6240349"
"Annual Survey of School System Finance","Virginia","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6297587"
"Annual Survey of School System Finance","Virginia","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6565670"
"Annual Survey of School System Finance","Virginia","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6795009"
"Annual Survey of School System Finance","Virginia","2012","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","260856"
"Annual Survey of School System Finance","Virginia","2013","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","297230"
"Annual Survey of School System Finance","Virginia","2014","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","305343"
"Annual Survey of School System Finance","Virginia","2015","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","335742"
"Annual Survey of School System Finance","Virginia","2016","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","335043"
"Annual Survey of School System Finance","Virginia","2017","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","404355"
"Annual Survey of School System Finance","Virginia","2018","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","555317"
"Annual Survey of School System Finance","Virginia","2012","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4196450"
"Annual Survey of School System Finance","Virginia","2013","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4238206"
"Annual Survey of School System Finance","Virginia","2014","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4318704"
"Annual Survey of School System Finance","Virginia","2015","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4486751"
"Annual Survey of School System Finance","Virginia","2016","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4561894"
"Annual Survey of School System Finance","Virginia","2017","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4670953"
"Annual Survey of School System Finance","Virginia","2018","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4692873"
"Annual Survey of School System Finance","Virginia","2012","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2013","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2014","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2015","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2016","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2017","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2018","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2012","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","562792"
"Annual Survey of School System Finance","Virginia","2013","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","802043"
"Annual Survey of School System Finance","Virginia","2014","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","824893"
"Annual Survey of School System Finance","Virginia","2015","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","869138"
"Annual Survey of School System Finance","Virginia","2016","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","850827"
"Annual Survey of School System Finance","Virginia","2017","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","921211"
"Annual Survey of School System Finance","Virginia","2018","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","979314"
"Annual Survey of School System Finance","Virginia","2012","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","468364"
"Annual Survey of School System Finance","Virginia","2013","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","472742"
"Annual Survey of School System Finance","Virginia","2014","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","481766"
"Annual Survey of School System Finance","Virginia","2015","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","487226"
"Annual Survey of School System Finance","Virginia","2016","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","488778"
"Annual Survey of School System Finance","Virginia","2017","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","508295"
"Annual Survey of School System Finance","Virginia","2018","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","505195"
"Annual Survey of School System Finance","Virginia","2012","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2013","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2014","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2015","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2016","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2017","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2018","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Virginia","2012","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","76042"
"Annual Survey of School System Finance","Virginia","2013","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","64102"
"Annual Survey of School System Finance","Virginia","2014","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","64191"
"Annual Survey of School System Finance","Virginia","2015","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","61492"
"Annual Survey of School System Finance","Virginia","2016","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","61045"
"Annual Survey of School System Finance","Virginia","2017","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","60856"
"Annual Survey of School System Finance","Virginia","2018","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","62310"
"Annual Survey of School System Finance","Washington","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","7001110"
"Annual Survey of School System Finance","Washington","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","7159428"
"Annual Survey of School System Finance","Washington","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","7833024"
"Annual Survey of School System Finance","Washington","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","8293812"
"Annual Survey of School System Finance","Washington","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9211201"
"Annual Survey of School System Finance","Washington","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9822674"
"Annual Survey of School System Finance","Washington","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","10902733"
"Annual Survey of School System Finance","Washington","2012","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","179023"
"Annual Survey of School System Finance","Washington","2013","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","192477"
"Annual Survey of School System Finance","Washington","2014","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","280516"
"Annual Survey of School System Finance","Washington","2015","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","299661"
"Annual Survey of School System Finance","Washington","2016","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","315183"
"Annual Survey of School System Finance","Washington","2017","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","324888"
"Annual Survey of School System Finance","Washington","2018","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","440486"
"Annual Survey of School System Finance","Washington","2012","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4935807"
"Annual Survey of School System Finance","Washington","2013","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4983988"
"Annual Survey of School System Finance","Washington","2014","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","5447165"
"Annual Survey of School System Finance","Washington","2015","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","5712112"
"Annual Survey of School System Finance","Washington","2016","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","6485793"
"Annual Survey of School System Finance","Washington","2017","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","6853501"
"Annual Survey of School System Finance","Washington","2018","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","7472836"
