"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Ohio","2015","LS","Elementary-secondary education school system revenue from local sources","State and Local ","11643701"
"Annual Survey of School System Finance","Ohio","2016","LS","Elementary-secondary education school system revenue from local sources","State and Local ","11927255"
"Annual Survey of School System Finance","Ohio","2017","LS","Elementary-secondary education school system revenue from local sources","State and Local ","12389650"
"Annual Survey of School System Finance","Ohio","2018","LS","Elementary-secondary education school system revenue from local sources","State and Local ","12946352"
"Annual Survey of School System Finance","Ohio","2012","O","Elementary-secondary education school system total expenditure other","State and Local ","774550"
"Annual Survey of School System Finance","Ohio","2013","O","Elementary-secondary education school system total expenditure other","State and Local ","770718"
"Annual Survey of School System Finance","Ohio","2014","O","Elementary-secondary education school system total expenditure other","State and Local ","783985"
"Annual Survey of School System Finance","Ohio","2015","O","Elementary-secondary education school system total expenditure other","State and Local ","781548"
"Annual Survey of School System Finance","Ohio","2016","O","Elementary-secondary education school system total expenditure other","State and Local ","785780"
"Annual Survey of School System Finance","Ohio","2017","O","Elementary-secondary education school system total expenditure other","State and Local ","892571"
"Annual Survey of School System Finance","Ohio","2018","O","Elementary-secondary education school system total expenditure other","State and Local ","896417"
"Annual Survey of School System Finance","Ohio","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9336277"
"Annual Survey of School System Finance","Ohio","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","8990516"
"Annual Survey of School System Finance","Ohio","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9492461"
"Annual Survey of School System Finance","Ohio","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9215276"
"Annual Survey of School System Finance","Ohio","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9277802"
"Annual Survey of School System Finance","Ohio","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9505364"
"Annual Survey of School System Finance","Ohio","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9766899"
"Annual Survey of School System Finance","Ohio","2012","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","22500853"
"Annual Survey of School System Finance","Ohio","2013","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","21862774"
"Annual Survey of School System Finance","Ohio","2014","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","21691156"
"Annual Survey of School System Finance","Ohio","2015","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","22399589"
"Annual Survey of School System Finance","Ohio","2016","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","23201744"
"Annual Survey of School System Finance","Ohio","2017","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","24225029"
"Annual Survey of School System Finance","Ohio","2018","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","24805833"
"Annual Survey of School System Finance","Ohio","2012","TOTREV","Elementary-secondary education school system total revenue","State and Local ","22035362"
"Annual Survey of School System Finance","Ohio","2013","TOTREV","Elementary-secondary education school system total revenue","State and Local ","21731148"
"Annual Survey of School System Finance","Ohio","2014","TOTREV","Elementary-secondary education school system total revenue","State and Local ","22423472"
"Annual Survey of School System Finance","Ohio","2015","TOTREV","Elementary-secondary education school system total revenue","State and Local ","22535797"
"Annual Survey of School System Finance","Ohio","2016","TOTREV","Elementary-secondary education school system total revenue","State and Local ","22886040"
"Annual Survey of School System Finance","Ohio","2017","TOTREV","Elementary-secondary education school system total revenue","State and Local ","23573180"
"Annual Survey of School System Finance","Ohio","2018","TOTREV","Elementary-secondary education school system total revenue","State and Local ","24321777"
"Annual Survey of School System Finance","Oklahoma","2012","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1512981"
"Annual Survey of School System Finance","Oklahoma","2013","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1626825"
"Annual Survey of School System Finance","Oklahoma","2014","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1884682"
"Annual Survey of School System Finance","Oklahoma","2015","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","2129821"
"Annual Survey of School System Finance","Oklahoma","2016","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1986537"
"Annual Survey of School System Finance","Oklahoma","2017","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","2391000"
"Annual Survey of School System Finance","Oklahoma","2018","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","2742332"
"Annual Survey of School System Finance","Oklahoma","2012","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","496119"
"Annual Survey of School System Finance","Oklahoma","2013","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","557341"
"Annual Survey of School System Finance","Oklahoma","2014","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","687788"
"Annual Survey of School System Finance","Oklahoma","2015","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","663768"
"Annual Survey of School System Finance","Oklahoma","2016","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","641979"
"Annual Survey of School System Finance","Oklahoma","2017","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","632605"
"Annual Survey of School System Finance","Oklahoma","2018","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","709753"
"Annual Survey of School System Finance","Oklahoma","2012","CS","Elementary-secondary education school system total current expenditures","State and Local ","5021707"
"Annual Survey of School System Finance","Oklahoma","2013","CS","Elementary-secondary education school system total current expenditures","State and Local ","5176307"
"Annual Survey of School System Finance","Oklahoma","2014","CS","Elementary-secondary education school system total current expenditures","State and Local ","5272108"
"Annual Survey of School System Finance","Oklahoma","2015","CS","Elementary-secondary education school system total current expenditures","State and Local ","5456487"
"Annual Survey of School System Finance","Oklahoma","2016","CS","Elementary-secondary education school system total current expenditures","State and Local ","5474468"
"Annual Survey of School System Finance","Oklahoma","2017","CS","Elementary-secondary education school system total current expenditures","State and Local ","5355029"
"Annual Survey of School System Finance","Oklahoma","2018","CS","Elementary-secondary education school system total current expenditures","State and Local ","5512670"
"Annual Survey of School System Finance","Oklahoma","2012","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1545705"
"Annual Survey of School System Finance","Oklahoma","2013","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1612929"
"Annual Survey of School System Finance","Oklahoma","2014","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1887637"
"Annual Survey of School System Finance","Oklahoma","2015","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","2044874"
"Annual Survey of School System Finance","Oklahoma","2016","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","2178802"
"Annual Survey of School System Finance","Oklahoma","2017","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","2236546"
"Annual Survey of School System Finance","Oklahoma","2018","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","2517446"
"Annual Survey of School System Finance","Oklahoma","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","773014"
"Annual Survey of School System Finance","Oklahoma","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","715944"
"Annual Survey of School System Finance","Oklahoma","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","690122"
"Annual Survey of School System Finance","Oklahoma","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","688990"
"Annual Survey of School System Finance","Oklahoma","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","689756"
"Annual Survey of School System Finance","Oklahoma","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","686087"
"Annual Survey of School System Finance","Oklahoma","2018","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","667739"
"Annual Survey of School System Finance","Oklahoma","2012","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2181033"
"Annual Survey of School System Finance","Oklahoma","2013","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2270083"
"Annual Survey of School System Finance","Oklahoma","2014","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2358349"
"Annual Survey of School System Finance","Oklahoma","2015","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2437550"
"Annual Survey of School System Finance","Oklahoma","2016","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2502643"
"Annual Survey of School System Finance","Oklahoma","2017","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2608898"
"Annual Survey of School System Finance","Oklahoma","2018","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2759335"
"Annual Survey of School System Finance","Oklahoma","2012","O","Elementary-secondary education school system total expenditure other","State and Local ","57617"
"Annual Survey of School System Finance","Oklahoma","2013","O","Elementary-secondary education school system total expenditure other","State and Local ","43516"
"Annual Survey of School System Finance","Oklahoma","2014","O","Elementary-secondary education school system total expenditure other","State and Local ","50062"
"Annual Survey of School System Finance","Oklahoma","2015","O","Elementary-secondary education school system total expenditure other","State and Local ","48636"
"Annual Survey of School System Finance","Oklahoma","2016","O","Elementary-secondary education school system total expenditure other","State and Local ","52622"
"Annual Survey of School System Finance","Oklahoma","2017","O","Elementary-secondary education school system total expenditure other","State and Local ","44146"
"Annual Survey of School System Finance","Oklahoma","2018","O","Elementary-secondary education school system total expenditure other","State and Local ","45172"
"Annual Survey of School System Finance","Oklahoma","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2869071"
"Annual Survey of School System Finance","Oklahoma","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2890048"
"Annual Survey of School System Finance","Oklahoma","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2983860"
"Annual Survey of School System Finance","Oklahoma","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2993050"
"Annual Survey of School System Finance","Oklahoma","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2909651"
"Annual Survey of School System Finance","Oklahoma","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2870552"
"Annual Survey of School System Finance","Oklahoma","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2930120"
"Annual Survey of School System Finance","Oklahoma","2012","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","5575443"
"Annual Survey of School System Finance","Oklahoma","2013","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","5777164"
"Annual Survey of School System Finance","Oklahoma","2014","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","6009958"
"Annual Survey of School System Finance","Oklahoma","2015","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","6168891"
"Annual Survey of School System Finance","Oklahoma","2016","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","6169069"
"Annual Survey of School System Finance","Oklahoma","2017","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","6031780"
"Annual Survey of School System Finance","Oklahoma","2018","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","6267595"
"Annual Survey of School System Finance","Oklahoma","2012","TOTREV","Elementary-secondary education school system total revenue","State and Local ","5823118"
"Annual Survey of School System Finance","Oklahoma","2013","TOTREV","Elementary-secondary education school system total revenue","State and Local ","5876075"
"Annual Survey of School System Finance","Oklahoma","2014","TOTREV","Elementary-secondary education school system total revenue","State and Local ","6032331"
"Annual Survey of School System Finance","Oklahoma","2015","TOTREV","Elementary-secondary education school system total revenue","State and Local ","6119590"
"Annual Survey of School System Finance","Oklahoma","2016","TOTREV","Elementary-secondary education school system total revenue","State and Local ","6102050"
"Annual Survey of School System Finance","Oklahoma","2017","TOTREV","Elementary-secondary education school system total revenue","State and Local ","6165537"
"Annual Survey of School System Finance","Oklahoma","2018","TOTREV","Elementary-secondary education school system total revenue","State and Local ","6357194"
"Annual Survey of School System Finance","Oregon","2012","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1927395"
"Annual Survey of School System Finance","Oregon","2013","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1759539"
"Annual Survey of School System Finance","Oregon","2014","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1810836"
"Annual Survey of School System Finance","Oregon","2015","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","2809233"
"Annual Survey of School System Finance","Oregon","2016","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","2709499"
"Annual Survey of School System Finance","Oregon","2017","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","3997411"
"Annual Survey of School System Finance","Oregon","2018","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","5112930"
"Annual Survey of School System Finance","Oregon","2012","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","448562"
"Annual Survey of School System Finance","Oregon","2013","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","343353"
"Annual Survey of School System Finance","Oregon","2014","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","311077"
"Annual Survey of School System Finance","Oregon","2015","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","477516"
"Annual Survey of School System Finance","Oregon","2016","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","686104"
"Annual Survey of School System Finance","Oregon","2017","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","827255"
"Annual Survey of School System Finance","Oregon","2018","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1060712"
"Annual Survey of School System Finance","Oregon","2012","CS","Elementary-secondary education school system total current expenditures","State and Local ","5536815"
"Annual Survey of School System Finance","Oregon","2013","CS","Elementary-secondary education school system total current expenditures","State and Local ","5557770"
"Annual Survey of School System Finance","Oregon","2014","CS","Elementary-secondary education school system total current expenditures","State and Local ","5831595"
"Annual Survey of School System Finance","Oregon","2015","CS","Elementary-secondary education school system total current expenditures","State and Local ","6173205"
"Annual Survey of School System Finance","Oregon","2016","CS","Elementary-secondary education school system total current expenditures","State and Local ","6457713"
"Annual Survey of School System Finance","Oregon","2017","CS","Elementary-secondary education school system total current expenditures","State and Local ","6754563"
"Annual Survey of School System Finance","Oregon","2018","CS","Elementary-secondary education school system total current expenditures","State and Local ","7174911"
"Annual Survey of School System Finance","Oregon","2012","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","6537167"
"Annual Survey of School System Finance","Oregon","2013","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","6492262"
"Annual Survey of School System Finance","Oregon","2014","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","6396356"
"Annual Survey of School System Finance","Oregon","2015","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","7103943"
"Annual Survey of School System Finance","Oregon","2016","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","6900910"
"Annual Survey of School System Finance","Oregon","2017","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","8089054"
"Annual Survey of School System Finance","Oregon","2018","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","9026213"
"Annual Survey of School System Finance","Oregon","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","550894"
"Annual Survey of School System Finance","Oregon","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","471682"
"Annual Survey of School System Finance","Oregon","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","521463"
"Annual Survey of School System Finance","Oregon","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","577106"
"Annual Survey of School System Finance","Oregon","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","582560"
"Annual Survey of School System Finance","Oregon","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","558120"
"Annual Survey of School System Finance","Oregon","2018","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","596827"
"Annual Survey of School System Finance","Oregon","2012","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2486532"
"Annual Survey of School System Finance","Oregon","2013","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2508173"
"Annual Survey of School System Finance","Oregon","2014","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2658596"
"Annual Survey of School System Finance","Oregon","2015","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2810062"
"Annual Survey of School System Finance","Oregon","2016","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2927977"
"Annual Survey of School System Finance","Oregon","2017","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3077684"
"Annual Survey of School System Finance","Oregon","2018","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3362538"
"Annual Survey of School System Finance","Oregon","2012","O","Elementary-secondary education school system total expenditure other","State and Local ","316448"
"Annual Survey of School System Finance","Oregon","2013","O","Elementary-secondary education school system total expenditure other","State and Local ","313255"
"Annual Survey of School System Finance","Oregon","2014","O","Elementary-secondary education school system total expenditure other","State and Local ","295000"
"Annual Survey of School System Finance","Oregon","2015","O","Elementary-secondary education school system total expenditure other","State and Local ","344165"
"Annual Survey of School System Finance","Oregon","2016","O","Elementary-secondary education school system total expenditure other","State and Local ","342470"
"Annual Survey of School System Finance","Oregon","2017","O","Elementary-secondary education school system total expenditure other","State and Local ","353598"
"Annual Survey of School System Finance","Oregon","2018","O","Elementary-secondary education school system total expenditure other","State and Local ","425412"
"Annual Survey of School System Finance","Oregon","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","3038052"
"Annual Survey of School System Finance","Oregon","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","3041825"
"Annual Survey of School System Finance","Oregon","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","3393147"
"Annual Survey of School System Finance","Oregon","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","3678001"
"Annual Survey of School System Finance","Oregon","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","3861438"
"Annual Survey of School System Finance","Oregon","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","4018895"
"Annual Survey of School System Finance","Oregon","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","4483318"
"Annual Survey of School System Finance","Oregon","2012","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","6301825"
"Annual Survey of School System Finance","Oregon","2013","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","6214378"
"Annual Survey of School System Finance","Oregon","2014","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","6437672"
"Annual Survey of School System Finance","Oregon","2015","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","6994886"
"Annual Survey of School System Finance","Oregon","2016","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","7486287"
"Annual Survey of School System Finance","Oregon","2017","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","7935416"
"Annual Survey of School System Finance","Oregon","2018","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","8661035"
"Annual Survey of School System Finance","Oregon","2012","TOTREV","Elementary-secondary education school system total revenue","State and Local ","6075478"
"Annual Survey of School System Finance","Oregon","2013","TOTREV","Elementary-secondary education school system total revenue","State and Local ","6021680"
"Annual Survey of School System Finance","Oregon","2014","TOTREV","Elementary-secondary education school system total revenue","State and Local ","6573206"
"Annual Survey of School System Finance","Oregon","2015","TOTREV","Elementary-secondary education school system total revenue","State and Local ","7065169"
"Annual Survey of School System Finance","Oregon","2016","TOTREV","Elementary-secondary education school system total revenue","State and Local ","7371975"
"Annual Survey of School System Finance","Oregon","2017","TOTREV","Elementary-secondary education school system total revenue","State and Local ","7654699"
"Annual Survey of School System Finance","Oregon","2018","TOTREV","Elementary-secondary education school system total revenue","State and Local ","8442683"
"Annual Survey of School System Finance","Pennsylvania","2012","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","8924369"
"Annual Survey of School System Finance","Pennsylvania","2013","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","9155099"
"Annual Survey of School System Finance","Pennsylvania","2014","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","9492854"
"Annual Survey of School System Finance","Pennsylvania","2015","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","9951725"
"Annual Survey of School System Finance","Pennsylvania","2016","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","9778602"
"Annual Survey of School System Finance","Pennsylvania","2017","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","10427610"
"Annual Survey of School System Finance","Pennsylvania","2018","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","11117324"
"Annual Survey of School System Finance","Pennsylvania","2012","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1735626"
"Annual Survey of School System Finance","Pennsylvania","2013","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1501024"
"Annual Survey of School System Finance","Pennsylvania","2014","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1566997"
"Annual Survey of School System Finance","Pennsylvania","2015","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1663209"
"Annual Survey of School System Finance","Pennsylvania","2016","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1794325"
"Annual Survey of School System Finance","Pennsylvania","2017","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1868091"
"Annual Survey of School System Finance","Pennsylvania","2018","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1926998"
"Annual Survey of School System Finance","Pennsylvania","2012","CS","Elementary-secondary education school system total current expenditures","State and Local ","22303920"
"Annual Survey of School System Finance","Pennsylvania","2013","CS","Elementary-secondary education school system total current expenditures","State and Local ","24371778"
"Annual Survey of School System Finance","Pennsylvania","2014","CS","Elementary-secondary education school system total current expenditures","State and Local ","24405142"
"Annual Survey of School System Finance","Pennsylvania","2015","CS","Elementary-secondary education school system total current expenditures","State and Local ","25305395"
"Annual Survey of School System Finance","Pennsylvania","2016","CS","Elementary-secondary education school system total current expenditures","State and Local ","26291722"
"Annual Survey of School System Finance","Pennsylvania","2017","CS","Elementary-secondary education school system total current expenditures","State and Local ","27505426"
"Annual Survey of School System Finance","Pennsylvania","2018","CS","Elementary-secondary education school system total current expenditures","State and Local ","28544883"
"Annual Survey of School System Finance","Pennsylvania","2012","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","25814802"
"Annual Survey of School System Finance","Pennsylvania","2013","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","25449313"
"Annual Survey of School System Finance","Pennsylvania","2014","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","25063297"
"Annual Survey of School System Finance","Pennsylvania","2015","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","26353930"
"Annual Survey of School System Finance","Pennsylvania","2016","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","24374166"
"Annual Survey of School System Finance","Pennsylvania","2017","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","24292550"
"Annual Survey of School System Finance","Pennsylvania","2018","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","24526075"
"Annual Survey of School System Finance","Pennsylvania","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","2145208"
"Annual Survey of School System Finance","Pennsylvania","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","2049113"
"Annual Survey of School System Finance","Pennsylvania","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1812609"
"Annual Survey of School System Finance","Pennsylvania","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1857885"
"Annual Survey of School System Finance","Pennsylvania","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1904293"
"Annual Survey of School System Finance","Pennsylvania","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","2002866"
"Annual Survey of School System Finance","Pennsylvania","2018","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","2066508"
"Annual Survey of School System Finance","Pennsylvania","2012","LS","Elementary-secondary education school system revenue from local sources","State and Local ","14749185"
"Annual Survey of School System Finance","Pennsylvania","2013","LS","Elementary-secondary education school system revenue from local sources","State and Local ","15210613"
"Annual Survey of School System Finance","Pennsylvania","2014","LS","Elementary-secondary education school system revenue from local sources","State and Local ","15562474"
"Annual Survey of School System Finance","Pennsylvania","2015","LS","Elementary-secondary education school system revenue from local sources","State and Local ","16119609"
"Annual Survey of School System Finance","Pennsylvania","2016","LS","Elementary-secondary education school system revenue from local sources","State and Local ","16559741"
"Annual Survey of School System Finance","Pennsylvania","2017","LS","Elementary-secondary education school system revenue from local sources","State and Local ","17118302"
"Annual Survey of School System Finance","Pennsylvania","2018","LS","Elementary-secondary education school system revenue from local sources","State and Local ","17730812"
"Annual Survey of School System Finance","Pennsylvania","2012","O","Elementary-secondary education school system total expenditure other","State and Local ","1065574"
"Annual Survey of School System Finance","Pennsylvania","2013","O","Elementary-secondary education school system total expenditure other","State and Local ","1054226"
"Annual Survey of School System Finance","Pennsylvania","2014","O","Elementary-secondary education school system total expenditure other","State and Local ","1064251"
"Annual Survey of School System Finance","Pennsylvania","2015","O","Elementary-secondary education school system total expenditure other","State and Local ","1007983"
"Annual Survey of School System Finance","Pennsylvania","2016","O","Elementary-secondary education school system total expenditure other","State and Local ","935507"
"Annual Survey of School System Finance","Pennsylvania","2017","O","Elementary-secondary education school system total expenditure other","State and Local ","1580217"
"Annual Survey of School System Finance","Pennsylvania","2018","O","Elementary-secondary education school system total expenditure other","State and Local ","1059821"
"Annual Survey of School System Finance","Pennsylvania","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9561500"
"Annual Survey of School System Finance","Pennsylvania","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9764558"
"Annual Survey of School System Finance","Pennsylvania","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","10272392"
"Annual Survey of School System Finance","Pennsylvania","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","10532452"
"Annual Survey of School System Finance","Pennsylvania","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","11189690"
"Annual Survey of School System Finance","Pennsylvania","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","12058241"
"Annual Survey of School System Finance","Pennsylvania","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","12286989"
"Annual Survey of School System Finance","Pennsylvania","2012","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","25105120"
"Annual Survey of School System Finance","Pennsylvania","2013","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","26927028"
"Annual Survey of School System Finance","Pennsylvania","2014","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","27036390"
"Annual Survey of School System Finance","Pennsylvania","2015","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","27976587"
"Annual Survey of School System Finance","Pennsylvania","2016","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","29021554"
"Annual Survey of School System Finance","Pennsylvania","2017","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","30953734"
"Annual Survey of School System Finance","Pennsylvania","2018","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","31531702"
"Annual Survey of School System Finance","Pennsylvania","2012","TOTREV","Elementary-secondary education school system total revenue","State and Local ","26455893"
"Annual Survey of School System Finance","Pennsylvania","2013","TOTREV","Elementary-secondary education school system total revenue","State and Local ","27024284"
"Annual Survey of School System Finance","Pennsylvania","2014","TOTREV","Elementary-secondary education school system total revenue","State and Local ","27647475"
"Annual Survey of School System Finance","Pennsylvania","2015","TOTREV","Elementary-secondary education school system total revenue","State and Local ","28509946"
"Annual Survey of School System Finance","Pennsylvania","2016","TOTREV","Elementary-secondary education school system total revenue","State and Local ","29653724"
"Annual Survey of School System Finance","Pennsylvania","2017","TOTREV","Elementary-secondary education school system total revenue","State and Local ","31179409"
"Annual Survey of School System Finance","Pennsylvania","2018","TOTREV","Elementary-secondary education school system total revenue","State and Local ","32084309"
