"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Illinois","2014","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","287851"
"Annual Survey of School System Finance","Illinois","2015","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","295520"
"Annual Survey of School System Finance","Illinois","2016","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","311248"
"Annual Survey of School System Finance","Illinois","2017","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","356281"
"Annual Survey of School System Finance","Illinois","2018","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","345988"
"Annual Survey of School System Finance","Illinois","2012","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","524477"
"Annual Survey of School System Finance","Illinois","2013","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","546949"
"Annual Survey of School System Finance","Illinois","2014","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","488378"
"Annual Survey of School System Finance","Illinois","2015","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","532548"
"Annual Survey of School System Finance","Illinois","2016","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","448359"
"Annual Survey of School System Finance","Illinois","2017","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","537796"
"Annual Survey of School System Finance","Illinois","2018","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","682079"
"Annual Survey of School System Finance","Illinois","2012","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Illinois","2013","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Illinois","2014","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Illinois","2015","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Illinois","2016","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Illinois","2017","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Illinois","2018","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Illinois","2012","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Illinois","2013","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Illinois","2014","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Illinois","2015","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Illinois","2016","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Illinois","2017","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Illinois","2018","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Illinois","2012","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","15351325"
"Annual Survey of School System Finance","Illinois","2013","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","15423272"
"Annual Survey of School System Finance","Illinois","2014","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","15740058"
"Annual Survey of School System Finance","Illinois","2015","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","16041798"
"Annual Survey of School System Finance","Illinois","2016","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","16485434"
"Annual Survey of School System Finance","Illinois","2017","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","17082911"
"Annual Survey of School System Finance","Illinois","2018","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","17582834"
"Annual Survey of School System Finance","Illinois","2012","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","247391"
"Annual Survey of School System Finance","Illinois","2013","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","234130"
"Annual Survey of School System Finance","Illinois","2014","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","220860"
"Annual Survey of School System Finance","Illinois","2015","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","200948"
"Annual Survey of School System Finance","Illinois","2016","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","208105"
"Annual Survey of School System Finance","Illinois","2017","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","203089"
"Annual Survey of School System Finance","Illinois","2018","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","203452"
"Annual Survey of School System Finance","Illinois","2012","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","70379"
"Annual Survey of School System Finance","Illinois","2013","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","85718"
"Annual Survey of School System Finance","Illinois","2014","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","70122"
"Annual Survey of School System Finance","Illinois","2015","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","62669"
"Annual Survey of School System Finance","Illinois","2016","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","68994"
"Annual Survey of School System Finance","Illinois","2017","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","66891"
"Annual Survey of School System Finance","Illinois","2018","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","65848"
"Annual Survey of School System Finance","Indiana","2012","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3583059"
"Annual Survey of School System Finance","Indiana","2013","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3505091"
"Annual Survey of School System Finance","Indiana","2014","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3583546"
"Annual Survey of School System Finance","Indiana","2015","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3608327"
"Annual Survey of School System Finance","Indiana","2016","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3775458"
"Annual Survey of School System Finance","Indiana","2017","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3812103"
"Annual Survey of School System Finance","Indiana","2018","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3837232"
"Annual Survey of School System Finance","Indiana","2012","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","300226"
"Annual Survey of School System Finance","Indiana","2013","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","300668"
"Annual Survey of School System Finance","Indiana","2014","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","299955"
"Annual Survey of School System Finance","Indiana","2015","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","303320"
"Annual Survey of School System Finance","Indiana","2016","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","309703"
"Annual Survey of School System Finance","Indiana","2017","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","312126"
"Annual Survey of School System Finance","Indiana","2018","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","329205"
"Annual Survey of School System Finance","Indiana","2012","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","143991"
"Annual Survey of School System Finance","Indiana","2013","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","134175"
"Annual Survey of School System Finance","Indiana","2014","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","134820"
"Annual Survey of School System Finance","Indiana","2015","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","141358"
"Annual Survey of School System Finance","Indiana","2016","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","144015"
"Annual Survey of School System Finance","Indiana","2017","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","165674"
"Annual Survey of School System Finance","Indiana","2018","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","140574"
"Annual Survey of School System Finance","Indiana","2012","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","449893"
"Annual Survey of School System Finance","Indiana","2013","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","447962"
"Annual Survey of School System Finance","Indiana","2014","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","467879"
"Annual Survey of School System Finance","Indiana","2015","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","456871"
"Annual Survey of School System Finance","Indiana","2016","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","555633"
"Annual Survey of School System Finance","Indiana","2017","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","543716"
"Annual Survey of School System Finance","Indiana","2018","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","485533"
"Annual Survey of School System Finance","Indiana","2012","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","2998"
"Annual Survey of School System Finance","Indiana","2013","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","1630"
"Annual Survey of School System Finance","Indiana","2014","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","751"
"Annual Survey of School System Finance","Indiana","2015","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","797"
"Annual Survey of School System Finance","Indiana","2016","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","1005"
"Annual Survey of School System Finance","Indiana","2017","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","876"
"Annual Survey of School System Finance","Indiana","2018","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","700"
"Annual Survey of School System Finance","Indiana","2012","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","0"
"Annual Survey of School System Finance","Indiana","2013","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","0"
"Annual Survey of School System Finance","Indiana","2014","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","0"
"Annual Survey of School System Finance","Indiana","2015","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","0"
"Annual Survey of School System Finance","Indiana","2016","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","0"
"Annual Survey of School System Finance","Indiana","2017","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","0"
"Annual Survey of School System Finance","Indiana","2018","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","0"
"Annual Survey of School System Finance","Indiana","2012","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","2480876"
"Annual Survey of School System Finance","Indiana","2013","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","2422776"
"Annual Survey of School System Finance","Indiana","2014","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","2490246"
"Annual Survey of School System Finance","Indiana","2015","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","2520194"
"Annual Survey of School System Finance","Indiana","2016","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","2572369"
"Annual Survey of School System Finance","Indiana","2017","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","2596545"
"Annual Survey of School System Finance","Indiana","2018","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","2687868"
"Annual Survey of School System Finance","Indiana","2012","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","197276"
"Annual Survey of School System Finance","Indiana","2013","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","191740"
"Annual Survey of School System Finance","Indiana","2014","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","185098"
"Annual Survey of School System Finance","Indiana","2015","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","181946"
"Annual Survey of School System Finance","Indiana","2016","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","188816"
"Annual Survey of School System Finance","Indiana","2017","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","187907"
"Annual Survey of School System Finance","Indiana","2018","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","185864"
"Annual Survey of School System Finance","Indiana","2012","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","7799"
"Annual Survey of School System Finance","Indiana","2013","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","6140"
"Annual Survey of School System Finance","Indiana","2014","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","4797"
"Annual Survey of School System Finance","Indiana","2015","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","3841"
"Annual Survey of School System Finance","Indiana","2016","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","3917"
"Annual Survey of School System Finance","Indiana","2017","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","5259"
"Annual Survey of School System Finance","Indiana","2018","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","7488"
"Annual Survey of School System Finance","Iowa","2012","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2837984"
"Annual Survey of School System Finance","Iowa","2013","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2452461"
"Annual Survey of School System Finance","Iowa","2014","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2492240"
"Annual Survey of School System Finance","Iowa","2015","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2533674"
"Annual Survey of School System Finance","Iowa","2016","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2596964"
"Annual Survey of School System Finance","Iowa","2017","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2687871"
"Annual Survey of School System Finance","Iowa","2018","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2806668"
"Annual Survey of School System Finance","Iowa","2012","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","5055"
"Annual Survey of School System Finance","Iowa","2013","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","4878"
"Annual Survey of School System Finance","Iowa","2014","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","5574"
"Annual Survey of School System Finance","Iowa","2015","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","5871"
"Annual Survey of School System Finance","Iowa","2016","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","5663"
"Annual Survey of School System Finance","Iowa","2017","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","4945"
"Annual Survey of School System Finance","Iowa","2018","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","4213"
"Annual Survey of School System Finance","Iowa","2012","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","49614"
"Annual Survey of School System Finance","Iowa","2013","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","49514"
"Annual Survey of School System Finance","Iowa","2014","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","52248"
"Annual Survey of School System Finance","Iowa","2015","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","53987"
"Annual Survey of School System Finance","Iowa","2016","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","53579"
"Annual Survey of School System Finance","Iowa","2017","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","55558"
"Annual Survey of School System Finance","Iowa","2018","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","60453"
"Annual Survey of School System Finance","Iowa","2012","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","119599"
"Annual Survey of School System Finance","Iowa","2013","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","109563"
"Annual Survey of School System Finance","Iowa","2014","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","106847"
"Annual Survey of School System Finance","Iowa","2015","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","121357"
"Annual Survey of School System Finance","Iowa","2016","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","132848"
"Annual Survey of School System Finance","Iowa","2017","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","135995"
"Annual Survey of School System Finance","Iowa","2018","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","155380"
"Annual Survey of School System Finance","Iowa","2012","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","561612"
"Annual Survey of School System Finance","Iowa","2013","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","177942"
"Annual Survey of School System Finance","Iowa","2014","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","187686"
"Annual Survey of School System Finance","Iowa","2015","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","181364"
"Annual Survey of School System Finance","Iowa","2016","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","181958"
"Annual Survey of School System Finance","Iowa","2017","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","179077"
"Annual Survey of School System Finance","Iowa","2018","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","183388"
"Annual Survey of School System Finance","Iowa","2012","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Iowa","2013","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Iowa","2014","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Iowa","2015","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Iowa","2016","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Iowa","2017","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Iowa","2018","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Iowa","2012","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","1977463"
"Annual Survey of School System Finance","Iowa","2013","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","1988375"
"Annual Survey of School System Finance","Iowa","2014","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","2015185"
"Annual Survey of School System Finance","Iowa","2015","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","2048515"
"Annual Survey of School System Finance","Iowa","2016","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","2099097"
"Annual Survey of School System Finance","Iowa","2017","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","2187987"
"Annual Survey of School System Finance","Iowa","2018","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","2278092"
"Annual Survey of School System Finance","Iowa","2012","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","109664"
"Annual Survey of School System Finance","Iowa","2013","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","107450"
"Annual Survey of School System Finance","Iowa","2014","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","109856"
"Annual Survey of School System Finance","Iowa","2015","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","110507"
"Annual Survey of School System Finance","Iowa","2016","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","111713"
"Annual Survey of School System Finance","Iowa","2017","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","112916"
"Annual Survey of School System Finance","Iowa","2018","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","113474"
"Annual Survey of School System Finance","Iowa","2012","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","14977"
"Annual Survey of School System Finance","Iowa","2013","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","14739"
"Annual Survey of School System Finance","Iowa","2014","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","14844"
"Annual Survey of School System Finance","Iowa","2015","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","12073"
"Annual Survey of School System Finance","Iowa","2016","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","12106"
"Annual Survey of School System Finance","Iowa","2017","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","11393"
"Annual Survey of School System Finance","Iowa","2018","LSTTC","Elementary-secondary education school system revenue from local sources Tuition and transportation charges","State and Local ","11668"
"Annual Survey of School System Finance","Kansas","2012","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2028862"
"Annual Survey of School System Finance","Kansas","2013","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2051126"
"Annual Survey of School System Finance","Kansas","2014","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2127931"
"Annual Survey of School System Finance","Kansas","2015","LS","Elementary-secondary education school system revenue from local sources","State and Local ","1547114"
"Annual Survey of School System Finance","Kansas","2016","LS","Elementary-secondary education school system revenue from local sources","State and Local ","1664369"
"Annual Survey of School System Finance","Kansas","2017","LS","Elementary-secondary education school system revenue from local sources","State and Local ","1726828"
"Annual Survey of School System Finance","Kansas","2018","LS","Elementary-secondary education school system revenue from local sources","State and Local ","1791822"
"Annual Survey of School System Finance","Kansas","2012","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","107291"
"Annual Survey of School System Finance","Kansas","2013","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","120352"
"Annual Survey of School System Finance","Kansas","2014","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","119510"
"Annual Survey of School System Finance","Kansas","2015","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","129799"
"Annual Survey of School System Finance","Kansas","2016","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","130668"
"Annual Survey of School System Finance","Kansas","2017","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","127508"
"Annual Survey of School System Finance","Kansas","2018","LSNLG","Elementary-secondary education school system revenue from local sources Nonschool local government","State and Local ","132584"
"Annual Survey of School System Finance","Kansas","2012","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","48329"
"Annual Survey of School System Finance","Kansas","2013","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","49141"
"Annual Survey of School System Finance","Kansas","2014","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","51679"
"Annual Survey of School System Finance","Kansas","2015","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","53733"
"Annual Survey of School System Finance","Kansas","2016","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","55848"
"Annual Survey of School System Finance","Kansas","2017","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","59604"
"Annual Survey of School System Finance","Kansas","2018","LSOC","Elementary-secondary education school system revenue from local sources Charges","State and Local ","59485"
"Annual Survey of School System Finance","Kansas","2012","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","195504"
"Annual Survey of School System Finance","Kansas","2013","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","188977"
"Annual Survey of School System Finance","Kansas","2014","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","239085"
"Annual Survey of School System Finance","Kansas","2015","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","224357"
"Annual Survey of School System Finance","Kansas","2016","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","296693"
"Annual Survey of School System Finance","Kansas","2017","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","340566"
"Annual Survey of School System Finance","Kansas","2018","LSOLR","Elementary-secondary education school system revenue from local sources Other local revenue","State and Local ","343933"
"Annual Survey of School System Finance","Kansas","2012","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2013","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2014","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2015","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2016","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2017","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2018","LSOT","Elementary-secondary education school system revenue from local sources Other taxes","State and Local ","0"
"Annual Survey of School System Finance","Kansas","2012","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Kansas","2013","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Kansas","2014","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Kansas","2015","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Kansas","2016","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Kansas","2017","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Kansas","2018","LSPGC","Elementary-secondary education school system revenue from local sources Parent government contributions","State and Local ","X"
"Annual Survey of School System Finance","Kansas","2012","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","1584595"
"Annual Survey of School System Finance","Kansas","2013","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","1604028"
"Annual Survey of School System Finance","Kansas","2014","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","1628208"
"Annual Survey of School System Finance","Kansas","2015","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","1046491"
"Annual Survey of School System Finance","Kansas","2016","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","1085803"
"Annual Survey of School System Finance","Kansas","2017","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","1103722"
"Annual Survey of School System Finance","Kansas","2018","LSPT","Elementary-secondary education school system revenue from local sources Property taxes","State and Local ","1164528"
"Annual Survey of School System Finance","Kansas","2012","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","87005"
"Annual Survey of School System Finance","Kansas","2013","LSSLC","Elementary-secondary education school system revenue from local sources School lunch charges","State and Local ","81666"
