"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Delaware","2013","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","35946"
"Annual Survey of School System Finance","Delaware","2014","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","31381"
"Annual Survey of School System Finance","Delaware","2015","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","42088"
"Annual Survey of School System Finance","Delaware","2016","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","45629"
"Annual Survey of School System Finance","Delaware","2017","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","46422"
"Annual Survey of School System Finance","Delaware","2018","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","47214"
"Annual Survey of School System Finance","Delaware","2012","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","75178"
"Annual Survey of School System Finance","Delaware","2013","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","42017"
"Annual Survey of School System Finance","Delaware","2014","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","31860"
"Annual Survey of School System Finance","Delaware","2015","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","20548"
"Annual Survey of School System Finance","Delaware","2016","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","16067"
"Annual Survey of School System Finance","Delaware","2017","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","13780"
"Annual Survey of School System Finance","Delaware","2018","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","13649"
"Annual Survey of School System Finance","Delaware","2012","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","30457"
"Annual Survey of School System Finance","Delaware","2013","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","29998"
"Annual Survey of School System Finance","Delaware","2014","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","26495"
"Annual Survey of School System Finance","Delaware","2015","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","29449"
"Annual Survey of School System Finance","Delaware","2016","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","28148"
"Annual Survey of School System Finance","Delaware","2017","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","31208"
"Annual Survey of School System Finance","Delaware","2018","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","32010"
"Annual Survey of School System Finance","Delaware","2012","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","40511"
"Annual Survey of School System Finance","Delaware","2013","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","39584"
"Annual Survey of School System Finance","Delaware","2014","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","40445"
"Annual Survey of School System Finance","Delaware","2015","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","42171"
"Annual Survey of School System Finance","Delaware","2016","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","40942"
"Annual Survey of School System Finance","Delaware","2017","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","43254"
"Annual Survey of School System Finance","Delaware","2018","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","43351"
"Annual Survey of School System Finance","Delaware","2012","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","183793"
"Annual Survey of School System Finance","Delaware","2013","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","151096"
"Annual Survey of School System Finance","Delaware","2014","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","133055"
"Annual Survey of School System Finance","Delaware","2015","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","137544"
"Annual Survey of School System Finance","Delaware","2016","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","134412"
"Annual Survey of School System Finance","Delaware","2017","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","138436"
"Annual Survey of School System Finance","Delaware","2018","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","140605"
"Annual Survey of School System Finance","Delaware","2012","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","4169"
"Annual Survey of School System Finance","Delaware","2013","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","3551"
"Annual Survey of School System Finance","Delaware","2014","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","2874"
"Annual Survey of School System Finance","Delaware","2015","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","3288"
"Annual Survey of School System Finance","Delaware","2016","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","3626"
"Annual Survey of School System Finance","Delaware","2017","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","3772"
"Annual Survey of School System Finance","Delaware","2018","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","4381"
"Annual Survey of School System Finance","District of Columbia","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","137742"
"Annual Survey of School System Finance","District of Columbia","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","129874"
"Annual Survey of School System Finance","District of Columbia","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","134959"
"Annual Survey of School System Finance","District of Columbia","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","146366"
"Annual Survey of School System Finance","District of Columbia","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","154922"
"Annual Survey of School System Finance","District of Columbia","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","167840"
"Annual Survey of School System Finance","District of Columbia","2018","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","136050"
"Annual Survey of School System Finance","District of Columbia","2012","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","28574"
"Annual Survey of School System Finance","District of Columbia","2013","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","33543"
"Annual Survey of School System Finance","District of Columbia","2014","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","36813"
"Annual Survey of School System Finance","District of Columbia","2015","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","51796"
"Annual Survey of School System Finance","District of Columbia","2016","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","41348"
"Annual Survey of School System Finance","District of Columbia","2017","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","31941"
"Annual Survey of School System Finance","District of Columbia","2018","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","38825"
"Annual Survey of School System Finance","District of Columbia","2012","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","28574"
"Annual Survey of School System Finance","District of Columbia","2013","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","33543"
"Annual Survey of School System Finance","District of Columbia","2014","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","36813"
"Annual Survey of School System Finance","District of Columbia","2015","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","51796"
"Annual Survey of School System Finance","District of Columbia","2016","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","41348"
"Annual Survey of School System Finance","District of Columbia","2017","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","31941"
"Annual Survey of School System Finance","District of Columbia","2018","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","38825"
"Annual Survey of School System Finance","District of Columbia","2012","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","22688"
"Annual Survey of School System Finance","District of Columbia","2013","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","22088"
"Annual Survey of School System Finance","District of Columbia","2014","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","25850"
"Annual Survey of School System Finance","District of Columbia","2015","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","24534"
"Annual Survey of School System Finance","District of Columbia","2016","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","25496"
"Annual Survey of School System Finance","District of Columbia","2017","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","26141"
"Annual Survey of School System Finance","District of Columbia","2018","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","25387"
"Annual Survey of School System Finance","District of Columbia","2012","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","35167"
"Annual Survey of School System Finance","District of Columbia","2013","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","25334"
"Annual Survey of School System Finance","District of Columbia","2014","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","23671"
"Annual Survey of School System Finance","District of Columbia","2015","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","27507"
"Annual Survey of School System Finance","District of Columbia","2016","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","47217"
"Annual Survey of School System Finance","District of Columbia","2017","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","67745"
"Annual Survey of School System Finance","District of Columbia","2018","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","30340"
"Annual Survey of School System Finance","District of Columbia","2012","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","9988"
"Annual Survey of School System Finance","District of Columbia","2013","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","13622"
"Annual Survey of School System Finance","District of Columbia","2014","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","13116"
"Annual Survey of School System Finance","District of Columbia","2015","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","12770"
"Annual Survey of School System Finance","District of Columbia","2016","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","9053"
"Annual Survey of School System Finance","District of Columbia","2017","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","9352"
"Annual Survey of School System Finance","District of Columbia","2018","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","10358"
"Annual Survey of School System Finance","District of Columbia","2012","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","38970"
"Annual Survey of School System Finance","District of Columbia","2013","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","32760"
"Annual Survey of School System Finance","District of Columbia","2014","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","32958"
"Annual Survey of School System Finance","District of Columbia","2015","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","27631"
"Annual Survey of School System Finance","District of Columbia","2016","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","29450"
"Annual Survey of School System Finance","District of Columbia","2017","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","30030"
"Annual Survey of School System Finance","District of Columbia","2018","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","29196"
"Annual Survey of School System Finance","District of Columbia","2012","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","109168"
"Annual Survey of School System Finance","District of Columbia","2013","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","96331"
"Annual Survey of School System Finance","District of Columbia","2014","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","98146"
"Annual Survey of School System Finance","District of Columbia","2015","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","94570"
"Annual Survey of School System Finance","District of Columbia","2016","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","113574"
"Annual Survey of School System Finance","District of Columbia","2017","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","135899"
"Annual Survey of School System Finance","District of Columbia","2018","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","97225"
"Annual Survey of School System Finance","District of Columbia","2012","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","2355"
"Annual Survey of School System Finance","District of Columbia","2013","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","2527"
"Annual Survey of School System Finance","District of Columbia","2014","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","2551"
"Annual Survey of School System Finance","District of Columbia","2015","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","2128"
"Annual Survey of School System Finance","District of Columbia","2016","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","2358"
"Annual Survey of School System Finance","District of Columbia","2017","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","2631"
"Annual Survey of School System Finance","District of Columbia","2018","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","1944"
"Annual Survey of School System Finance","Florida","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","3068321"
"Annual Survey of School System Finance","Florida","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","3027018"
"Annual Survey of School System Finance","Florida","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","3112027"
"Annual Survey of School System Finance","Florida","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","3118041"
"Annual Survey of School System Finance","Florida","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","3147329"
"Annual Survey of School System Finance","Florida","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","3202127"
"Annual Survey of School System Finance","Florida","2018","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","3349018"
"Annual Survey of School System Finance","Florida","2012","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","8038"
"Annual Survey of School System Finance","Florida","2013","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","8882"
"Annual Survey of School System Finance","Florida","2014","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","6905"
"Annual Survey of School System Finance","Florida","2015","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","7803"
"Annual Survey of School System Finance","Florida","2016","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","7332"
"Annual Survey of School System Finance","Florida","2017","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","6684"
"Annual Survey of School System Finance","Florida","2018","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","7343"
"Annual Survey of School System Finance","Florida","2012","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","244386"
"Annual Survey of School System Finance","Florida","2013","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","226829"
"Annual Survey of School System Finance","Florida","2014","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","240524"
"Annual Survey of School System Finance","Florida","2015","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","257824"
"Annual Survey of School System Finance","Florida","2016","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","251326"
"Annual Survey of School System Finance","Florida","2017","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","249375"
"Annual Survey of School System Finance","Florida","2018","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","251756"
"Annual Survey of School System Finance","Florida","2012","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","796568"
"Annual Survey of School System Finance","Florida","2013","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","844914"
"Annual Survey of School System Finance","Florida","2014","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","905711"
"Annual Survey of School System Finance","Florida","2015","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","958519"
"Annual Survey of School System Finance","Florida","2016","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","1032186"
"Annual Survey of School System Finance","Florida","2017","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","1065857"
"Annual Survey of School System Finance","Florida","2018","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","1130085"
"Annual Survey of School System Finance","Florida","2012","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","507013"
"Annual Survey of School System Finance","Florida","2013","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","476868"
"Annual Survey of School System Finance","Florida","2014","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","524045"
"Annual Survey of School System Finance","Florida","2015","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","468747"
"Annual Survey of School System Finance","Florida","2016","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","413159"
"Annual Survey of School System Finance","Florida","2017","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","410168"
"Annual Survey of School System Finance","Florida","2018","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","433197"
"Annual Survey of School System Finance","Florida","2012","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","629884"
"Annual Survey of School System Finance","Florida","2013","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","612542"
"Annual Survey of School System Finance","Florida","2014","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","620673"
"Annual Survey of School System Finance","Florida","2015","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","610683"
"Annual Survey of School System Finance","Florida","2016","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","606538"
"Annual Survey of School System Finance","Florida","2017","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","619985"
"Annual Survey of School System Finance","Florida","2018","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","630637"
"Annual Survey of School System Finance","Florida","2012","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","855476"
"Annual Survey of School System Finance","Florida","2013","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","831959"
"Annual Survey of School System Finance","Florida","2014","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","789473"
"Annual Survey of School System Finance","Florida","2015","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","787571"
"Annual Survey of School System Finance","Florida","2016","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","808874"
"Annual Survey of School System Finance","Florida","2017","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","821684"
"Annual Survey of School System Finance","Florida","2018","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","868616"
"Annual Survey of School System Finance","Florida","2012","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","2823935"
"Annual Survey of School System Finance","Florida","2013","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","2800189"
"Annual Survey of School System Finance","Florida","2014","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","2871503"
"Annual Survey of School System Finance","Florida","2015","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","2860217"
"Annual Survey of School System Finance","Florida","2016","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","2896003"
"Annual Survey of School System Finance","Florida","2017","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","2952752"
"Annual Survey of School System Finance","Florida","2018","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","3097262"
"Annual Survey of School System Finance","Florida","2012","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","34994"
"Annual Survey of School System Finance","Florida","2013","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","33906"
"Annual Survey of School System Finance","Florida","2014","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","31601"
"Annual Survey of School System Finance","Florida","2015","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","34697"
"Annual Survey of School System Finance","Florida","2016","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","35246"
"Annual Survey of School System Finance","Florida","2017","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","35058"
"Annual Survey of School System Finance","Florida","2018","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","34727"
"Annual Survey of School System Finance","Georgia","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1862297"
"Annual Survey of School System Finance","Georgia","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1805878"
"Annual Survey of School System Finance","Georgia","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1804212"
"Annual Survey of School System Finance","Georgia","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1831221"
"Annual Survey of School System Finance","Georgia","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1807371"
"Annual Survey of School System Finance","Georgia","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1846441"
"Annual Survey of School System Finance","Georgia","2018","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1805691"
"Annual Survey of School System Finance","Georgia","2012","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","23404"
"Annual Survey of School System Finance","Georgia","2013","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","21362"
"Annual Survey of School System Finance","Georgia","2014","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","19620"
"Annual Survey of School System Finance","Georgia","2015","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","25230"
"Annual Survey of School System Finance","Georgia","2016","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","22535"
"Annual Survey of School System Finance","Georgia","2017","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","16191"
"Annual Survey of School System Finance","Georgia","2018","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","27901"
"Annual Survey of School System Finance","Georgia","2012","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","83314"
"Annual Survey of School System Finance","Georgia","2013","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","75159"
"Annual Survey of School System Finance","Georgia","2014","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","63305"
"Annual Survey of School System Finance","Georgia","2015","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","67550"
"Annual Survey of School System Finance","Georgia","2016","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","65112"
"Annual Survey of School System Finance","Georgia","2017","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","60019"
"Annual Survey of School System Finance","Georgia","2018","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","69197"
"Annual Survey of School System Finance","Georgia","2012","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","582124"
"Annual Survey of School System Finance","Georgia","2013","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","606230"
"Annual Survey of School System Finance","Georgia","2014","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","632953"
"Annual Survey of School System Finance","Georgia","2015","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","670441"
"Annual Survey of School System Finance","Georgia","2016","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","700200"
"Annual Survey of School System Finance","Georgia","2017","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","722906"
"Annual Survey of School System Finance","Georgia","2018","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","703877"
"Annual Survey of School System Finance","Georgia","2012","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","315234"
"Annual Survey of School System Finance","Georgia","2013","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","255320"
"Annual Survey of School System Finance","Georgia","2014","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","266223"
"Annual Survey of School System Finance","Georgia","2015","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","226267"
"Annual Survey of School System Finance","Georgia","2016","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","168812"
"Annual Survey of School System Finance","Georgia","2017","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","155488"
