"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M"
"id","Geographic Area Name","Total!!Estimate!!Households","Total!!Margin of Error!!Households","Total!!Estimate!!Households!!One race!!White","Total!!Margin of Error!!Households!!One race!!White","Total!!Estimate!!Households!!One race!!Black or African American","Total!!Margin of Error!!Households!!One race!!Black or African American","Total!!Estimate!!Households!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Total!!Estimate!!Households!!One race!!Asian","Total!!Margin of Error!!Households!!One race!!Asian","Total!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!Households!!One race!!Some other race","Total!!Margin of Error!!Households!!One race!!Some other race","Total!!Estimate!!Households!!Two or more races","Total!!Margin of Error!!Households!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Estimate!!FAMILIES!!Families","Total!!Margin of Error!!FAMILIES!!Families","Total!!Estimate!!FAMILIES!!Families!!With own children under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With own children under 18 years","Total!!Estimate!!FAMILIES!!Families!!With no own children under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With no own children under 18 years","Total!!Estimate!!FAMILIES!!Families!!Married-couple families","Total!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Total!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Total!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Total!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Total!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Estimate!!Households","Median income (dollars)!!Margin of Error!!Households","Median income (dollars)!!Estimate!!Households!!One race!!White","Median income (dollars)!!Margin of Error!!Households!!One race!!White","Median income (dollars)!!Estimate!!Households!!One race!!Black or African American","Median income (dollars)!!Margin of Error!!Households!!One race!!Black or African American","Median income (dollars)!!Estimate!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Estimate!!Households!!One race!!Asian","Median income (dollars)!!Margin of Error!!Households!!One race!!Asian","Median income (dollars)!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Estimate!!Households!!One race!!Some other race","Median income (dollars)!!Margin of Error!!Households!!One race!!Some other race","Median income (dollars)!!Estimate!!Households!!Two or more races","Median income (dollars)!!Margin of Error!!Households!!Two or more races","Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Median income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Estimate!!FAMILIES!!Families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With own children under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With own children under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With no own children under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With no own children under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months"
"9700000US0100007","Hoover City School District, Alabama","32872","1863","74.7","3.8","18.4","3.2","N","N","N","N","N","N","N","N","N","N","N","N","73.4","4.1","3.9","1.8","39.3","4.3","35.2","3.7","21.6","2.8","22587","1075","N","N","N","N","N","N","N","N","N","N","10285","1892","57.2","9.0","51.0","9.8","6.2","4.5","42.8","9.0","39.1","9.6","3.7","3.6","33.3","(X)","30.4","(X)","38.5","(X)","73123","7400","80477","8884","55265","16799","-","**","48769","38685","-","**","57714","32601","N","N","36286","24306","82209","9129","35133","14138","70505","12517","107543","13003","52206","7129","95511","6784","98913","8075","92220","8151","104593","10852","43963","15981","102144","24968","40984","7866","36383","7248","35856","7449","48479","25467","50035","17703","50388","17580","47601","120604","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US0100270","Baldwin County School District, Alabama","70259","2730","88.0","2.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86.4","2.4","3.7","1.9","26.4","2.5","39.6","2.4","30.3","1.7","46918","2725","N","N","N","N","N","N","N","N","N","N","23341","2709","59.5","4.9","52.6","5.2","6.9","2.8","40.5","4.9","36.0","5.0","4.6","2.2","29.2","(X)","30.0","(X)","27.4","(X)","44874","4150","50118","4295","16861","2893","N","N","N","N","-","**","70677","19576","31541","28246","42286","22867","50355","4466","17411","19074","46479","7696","54168","6827","42273","4615","59569","5488","52042","4312","62415","7043","67094","4741","20557","5126","55750","16026","26810","4182","24159","3645","23060","2631","47521","22418","29337","3373","27752","4627","44862","5297","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US0100390","Birmingham City School District, Alabama","88847","3120","27.0","1.6","70.2","1.7","N","N","N","N","N","N","N","N","N","N","N","N","25.4","1.7","5.7","1.1","33.2","2.5","39.9","2.1","21.2","1.5","45621","2330","40.1","3.4","59.9","3.4","45.9","3.3","45.0","3.2","9.1","2.1","43226","3206","47.7","2.8","42.5","2.7","5.2","1.5","52.3","2.8","44.2","3.0","8.1","2.3","34.2","(X)","39.8","(X)","27.3","(X)","31152","1308","46086","5754","26673","1458","34291","10693","62925","38973","-","**","N","N","N","N","22347","8539","48237","5757","14531","1463","35408","3755","33555","3624","26804","2645","36456","2236","25390","3517","42613","6648","56289","4549","22194","2742","34473","6194","23578","3575","18480","3412","17042","2113","41512","23850","26969","4169","25754","2485","44464","21866","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US0101020","Cullman County School District, Alabama","25116","1379","96.4","1.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94.8","2.4","6.0","3.2","28.1","3.9","39.4","3.2","26.5","3.2","19130","1385","N","N","N","N","N","N","N","N","N","N","5986","1039","58.7","8.5","56.2","8.5","2.5","2.1","41.3","8.5","34.8","8.7","6.4","5.5","23.8","(X)","20.9","(X)","32.3","(X)","39115","3222","39208","3305","67955","54743","-","**","N","N","-","**","-","**","-","**","N","N","39827","3023","23895","12519","42121","10532","47298","7018","26321","3590","45927","3633","44915","15193","45976","2793","52900","7608","23668","8149","51628","13581","16632","3101","13844","4704","13469","4597","40978","61352","29255","6929","31658","13227","28225","3360","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US0101230","Dothan City School District, Alabama","26550","903","66.4","2.1","30.4","2.0","N","N","N","N","N","N","N","N","N","N","N","N","64.9","2.0","4.2","1.2","35.3","2.3","35.7","2.2","24.8","1.9","16943","776","40.6","2.9","59.4","2.9","66.5","2.5","26.7","2.4","6.7","1.7","9607","672","59.0","3.9","52.6","3.6","6.4","2.2","41.0","3.9","36.0","4.0","5.1","1.8","28.8","(X)","29.5","(X)","26.8","(X)","41082","2294","50723","2453","23563","1913","45446","6606","80798","25665","-","**","28419","10117","34318","24840","28183","2411","50934","2317","20790","3953","39361","5284","47825","5883","38028","2790","52977","3067","47259","4649","57742","5754","72575","4304","25947","3770","31098","8380","25933","2347","21122","2452","19360","2026","37843","5652","32748","3465","32909","3627","31908","31013","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US0101290","Elmore County School District, Alabama","25898","1413","82.6","3.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","79.8","3.5","2.5","1.7","35.4","4.0","37.4","3.6","24.7","2.4","18425","1782","N","N","N","N","N","N","N","N","N","N","7473","1409","66.1","7.7","63.2","7.8","2.9","2.7","33.9","7.7","29.7","7.8","4.2","3.2","29.8","(X)","30.0","(X)","29.3","(X)","53410","5579","56842","3438","31664","5164","-","**","-","**","-","**","-","**","-","**","73106","45127","56641","3008","22044","14735","49921","10281","60122","9652","40902","13086","63584","7317","56772","13063","70248","12111","74200","6943","30309","11741","35223","19847","30696","5676","25492","10857","22120","10440","56538","14698","37976","27859","50137","32606","36143","21885","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US0101800","Huntsville City School District, Alabama","74612","2419","65.8","2.6","28.9","2.4","N","N","N","N","N","N","N","N","N","N","N","N","63.2","2.6","4.9","1.5","32.8","2.3","38.1","2.5","24.2","2.1","42031","2040","44.8","4.2","55.2","4.2","66.0","3.7","26.5","3.3","7.5","2.1","32581","2498","48.6","3.9","44.2","4.2","4.4","1.8","51.4","3.9","43.4","4.2","8.0","2.3","27.1","(X)","28.9","(X)","23.5","(X)","47527","2852","60847","2117","27981","2880","N","N","32477","10471","-","**","35982","19412","35818","27194","37119","16691","61351","2982","16207","2579","42452","7452","61506","4694","41392","4242","63179","5381","59029","6260","71769","8731","85769","5738","27168","2942","29756","21048","33277","5127","26161","1586","26350","1637","22679","11582","39400","4820","37125","3204","59424","13993","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US0101920","Jefferson County School District, Alabama","85832","3190","70.0","2.0","26.1","1.9","N","N","N","N","N","N","N","N","N","N","N","N","68.9","1.9","2.1","0.7","30.5","2.4","41.2","2.3","26.2","1.8","60402","2887","36.8","3.1","63.2","3.1","69.3","2.8","24.5","2.7","6.2","1.4","25430","3022","59.4","4.7","52.4","4.9","7.0","3.9","40.6","4.7","32.7","4.5","7.9","3.1","34.7","(X)","35.8","(X)","30.9","(X)","51346","1649","52969","2893","46750","6133","18370","5685","N","N","-","**","39828","11010","106171","18220","45338","8474","53115","3102","16059","20662","53242","6424","60713","3483","38760","1758","60763","2472","57441","9936","61272","3073","72083","5582","36986","3880","58184","27373","30265","4132","26579","2706","26501","1998","37908","51451","37490","4520","35364","5734","50515","8099","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US0102220","Madison County School District, Alabama","48188","1948","77.8","3.0","18.1","2.7","N","N","N","N","N","N","N","N","N","N","N","N","74.1","3.0","3.1","1.7","36.8","3.7","41.0","3.5","19.1","2.5","36803","1654","N","N","N","N","N","N","N","N","N","N","11385","1667","45.7","7.5","41.8","7.0","3.9","3.0","54.3","7.5","47.6","8.3","6.8","4.1","26.1","(X)","23.8","(X)","29.0","(X)","65606","8182","69035","6245","52768","9934","71809","59692","106568","55393","-","**","44251","10019","N","N","54141","33972","69013","7590","31821","18800","59213","10422","83174","9313","45410","8726","72065","6383","69267","9618","73308","6922","84256","7891","31673","7325","30272","15045","52742","9678","38000","25561","35924","23007","54485","42296","64054","15658","61996","18353","75577","34717","(X)","(X)","(X)","(X)","(X)","(X)"
