"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_031E","S1903_C02_031M"
"9700000US1301020","Chatham County School District, Georgia","102753","4472","59.2","1.6","37.2","1.7","N","N","2.1","0.6","N","N","N","N","N","N","4.6","0.9","55.4","1.4","6.7","1.8","36.3","2.0","37.6","1.8","19.3","2.6","60981","3504","43.5","2.7","56.5","2.7","64.4","2.8","28.5","2.4","7.1","2.1","41772","3096","53.6","3.9","44.2","3.9","9.3","2.5","46.4","3.9","36.7","3.5","9.7","2.2","37.0","(X)","37.8","(X)","35.3","(X)","42763","2716","53498","3309","30881","3300","N","N","39383","21346","-","**","N","N","58750","49797","32538","14836","55374","2944","20853","8699","44948","3148","50640","2702","35953","5639","51672","3211","42521","4772","59569","6004","70090","5860","26380","3648","42158","12394","30785","2914","26016","3502","22863","4136","35620","7387","35985","3441","33047","3866","55232","7824","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1301110","Cherokee County School District, Georgia","76513","1518","89.4","1.3","5.4","0.9","N","N","N","N","N","N","N","N","N","N","7.5","0.9","84.4","1.2","3.4","0.9","39.7","1.7","41.0","1.7","15.9","1.1","60814","2006","47.2","2.9","52.8","2.9","79.1","2.7","15.5","2.3","5.4","1.5","15699","2033","49.4","6.4","43.4","6.0","6.0","3.3","50.6","6.4","39.6","5.8","10.9","4.5","28.0","(X)","27.9","(X)","25.8","(X)","61834","3261","65504","4256","43282","16644","N","N","70568","65412","-","**","36884","31030","N","N","42599","8409","66780","4735","30936","9711","69349","5464","71859","10152","35375","6102","71274","3571","75731","8648","69959","5380","81066","3202","37112","5129","56850","15988","34036","6583","28674","6396","24597","4781","63384","31954","39242","6506","36612","10465","49872","16568","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1301170","Clarke County School District, Georgia","39833","2427","70.0","2.7","23.6","2.5","N","N","N","N","N","N","N","N","N","N","N","N","64.7","2.4","15.1","3.8","40.8","2.7","28.7","2.8","15.5","1.6","19668","1776","N","N","N","N","N","N","N","N","N","N","20165","1768","52.3","5.9","38.2","5.5","14.1","4.7","47.7","5.9","34.6","6.0","13.1","3.5","22.9","(X)","22.4","(X)","22.8","(X)","34230","3695","36785","3930","30709","11048","-","**","15952","5975","-","**","36121","5255","27353","15341","27348","17654","38372","4953","7299","4493","36624","3253","51100","6945","37679","4270","48705","6402","37973","4403","56942","7367","59373","7680","26155","9690","36728","13442","21501","2210","20356","5687","21129","7860","17104","9384","22285","6739","25635","10563","20921","8555","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1301230","Clayton County School District, Georgia","84383","2309","21.0","1.6","69.9","2.0","N","N","N","N","N","N","N","N","N","N","9.1","1.4","16.7","1.1","4.9","1.3","44.6","2.1","39.2","2.1","11.4","1.1","51027","2561","49.5","3.7","50.5","3.7","53.8","4.0","36.1","3.6","10.1","2.1","33356","2581","54.4","4.3","49.9","4.4","4.4","1.9","45.6","4.3","38.5","4.7","7.1","2.5","41.7","(X)","40.6","(X)","42.1","(X)","35672","1891","35370","2764","35931","2590","N","N","45154","17924","-","**","23544","11970","30510","15462","25801","4854","40523","4519","18736","4371","32351","2364","46230","4316","29903","5383","40615","2554","33829","4020","47687","6961","56815","2920","30164","2165","31528","7149","27823","2786","26375","3117","24920","2959","39967","27207","29898","4290","27399","5016","37268","25655","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1301290","Cobb County School District, Georgia","234966","3391","66.3","1.0","24.6","0.9","N","N","4.0","0.4","N","N","3.6","0.6","N","N","7.6","0.6","62.5","1.0","4.4","0.6","40.6","1.1","40.7","1.0","14.3","0.7","161520","4363","49.8","1.8","50.2","1.8","74.9","2.0","18.8","1.7","6.3","1.1","73446","3723","59.2","3.0","49.1","3.0","10.1","1.8","40.8","3.0","30.6","2.7","10.2","2.0","31.8","(X)","32.6","(X)","27.4","(X)","61380","1971","70445","2608","45776","5840","N","N","67493","21975","63857","34291","36696","8854","52147","11205","38045","6345","72442","3728","30387","3684","62777","3973","75793","3599","43581","2583","74756","4126","70063","6658","77101","4375","90645","3678","34767","3167","39698","6705","41876","2996","38375","3877","35185","3707","54019","6427","47569","5349","43875","6833","53770","8461","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1301410","Columbia County School District, Georgia","44075","1524","78.4","2.0","16.3","1.8","N","N","N","N","N","N","N","N","N","N","N","N","76.5","2.0","1.8","1.0","37.9","2.8","45.8","2.9","14.4","2.4","33032","1716","N","N","N","N","N","N","N","N","N","N","11043","1603","43.2","8.5","39.5","8.3","3.6","2.7","56.8","8.5","40.0","8.0","16.9","8.3","30.8","(X)","31.1","(X)","29.3","(X)","62359","4574","66132","5363","50210","8955","-","**","57611","11366","-","**","N","N","63750","19076","N","N","66767","6113","16732","7390","61974","6804","70587","9960","48647","11346","68323","8291","64686","7809","76225","9333","81362","4943","48727","6460","36976","8919","41688","12309","33579","18915","32013","12944","80087","26534","46381","17974","41235","9616","65785","28488","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1301500","Coweta County School District, Georgia","45186","1443","78.2","2.1","18.9","1.7","N","N","N","N","N","N","N","N","N","N","N","N","74.5","2.5","2.9","1.5","36.5","2.1","42.8","2.5","17.9","1.6","32625","2074","N","N","N","N","N","N","N","N","N","N","12561","1901","49.6","8.0","44.5","8.0","5.1","3.4","50.4","8.0","40.0","7.8","10.4","4.5","37.2","(X)","39.0","(X)","31.3","(X)","55343","4112","61911","3564","31236","5109","-","**","N","N","-","**","N","N","53684","31097","70661","21866","61454","3779","15801","28390","69557","9788","55485","5872","43103","5892","62750","4190","62814","9358","62713","4927","72344","6120","33730","8848","38482","5250","35102","5861","30925","7091","28308","10936","48783","23756","39297","11298","32534","5598","75204","30572","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1301740","DeKalb County School District, Georgia","237140","4223","38.0","1.0","53.5","0.9","N","N","5.0","0.6","N","N","2.4","0.6","0.9","0.3","7.0","0.7","33.6","0.9","4.1","0.8","42.6","1.2","38.6","1.1","14.7","0.8","144623","4441","48.5","1.8","51.5","1.8","59.9","2.3","31.3","1.9","8.9","1.4","92517","3906","54.4","2.2","48.1","2.3","6.3","1.1","45.6","2.2","35.9","2.4","9.7","1.6","28.9","(X)","31.2","(X)","23.7","(X)","46324","1632","63128","3332","40386","2338","44675","28456","50308","15290","N","N","16711","5170","39342","11025","29745","5874","68899","3882","20942","4916","44999","2660","56519","3258","33823","2862","54514","3309","48032","4233","60127","3258","77125","3619","31949","1854","36407","3832","33778","2453","31491","2440","29536","2840","53711","6719","36490","3798","35024","4014","51329","6813","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1301830","Dougherty School District, Georgia","35943","1727","36.9","2.5","60.4","2.4","N","N","N","N","N","N","N","N","N","N","N","N","36.0","2.2","6.3","2.3","32.2","2.7","38.8","2.8","22.8","1.8","22536","1823","N","N","N","N","N","N","N","N","N","N","13407","1685","56.4","6.0","49.7","6.4","6.7","3.9","43.6","6.0","33.2","5.3","10.3","5.7","40.9","(X)","38.4","(X)","44.0","(X)","28444","4145","45557","5455","20819","3287","42623","22344","N","N","-","**","18179","10097","N","N","18928","1831","45953","5179","6723","9204","30973","10730","34253","11502","29108","3242","39468","4954","22584","5109","48063","4141","57140","7096","22192","6887","16818","14147","17517","2061","18379","3647","19844","3620","9101","12418","16643","3013","14983","2102","20806","20988","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1301860","Douglas County School District, Georgia","46754","1594","54.8","2.2","41.7","2.1","N","N","N","N","N","N","N","N","N","N","N","N","52.6","2.2","4.6","2.3","41.1","2.9","41.2","2.8","13.1","1.6","33606","1992","N","N","N","N","N","N","N","N","N","N","13148","1793","57.9","5.9","52.4","6.6","5.5","3.9","42.1","5.9","33.8","6.3","8.3","3.7","34.0","(X)","35.3","(X)","27.8","(X)","53092","4730","57066","8606","48420","8117","-","**","N","N","-","**","32479","19950","83433","41108","48648","24780","56636","8589","41625","19560","49543","6366","63659","7741","36708","7188","59615","4095","56716","5835","62024","4325","67365","4859","37192","14356","48091","21735","38940","3353","39880","4595","38426","6796","82847","48247","34420","11658","30249","14368","88052","34645","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1302130","Fayette County School District, Georgia","38127","1226","77.4","1.6","17.2","1.7","N","N","N","N","N","N","N","N","N","N","N","N","73.5","1.7","0.9","0.8","26.7","2.1","50.6","2.4","21.9","1.8","28833","1831","N","N","N","N","N","N","N","N","N","N","9294","1553","59.2","6.2","57.1","6.1","2.2","2.8","40.8","6.2","30.7","5.5","10.1","5.7","23.6","(X)","23.5","(X)","23.2","(X)","79659","6984","78309","10874","86314","9217","N","N","61089","23824","-","**","73165","19251","51519","40797","50492","27845","79163","10843","35417","20859","80542","13074","93825","7441","50676","9119","90953","6462","90587","8387","91983","12313","100041","7811","47252","19398","39679","27181","37712","4903","28353","3325","27817","2881","39043","46911","59332","35456","44285","23804","103413","38080","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1302220","Forsyth County School District, Georgia","55463","2077","88.5","1.7","N","N","N","N","N","N","N","N","N","N","N","N","4.8","1.1","85.8","1.8","1.0","0.5","39.7","2.3","45.1","2.3","14.2","1.6","44104","2166","N","N","N","N","N","N","N","N","N","N","11359","1583","63.1","7.0","56.1","6.9","7.1","3.5","36.9","7.0","31.0","7.5","5.9","2.8","30.0","(X)","29.9","(X)","28.4","(X)","79825","4853","81615","5032","46875","12806","N","N","91702","31752","-","**","19092","6890","N","N","45602","16414","82166","5842","26086","20975","81953","5894","92417","8778","41142","8643","90735","4467","98726","9681","81685","7247","96738","5573","31999","6415","47387","25117","39577","6622","37538","13560","30214","13924","56469","10173","40865","7507","40642","8879","48196","26786","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1302280","Fulton County School District, Georgia","195500","4252","54.9","1.3","35.5","1.2","N","N","6.2","0.6","N","N","N","N","N","N","6.0","0.7","51.3","1.3","2.7","0.6","44.2","1.6","39.8","1.7","13.4","0.9","132797","4080","53.2","2.0","46.8","2.0","71.8","2.3","22.3","2.4","6.0","1.3","62703","5076","53.7","3.6","49.1","3.5","4.6","1.2","46.3","3.6","37.2","4.1","9.2","2.6","33.3","(X)","35.0","(X)","28.9","(X)","62889","2295","81861","4373","44637","5241","N","N","91011","14325","N","N","31919","8021","68687","18715","41063","9897","86759","5098","30081","7048","57204","6556","83517","7987","48105","5671","78560","4695","74430","6995","81623","4581","102422","4126","31797","3289","50424","8822","39209","3192","36720","3164","34751","4702","60232","12172","45408","7633","39761","8594","66953","19288","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1302400","Glynn County School District, Georgia","31721","1835","70.3","2.5","26.0","2.5","N","N","N","N","N","N","N","N","N","N","N","N","69.2","2.5","2.6","1.9","30.4","3.9","39.0","3.4","28.0","2.3","22763","2264","N","N","N","N","N","N","N","N","N","N","8958","1371","53.4","8.2","50.4","8.3","3.0","2.7","46.6","8.2","43.6","8.4","3.0","3.3","39.1","(X)","39.1","(X)","35.3","(X)","41854","6422","51225","8880","28693","4110","-","**","N","N","-","**","N","N","N","N","N","N","50900","8773","29823","37765","47825","23643","41373","10210","41302","5231","51617","9592","39770","35743","52288","7607","63205","15014","22098","12043","28001","9273","27523","4020","26330","5845","26261","6037","110271","182333","28304","5048","27819","6308","78819","36466","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1302550","Gwinnett County School District, Georgia","263553","2590","57.6","1.0","24.7","0.7","N","N","9.6","0.5","N","N","6.3","0.8","1.5","0.4","14.0","0.8","50.6","0.8","3.4","0.6","44.1","1.0","42.5","1.0","10.0","0.6","199928","3838","54.7","1.7","45.3","1.7","76.2","1.7","17.6","1.4","6.2","1.0","63625","3668","51.3","3.1","44.3","2.8","7.0","1.7","48.7","3.1","38.0","2.9","10.6","2.3","30.1","(X)","31.0","(X)","25.6","(X)","58134","2520","69157","3761","47572","2739","53325","13922","52299","7544","N","N","28766","5073","56787","16206","33965","3905","73874","2544","36704","5448","52807","3637","70527","3809","44222","3793","63437","2382","57957","4112","71287","3246","75214","2783","38064","3792","37717","9022","40589","2229","37400","2955","34759","3556","55320","12758","43090","3335","40092","4939","60143","15682","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1302610","Hall County School District, Georgia","49163","1808","90.4","1.9","N","N","N","N","N","N","N","N","N","N","N","N","13.8","2.3","79.6","2.2","3.7","1.4","36.1","2.6","38.9","2.7","21.4","2.1","38767","2008","44.6","3.6","55.4","3.6","78.3","3.8","13.9","2.7","7.8","2.9","10396","1451","55.6","6.6","46.7","6.8","9.0","5.1","44.4","6.6","36.6","7.6","7.8","4.5","26.7","(X)","28.2","(X)","19.8","(X)","50043","3419","51346","3453","35927","9118","75300","54667","N","N","-","**","26385","6220","45806","44718","40005","15535","53447","4964","29117","4437","53063","7052","57664","8284","34087","8257","56086","4371","49641","4594","60307","3701","61779","4817","37403","4836","30980","10868","26867","4267","26228","4676","25800","4899","27988","8979","27463","13851","25349","7548","49847","22285","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1302820","Henry County School District, Georgia","68821","1662","58.2","1.8","37.0","1.7","N","N","N","N","N","N","N","N","N","N","N","N","56.5","1.8","1.8","0.9","41.2","2.3","43.3","1.9","13.7","1.2","49152","2666","49.4","3.5","50.6","3.5","74.6","3.7","20.0","3.5","5.4","1.8","19669","2492","57.7","6.5","54.1","6.4","3.6","1.7","42.3","6.5","36.9","6.5","5.4","2.7","31.2","(X)","25.9","(X)","43.0","(X)","57341","5157","64683","5352","53790","3987","15341","11135","48707","29473","-","**","39472","8835","66273","29665","50087","20699","64690","6081","32631","24524","60995","8448","63771","6523","31484","9186","68414","3989","66594","5230","69935","6127","77368","3846","41563","4842","54306","11635","36548","6001","38418","4648","37047","4827","51760","26976","28509","13197","25961","9464","61324","70326","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1302880","Houston County School District, Georgia","50631","1857","66.1","2.1","28.7","2.0","N","N","N","N","N","N","N","N","N","N","N","N","64.2","2.1","3.9","1.5","38.9","2.0","40.1","1.7","17.0","1.7","36254","2042","N","N","N","N","N","N","N","N","N","N","14377","1818","48.7","6.8","46.6","7.0","2.1","1.6","51.3","6.8","40.3","7.1","11.1","4.1","31.4","(X)","30.9","(X)","30.9","(X)","58596","6852","64032","5604","38458","8652","-","**","70678","68018","-","**","20784","11731","46626","29453","48906","18920","63314","5686","14742","20265","62126","6078","62104","7094","44317","9517","65070","6367","56972","10224","71271","4902","76306","5721","25603","6803","37482","24720","36427","4240","26894","8702","26193","4580","71061","14112","49931","20083","39334","12209","68097","8243","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1303870","Muscogee County School District, Georgia","71006","2441","50.4","1.9","44.7","1.9","N","N","N","N","N","N","N","N","N","N","4.8","0.8","47.7","1.8","4.9","1.2","35.1","1.9","38.2","1.5","21.8","1.3","45943","2629","49.5","3.4","50.5","3.4","55.7","3.1","39.3","2.9","5.0","1.4","25063","2249","58.1","4.0","51.6","3.9","6.6","2.3","41.9","4.0","36.5","3.7","5.4","2.3","29.7","(X)","33.8","(X)","21.0","(X)","35040","2449","43517","4402","27525","2695","66111","30515","62674","7458","-","**","31250","4357","N","N","35816","13476","43245","4415","18017","5791","33555","3856","46849","5051","29078","3259","43170","3664","35176","4957","54632","7571","74030","4038","19738","3119","27740","3009","23765","2407","21064","2601","19612","3388","26711","14625","27452","4026","26677","4001","43314","25394","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1303930","Newton County School District, Georgia","35039","1202","57.6","2.5","39.5","2.2","N","N","N","N","N","N","N","N","N","N","N","N","56.1","2.2","2.1","1.4","43.0","2.7","39.9","2.5","15.0","1.7","27149","1765","N","N","N","N","N","N","N","N","N","N","7890","1463","63.1","8.6","53.5","9.4","9.6","6.1","36.9","8.6","28.1","6.9","8.8","5.2","30.4","(X)","29.3","(X)","33.8","(X)","49397","3650","51766","6401","45724","8538","-","**","N","N","-","**","N","N","N","N","31190","21279","51935","6439","13609","11494","53321","5118","51084","7832","36329","6991","53395","4082","55043","7188","50992","6711","61731","5914","27490","4154","27633","16352","31157","5226","33545","7468","29055","6679","72825","58563","27324","6941","26795","9542","33177","55977","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1304020","Paulding County School District, Georgia","47343","1335","80.9","1.5","17.4","1.4","N","N","N","N","N","N","N","N","N","N","N","N","78.4","1.8","4.1","1.3","48.0","2.6","37.0","2.4","10.9","1.4","37079","1697","55.5","3.1","44.5","3.1","73.6","4.2","18.9","3.3","7.5","2.6","10264","1356","47.5","7.9","38.2","7.9","9.3","3.9","52.5","7.9","42.1","8.2","10.5","5.0","31.4","(X)","31.3","(X)","29.8","(X)","60169","3019","62759","3397","45986","7056","N","N","N","N","-","**","-","**","N","N","57575","57108","63011","3332","42966","12288","66130","4246","62356","5100","32508","9499","64800","3057","65425","5550","64096","4870","71188","2917","34984","15221","34785","26556","40070","5528","32707","6450","30097","9883","68995","39628","41847","3805","40085","4724","70030","24684","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1304380","Richmond County School District, Georgia","72293","2922","45.9","2.0","50.2","2.2","N","N","N","N","N","N","N","N","N","N","N","N","43.9","2.0","7.3","1.7","35.0","2.9","37.9","2.6","19.8","1.3","45193","2820","43.3","4.0","56.7","4.0","57.3","2.9","32.8","3.2","10.0","2.2","27100","2299","52.0","4.4","44.8","4.3","7.2","2.3","48.0","4.4","41.2","4.8","6.8","3.2","35.1","(X)","36.9","(X)","28.7","(X)","39152","2651","42347","4821","35681","6113","N","N","43404","37121","-","**","N","N","45343","33261","51205","33332","42203","4415","25554","3297","40133","3291","47560","3802","29659","3673","46693","3329","36597","7882","51213","3510","61777","4752","26581","5770","35033","13851","25427","3541","19974","3498","18131","3085","43235","34534","31627","4618","30300","6312","41397","15555","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1304410","Rockdale County School District, Georgia","28997","1196","51.5","2.9","45.3","2.5","N","N","N","N","N","N","N","N","N","N","N","N","47.8","2.8","4.7","2.6","33.5","3.1","44.9","3.5","17.0","1.9","22065","1343","N","N","N","N","N","N","N","N","N","N","6932","1375","58.0","9.4","45.1","8.4","12.9","6.6","42.0","9.4","34.3","9.4","7.7","5.1","32.7","(X)","33.3","(X)","27.3","(X)","57266","6637","57527","7466","55530","11130","-","**","N","N","-","**","54813","28023","40960","27811","45131","11295","60616","6671","27757","20134","51802","8095","74012","6971","41867","12006","62276","5969","58193","12802","69081","9291","75659","3430","31852","11432","26871","29484","38534","13470","36478","2953","34982","6416","53681","66254","51935","19341","39413","20772","110056","55080","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1305370","Walker County School District, Georgia","25134","1382","93.5","1.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93.4","1.3","2.9","1.7","29.1","3.0","44.0","2.8","24.0","2.6","18520","1507","N","N","N","N","N","N","N","N","N","N","6614","1237","61.9","8.5","58.3","9.1","3.6","3.4","38.1","8.5","32.1","9.0","6.1","4.6","24.1","(X)","23.9","(X)","21.2","(X)","36709","4114","37523","4146","37783","24520","-","**","-","**","-","**","31193","20985","N","N","30786","15462","37508","4157","19393","23840","44193","4801","38396","4872","31367","3880","43732","3826","44818","4538","42195","5858","51313","7715","25377","13523","30561","12703","18235","2677","13685","1556","13703","1500","12400","26981","25267","8499","20503","5765","47936","21430","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1305390","Walton County School District, Georgia","27641","1262","82.3","2.4","15.4","2.3","N","N","N","N","N","N","N","N","N","N","N","N","82.0","2.2","2.7","1.5","33.8","3.1","41.9","3.2","21.6","2.9","20091","1587","N","N","N","N","N","N","N","N","N","N","7550","1349","60.1","8.4","49.7","8.5","10.4","5.8","39.9","8.4","35.6","8.6","4.3","4.3","35.3","(X)","34.9","(X)","36.3","(X)","50509","4633","55251","8625","28052","17990","-","**","-","**","-","**","N","N","49038","3910","N","N","55535","8699","19848","75498","60017","3461","54910","10305","29731","2501","62028","6960","66486","9888","58023","12407","70697","8898","27856","12492","63590","55814","29638","9568","22355","14822","14451","9736","49707","14251","35093","13422","30772","11571","65945","10148","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1305700","Whitfield County School District, Georgia","24737","1298","88.9","3.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","80.2","3.4","3.3","2.1","34.0","4.4","43.0","3.4","19.7","2.6","18657","1238","N","N","N","N","N","N","N","N","N","N","6080","1143","41.2","9.4","35.1","9.6","6.1","6.1","58.8","9.4","42.5","11.4","16.3","9.9","30.9","(X)","31.3","(X)","28.7","(X)","41094","7874","41543","9895","N","N","-","**","-","**","-","**","39767","12072","55367","20013","38189","6342","43233","10504","15525","8139","42278","8632","51078","18137","35677","16498","51125","5915","39732","17722","57568","7748","60199","4092","25220","7693","18534","2994","23238","5064","15000","10262","14629","7792","32927","35289","25427","5931","26422","12104","24556","3306","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1500030","Hawaii Department of Education, Hawaii","445812","4223","34.0","0.9","1.6","0.2","N","N","40.0","0.9","7.1","0.4","1.0","0.2","15.8","0.8","7.1","0.5","31.6","0.8","3.7","0.4","30.1","0.9","41.8","0.9","24.4","0.6","303075","5409","39.6","1.2","60.4","1.2","74.0","1.3","18.0","0.9","8.0","1.0","142737","5203","52.0","1.9","40.9","2.0","11.1","1.3","48.0","1.9","35.4","1.8","12.6","1.5","31.7","(X)","32.4","(X)","27.8","(X)","63030","1556","63458","3273","56793","6835","54715","15937","65938","2548","58119","8221","44407","14497","60536","3052","46977","4165","65364","3084","30599","4395","68592","3057","70418","2441","51293","2870","76134","1551","73095","2493","77444","2334","84510","2298","44253","2550","65860","6860","38060","2355","34153","3099","28751","2257","69444","7361","41920","1436","37071","4587","72161","10112","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1600360","Boise City Independent School District 1, Idaho","80044","2444","93.1","1.4","N","N","N","N","N","N","N","N","N","N","N","N","5.3","1.1","88.6","1.6","9.2","1.5","35.8","2.6","36.7","2.7","18.3","1.4","44029","2448","42.7","3.2","57.3","3.2","74.4","3.6","18.1","2.9","7.5","2.3","36015","2684","50.6","3.7","38.2","3.9","12.4","2.9","49.4","3.7","37.6","4.4","11.8","3.0","28.2","(X)","23.1","(X)","32.4","(X)","42559","1931","43640","2222","N","N","40050","15360","35943","5438","N","N","63060","39234","34796","12255","43888","9685","43731","2589","19129","4884","42146","3304","59170","5006","35426","2790","58666","4010","52415","5719","61136","5478","72290","7459","28297","8182","41367","5585","29449","2817","27878","2913","26085","3950","31518","7013","32287","6137","25978","3306","46524","7142","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1600780","Coeur d'Alene School District 271, Idaho","30097","1460","95.0","1.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","92.5","2.2","8.5","2.5","28.8","3.8","39.6","3.7","23.1","2.4","18928","1509","N","N","N","N","N","N","N","N","N","N","11169","1613","52.1","6.6","40.6","6.6","11.5","5.1","47.9","6.6","30.4","6.8","17.5","6.3","21.1","(X)","17.5","(X)","26.3","(X)","42604","3749","42740","3495","N","N","48595","39522","N","N","-","**","35075","2152","66130","35937","48722","25233","42552","3593","27765","4310","53573","6638","46811","6647","29209","3578","55727","3518","55154","8605","56613","5644","60621","5130","27083","3391","43791","20633","25395","2432","17513","4120","14672","1723","38155","5942","29010","4385","29403","7706","28818","12142","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1602100","Meridian Joint School District 2, Idaho","62877","2435","94.8","1.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91.0","1.7","4.0","1.5","41.3","2.5","37.5","2.8","17.2","1.8","48483","2395","N","N","N","N","N","N","N","N","N","N","14394","1781","53.5","7.4","48.7","7.9","4.8","2.7","46.5","7.4","33.6","7.1","12.9","4.0","32.5","(X)","34.3","(X)","24.4","(X)","58992","4241","58647","4172","35601","12539","N","N","85452","52265","-","**","62617","12104","50417","27316","45114","16324","60185","3889","40760","28876","62589","3262","68718","7053","38106","4464","65406","2894","65958","5512","64959","3102","71835","5422","32866","5119","50543","14829","33253","3764","31330","3466","30086","3495","51148","30852","34926","5897","28464","9455","70353","21212","(X)","(X)","(X)","(X)","(X)","(X)"
"9700000US1602340","Nampa School District 131, Idaho","27044","1958","90.9","3.0","N","N","N","N","N","N","N","N","N","N","N","N","15.9","2.8","78.6","3.6","4.8","2.2","37.1","4.3","39.4","4.1","18.8","3.2","20265","1508","N","N","N","N","N","N","N","N","N","N","6779","1438","51.6","9.9","44.9","9.2","6.7","5.5","48.4","9.9","35.9","10.7","12.4","5.4","22.2","(X)","22.1","(X)","16.7","(X)","44637","4602","46036","4824","-","**","N","N","31657","24612","-","**","25103","7943","N","N","28998","11077","48377","3932","48004","24383","46172","8804","48670","6281","35538","7932","49978","2707","47113","5664","51232","2855","53805","3928","21283","6326","32171","21719","20037","4587","19082","7336","17381","6931","47743","41052","20584","7407","17282","6060","47228","11723","(X)","(X)","(X)","(X)","(X)","(X)"
