"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_004M"
"9700000US0691135","Val Verde Unified School District, California","18523","1601","53.1","5.9","N","N","N","N","N","N","N","N","21.4","5.4","N","N","51.6","6.3","24.2","5.7","1.1","0.8","49.8","6.1","36.2","6.2","12.9","3.9","16375","1604","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","35.4","(X)","34.2","(X)","32.6","(X)","49968","3453","58530","8855","50043","7480","35500","49661","10335","-","**","37202","10171","65549","4581","44717","7307","70458","19645","47614","26528","50102","4047","57628","12177","38030","6350","50856","3189","48826","5818","60850","11343","60892","5524","26942","15420","37063","30661","29507","10238","31935","12781","31815","13956","82606","124860","27912","25478","27642","25569","65247","98731","(X)","(X)","(X)","(X)","(X)","(X)","6070"
"9700000US0801920","Academy School District 20, Colorado","33774","1941","89.1","2.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85.7","2.8","2.0","1.0","29.5","3.8","53.3","4.0","15.2","2.8","26093","1736","N","N","N","N","N","N","N","N","N","N","7681","1264","56.2","8.5","47.7","8.8","8.4","4.8","43.8","8.5","37.0","9.1","6.9","4.4","22.9","(X)","22.6","(X)","22.2","(X)","94193","6226","94818","6106","58969","52641","N","99808","37516","-","**","73920","72937","67299","55697","89141","44110","94536","6156","31679","11424","89082","8932","109466","7033","51174","9493","105520","4781","106919","5501","102996","6881","110791","5379","73130","13566","71938","34611","46903","10549","42682","11947","40827","14336","77688","28267","51963","23404","54303","28689","44169","68574","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US0802340","Adams-Arapahoe School District 28J, Colorado","75952","2115","66.8","2.2","18.5","1.8","N","N","3.1","0.8","N","N","6.0","1.4","N","N","26.4","2.0","48.8","2.3","5.9","1.3","40.7","2.5","38.0","2.4","15.5","1.7","49870","2457","52.3","3.7","47.7","3.7","62.0","3.5","26.8","2.9","11.2","2.3","26082","2328","46.8","4.4","40.7","4.4","6.2","2.0","53.2","4.4","44.0","4.5","9.2","2.6","28.3","(X)","29.6","(X)","23.5","(X)","44833","2401","48439","3082","40515","6412","N","36917","6407","N","N","37293","5265","36737","17432","36605","2833","54701","4114","26919","4474","41995","2595","54800","5121","44029","6083","49829","3796","38202","3644","62124","4124","61471","2655","32964","3656","38713","8939","36228","3441","33181","4966","32280","4128","46936","23259","39064","5767","35513","7002","52273","24380","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US0802490","Boulder Valley School District RE-2, Colorado","88980","2320","91.7","1.3","N","N","N","N","3.9","0.9","N","N","N","N","N","N","7.1","1.4","87.0","1.7","11.4","1.4","34.3","1.6","37.4","1.8","16.8","1.3","50177","2317","47.3","3.0","52.7","3.0","82.2","2.9","10.9","1.9","6.9","1.9","38803","2346","52.2","3.9","35.4","3.7","16.8","2.6","47.8","3.9","30.3","3.7","17.5","3.0","20.5","(X)","18.8","(X)","22.0","(X)","67265","5250","68572","4899","N","N","-","106694","35892","-","**","39502","8686","42278","37782","40650","9972","70326","4264","13876","4324","79027","8704","93997","9487","51737","4619","102714","3307","107491","9628","100428","4307","112645","7035","51526","9891","48021","25314","37999","4646","34458","3389","34716","3458","32371","14109","42070","8685","36135","11269","51230","7665","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US0802580","Brighton School District 27J, Colorado","24105","1702","91.0","3.0","N","N","N","N","N","N","N","N","N","N","N","N","25.9","4.0","70.1","4.4","2.5","2.0","46.0","5.4","37.6","4.4","13.8","3.2","19376","1587","N","N","N","N","N","N","N","N","N","N","4729","1038","53.3","11.7","45.3","11.6","8.0","5.8","46.7","11.7","39.9","11.5","6.8","5.3","23.7","(X)","22.8","(X)","24.2","(X)","72488","9905","76099","8917","34770","19124","72021","82717","8384","-","**","60843","18070","77954","52150","58229","8337","83801","8984","53426","16663","78395","8422","79507","7867","45093","14281","78701","9318","72210","10270","86944","11116","87414","3715","52848","16185","60822","11482","52319","8385","45750","9576","39022","23415","51841","67263","61629","8187","57159","12514","84579","65314","(X)","(X)","(X)","(X)","(X)","(X)","51355"
"9700000US0802910","Cherry Creek School District 5, Colorado","108257","2588","80.2","1.5","8.3","1.0","N","N","6.2","0.8","N","N","N","N","1.9","0.5","10.1","1.2","73.6","1.7","3.1","0.8","39.3","1.9","41.5","1.9","16.1","1.1","72660","2383","51.1","2.4","48.9","2.4","76.4","2.0","17.1","2.0","6.5","1.6","35597","2132","54.5","3.9","48.0","3.6","6.5","1.8","45.5","3.9","35.8","4.0","9.7","2.4","22.7","(X)","24.1","(X)","18.2","(X)","70640","3019","73340","3475","45864","9645","60861","74120","13176","N","N","57296","28803","71273","29798","54040","6957","75683","3085","22772","8605","69391","6360","79317","3824","58988","6460","86333","4086","82003","6541","90552","5279","100321","3052","47530","7161","69083","23962","41775","2950","37282","3929","35748","3510","57368","20800","47817","7529","40771","7130","77106","3469","(X)","(X)","(X)","(X)","(X)","(X)","40020"
"9700000US0803060","Colorado Springs School District 11, Colorado","96227","2966","86.1","1.8","4.1","1.0","N","N","N","N","N","N","4.2","1.2","3.2","0.8","12.3","1.5","79.2","1.8","5.6","1.0","36.2","2.4","37.8","1.9","20.4","1.3","56478","2705","45.8","2.9","54.2","2.9","71.1","3.0","21.7","2.7","7.1","1.6","39749","2408","54.5","3.4","48.7","3.3","5.8","2.0","45.5","3.4","37.3","3.7","8.2","2.3","25.9","(X)","25.9","(X)","24.2","(X)","45239","2614","47384","2938","38008","8900","71152","41623","24774","N","N","27538","10097","38979","14418","36567","5732","48016","2921","28427","6331","49202","3207","49180","5122","39302","3387","56187","4702","50154","3189","63280","5731","67641","5978","30470","6238","43168","6951","30089","2078","28244","2804","27339","2610","40115","22370","32333","6841","26882","3824","63857","14836","(X)","(X)","(X)","(X)","(X)","(X)","52896"
"9700000US0803360","Denver County School District 1, Colorado","270439","2772","79.8","1.0","9.1","0.6","0.8","0.2","3.1","0.4","N","N","4.4","0.6","2.8","0.5","21.9","0.8","63.6","1.0","5.7","0.6","46.0","1.0","31.6","0.8","16.7","0.5","129337","4205","48.7","2.0","51.3","2.0","67.1","2.0","23.7","1.7","9.2","1.4","141102","3926","50.9","1.7","40.5","2.0","10.4","1.2","49.1","1.7","35.9","1.9","13.2","1.6","25.5","(X)","28.5","(X)","21.3","(X)","50488","1534","54448","2260","31329","4532","30825","57252","7846","2,500-","***","30102","4995","45889","9834","34973","2571","59983","2548","28289","3876","56735","3212","56742","3209","34927","2987","62143","2780","50072","2473","73106","3319","81333","4035","29360","3180","48717","11071","40064","2436","37972","3492","34143","2407","68201","11138","41154","3388","31979","2213","86104","13106","(X)","(X)","(X)","(X)","(X)","(X)","24277"
"9700000US0803450","Douglas County School District RE-1, Colorado","105532","1281","93.6","0.8","N","N","N","N","2.9","0.6","N","N","N","N","N","N","5.6","0.8","89.0","0.9","1.3","0.5","38.7","1.2","46.3","1.2","13.7","0.8","81627","1938","54.6","2.0","45.4","2.0","85.5","1.8","10.1","1.7","4.4","1.2","23905","2067","57.8","4.7","49.4","5.1","8.4","3.5","42.2","4.7","30.8","4.4","11.4","3.5","17.7","(X)","17.3","(X)","16.9","(X)","95379","3639","95297","3832","80932","31661","32889","112145","24398","-","**","68407","22019","126913","58055","74560","26974","96707","4349","44375","24231","99799","3823","107190","4903","54974","8631","107649","3079","109886","3612","104227","4833","114597","4385","58905","6838","54032","32607","50672","3314","50343","5834","45490","5974","77071","22375","50960","4513","50275","4842","56960","42141","(X)","(X)","(X)","(X)","(X)","(X)","14722"
"9700000US0803870","Falcon School District 49, Colorado","24553","1730","86.7","3.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","79.5","5.0","2.4","1.9","47.8","5.4","38.4","4.5","11.4","3.0","19485","1548","N","N","N","N","N","N","N","N","N","N","5068","1094","42.2","10.5","41.0","10.5","1.2","2.0","57.8","10.5","41.4","11.2","16.4","10.3","18.6","(X)","17.0","(X)","17.7","(X)","73624","6078","76405","6213","54889","19142","75468","63476","30755","N","N","N","N","38246","20387","73392","16797","78011","7132","26239","1045","71084","7397","89784","16419","48256","11377","78580","5824","81010","7859","76555","7726","84111","5522","44302","23143","54604","32276","39448","6596","37531","12694","35804","11456","-","**","43592","14394","44334","15846","40476","104622","(X)","(X)","(X)","(X)","(X)","(X)","37488"
"9700000US0803990","Poudre School District R-1, Colorado","75364","2445","93.7","1.2","N","N","N","N","N","N","N","N","N","N","N","N","7.9","1.7","87.4","1.7","12.7","1.5","35.2","2.2","37.2","2.2","15.0","1.4","44768","2288","44.7","3.5","55.3","3.5","81.5","2.8","13.9","2.3","4.6","1.5","30596","2285","51.7","3.3","32.8","3.1","18.9","2.9","48.3","3.3","27.2","3.8","21.1","3.4","23.9","(X)","21.6","(X)","24.6","(X)","52458","3442","53726","3912","N","N","77471","40000","10968","53384","13594","N","N","N","N","34556","12100","55353","3099","21584","3645","57461","5094","72261","7705","46639","5898","75025","3591","71640","11360","76486","4346","83057","5050","29808","4048","40383","11934","30047","4492","25769","3647","23710","3487","36893","7733","31778","3124","25263","5036","35904","4342","(X)","(X)","(X)","(X)","(X)","(X)","62809"
"9700000US0804350","Mesa County Valley School District 51, Colorado","57624","1432","93.4","1.4","N","N","N","N","N","N","N","N","N","N","N","N","9.6","1.0","87.4","1.4","5.9","1.4","29.5","1.8","39.2","1.7","25.4","1.4","39093","2170","41.0","3.1","59.0","3.1","74.4","3.8","16.7","3.1","8.9","2.4","18531","1974","55.1","3.8","47.8","4.4","7.3","2.9","44.9","3.8","37.6","4.3","7.3","3.4","26.6","(X)","26.2","(X)","25.1","(X)","45598","3648","44949","3469","90158","86637","61619","2,500-","***","-","**","31522","30984","49650","14849","33437","4111","47326","4085","47542","12078","49156","8088","55533","9680","29542","4381","54688","6701","39107","16332","60890","3642","66447","5894","24843","5969","32313","7872","28231","3924","23515","4727","19560","5173","56990","20339","38665","8326","32874","8360","52078","14668","(X)","(X)","(X)","(X)","(X)","(X)","37292"
"9700000US0804410","Greeley School District 6, Colorado","42229","1719","81.0","2.6","N","N","N","N","N","N","N","N","13.8","2.4","N","N","28.1","2.6","67.9","2.7","12.7","1.9","35.7","3.0","32.7","3.1","19.0","1.8","29193","1574","51.2","4.4","48.8","4.4","71.0","4.4","20.1","3.9","8.9","2.7","13036","1505","54.6","5.8","40.2","5.2","14.4","4.0","45.4","5.8","31.4","5.1","14.0","5.3","40.6","(X)","41.3","(X)","35.6","(X)","42687","3312","47444","3635","34468","26998","15954","N","N","-","**","31132","3522","22935","15948","34870","5928","48943","2794","23912","5309","43599","3887","59126","6911","35606","4908","48428","3586","42515","5874","58721","5912","60773","5585","22645","5236","32379","11505","26837","3904","25772","4203","25051","4800","34076","13453","29784","7732","27246","7778","34039","12203","(X)","(X)","(X)","(X)","(X)","(X)","10296"
"9700000US0804530","Harrison School District 2, Colorado","26955","2269","69.3","4.3","14.9","3.6","N","N","N","N","N","N","N","N","N","N","27.2","4.5","51.8","5.0","10.3","3.5","41.3","4.0","32.3","3.9","16.1","3.3","16665","1884","N","N","N","N","N","N","N","N","N","N","10290","1604","41.8","8.0","34.3","8.3","7.5","4.4","58.2","8.0","39.6","8.5","18.7","6.5","30.6","(X)","29.9","(X)","29.3","(X)","43097","4845","47432","7719","35571","13509","N","51270","33297","49712","15724","21096","3931","33304","21529","25523","4132","52062","6198","29419","7466","46849","6428","47023","9446","27401","7297","48070","6329","42252","17205","50375","5533","55942","3847","25619","7639","61911","33185","28103","7621","20843","4086","21346","3536","11951","65206","42641","9753","28065","11928","51960","28151","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US0804800","Jefferson County School District R-1, Colorado","223023","2157","92.9","0.6","N","N","N","N","2.1","0.3","N","N","N","N","1.8","0.4","11.6","0.7","83.8","0.8","3.4","0.5","32.6","0.7","42.9","0.8","21.1","0.6","144891","2886","41.1","1.7","58.9","1.7","77.5","1.7","16.1","1.4","6.4","1.1","78132","3330","52.2","2.1","42.4","2.1","9.8","1.4","47.8","2.1","35.8","2.1","12.0","1.6","23.1","(X)","22.7","(X)","22.2","(X)","67608","2128","68663","2233","44074","15078","68481","76375","16562","-","**","43537","24816","41281","7736","50879","6071","70704","1919","25016","6069","72368","4414","80444","3092","46966","3149","83118","2576","80809","4971","84410","2654","95708","2585","41631","2927","50522","6817","40231","2277","35609","2667","31774","1452","60797","10815","43307","3517","39781","5011","68188","15563","(X)","(X)","(X)","(X)","(X)","(X)","50266"
"9700000US0805310","Littleton School District 6, Colorado","38845","1427","93.5","1.8","N","N","N","N","N","N","N","N","N","N","N","N","7.1","1.9","87.7","2.4","3.3","1.2","28.3","3.1","42.3","2.7","26.0","2.3","24622","1343","N","N","N","N","N","N","N","N","N","N","14223","1692","61.5","5.2","52.2","4.9","9.3","3.4","38.5","5.2","33.3","4.9","5.2","2.8","25.4","(X)","27.9","(X)","20.2","(X)","67514","2934","68415","2536","N","N","N","90694","18755","-","**","32637","28967","34413","23190","37901","8907","70310","2747","25879","4881","65733","9927","85121","11730","52822","8268","84372","8302","73794","17837","87060","9776","100005","6674","41293","7884","63929","26437","38315","4358","33253","8764","29442","6201","79194","48101","45638","12452","39456","6989","118470","38544","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US0805370","St. Vrain Valley School District RE 1J, Colorado","59549","2274","90.9","2.2","N","N","N","N","N","N","N","N","N","N","N","N","14.8","2.2","80.8","2.4","5.7","1.8","35.7","2.7","41.4","2.6","17.2","1.7","41677","1892","48.8","3.4","51.2","3.4","80.1","3.1","14.2","2.9","5.7","1.8","17872","1822","48.9","5.5","38.8","5.5","10.1","3.2","51.1","5.5","36.8","5.8","14.3","4.5","29.4","(X)","29.4","(X)","27.9","(X)","67918","3780","70237","4527","73078","20206","14042","N","N","-","**","24005","8753","N","N","38294","4638","73065","4753","20297","9043","72946","8279","82320","7047","45904","4119","80572","4072","72512","9038","84875","4131","86595","4274","39962","13407","61895","12614","37459","5566","32852","8555","26609","6995","57768","52011","41120","10354","33654","17239","61379","33166","(X)","(X)","(X)","(X)","(X)","(X)","903"
"9700000US0805400","Thompson School District R-2J, Colorado","43446","1844","92.5","2.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90.1","2.5","4.9","2.4","30.0","2.8","41.1","3.2","24.0","2.4","30282","1781","N","N","N","N","N","N","N","N","N","N","13164","1852","53.8","7.2","46.5","7.0","7.3","3.8","46.2","7.2","32.3","7.1","13.9","4.6","26.4","(X)","29.1","(X)","20.4","(X)","60280","3191","61459","2646","-","**","42167","N","N","-","**","19340","7437","59511","27797","55720","50774","61182","2326","27405","11871","72696","14651","73966","10417","36357","4233","74706","6345","77890","11514","69438","8319","83901","4927","42694","11300","55053","40460","29782","6152","26556","5786","23267","4389","77629","26024","36821","17616","33032","18551","41078","20668","(X)","(X)","(X)","(X)","(X)","(X)","40924"
"9700000US0806120","Pueblo City School District 60, Colorado","43295","1532","79.5","2.9","N","N","N","N","N","N","N","N","12.5","2.7","4.5","1.2","43.6","2.1","52.9","2.2","5.3","1.6","31.7","2.1","36.9","2.5","26.1","1.9","25752","1352","44.9","4.2","55.1","4.2","64.8","4.3","25.4","3.7","9.8","2.4","17543","1536","56.4","4.7","49.8","4.6","6.6","2.6","43.6","4.7","38.2","4.8","5.4","3.0","27.9","(X)","27.3","(X)","28.0","(X)","34909","2894","35935","2533","26085","10963","26536","N","N","-","**","25303","9842","46038","16405","28551","4235","39547","3997","17749","4357","36951","3406","42448","5823","29536","5098","45441","3423","35174","4925","49486","2933","53709","3161","24126","3770","34757","17867","21758","2442","17011","2476","15888","2209","35285","18254","28888","3984","27356","4184","46765","39530","(X)","(X)","(X)","(X)","(X)","(X)","3263"
"9700000US0806900","Northglenn-Thornton School District 12, Colorado","79483","2182","90.2","1.5","N","N","N","N","3.8","1.0","N","N","N","N","N","N","19.4","2.0","74.4","2.1","4.5","1.1","42.7","2.2","37.1","2.0","15.6","1.5","55653","2439","51.3","3.0","48.7","3.0","75.9","3.1","15.7","2.7","8.4","2.0","23830","2266","53.0","5.7","44.8","5.7","8.3","2.7","47.0","5.7","31.3","5.3","15.6","4.7","22.5","(X)","21.8","(X)","21.5","(X)","63300","3135","64407","3357","47256","22116","64850","60019","12226","-","**","N","N","61515","14075","53074","11663","67936","4217","33483","10316","65767","5736","77527","6405","44685","5732","73098","2451","70609","4928","76731","5242","80612","5756","34363","6483","57296","16961","43422","3292","37387","6259","35897","4294","48386","12477","50137","6684","41727","3854","67297","10881","(X)","(X)","(X)","(X)","(X)","(X)","38325"
"9700000US0807230","Westminster School District 50, Colorado","24593","1327","83.9","3.8","N","N","N","N","N","N","N","N","N","N","N","N","36.4","4.2","57.8","4.2","5.3","2.3","35.1","4.1","38.5","4.4","21.0","3.3","15697","1448","N","N","N","N","N","N","N","N","N","N","8896","1056","50.0","8.0","37.8","8.0","12.2","6.1","50.0","8.0","39.6","7.8","10.5","4.5","23.4","(X)","26.7","(X)","15.8","(X)","46392","4903","47816","5014","N","N","N","57361","21237","-","**","31220","12879","83395","14802","42029","5431","53416","4677","29310","15187","47416","11458","53833","8956","33049","12425","55125","5911","41008","8001","65103","7805","58773","7976","37181","14605","49187","16749","29003","8167","22079","3475","21037","2368","48799","25726","37864","7957","36611","8662","44012","36829","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US0900450","Bridgeport School District, Connecticut","49887","2250","46.3","3.1","36.3","3.0","N","N","N","N","N","N","12.3","2.3","N","N","33.8","3.1","27.8","2.6","4.3","1.3","37.8","2.9","38.8","2.9","19.2","2.2","31227","1376","51.2","3.8","48.8","3.8","47.0","4.1","40.1","3.9","13.0","2.9","18660","2034","51.5","5.5","46.1","5.4","5.4","2.1","48.5","5.5","37.6","5.0","10.9","3.5","35.2","(X)","38.5","(X)","27.4","(X)","37571","5285","40297","7283","34530","5504","55294","55468","3254","-","**","33189","13551","40498","26316","32555","6795","45131","6158","25449","3801","41541","8541","48253","6252","27241","3056","44640","3732","37000","8170","48693","6909","67798","10379","27167","2852","45795","9615","24966","3516","24413","4641","22333","5771","65605","28670","26009","8028","21341","2852","58801","12221","(X)","(X)","(X)","(X)","(X)","(X)","24681"
"9700000US0901020","Danbury School District, Connecticut","29671","1429","71.1","4.6","8.8","2.7","N","N","N","N","N","N","N","N","N","N","18.2","3.8","66.7","4.7","2.9","1.6","36.0","4.8","40.1","4.1","21.0","3.2","19116","1481","N","N","N","N","N","N","N","N","N","N","10555","1830","53.4","7.8","42.3","7.5","11.1","5.9","46.6","7.8","34.8","7.7","11.8","5.3","29.9","(X)","28.9","(X)","24.5","(X)","61708","7804","68294","6681","50558","11649","N","91213","46244","-","**","43286","16011","53015","7876","48809","13454","69547","6853","14825","14194","59127","10779","81015","9237","41281","9194","72587","8616","59285","12505","77248","10463","89452","13974","32148","12158","41559","32190","42241","3952","42547","11700","32264","9649","61250","25023","42211","12411","41035","5829","65396","20801","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US0901920","Hartford School District, Connecticut","43345","2064","43.7","3.4","38.2","3.0","N","N","N","N","N","N","10.7","2.1","N","N","41.1","3.3","18.2","2.4","5.7","1.5","39.7","3.4","37.1","2.7","17.5","2.3","24707","1263","53.0","4.4","47.0","4.4","35.1","4.5","53.5","4.4","11.4","3.1","18638","1903","50.4","4.9","41.7","5.4","8.7","2.8","49.6","4.9","40.6","4.8","9.0","3.2","32.0","(X)","36.0","(X)","24.3","(X)","27753","2317","28106","4552","27633","3096","N","60168","19371","250,000+","***","22199","2860","38652","13597","21223","2209","40095","8965","24770","8401","28823","2265","31384","3779","20967","3668","31744","4311","24142","5400","48436","5822","55842","6434","21670","2725","39740","15104","21620","1934","21113","2407","18639","3523","56804","28340","22168","3184","19400","4524","47104","36874","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US0902670","New Britain School District, Connecticut","26577","1517","73.2","4.0","7.7","1.9","N","N","N","N","N","N","14.7","3.6","N","N","36.9","4.1","51.1","4.2","5.5","2.0","39.6","4.6","36.8","4.4","18.1","3.0","16537","1096","N","N","N","N","N","N","N","N","N","N","10040","1393","51.8","6.6","44.5","6.6","7.3","3.5","48.2","6.6","36.6","6.1","11.7","4.3","29.4","(X)","28.4","(X)","28.0","(X)","37034","4120","40942","3748","38549","7998","-","39215","26099","-","**","28454","5091","17802","11718","28437","3540","44747","8991","11761","5427","40993","3869","40111","8562","28527","2388","42403","7468","36143","6558","52456","7428","66596","9328","22267","5013","52839","24369","23674","3862","22153","2763","20896","3319","62263","66462","26759","7588","23179","6517","48016","21673","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US0902790","New Haven School District, Connecticut","51078","1965","48.2","3.4","34.9","3.2","N","N","4.6","1.1","N","N","10.1","2.2","N","N","21.0","2.4","37.7","3.0","5.4","1.3","45.3","3.0","30.7","2.6","18.6","2.3","27757","1533","53.6","4.2","46.4","4.2","49.4","5.1","40.6","4.9","10.0","3.0","23321","2058","51.2","4.8","42.4","5.1","8.8","2.6","48.8","4.8","39.1","4.2","9.7","3.3","34.2","(X)","37.0","(X)","28.4","(X)","36530","4415","46320","6110","32227","5084","-","42034","12111","-","**","25787","6295","32825","19774","24608","3835","52518","6085","25044","9534","41881","6611","47372","8217","24299","6389","45996","4475","32783","6384","56786","5855","68351","10868","25534","4171","42121","15043","28809","4028","26618","4406","21835","3822","55750","23052","32010","6789","25953","6948","61438","17644","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US0903090","Norwalk School District, Connecticut","34957","1771","76.3","3.4","13.7","3.2","N","N","N","N","N","N","N","N","N","N","15.6","3.0","64.6","3.8","2.4","1.5","33.2","3.9","40.4","3.6","24.0","3.6","22015","1107","N","N","N","N","N","N","N","N","N","N","12942","1910","47.6","6.1","41.4","6.5","6.2","3.1","52.4","6.1","40.6","6.2","11.8","5.2","30.3","(X)","33.2","(X)","22.7","(X)","70580","4239","73485","6136","51701","27613","-","140919","27498","-","**","37909","18943","71895","65050","51171","7504","79442","11692","41854","24310","73477","10258","88918","11017","50419","13185","89914","9609","86908","25295","95406","22126","114625","14397","44911","26476","58312","24137","50530","6118","47055","12378","43750","14487","52868","39935","51024","5003","38000","17881","72273","54446","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US0904320","Stamford School District, Connecticut","46599","1849","68.3","3.2","12.7","2.3","N","N","N","N","N","N","N","N","N","N","18.0","2.8","60.3","2.8","1.4","0.9","43.1","3.7","33.5","3.1","22.0","2.7","30748","1337","N","N","N","N","N","N","N","N","N","N","15851","1805","59.0","7.1","52.3","6.8","6.7","2.6","41.0","7.1","31.6","6.4","9.4","4.0","28.5","(X)","29.2","(X)","24.7","(X)","75771","5987","87705","5331","51833","13136","-","102336","14156","-","**","42963","23145","57173","34948","54305","13991","90971","7183","87171","51337","76972","10115","89550","7291","55279","17534","91524","7016","76054","16908","101718","9197","110805","12719","45753","21712","47428","40040","50002","7121","48422","11767","38777","11999","123629","57869","51223","12138","44006","8233","115222","38987","(X)","(X)","(X)","(X)","(X)","(X)","**"
