STATE,NAME,YRDATA,TOTALREV,TFEDREV,FEDRCOMP,FEDRSPEC,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRSPEC,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD,DIVISION,REGION,MEAN INCOME
AL,MADISON COUNTY SCHOOL DISTRICT,11,119111,12369,948,2043,2203,7175,42984,40820,48,0,2116,63758,54951,54950,0,0,50,5887,2870,129711,84881,48590,14364,50261,35423,10402,29790,3893,3562,1510,5210,15615,4830,39935,0,4895,125820,29000,12655,100.0,10.4,0.8,36.1,34.3,53.5,46.1,0.0,4.9,7171.0,4114.0,1216.0,4255.0,2999.0,881,2522.0,330,302,128,441,East South Central,South,79317
MS,MADISON COUNTY SCHOOL DISTRICT,11,182095,19822,2811,5635,3589,7787,104049,84166,0,7790,12093,58224,18870,18843,0,21397,215,11807,5935,176595,166808,98545,40654,96272,65700,25615,55877,8228,7787,2208,10856,26798,14659,3507,118,6162,158443,224,5107,100.0,10.9,1.5,57.1,46.2,32.0,10.4,11.9,6.5,8193.0,4953.0,2043.0,4839.0,3302.0,1287,2808.0,414,391,111,546,East South Central,South,85790
MS,MADISON COUNTY SCHOOL DISTRICT,11,27371,7424,2625,1169,1004,2626,13845,6153,3071,426,4195,6102,5031,5031,0,0,0,855,216,28494,27352,15631,3651,13647,8532,1666,12188,911,3482,930,1443,5422,1517,1014,0,128,2965,1190,20,100.0,27.1,9.6,50.6,22.5,22.3,18.4,0.0,3.1,10011.0,5747.0,1342.0,5017.0,3137.0,613,4481.0,335,1280,342,531,East South Central,South,85790
MS,MADISON COUNTY SCHOOL DISTRICT,11,119111,12369,948,2043,2203,7175,42984,40820,48,0,2116,63758,54951,54950,0,0,50,5887,2870,129711,84881,48590,14364,50261,35423,10402,29790,3893,3562,1510,5210,15615,4830,39935,0,4895,125820,29000,12655,100.0,10.4,0.8,36.1,34.3,53.5,46.1,0.0,4.9,7171.0,4114.0,1216.0,4255.0,2999.0,881,2522.0,330,302,128,441,East South Central,South,85790
FL,MARION COUNTY SCHOOL DISTRICT,11,40156,5103,1341,1200,1075,1487,21592,17263,0,1527,2802,13461,1944,1936,0,1449,0,2170,7898,32924,32008,17868,7409,18677,12243,4870,10471,1673,951,823,2053,4971,2860,741,39,136,1118,0,340,100.0,12.7,3.3,53.8,43.0,33.5,4.8,3.6,5.4,8584.0,4895.0,2030.0,5117.0,3354.0,1334,2869.0,458,261,225,562,South Atlantic,South,47974
FL,MARION COUNTY SCHOOL DISTRICT,11,394914,80713,17960,15629,15963,31161,159988,68092,22531,4924,64441,154213,126172,124668,0,0,0,21993,6048,436293,382512,222493,67394,214855,136405,40106,138671,23881,24685,3891,18454,67760,28986,46611,0,7170,151928,0,7726,100.0,20.4,4.5,40.5,17.2,39.0,31.9,0.0,5.6,8904.0,5303.0,1606.0,5121.0,3251.0,956,3305.0,569,588,93,440,South Atlantic,South,47974
FL,MARION COUNTY SCHOOL DISTRICT,11,24364,6240,1529,271,1282,3158,12443,11578,41,0,824,5681,3468,3468,0,0,176,1408,629,21478,20036,11831,3706,11085,7668,2376,7083,860,1564,513,1143,3003,1868,1046,0,396,4779,325,527,100.0,25.6,6.3,51.1,47.5,23.3,14.2,0.7,5.8,8333.0,5024.0,1574.0,4707.0,3256.0,1009,3008.0,365,664,218,485,South Atlantic,South,47974
AL,MOBILE COUNTY SCHOOL DISTRICT,11,587680,110840,40040,24751,22476,23573,318759,255883,1432,22284,39160,158081,113112,90223,0,16738,0,13089,15142,581480,548243,299068,127892,301975,191793,77363,204846,32275,28844,9336,28231,106160,41422,21642,760,10835,266777,46399,9601,100.0,18.9,6.8,54.2,43.5,26.9,19.2,2.8,2.2,8749.0,4822.0,2062.0,4858.0,3093.0,1247,3303.0,520,465,151,455,East South Central,South,56667
FL,MONROE COUNTY SCHOOL DISTRICT,11,36123,6215,1851,1378,1299,1687,23371,18212,0,2042,3117,6537,2275,2265,0,1687,0,1350,1225,35411,34800,19252,8211,20279,12849,5140,11759,2171,1337,754,2377,5120,2762,550,61,0,1101,0,0,100.0,17.2,5.1,64.7,50.4,18.1,6.3,4.7,3.7,8669.0,4858.0,2072.0,5117.0,3242.0,1297,2967.0,548,337,190,600,South Atlantic,South,76306
FL,MONROE COUNTY SCHOOL DISTRICT,11,119251,15244,1850,2863,2100,8431,12719,763,208,39,11709,91288,85798,74115,0,0,9,4430,1051,120838,102864,59016,21326,63359,37350,13533,34748,4754,5964,1865,4853,17312,4757,15200,0,2774,102059,0,13493,100.0,12.8,1.6,10.7,0.6,76.6,71.9,0.0,3.7,12126.0,7063.0,2552.0,7582.0,4470.0,1620,4158.0,569,714,223,581,South Atlantic,South,76306
FL,MONROE COUNTY SCHOOL DISTRICT,11,23395,3900,470,430,775,2225,10683,9884,10,0,789,8812,3859,3858,0,0,15,932,4006,20482,17671,10916,3323,10925,7798,2318,5535,851,458,602,1104,2520,1211,2699,0,112,4415,1935,368,100.0,16.7,2.0,45.7,42.2,37.7,16.5,0.1,4.0,7789.0,4813.0,1465.0,4817.0,3438.0,1022,2440.0,375,202,265,487,South Atlantic,South,76306
AL,MONTGOMERY COUNTY SCHOOL DISTRICT,11,293637,58056,22587,10169,11615,13685,162975,131813,0,9639,21523,72606,30057,29994,0,30655,0,4958,6936,285338,274808,155863,66082,153401,97927,39221,99518,17054,17637,5906,15139,43782,21889,7594,33,2903,75758,31463,4412,100.0,19.8,7.7,55.5,44.9,24.7,10.2,10.4,1.7,8613.0,4954.0,2100.0,4859.0,3112.0,1247,3163.0,542,561,188,481,East South Central,South,58880
SC,PICKENS COUNTY SCHOOL DISTRICT,11,29980,5181,1642,1001,1288,1250,19279,13782,0,1832,3665,5520,1629,1616,0,901,0,1469,1521,28476,26495,14924,6295,15392,9927,3905,8695,1414,1021,866,1493,3901,2408,1889,30,62,1757,0,250,100.0,17.3,5.5,64.3,46.0,18.4,5.4,3.0,4.9,8960.0,5137.0,2167.0,5298.0,3417.0,1344,2993.0,487,351,298,514,South Atlantic,South,54511
SC,PICKENS COUNTY SCHOOL DISTRICT,11,157184,19713,4615,5439,4106,5553,74152,17372,3936,763,52081,63319,50213,50208,0,137,41,6690,6238,285337,125454,78927,25799,74560,53110,16459,43414,9394,7398,389,7867,18366,7480,142676,445,16762,397817,10518,7275,100.0,12.5,2.9,47.2,11.1,40.3,31.9,0.1,4.3,7672.0,4837.0,1581.0,4569.0,3254.0,1009,2660.0,576,453,24,482,South Atlantic,South,54511
AL,SHELBY COUNTY SCHOOL DISTRICT,11,284384,24531,2933,7651,5486,8461,144678,111555,0,12094,21029,115175,75856,75801,0,11253,44,19387,8635,261378,244588,144038,59640,143103,94111,37310,80386,12549,12283,2916,15447,37191,21099,10101,289,6400,227211,900,12877,100.0,8.6,1.0,50.9,39.2,40.5,26.7,4.0,6.8,8517.0,5133.0,2125.0,5099.0,3354.0,1330,2864.0,447,438,104,550,East South Central,South,75899
FL,SUMTER COUNTY SCHOOL DISTRICT,11,27094,5278,2002,629,1174,1473,12935,9847,0,1367,1721,8881,2066,1469,0,1161,0,448,5206,27572,22372,11836,5088,10844,7262,2985,9220,1437,1007,819,1039,4918,2308,4330,40,830,14664,0,439,100.0,19.5,7.4,47.7,36.3,32.8,7.6,4.3,1.7,10601.0,5765.0,2478.0,5282.0,3537.0,1454,4491.0,700,491,399,506,South Atlantic,South,53141
FL,SUMTER COUNTY SCHOOL DISTRICT,11,77953,13961,3117,2412,2363,6069,12275,952,259,48,11016,51717,49471,49471,0,0,7,1619,620,74948,70810,32425,9747,45626,19232,5558,21875,2706,5225,991,2859,10094,3309,2542,0,1596,34475,0,1185,100.0,17.9,4.0,15.7,1.2,66.3,63.5,0.0,2.1,9263.0,4252.0,1278.0,5983.0,2522.0,729,2868.0,355,685,130,375,South Atlantic,South,53141
AL,TUSCALOOSA CITY SCHOOL DISTRICT,11,131630,18990,6996,3796,3936,4262,50407,40428,0,3482,6497,62233,32654,23448,0,13122,16,2419,14022,103745,98977,54410,22999,54246,34863,13968,37096,6560,4820,3251,6504,15961,7635,2894,199,1675,146098,13545,5636,100.0,14.4,5.3,38.3,30.7,47.3,24.8,10.0,1.8,9412.0,5258.0,2223.0,5239.0,3369.0,1350,3585.0,634,466,314,629,East South Central,South,51152
AL,TUSCALOOSA COUNTY SCHOOL DISTRICT,11,170564,21034,4690,5272,5222,5850,94758,75116,0,7126,12516,54772,28898,13836,0,10325,0,10626,4923,153777,147396,81266,34516,84020,54018,21592,48460,9720,5102,2525,10164,20949,14916,4798,141,1442,82710,61308,12922,100.0,12.3,2.7,55.6,44.0,32.1,16.9,6.1,6.2,8136.0,4569.0,1941.0,4724.0,3037.0,1214,2725.0,547,287,142,571,East South Central,South,62853
AK,ANCHORAGE SCHOOL DISTRICT,11,732488,114561,12476,12186,13206,76693,407204,310709,0,19611,76884,210723,0,0,193216,0,0,11427,6080,770061,712261,366087,313794,401296,229188,143141,292129,80091,47309,4691,40644,119394,18836,30709,0,27091,533680,37607,45744,100.0,15.6,1.7,55.6,42.4,28.8,26.4,0.0,1.6,14466.0,7440.0,6377.0,8155.0,4658.0,2909,5937.0,1628,961,95,826,Pacific,West,92169
CA,HAYWARD UNIFIED SCHOOL DISTRICT,11,214857,34407,10707,5496,5569,12635,119588,72568,163,1105,45752,60862,41924,40665,0,2033,10451,1895,4559,277471,191130,127715,25926,123280,88001,16936,59193,8009,6667,841,13385,30291,8657,72455,4672,9214,207290,105000,5670,100.0,16.0,5.0,55.7,33.8,28.3,19.5,5.8,0.9,8646.0,5874.0,1192.0,5670.0,4047.0,779,2722.0,368,307,39,616,Pacific,West,66838
CA,WEST CONTRA COSTA UNIFIED SCHOOL DISTRICT,11,365344,45960,14232,10233,10276,11219,194378,92167,17483,1873,82855,125006,112354,97141,0,2671,0,1656,8325,414994,280995,152900,65535,160410,97695,42965,107070,16129,22548,2505,14370,51518,13515,102077,51,31871,818354,11637,16679,100.0,12.6,3.9,53.2,25.2,34.2,30.8,0.7,0.5,9323.0,5124.0,2196.0,5375.0,3274.0,1440,3588.0,540,756,84,482,Pacific,West,75553
CA,SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,11,287312,12526,402,4209,583,7332,87174,35279,16910,581,34404,187612,140799,134169,0,18398,1639,6312,20464,268085,225628,143180,49739,145370,100438,32865,74473,9568,9312,1012,17641,36940,5785,24538,1327,16592,303563,2760,22826,100.0,4.4,0.1,30.3,12.3,65.3,49.0,7.0,2.2,7775.0,4939.0,1716.0,5015.0,3465.0,1134,2569.0,330,321,35,609,Pacific,West,167734
CA,CLOVIS UNIFIED SCHOOL DISTRICT,11,393586,35062,5809,7670,6670,14913,234714,148356,20077,2379,63902,123810,89055,89055,0,951,2659,11131,20014,368765,313914,189732,75855,183847,125999,43885,115118,18132,18682,1798,19880,56626,14949,43574,690,10587,250415,7420,39838,100.0,8.9,1.5,59.6,37.7,31.5,22.6,0.9,2.8,8018.0,4929.0,1971.0,4776.0,3273.0,1140,2990.0,471,485,47,516,Pacific,West,82809
CA,ALHAMBRA UNIFIED SCHOOL DISTRICT,11,211784,30728,7458,4713,5818,12739,137748,86219,150,1335,50044,43308,25103,25103,0,1367,11416,1210,4212,199167,167474,97404,45109,94165,61621,25338,63412,12300,9295,979,11411,29427,9897,23843,1761,6089,146044,0,1870,100.0,14.5,3.5,65.0,40.7,20.4,11.9,6.0,0.6,8932.0,5290.0,2450.0,5114.0,3347.0,1376,3444.0,668,505,53,620,Pacific,West,68274
CA,AZUSA UNIFIED SCHOOL DISTRICT,11,105279,13933,4745,2314,3903,2971,69409,47183,53,492,21681,21937,9511,9511,0,1088,8298,704,2336,103422,93543,60581,17156,58335,40101,10686,29945,4502,4576,745,6294,13828,5263,381,7940,1558,91986,57525,59685,100.0,13.2,4.5,65.9,44.8,20.8,9.0,8.9,0.7,8760.0,5760.0,1631.0,5546.0,3813.0,1016,2847.0,428,435,71,598,Pacific,West,70074
CA,BALDWIN PARK UNIFIED SCHOOL DISTRICT,11,194644,25675,5899,5487,6659,7630,139883,75679,8394,97,55713,29086,12349,12349,0,552,10286,1626,4273,183120,156780,100003,32822,90503,62910,19333,49544,5674,11992,747,9084,22047,16733,13076,10393,2871,131670,32719,5343,100.0,13.2,3.0,71.9,38.9,14.9,6.3,5.6,0.8,7378.0,5019.0,1647.0,4543.0,3158.0,970,2487.0,285,602,37,456,Pacific,West,57751
CA,BELLFLOWER UNIFIED SCHOOL DISTRICT,11,127945,19564,4609,5126,3833,5996,89087,61927,6069,509,20582,19294,9143,9143,0,1107,2358,1249,5437,111326,110575,69971,26220,66886,46479,16053,37077,5892,4635,1189,7922,17439,6612,265,0,486,9245,0,700,100.0,15.3,3.6,69.6,48.4,15.1,7.1,2.7,1.0,7743.0,5007.0,1876.0,4786.0,3326.0,1149,2653.0,422,332,85,567,Pacific,West,59349
CA,BURBANK UNIFIED SCHOOL DISTRICT,11,155085,11355,2176,4238,2121,2820,87078,57544,8555,291,20688,56652,31864,31864,0,3705,2027,2367,16689,140950,133928,83802,27142,85637,58263,17861,42815,5766,4453,732,9879,21985,5476,5277,489,1256,101237,4301,6646,100.0,7.3,1.4,56.1,37.1,36.5,20.5,3.7,1.5,7939.0,5039.0,1632.0,5150.0,3503.0,1074,2575.0,347,268,44,594,Pacific,West,75389
CA,MONTEBELLO UNIFIED SCHOOL DISTRICT,11,316715,49360,15602,9203,12817,11738,207153,141893,0,1536,63724,60202,33478,33478,0,1899,20755,976,3094,329900,290651,181833,66669,164806,110702,38725,101090,19439,18357,1326,17403,44565,24755,30848,1518,6883,191407,18985,26944,100.0,15.6,4.9,65.4,44.8,19.0,10.6,7.2,0.3,8667.0,5674.0,2080.0,5143.0,3454.0,1208,3155.0,607,573,41,543,Pacific,West,56619
CA,POMONA UNIFIED SCHOOL DISTRICT,11,336421,66899,17352,8305,11864,29378,216452,130003,14917,1310,70222,53070,31494,31494,0,3424,257,11514,6381,350026,316643,179889,58416,160126,109335,31789,109547,19722,21665,1041,18593,48526,46970,18220,4825,10338,245559,50000,8179,100.0,19.9,5.2,64.3,38.6,15.8,9.4,1.1,3.4,9993.0,6357.0,2064.0,5659.0,3864.0,1123,3871.0,697,766,37,657,Pacific,West,65077
CA,MADERA UNIFIED SCHOOL DISTRICT,11,169116,26926,10454,1758,7852,6862,111192,79535,66,2728,28863,30998,20362,20362,0,519,4771,1412,3934,160888,152713,88125,39509,90790,56221,24042,52804,6012,6199,1496,11483,27614,9119,4326,860,2989,90104,0,2050,100.0,15.9,6.2,65.7,47.0,18.3,12.0,3.1,0.8,7723.0,4502.0,2018.0,4638.0,2872.0,1228,2697.0,307,317,76,587,Pacific,West,51785
CA,PALM SPRINGS UNIFIED SCHOOL DISTRICT,11,246352,31679,8887,4697,9428,8667,122944,88827,226,2177,31714,91729,59174,59174,0,12315,13804,1336,5100,302191,201650,118878,47253,124231,81855,29425,67959,9808,8844,1307,12568,35432,9460,85973,7,14561,337221,0,17248,100.0,12.9,3.6,49.9,36.1,37.2,24.0,10.6,0.5,8528.0,5032.0,2000.0,5258.0,3465.0,1245,2876.0,415,374,55,532,Pacific,West,62936
CA,VAL VERDE UNIFIED SCHOOL DISTRICT,11,343193,66584,3097,52151,7252,4084,233392,88504,121104,803,22981,43217,18331,18331,0,2070,18058,1536,3222,356296,154416,89557,27817,96620,60866,17155,50242,8776,6290,675,8849,25652,7554,8745,188625,4510,122398,94,2352,100.0,19.4,0.9,68.0,25.8,12.6,5.3,5.9,0.4,7844.0,4549.0,1413.0,4908.0,3092.0,871,2552.0,446,320,34,449,Pacific,West,57551
CA,ELK GROVE UNIFIED SCHOOL DISTRICT,11,580280,64944,14441,13349,14687,22467,392077,255138,33039,3088,100812,123259,83860,83302,0,19857,2781,5003,11758,532212,491623,299495,123846,315545,211208,80292,153983,20279,17171,2397,30171,83965,22095,10436,21747,8406,0,0,0,100.0,11.2,2.5,67.6,44.0,21.2,14.5,3.9,0.9,7831.0,4795.0,1983.0,5052.0,3382.0,1286,2466.0,325,275,38,483,Pacific,West,77780
CA,COLTON JOINT UNIFIED SCHOOL DISTRICT,11,250193,29890,5705,5514,8755,9916,182811,108924,436,863,72588,37492,18445,17785,0,4980,9822,1310,2935,269520,199623,126816,45674,122474,84554,29875,67353,13626,6174,1158,11160,35235,9796,60270,2131,7496,194073,41938,4381,100.0,11.9,2.3,73.1,43.5,15.0,7.4,5.9,0.5,8508.0,5424.0,1953.0,5238.0,3616.0,1278,2881.0,583,264,50,477,Pacific,West,57863
CA,POWAY UNIFIED SCHOOL DISTRICT,11,354397,20435,2162,6580,2259,9434,134812,74762,16087,1826,42137,199150,159651,159651,0,2821,5244,8615,22819,337306,274845,171436,58281,163635,112180,36564,90132,10817,10941,940,15213,52221,21078,28641,602,33218,313791,3525,2135,100.0,5.8,0.6,38.0,21.1,56.2,45.0,2.3,2.4,8015.0,5022.0,1707.0,4794.0,3286.0,1071,2640.0,317,321,28,446,Pacific,West,116291
CA,TRACY JOINT UNIFIED SCHOOL DISTRICT,11,151849,12181,2290,3044,3488,3359,98389,67984,0,613,29792,41279,27131,27131,0,1438,5395,1816,5499,148333,126225,80498,26588,79617,57034,17542,40963,4774,5308,600,9484,20797,5645,18232,956,2920,81610,22000,720,100.0,8.0,1.5,64.8,44.8,27.2,17.9,4.5,1.2,7159.0,4592.0,1517.0,4542.0,3254.0,1001,2337.0,272,303,34,541,Pacific,West,74511
CA,LUCIA MAR UNIFIED SCHOOL DISTRICT,11,95667,10824,1568,2757,2556,3943,30549,10229,53,1180,19087,54294,46927,46927,0,932,1900,1937,2598,89598,82315,51514,17349,52686,35723,11072,25157,3909,1730,902,5530,13086,4472,807,4016,2460,52762,4245,3939,100.0,11.3,1.6,31.9,10.7,56.8,49.1,3.0,2.0,7695.0,4878.0,1643.0,4989.0,3383.0,1048,2382.0,370,164,85,524,Pacific,West,66480
CA,VACAVILLE UNIFIED SCHOOL DISTRICT,11,116388,9804,1954,2708,1949,3193,78448,51989,64,524,25871,28136,20729,20729,0,728,1995,1390,3294,109287,96037,58644,27086,55524,38279,15271,37272,6758,4213,714,7264,18323,3241,6534,1892,4824,101413,0,1295,100.0,8.4,1.7,67.4,44.7,24.2,17.8,2.3,1.2,7570.0,4640.0,2143.0,4393.0,3029.0,1208,2949.0,535,333,56,575,Pacific,West,83060
CA,TURLOCK UNIFIED SCHOOL DISTRICT,11,137556,15091,3921,3742,4118,3310,79743,53442,0,438,25863,42722,23621,23621,0,1927,9628,1105,6441,129336,113597,77655,18504,76880,55951,12942,30837,3666,3593,498,8291,14789,5880,10342,2682,2715,58589,0,2244,100.0,11.0,2.9,58.0,38.9,31.1,17.2,8.4,0.8,8251.0,5673.0,1352.0,5617.0,4088.0,945,2253.0,268,262,36,606,Pacific,West,59199
CA,YUBA CITY UNIFIED SCHOOL DISTRICT,11,117317,14961,3612,3379,4345,3625,65543,45419,0,716,19408,36813,29388,24386,0,539,2850,1730,2306,103728,99356,61089,22181,61102,40147,15030,33380,3795,3825,578,7918,17264,4874,1603,39,2730,80370,0,3315,100.0,12.8,3.1,55.9,38.7,31.4,25.1,2.9,1.5,7526.0,4628.0,1680.0,4629.0,3041.0,1139,2529.0,288,290,44,600,Pacific,West,62166
CA,CONEJO VALLEY UNIFIED SCHOOL DISTRICT,11,192538,13560,1805,4933,1910,4912,63553,36047,303,772,26431,115425,85629,85629,0,1260,9133,6458,12945,180929,172604,110180,38156,108383,76535,24408,50327,6967,3918,605,12656,26181,13894,4899,1252,2174,61981,0,6225,100.0,7.0,0.9,33.0,18.7,59.9,44.5,5.4,3.4,7762.0,5224.0,1809.0,5139.0,3629.0,1157,2386.0,330,186,29,600,Pacific,West,123704
CO,ADAMS-ARAPAHOE SCHOOL DISTRICT 28J,11,381463,54088,18406,8559,10372,16751,205675,191910,5795,1543,6427,121700,99698,99698,0,165,331,8371,13135,421656,339226,216532,55387,196847,140457,36119,127772,19754,15103,7277,22636,63002,14607,62289,667,19474,395340,82315,13969,100.0,14.2,4.8,53.9,50.3,31.9,26.1,0.1,2.2,8742.0,5609.0,1435.0,5099.0,3638.0,936,3310.0,512,391,188,586,Mountain,West,53358
DE,BRANDYWINE SCHOOL DISTRICT,11,160183,15265,3147,2579,2112,7427,79160,71846,1,2611,4702,65758,60886,60886,0,0,191,1518,3163,171800,149217,84976,36213,87559,56925,24532,52354,8770,2047,1524,7665,32348,9304,17600,1667,3316,76184,5078,5322,100.0,9.5,2.0,49.4,44.9,41.1,38.0,0.1,0.9,13879.0,7974.0,3398.0,8151.0,5342.0,2302,4913.0,823,192,143,719,South Atlantic,South,91269
DE,CHRISTINA SCHOOL DISTRICT,11,251992,32952,6113,5731,5020,16088,119935,98730,0,14490,6715,99105,65496,65496,0,0,15609,1383,16617,292123,258575,139530,67388,172501,101302,48383,77727,10862,4297,5377,14021,43170,8347,19573,11093,2882,57878,0,5739,100.0,13.1,2.4,47.6,39.2,39.3,26.0,6.2,0.5,14915.0,8117.0,3920.0,9968.0,5893.0,2815,4522.0,632,250,313,816,South Atlantic,South,72492
DE,COLONIAL SCHOOL DISTRICT,11,130732,16497,3104,2869,3238,7286,68795,60386,33,4662,3714,45440,37988,37988,0,0,576,1191,5685,136072,119603,69956,29777,74461,47180,20497,38513,5143,2278,1221,7301,22570,6629,8751,5397,2321,48770,0,3609,100.0,12.6,2.4,52.6,46.2,34.8,29.1,0.4,0.9,11991.0,7048.0,3000.0,7473.0,4754.0,2065,3880.0,518,230,123,736,South Atlantic,South,64781
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,11,231931,27288,5460,4342,4041,13445,105703,93605,217,6790,5091,98940,81578,81578,0,0,10374,2249,4739,226801,204542,117524,47629,131554,86712,34875,63925,7666,1408,1753,10113,42985,9063,7665,11795,2799,62441,3200,4850,100.0,11.8,2.4,45.6,40.4,42.7,35.2,4.5,1.0,12733.0,7366.0,2985.0,8214.0,5435.0,2186,4007.0,481,88,110,634,South Atlantic,South,94395
DE,INDIAN RIVER SCHOOL DISTRICT,11,119250,14014,2274,2516,2737,6487,62907,53454,1,6383,3069,42329,34449,34449,0,0,4355,1248,2277,122120,105273,59060,25042,65767,42963,18548,34410,5493,657,806,6079,21375,5096,9615,5659,1573,32399,0,3200,100.0,11.8,1.9,52.8,44.8,35.5,28.9,3.7,1.0,11939.0,6724.0,2851.0,7481.0,4891.0,2112,3917.0,625,75,92,692,South Atlantic,South,66690
DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,11,1283071,155505,39933,10416,21666,83490,0,0,0,0,0,1127566,0,0,1091197,0,0,6382,29987,1297175,970843,453157,87395,525185,296425,52619,389526,56648,98105,31647,74654,128472,56132,326332,0,0,0,0,0,100.0,12.1,3.1,0.0,0.0,87.9,85.0,0.0,0.5,18475.0,10253.0,1977.0,8822.0,6707.0,1191,8813.0,1282,2220,716,1689,South Atlantic,South,98177
FL,ALACHUA COUNTY SCHOOL DISTRICT,11,282450,55236,12269,10773,7485,24709,97592,38070,9595,2237,47690,129622,115314,115121,0,0,107,11519,2682,274653,254454,146663,47128,138173,83233,26145,100527,15296,23449,3461,13302,45019,15754,16765,0,3434,94728,37877,27565,100.0,19.6,4.3,34.6,13.5,45.9,40.8,0.0,4.1,9104.0,5331.0,1713.0,5022.0,3025.0,950,3654.0,556,852,126,483,South Atlantic,South,58428
FL,BAY COUNTY SCHOOL DISTRICT,11,248702,45315,8442,8868,6683,21322,66874,22474,7823,1053,35524,136513,121516,116602,0,0,0,13133,1864,241725,225469,122699,42284,137657,81182,25528,72066,8392,10986,3496,13603,35589,15746,10956,0,5300,130727,37090,10220,100.0,18.2,3.4,26.9,9.0,54.9,48.9,0.0,5.3,8486.0,4731.0,1630.0,5308.0,3130.0,984,2779.0,324,424,135,525,South Atlantic,South,58272
FL,BREVARD COUNTY SCHOOL DISTRICT,11,665068,108726,20759,24352,15345,48270,283017,119262,39008,5703,119044,273325,239945,239945,0,0,181,25954,7245,640838,593728,356005,106111,364973,234721,66699,194323,24293,42954,6386,35644,85046,34432,20419,0,26691,537533,0,14795,100.0,16.3,3.1,42.6,17.9,41.1,36.1,0.0,3.9,8164.0,4954.0,1477.0,5079.0,3266.0,928,2704.0,338,598,89,496,South Atlantic,South,62163
FL,BROWARD COUNTY SCHOOL DISTRICT,11,2477771,439868,90884,72542,66084,210358,889729,358554,94482,14451,422242,1148174,1000667,1000667,0,0,485,113555,33467,2599247,2370700,1321024,433405,1430190,849480,267644,781493,109645,111537,27386,129897,403028,159017,129878,0,98669,1965151,51645,73267,100.0,17.8,3.7,35.9,14.5,46.3,40.4,0.0,4.6,8967.0,5151.0,1690.0,5576.0,3312.0,1044,3047.0,428,435,107,506,South Atlantic,South,68451
FL,CHARLOTTE COUNTY SCHOOL DISTRICT,11,176107,28090,3874,5198,5404,13614,25148,2662,1140,193,21153,122869,108303,108065,0,0,0,8926,5640,222987,163860,94441,33059,87479,56284,18977,65315,9398,12249,1686,9684,32298,11066,55770,0,3357,68512,0,409,100.0,16.0,2.2,14.3,1.5,69.8,61.5,0.0,5.1,9688.0,5676.0,1987.0,5257.0,3382.0,1140,3925.0,565,736,101,582,South Atlantic,South,63141
FL,CITRUS COUNTY SCHOOL DISTRICT,11,155863,26778,5622,5492,4137,11527,41977,13875,4622,1043,22437,87108,75527,75527,0,0,0,8728,2853,183260,152737,93146,25428,83706,56030,15019,57791,6197,9895,1892,9261,30546,11240,29643,0,880,47955,0,2450,100.0,17.2,3.6,26.9,8.9,55.9,48.5,0.0,5.6,9396.0,5942.0,1622.0,5340.0,3574.0,958,3687.0,395,631,121,591,South Atlantic,South,52138
FL,COLLIER COUNTY SCHOOL DISTRICT,11,525626,83893,16632,14510,14260,38491,64494,2767,1340,214,60173,377239,343969,343961,0,0,0,16185,17085,506942,448570,250869,91849,263533,165345,59597,159400,19298,25673,3763,27949,82717,25637,34170,0,24202,497122,0,23021,100.0,16.0,3.2,12.3,0.5,71.8,65.4,0.0,3.1,10293.0,5845.0,2140.0,6140.0,3852.0,1389,3714.0,450,598,88,651,South Atlantic,South,86372
FL,COLUMBIA COUNTY SCHOOL DISTRICT,11,91288,19171,4140,3043,3276,8712,48439,24636,8220,1460,14123,23678,20592,20592,0,0,0,2637,449,92821,86952,52035,17323,48846,32522,10498,32882,5513,5718,1339,4288,16024,5224,4401,0,1468,28431,0,1168,100.0,21.0,4.5,53.1,27.0,25.9,22.6,0.0,2.9,8784.0,5304.0,1766.0,4979.0,3315.0,1070,3352.0,562,583,136,437,South Atlantic,South,43031
FL,DUVAL COUNTY SCHOOL DISTRICT,11,1210443,224407,56626,38198,33604,95979,470953,215516,58693,8958,187786,515083,440310,437617,0,0,0,54623,20150,1247631,1116898,588773,205526,672408,411482,143049,395553,62027,83465,11056,59835,179170,48937,115231,0,15502,361191,58664,10203,100.0,18.5,4.7,38.9,17.8,42.6,36.4,0.0,4.5,8987.0,4748.0,1658.0,5423.0,3318.0,1154,3190.0,500,673,89,483,South Atlantic,South,63055
